# file...... Meter_645_B_Power.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_645_B:measured_power,xfmr_meter_645_B_1:measured_power,xfmr_meter_645_B_2:measured_power,xfmr_meter_645_B_3:measured_power,xfmr_meter_645_B_4:measured_power,xfmr_meter_645_B_5:measured_power,house_meter_645_B_1:measured_power,house_meter_645_B_2:measured_power,house_meter_645_B_3:measured_power,house_meter_645_B_4:measured_power,house_meter_645_B_5:measured_power,house_meter_645_B_6:measured_power,house_meter_645_B_7:measured_power,house_meter_645_B_8:measured_power,house_meter_645_B_9:measured_power,house_meter_645_B_10:measured_power,house_meter_645_B_11:measured_power,house_meter_645_B_12:measured_power,house_meter_645_B_13:measured_power,house_meter_645_B_14:measured_power,house_meter_645_B_15:measured_power,house_meter_645_B_16:measured_power,house_meter_645_B_17:measured_power,house_meter_645_B_18:measured_power,house_meter_645_B_19:measured_power,house_meter_645_B_20:measured_power,house_meter_645_B_21:measured_power,house_meter_645_B_22:measured_power,house_meter_645_B_23:measured_power
2021-01-06 02:30:00 UTC,+26728.1+51.211j,+2520.92+1.17163j,+3281.55+1.98616j,+4604.03+4.29915j,+14481.1+42.9985j,+1840.48+0.622393j,+280.016+0.00128613d,+360.026+0.00165368d,+440.039+0.00202126d,+280.016+0.00128613d,+200.008+0.00091862d,+240.012+0.00110237d,+240.012+0.00110237d,+480.046+0.00220506d,+520.054+0.0023892d,+400.032+0.00183772d,+280.016+0.00128631d,+320.02+0.0014701d,+320.02+0.0014701d,+680.093+0.00312464d,+440.039+0.00202154d,+320.02+0.0014701d,+600.072+0.00275756d,+400.032+0.00183815d,+360.026+0.0016543d,+360.026+0.0016543d,+2080.87+0.00956807d,+280.016+0.00128661d,+280.016+0.00128661d
2021-01-06 02:45:00 UTC,+22668.7+30.7092j,+2761.14+1.42018j,+3842.07+2.69831j,+3882.33+2.8394j,+10542.8+23.1761j,+1640.39+0.495157j,+240.012+0.00110142d,+400.032+0.00183587d,+320.02+0.00146862d,+680.092+0.0031215d,+160.005+0.000734242d,+240.012+0.00110142d,+280.016+0.00128502d,+440.039+0.0020195d,+520.054+0.00238727d,+600.072+0.00275467d,+480.046+0.00220358d,+400.032+0.00183623d,+400.032+0.00183623d,+560.063+0.00257096d,+440.039+0.0020199d,+440.039+0.0020199d,+560.063+0.00257098d,+280.016+0.00128528d,+520.054+0.00238728d,+400.032+0.00183624d,+1080.23+0.00495987d,+200.008+0.00091801d,+240.012+0.00110164d
2021-01-06 03:00:00 UTC,+21545.3+27.1785j,+2280.74+0.954652j,+3802.02+2.63974j,+3561.95+2.38659j,+9899.9+20.3718j,+2000.62+0.754549j,+240.012+0.00110137d,+280.016+0.00128496d,+200.008+0.000917787d,+440.039+0.00201942d,+320.02+0.00146856d,+280.016+0.00128496d,+280.016+0.00128496d,+240.012+0.00110137d,+480.046+0.00220366d,+480.046+0.00220366d,+520.054+0.00238736d,+480.046+0.00220366d,+400.032+0.0018363d,+480.046+0.00220366d,+400.032+0.0018363d,+560.063+0.00257106d,+360.026+0.00165256d,+400.032+0.00183622d,+400.032+0.00183622d,+440.039+0.00201989d,+1000.2+0.0045922d,+200.008+0.000917999d,+200.008+0.000917999d
2021-01-06 03:15:00 UTC,+26163.1+47.8665j,+2921.23+1.57562j,+3561.81+2.3309j,+3762.17+2.66122j,+14237.4+40.6473j,+1680.41+0.523845j,+280.016+0.00128677d,+560.063+0.00257397d,+240.012+0.00110292d,+280.016+0.00128677d,+320.02+0.00147063d,+440.039+0.00202226d,+520.054+0.00239006d,+280.016+0.00128677d,+280.016+0.00128692d,+520.054+0.00239033d,+360.026+0.00165469d,+560.063+0.00257427d,+480.046+0.00220641d,+600.072+0.00275821d,+400.032+0.00183859d,+360.026+0.00165469d,+600.072+0.00275831d,+480.046+0.00220649d,+320.021+0.00147085d,+400.032+0.00183865d,+1040.22+0.00478233d,+240.012+0.00110309d,+240.012+0.00110309d
2021-01-06 03:30:00 UTC,+23084.9+41.6789j,+3041.36+1.7148j,+3001.29+1.65772j,+2640.99+1.27871j,+12560.7+36.3073j,+1840.48+0.621585j,+520.054+0.00238995d,+200.008+0.000919034d,+360.026+0.00165442d,+280.016+0.00128671d,+480.046+0.00220605d,+640.082+0.00294168d,+280.016+0.00128671d,+280.016+0.00128671d,+520.054+0.00238993d,+480.046+0.00220604d,+280.016+0.0012867d,+320.02+0.00147055d,+240.012+0.00110286d,+440.039+0.00202215d,+440.039+0.00202215d,+280.016+0.0012867d,+400.032+0.00183816d,+400.032+0.00183816d,+400.032+0.00183816d,+320.02+0.00147045d,+320.02+0.00147045d,+240.012+0.00110279d,+240.012+0.00110279d
2021-01-06 03:45:00 UTC,+24459.7+53.4805j,+2681.03+1.321j,+3321.56+2.02394j,+2560.94+1.20817j,+14335.7+48.3562j,+1560.35+0.447873j,+360.026+0.00165392d,+240.012+0.00110253d,+440.039+0.00202156d,+280.016+0.00128632d,+240.012+0.00110253d,+320.02+0.00147012d,+320.02+0.00147012d,+480.046+0.00220539d,+440.039+0.00202179d,+440.039+0.00202179d,+600.072+0.00275725d,+360.026+0.00165411d,+400.032+0.00183795d,+280.016+0.00128647d,+360.026+0.00165411d,+440.039+0.00202179d,+400.032+0.00183769d,+320.02+0.00147008d,+480.046+0.00220534d,+400.032+0.00183769d,+200.008+0.000918737d,+240.012+0.00110251d,+280.016+0.00128629d
2021-01-06 04:00:00 UTC,+26782.8+60.3452j,+2560.96+1.21232j,+3361.6+2.06936j,+3601.9+2.39932j,+15617.9+54.0252j,+1640.38+0.492275j,+320.02+0.00146763d,+200.008+0.000917202d,+440.039+0.00201814d,+560.063+0.00256872d,+200.008+0.000917202d,+280.016+0.00128415d,+280.016+0.00128415d,+280.016+0.00128415d,+400.032+0.00183489d,+280.016+0.00128433d,+480.046+0.00220197d,+480.046+0.00220197d,+520.054+0.00238553d,+360.026+0.00165136d,+320.02+0.00146784d,+520.054+0.00238553d,+400.032+0.00183497d,+640.082+0.00293638d,+600.072+0.00275279d,+480.046+0.00220207d,+680.092+0.00311997d,+280.016+0.00128439d,+240.012+0.00110088d
2021-01-06 04:15:00 UTC,+67701.3+412.602j,+2120.65+0.830094j,+3922.26+2.85342j,+17171.1+57.8592j,+43046.2+349.528j,+1440.29+0.380723j,+240.012+0.00110352d,+360.026+0.0016554d,+200.008+0.000919579d,+200.008+0.000919579d,+240.012+0.00110352d,+320.021+0.00147143d,+160.005+0.000735645d,+400.032+0.00183938d,+360.026+0.00165594d,+480.046+0.00220808d,+320.021+0.00147191d,+520.054+0.00239215d,+400.032+0.00183998d,+920.17+0.00423328d,+560.063+0.00257622d,+360.026+0.00165594d,+480.046+0.00221339d,+480.046+0.00221339d,+280.016+0.00129099d,+320.021+0.00147545d,+3682.73+0.0170022d,+3842.97+0.0177431d,+4123.42+0.0190401d
2021-01-06 04:30:00 UTC,+26109.4+61.408j,+2681.05+1.3273j,+3321.57+2.01808j,+3081.33+1.73099j,+15344.9+55.6753j,+1680.4+0.515997j,+200.008+0.000914238d,+560.062+0.00256042d,+240.011+0.00109711d,+320.02+0.00146289d,+200.008+0.000914238d,+280.016+0.00127999d,+520.054+0.00237747d,+360.026+0.00164579d,+520.054+0.00237775d,+480.046+0.00219479d,+320.02+0.00146305d,+280.016+0.00128014d,+280.016+0.00128014d,+560.062+0.00256071d,+480.046+0.00219479d,+400.032+0.00182891d,+320.02+0.00146299d,+280.016+0.00128009d,+440.039+0.00201176d,+360.026+0.0016459d,+360.026+0.0016459d,+360.026+0.0016459d,+480.046+0.0021947d
2021-01-06 04:45:00 UTC,+25827.7+60.1542j,+2881.22+1.53885j,+3281.52+1.96832j,+2961.24+1.60385j,+15183.3+54.4817j,+1520.33+0.423784j,+400.032+0.00183248d,+200.008+0.00091613d,+200.008+0.00091613d,+280.016+0.00128264d,+600.072+0.00274905d,+560.063+0.00256572d,+240.011+0.00109938d,+400.032+0.00183248d,+360.026+0.00164931d,+440.039+0.00201592d,+560.063+0.0025659d,+360.026+0.00164931d,+400.032+0.00183261d,+400.032+0.00183261d,+280.016+0.00128274d,+480.046+0.00219924d,+280.016+0.00128266d,+320.02+0.00146593d,+480.046+0.00219911d,+480.046+0.00219911d,+400.032+0.0018325d,+280.016+0.00128266d,+320.02+0.00146593d
2021-01-06 05:00:00 UTC,+32539.1+102.318j,+2560.95+1.2062j,+3241.49+1.92102j,+3641.92+2.44356j,+21494.2+96.0169j,+1600.36+0.468972j,+400.032+0.00183079d,+200.008+0.000915285d,+320.02+0.00146456d,+240.011+0.00109837d,+320.02+0.00146456d,+360.026+0.00164767d,+200.008+0.000915285d,+520.054+0.0023802d,+320.02+0.00146474d,+280.016+0.00128162d,+400.032+0.00183102d,+520.054+0.00238049d,+520.054+0.00238049d,+480.046+0.00219733d,+320.02+0.00146474d,+400.032+0.00183102d,+560.063+0.00256385d,+760.115+0.00347993d,+600.072+0.00274705d,+400.032+0.00183115d,+280.016+0.00128171d,+360.026+0.00164799d,+320.02+0.00146485d
2021-01-06 05:15:00 UTC,+26101.7+60.7814j,+2601+1.25574j,+3241.5+1.92666j,+2640.98+1.27307j,+16057.8+55.7301j,+1560.34+0.445366j,+320.02+0.00146692d,+200.008+0.000916762d,+600.072+0.00275094d,+480.046+0.00220059d,+200.008+0.000916762d,+240.012+0.00110014d,+320.02+0.00146692d,+240.012+0.00110014d,+560.063+0.00256777d,+400.032+0.00183395d,+240.012+0.00110027d,+440.039+0.00201739d,+320.02+0.00146709d,+480.046+0.00220084d,+480.046+0.00220084d,+320.02+0.00146709d,+400.032+0.00183375d,+360.026+0.00165034d,+320.02+0.00146693d,+320.02+0.00146693d,+240.012+0.00110015d,+320.02+0.00146693d,+360.026+0.00165034d
2021-01-06 05:30:00 UTC,+37313.4+119.974j,+2080.61+0.792956j,+3401.64+2.1195j,+7735.17+13.6445j,+22575.4+102.682j,+1520.33+0.424469j,+360.026+0.00165162d,+240.012+0.001101d,+280.016+0.00128453d,+240.012+0.001101d,+200.008+0.000917481d,+200.008+0.000917481d,+320.02+0.00146807d,+240.012+0.001101d,+480.046+0.00220285d,+520.054+0.00238647d,+440.039+0.00201923d,+280.016+0.00128484d,+280.016+0.00128484d,+480.046+0.00220285d,+480.046+0.00220285d,+440.039+0.00201923d,+280.016+0.00128585d,+600.072+0.00275591d,+720.104+0.00330733d,+400.032+0.00183705d,+240.012+0.00110213d,+360.026+0.00165331d,+320.02+0.00146957d
2021-01-06 05:45:00 UTC,+33365.7+83.9007j,+2240.75+0.934575j,+3361.62+2.07638j,+9223.6+20.2089j,+16939.2+60.0058j,+1600.36+0.468373j,+240.012+0.00110051d,+560.063+0.00256835d,+200.008+0.000917072d,+200.008+0.000917072d,+200.008+0.000917072d,+200.008+0.000917072d,+400.032+0.00183436d,+240.012+0.00110051d,+240.012+0.00110073d,+360.026+0.00165122d,+560.063+0.00256887d,+360.026+0.00165122d,+440.039+0.00201825d,+600.072+0.00275243d,+320.02+0.00146772d,+480.046+0.00220179d,+360.026+0.00165297d,+440.039+0.00202039d,+480.046+0.00220412d,+520.054+0.00238785d,+360.026+0.00165297d,+6207.72+0.0285681d,+560.063+0.00257159d
2021-01-06 06:00:00 UTC,+70733.5+502.766j,+2560.94+1.21102j,+3161.43+1.84391j,+14081.2+41.6769j,+49288.5+456.129j,+1640.39+0.498595j,+240.012+0.00110559d,+360.026+0.0016585d,+200.008+0.0009213d,+240.012+0.00110559d,+480.046+0.00221149d,+360.026+0.0016585d,+280.016+0.00128988d,+400.032+0.00184282d,+360.026+0.00165868d,+280.016+0.00129002d,+320.021+0.00147435d,+560.063+0.00258048d,+560.063+0.00258048d,+400.032+0.00184302d,+400.032+0.00184302d,+280.016+0.00129002d,+520.054+0.00240086d,+720.104+0.00332466d,+600.072+0.00277035d,+280.016+0.00129258d,+680.093+0.00313988d,+1640.54+0.00757705d,+2881.67+0.013316d
2021-01-06 06:15:00 UTC,+65528.9+383.03j,+2480.9+1.14312j,+3561.89+2.36908j,+16650+55.2246j,+40914.8+322.566j,+1920.52+0.678064j,+480.046+0.00221033d,+160.005+0.000736636d,+200.008+0.000920817d,+320.021+0.00147341d,+240.012+0.00110501d,+360.026+0.00165763d,+240.012+0.00110501d,+480.046+0.00221033d,+920.17+0.00423842d,+440.039+0.00202648d,+320.021+0.0014737d,+400.032+0.00184221d,+320.021+0.0014737d,+320.021+0.0014737d,+520.054+0.00239505d,+320.021+0.0014737d,+400.032+0.00184659d,+320.021+0.0014772d,+240.012+0.00110785d,+360.026+0.0016619d,+2601.36+0.0120188d,+4724.5+0.0218468d,+4724.5+0.0218468d
2021-01-06 06:30:00 UTC,+45753.1+212.236j,+2480.89+1.13608j,+3321.58+2.03096j,+6649.67+9.47276j,+31580.2+198.491j,+1720.42+0.542547j,+280.016+0.00128648d,+240.012+0.00110267d,+400.032+0.00183796d,+520.054+0.00238952d,+320.02+0.0014703d,+280.016+0.00128648d,+200.008+0.00091887d,+240.012+0.00110267d,+600.072+0.00275769d,+480.046+0.002206d,+480.046+0.002206d,+280.016+0.00128668d,+320.02+0.00147052d,+360.026+0.00165438d,+280.016+0.00128668d,+520.054+0.00238989d,+280.016+0.00128745d,+600.072+0.00275935d,+720.104+0.00331146d,+480.046+0.00220732d,+280.016+0.00128745d,+320.021+0.00147141d,+400.032+0.00183935d
2021-01-06 06:45:00 UTC,+58444.8+278.236j,+2400.85+1.0707j,+3802.07+2.66357j,+17620.8+63.7494j,+32900.1+209.453j,+1720.43+0.547543j,+280.016+0.00128854d,+240.012+0.00110444d,+560.063+0.00257752d,+240.012+0.00110444d,+360.026+0.00165678d,+320.021+0.00147266d,+240.012+0.00110444d,+160.005+0.000736257d,+360.026+0.0016572d,+360.026+0.0016572d,+440.039+0.00202556d,+400.032+0.00184137d,+680.093+0.00313086d,+480.046+0.00220976d,+400.032+0.00184137d,+680.093+0.00313086d,+440.039+0.00203065d,+480.046+0.0022153d,+480.046+0.0022153d,+440.039+0.00203065d,+240.012+0.00110749d,+5405.89+0.0249965d,+4443.98+0.0205407d
2021-01-06 07:00:00 UTC,+68991+523.793j,+3482.1+2.38246j,+3802.11+2.68111j,+9938.15+19.8231j,+50007.1+496.936j,+1760.44+0.57198j,+360.026+0.00165997d,+520.054+0.00239797d,+200.008+0.000922117d,+200.008+0.000922117d,+1320.35+0.00609008d,+200.008+0.000922117d,+440.039+0.00202895d,+240.012+0.00110657d,+480.046+0.00221358d,+320.021+0.00147558d,+320.021+0.00147558d,+800.129+0.00369002d,+520.054+0.00239811d,+520.054+0.00239811d,+560.063+0.00258264d,+280.016+0.0012911d,+400.032+0.00184662d,+680.093+0.00313978d,+600.072+0.00277026d,+320.021+0.00147722d,+240.012+0.00110786d,+3442.39+0.0159101d,+1400.39+0.00646707d
2021-01-06 07:15:00 UTC,+85578.5+707.028j,+4844.85+4.93977j,+3842.11+2.72882j,+18354.6+72.8714j,+56655+623.917j,+1880.51+0.655443j,+280.016+0.00129657d,+640.083+0.00296424d,+240.012+0.00111132d,+240.012+0.00111132d,+2401.16+0.0111277d,+240.012+0.00111132d,+520.055+0.00240827d,+280.016+0.00129657d,+520.055+0.00240783d,+480.046+0.00222256d,+440.039+0.00203729d,+680.093+0.003149d,+560.063+0.00259311d,+320.021+0.00148156d,+440.039+0.00203729d,+400.032+0.00185204d,+400.032+0.00185696d,+320.021+0.00148549d,+320.021+0.00148549d,+320.021+0.00148549d,+280.016+0.00129978d,+5085.24+0.0236506d,+8574.92+0.0399371d
2021-01-06 07:30:00 UTC,+76456.6+507.615j,+4563.81+4.18172j,+3681.96+2.51614j,+20158.2+83.1606j,+45730.9+415.409j,+2320.76+0.993097j,+200.008+0.000925899d,+1880.71+0.0087123d,+200.008+0.000925899d,+200.008+0.000925899d,+560.063+0.00259308d,+480.046+0.00222253d,+400.032+0.00185202d,+640.083+0.00296366d,+560.063+0.00259266d,+560.063+0.00259266d,+400.032+0.00185172d,+280.016+0.00129611d,+480.046+0.00222218d,+520.055+0.00240742d,+240.012+0.00111093d,+640.083+0.00296319d,+320.021+0.00148577d,+680.094+0.00315795d,+1000.2+0.00464495d,+480.047+0.00222887d,+280.016+0.00130002d,+5405.92+0.02515d,+6127.61+0.0285159d
2021-01-06 07:45:00 UTC,+89870.1+635.948j,+3121.43+1.81986j,+7327.79+9.98939j,+24861.9+119.894j,+50395+499.231j,+4162.65+3.27958j,+680.094+0.00315719d,+400.032+0.00185686d,+240.012+0.00111401d,+480.047+0.00222834d,+400.032+0.00185686d,+280.016+0.00129971d,+280.016+0.00129971d,+360.026+0.00167113d,+520.055+0.00241594d,+1080.24+0.00501944d,+720.105+0.00334556d,+1200.29+0.00557756d,+600.073+0.00278776d,+1200.29+0.00557756d,+880.157+0.00408941d,+1120.25+0.00520547d,+1120.25+0.00522224d,+1240.31+0.00578219d,+1360.38+0.00634222d,+1120.25+0.00522224d,+2641.42+0.012321d,+5405.94+0.0252446d,+5887.05+0.0274967d
2021-01-06 08:00:00 UTC,+190970+3334.61j,+4082.6+3.19695j,+9492.98+16.8617j,+46481.4+440.414j,+123734+2853.36j,+7171.41+11.2272j,+1160.28+0.00544994d,+360.027+0.00169053d,+600.074+0.00281797d,+360.027+0.00169053d,+360.027+0.00169053d,+360.027+0.00169053d,+480.047+0.00225421d,+400.033+0.00187841d,+760.118+0.00357334d,+1240.32+0.00583191d,+1160.28+0.00545539d,+1440.42+0.00677338d,+1080.24+0.00507891d,+1200.3+0.00564365d,+1400.4+0.00658506d,+1200.3+0.00564365d,+1200.3+0.0056828d,+1200.3+0.0056828d,+1200.3+0.0056828d,+1120.26+0.00530368d,+5005.17+0.0237342d,+10422.5+0.0495339d,+10462.7+0.0497257d
2021-01-06 08:15:00 UTC,+209663+3866.83j,+9375.27+17.4753j,+6646.38+8.26501j,+53157.4+604.555j,+131099+3207.69j,+9376.31+17.8939j,+880.158+0.00413236d,+560.064+0.00262917d,+400.033+0.00187779d,+360.027+0.00168997d,+280.016+0.00131436d,+1920.75+0.00902183d,+2801.61+0.013164d,+2160.96+0.0101511d,+960.188+0.00450598d,+680.095+0.00319119d,+880.158+0.00413028d,+720.106+0.00337899d,+880.158+0.00413028d,+640.084+0.0030034d,+720.106+0.00337899d,+1160.28+0.0054454d,+720.107+0.0034085d,+720.107+0.0034085d,+840.146+0.00397688d,+800.132+0.00378741d,+240.012+0.00113583d,+16214.6+0.0772437d,+16979.9+0.0809153d
2021-01-06 08:30:00 UTC,+205121+3696.13j,+6968.3+9.57785j,+6245.66+7.29012j,+60966+769.729j,+124286+2890.61j,+6647.03+8.509j,+600.073+0.0028067d,+280.016+0.00130954d,+360.026+0.00168377d,+2361.14+0.0110516d,+960.188+0.00449171d,+760.118+0.0035555d,+1320.36+0.00617746d,+320.021+0.00149665d,+600.073+0.00280633d,+640.083+0.00299349d,+680.094+0.00318066d,+840.144+0.00392944d,+840.144+0.00392944d,+840.144+0.00392944d,+600.073+0.00280633d,+1200.29+0.00561472d,+840.145+0.00396977d,+760.119+0.00359152d,+1040.22+0.00491556d,+840.145+0.00396977d,+5045.25+0.0238807d,+16295+0.0774899d,+19519+0.0929464d
