# file...... Meter_632_A_Power.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_632_A:measured_power,xfmr_meter_632_A_1:measured_power,xfmr_meter_632_A_2:measured_power,xfmr_meter_632_A_3:measured_power,xfmr_meter_632_A_4:measured_power,xfmr_meter_632_A_5:measured_power,house_meter_632_A_1:measured_power,house_meter_632_A_2:measured_power,house_meter_632_A_3:measured_power,house_meter_632_A_4:measured_power,house_meter_632_A_5:measured_power,house_meter_632_A_6:measured_power,house_meter_632_A_7:measured_power,house_meter_632_A_8:measured_power,house_meter_632_A_9:measured_power,house_meter_632_A_10:measured_power,house_meter_632_A_11:measured_power,house_meter_632_A_12:measured_power,house_meter_632_A_13:measured_power,house_meter_632_A_14:measured_power,house_meter_632_A_15:measured_power,house_meter_632_A_16:measured_power,house_meter_632_A_17:measured_power,house_meter_632_A_18:measured_power,house_meter_632_A_19:measured_power,house_meter_632_A_20:measured_power,house_meter_632_A_21:measured_power,house_meter_632_A_22:measured_power,house_meter_632_A_23:measured_power
2021-01-06 02:30:00 UTC,+82374.4+399.656j,+7688.8+11.0755j,+9012.33+15.3101j,+5324.02+5.23138j,+36681.6+252.583j,+23666.9+114.348j,+1000.2+0.00463909d,+0+0d,+920.171+0.00426776d,+960.186+0.00445342d,+1200.29+0.00556759d,+1080.24+0.00501047d,+1200.29+0.00556759d,+1320.35+0.00612479d,+1080.24+0.00501168d,+1280.33+0.00594048d,+960.186+0.0044545d,+2361.13+0.01096d,+640.083+0.00296909d,+680.093+0.00315473d,+1280.33+0.00594048d,+720.105+0.00334039d,+560.063+0.00259608d,+640.083+0.00296709d,+760.117+0.00352368d,+560.063+0.00259608d,+600.073+0.00278158d,+760.117+0.00352368d,+840.143+0.00389478d
2021-01-06 02:45:00 UTC,+82219.6+398.625j,+7247.84+9.85067j,+8210.51+12.8222j,+5564.42+5.72524j,+34177.9+220.532j,+27018.1+148.599j,+1000.2+0.00464129d,+0+0d,+840.143+0.00389831d,+840.143+0.00389831d,+1080.24+0.00501284d,+1080.24+0.00501284d,+1160.27+0.00538442d,+1240.31+0.00575604d,+920.171+0.00427053d,+1240.31+0.00575705d,+1000.2+0.00464211d,+2361.13+0.0109644d,+520.055+0.00241319d,+560.063+0.00259889d,+1000.2+0.00464211d,+600.073+0.00278459d,+600.073+0.00278324d,+720.105+0.00334014d,+520.055+0.00241203d,+720.105+0.00334014d,+720.105+0.00334014d,+760.117+0.00352578d,+560.063+0.00259763d
2021-01-06 03:00:00 UTC,+92278.8+533.375j,+7247.81+9.84092j,+9212.77+15.9601j,+5203.89+5.01762j,+43444.7+355.234j,+27168.6+145.83j,+1000.2+0.00464162d,+0+0d,+880.157+0.00408433d,+920.171+0.00427008d,+1080.24+0.00501319d,+1120.25+0.00519899d,+1040.22+0.0048274d,+1200.29+0.00557062d,+1000.2+0.00464329d,+1200.29+0.00557262d,+960.186+0.00445745d,+2401.17+0.0111534d,+720.105+0.0033426d,+960.186+0.00445745d,+1200.29+0.00557262d,+760.117+0.00352838d,+640.083+0.00296888d,+680.093+0.00315451d,+680.093+0.00315451d,+400.032+0.00185528d,+440.039+0.00204086d,+880.157+0.00408281d,+760.117+0.0035258d
2021-01-06 03:15:00 UTC,+84803.5+436.433j,+7087.47+9.39533j,+8370.7+13.2179j,+5604.47+5.79366j,+38620.5+278.497j,+25119.5+128.315j,+960.186+0.00444583d,+0+0d,+760.117+0.00351919d,+1040.22+0.00481655d,+1000.2+0.00463118d,+1080.24+0.00500192d,+1040.22+0.00481655d,+1200.29+0.00555809d,+920.171+0.00426148d,+1120.25+0.00518851d,+1000.2+0.00463227d,+2321.09+0.0107555d,+560.063+0.00259338d,+640.083+0.002964d,+920.171+0.00426148d,+880.156+0.0040761d,+600.073+0.00277729d,+680.093+0.00314775d,+480.046+0.00222167d,+800.129+0.0037035d,+680.093+0.00314775d,+840.142+0.00388877d,+640.083+0.00296251d
2021-01-06 03:30:00 UTC,+91752.5+518.836j,+7327.99+10.048j,+8771.6+14.4608j,+5163.8+4.92313j,+40725.1+309.723j,+29762.9+178.239j,+1080.24+0.00500361d,+0+0d,+800.129+0.00370575d,+960.186+0.00444733d,+1000.2+0.00463275d,+1160.27+0.00537451d,+1080.24+0.00500361d,+1240.31+0.00574544d,+1000.2+0.00463397d,+1120.25+0.00519042d,+920.171+0.00426304d,+2321.09+0.0107594d,+720.105+0.00333589d,+880.156+0.0040776d,+1160.27+0.00537592d,+640.083+0.00296509d,+600.073+0.00277788d,+640.083+0.00296315d,+920.171+0.00426024d,+480.046+0.00222214d,+560.063+0.00259263d,+680.093+0.00314842d,+720.105+0.0033337d
2021-01-06 03:45:00 UTC,+78785.9+367.943j,+7368.09+10.1605j,+7849.49+11.6592j,+5564.38+5.70364j,+35708.8+238.213j,+22294.4+101.183j,+1080.24+0.00500223d,+0+0d,+760.117+0.0035194d,+960.186+0.0044461d,+1120.25+0.00518762d,+1120.25+0.00518762d,+1040.22+0.00481684d,+1280.33+0.00592928d,+1080.24+0.00500267d,+1080.24+0.00500267d,+880.156+0.00407575d,+2200.98+0.0101975d,+640.083+0.00296375d,+520.055+0.00240787d,+920.171+0.00426112d,+520.055+0.00240787d,+640.083+0.00296252d,+640.083+0.00296252d,+720.105+0.003333d,+720.105+0.003333d,+880.156+0.00407406d,+680.093+0.00314775d,+520.055+0.00240687d
2021-01-06 04:00:00 UTC,+91368+539.587j,+7488.37+10.5162j,+8691.39+14.2111j,+5283.98+5.15977j,+45141.7+381.188j,+24761.5+127.009j,+1120.25+0.0051979d,+0+0d,+760.117+0.00352638d,+920.171+0.00426919d,+1200.29+0.00556945d,+1160.27+0.00538367d,+1200.29+0.00556945d,+1120.25+0.0051979d,+1080.24+0.00501324d,+1200.29+0.00557067d,+840.143+0.00389862d,+2241.02+0.0104052d,+840.143+0.00389862d,+720.105+0.00334143d,+1160.27+0.00538485d,+600.073+0.00278432d,+520.055+0.00241146d,+760.117+0.00352496d,+760.117+0.00352496d,+440.039+0.00204037d,+600.073+0.00278259d,+720.105+0.00333935d,+760.117+0.00352496d
2021-01-06 04:15:00 UTC,+94122+561.16j,+7247.84+9.8654j,+8130.2+12.5484j,+6085.33+6.87639j,+42276.6+339.684j,+30380.9+190.651j,+1000.2+0.00465119d,+0+0d,+840.143+0.00390662d,+880.157+0.00409275d,+1120.25+0.00520971d,+1120.25+0.00520971d,+1120.25+0.00520971d,+1160.27+0.0053959d,+1040.22+0.00483813d,+1240.31+0.00576925d,+920.172+0.00427958d,+2241.02+0.0104282d,+480.047+0.00223222d,+560.064+0.00260439d,+800.13+0.0037211d,+840.143+0.00390725d,+640.083+0.00297548d,+680.094+0.00316152d,+720.105+0.00334757d,+880.157+0.00409188d,+800.13+0.00371971d,+840.143+0.00390579d,+440.039+0.00204539d
2021-01-06 04:30:00 UTC,+89135.5+491.257j,+7167.66+9.6495j,+8851.78+14.755j,+6205.47+7.12372j,+41253.6+319.593j,+25656+138.781j,+960.187+0.00446644d,+0+0d,+920.172+0.00428023d,+840.143+0.00390785d,+1040.22+0.00483888d,+1120.25+0.00521135d,+1120.25+0.00521135d,+1160.27+0.0053976d,+920.172+0.00428155d,+1200.29+0.00558558d,+1040.22+0.00484037d,+2241.02+0.010433d,+840.143+0.00390905d,+1000.2+0.00465409d,+1080.24+0.00502666d,+520.055+0.00241942d,+560.064+0.00260433d,+800.13+0.00372101d,+840.143+0.00390716d,+680.094+0.00316263d,+760.117+0.00353488d,+840.143+0.00390716d,+880.157+0.00409331d
2021-01-06 04:45:00 UTC,+90895.7+499.119j,+6967.22+9.09674j,+7929.82+11.9718j,+6405.82+7.57695j,+37977.6+271.528j,+31614.2+197.558j,+1000.2+0.00464299d,+0+0d,+840.143+0.00389974d,+880.157+0.00408554d,+1040.22+0.00482883d,+1000.2+0.00464299d,+1040.22+0.00482883d,+1160.27+0.0053864d,+960.186+0.00445795d,+1160.27+0.00538734d,+960.186+0.00445795d,+2321.09+0.0107823d,+560.063+0.00259984d,+520.055+0.00241408d,+800.129+0.0037146d,+640.083+0.00297139d,+760.117+0.0035278d,+880.157+0.00408512d,+640.083+0.00297056d,+880.157+0.00408512d,+800.129+0.00371356d,+640.083+0.00297056d,+840.143+0.00389934d
2021-01-06 05:00:00 UTC,+96012.1+588.358j,+6766.81+8.58521j,+8811.65+14.6002j,+5364.1+5.3246j,+43805.2+359.799j,+31263.1+198.416j,+920.171+0.00427534d,+0+0d,+840.143+0.00390338d,+920.171+0.00427534d,+960.187+0.00446133d,+1040.22+0.00483334d,+1000.2+0.00464733d,+1080.24+0.00501936d,+920.171+0.00427693d,+1320.35+0.00613796d,+920.171+0.00427693d,+2200.98+0.0102354d,+760.117+0.00353277d,+720.105+0.00334676d,+1200.29+0.00557956d,+760.117+0.00353277d,+720.105+0.00334465d,+800.13+0.00371646d,+600.073+0.00278701d,+560.063+0.00260114d,+480.047+0.00222944d,+840.143+0.00390238d,+720.105+0.00334465d
2021-01-06 05:15:00 UTC,+84163.4+434.666j,+7127.53+9.50427j,+6686.43+8.28453j,+6085.28+6.84301j,+37610.3+264.878j,+26652.9+143.95j,+1040.22+0.00482367d,+0+0d,+880.156+0.00408117d,+960.186+0.0044524d,+1080.24+0.00500931d,+1000.2+0.00463803d,+1040.22+0.00482367d,+1120.25+0.00519497d,+960.186+0.00445204d,+1200.29+0.00556586d,+920.171+0.00426644d,+880.156+0.00408084d,+480.047+0.00222537d,+640.083+0.00296745d,+880.156+0.00408084d,+720.105+0.00333855d,+800.129+0.00370927d,+760.117+0.00352372d,+560.063+0.00259611d,+720.105+0.00333818d,+600.073+0.00278161d,+880.156+0.00408039d,+720.105+0.00333818d
2021-01-06 05:30:00 UTC,+92922.8+580.059j,+7247.83+9.84604j,+7327.74+9.9587j,+5324.07+5.24987j,+46926.8+412.256j,+26095.2+141.136j,+1040.22+0.00482607d,+0+0d,+800.129+0.00371182d,+960.186+0.00445462d,+1280.33+0.00594064d,+1040.22+0.00482607d,+1040.22+0.00482607d,+1080.24+0.00501181d,+1080.24+0.00501188d,+1360.37+0.00631233d,+880.157+0.00408326d,+920.171+0.00426897d,+640.083+0.00296921d,+800.129+0.00371187d,+1040.22+0.00482614d,+600.073+0.00278357d,+600.073+0.00278255d,+560.063+0.00259699d,+840.143+0.00389614d,+440.039+0.00204034d,+520.055+0.00241143d,+880.156+0.00408177d,+800.129+0.00371052d
2021-01-06 05:45:00 UTC,+83838.1+428.493j,+7167.65+9.62495j,+6926.94+8.90562j,+6125.32+6.92182j,+37528.6+263.404j,+26088.7+138.447j,+1120.25+0.005195d,+0+0d,+760.117+0.00352441d,+920.171+0.0042668d,+1120.25+0.005195d,+1080.24+0.00500934d,+1160.27+0.00538066d,+1000.2+0.00463805d,+1160.27+0.00538043d,+1280.33+0.00593745d,+880.156+0.00408101d,+880.156+0.00408101d,+520.055+0.00241098d,+640.083+0.00296758d,+840.143+0.00389541d,+720.105+0.00333868d,+800.129+0.00370929d,+680.093+0.00315266d,+600.073+0.00278163d,+840.143+0.00389485d,+680.093+0.00315266d,+960.186+0.00445158d,+720.105+0.0033382d
2021-01-06 06:00:00 UTC,+95102+596.915j,+7047.38+9.29599j,+8169.72+12.4133j,+4963.51+4.5513j,+45953.3+395.038j,+28966.9+173.965j,+1000.2+0.00463599d,+0+0d,+760.117+0.00352284d,+960.186+0.00445045d,+1080.24+0.00500712d,+1080.24+0.00500712d,+1120.25+0.00519269d,+1040.22+0.00482155d,+1200.29+0.005565d,+1720.6+0.00797902d,+920.171+0.00426578d,+920.171+0.00426578d,+840.143+0.00389465d,+880.156+0.00408021d,+1120.25+0.00519375d,+560.063+0.002596d,+560.063+0.00259448d,+640.083+0.00296526d,+720.105+0.00333608d,+440.039+0.00203837d,+560.063+0.00259448d,+840.142+0.00389238d,+680.093+0.00315067d
2021-01-06 06:15:00 UTC,+98684.3+618.99j,+7408.16+10.2718j,+7969.34+11.8484j,+6245.54+7.19798j,+44370.4+367.601j,+32689.6+220.365j,+960.186+0.00445071d,+0+0d,+1000.2+0.00463627d,+960.186+0.00445071d,+1320.35+0.00612106d,+1080.24+0.00500741d,+1080.24+0.00500741d,+1000.2+0.00463627d,+1000.2+0.00463674d,+1760.63+0.00816443d,+1280.33+0.00593603d,+920.171+0.00426559d,+600.073+0.00278137d,+880.156+0.00408003d,+920.171+0.00426559d,+600.073+0.00278137d,+840.142+0.00389326d,+600.073+0.0027805d,+760.117+0.0035223d,+760.117+0.0035223d,+640.083+0.00296593d,+1040.22+0.00482081d,+760.117+0.0035223d
2021-01-06 06:30:00 UTC,+92890.5+543.635j,+7768.97+11.288j,+8731.3+14.2459j,+5604.69+5.8836j,+44528.9+368.543j,+26255.5+142.159j,+960.186+0.00444594d,+0+0d,+1320.35+0.0061145d,+960.186+0.00444594d,+1120.25+0.00518743d,+1280.33+0.00592907d,+1000.2+0.0046313d,+1120.25+0.00518743d,+1000.2+0.00463211d,+1880.71+0.00871301d,+1440.42+0.00667201d,+1240.31+0.00574465d,+760.117+0.00351989d,+680.093+0.00314923d,+1240.31+0.00574465d,+480.046+0.00222272d,+440.039+0.00203628d,+800.129+0.00370313d,+1360.37+0.00629746d,+400.032+0.00185112d,+480.046+0.00222145d,+840.142+0.00388838d,+600.073+0.00277702d
2021-01-06 06:45:00 UTC,+105527+679.398j,+8490.76+13.4821j,+8570.76+13.6549j,+6686.5+8.29036j,+43318.7+350.347j,+38458.6+291.736j,+960.186+0.00443651d,+0+0d,+1320.35+0.00610153d,+920.17+0.00425155d,+1520.47+0.00702685d,+1480.44+0.00684177d,+1160.27+0.00536143d,+1120.25+0.00517643d,+1080.23+0.00499151d,+1760.62+0.00813765d,+1360.37+0.00628667d,+1280.33+0.00591658d,+480.046+0.00221764d,+680.093+0.00314204d,+1040.22+0.00480652d,+880.156+0.00406666d,+680.093+0.00314097d,+480.046+0.00221689d,+1440.42+0.00665451d,+760.116+0.00351066d,+760.116+0.00351066d,+1000.2+0.00461996d,+720.104+0.00332581d
2021-01-06 07:00:00 UTC,+108068+714.019j,+9373.05+16.4013j,+8971.73+14.9363j,+6285.68+7.29999j,+47206.2+414.163j,+36230.3+259.223j,+1000.2+0.00462226d,+0+0d,+1320.35+0.00610256d,+1160.27+0.00536233d,+1480.44+0.00684292d,+1480.44+0.00684292d,+1360.37+0.00628764d,+1560.49+0.00721316d,+1160.27+0.00536194d,+1680.57+0.00776802d,+1400.39+0.00647225d,+1280.33+0.00591706d,+640.082+0.00295738d,+760.116+0.00351215d,+1400.39+0.00647225d,+640.082+0.00295738d,+440.039+0.00203196d,+760.116+0.00351044d,+1080.23+0.00498948d,+640.082+0.00295594d,+720.104+0.0033256d,+880.156+0.00406501d,+680.093+0.00314076d
2021-01-06 07:15:00 UTC,+101252+587.012j,+9974.69+18.4913j,+9092.02+15.288j,+7688.43+10.8675j,+42340.8+331.665j,+32154.8+209.074j,+1080.23+0.0049737d,+0+0d,+1440.42+0.00663304d,+1320.35+0.00607985d,+1480.44+0.00681746d,+1480.44+0.00681746d,+1640.54+0.00755521d,+1520.46+0.00700188d,+1520.46+0.00700077d,+1720.59+0.00792287d,+1280.33+0.00589453d,+1280.33+0.00589453d,+480.046+0.00220938d,+840.142+0.00386726d,+1160.27+0.00534153d,+800.128+0.00368302d,+960.185+0.00441892d,+1120.25+0.00515591d,+1120.25+0.00515591d,+840.141+0.00386628d,+840.141+0.00386628d,+800.128+0.00368208d,+600.072+0.00276123d
2021-01-06 07:30:00 UTC,+97182.9+517.745j,+10255.4+19.4942j,+9653.37+17.148j,+7928.92+11.5293j,+40965+310.485j,+28379.1+157.635j,+1440.42+0.00662393d,+0+0d,+1400.39+0.00643978d,+1320.35+0.0060715d,+1520.46+0.00699226d,+1480.44+0.00680809d,+1600.51+0.00736063d,+1480.44+0.00680809d,+1480.44+0.00680735d,+1600.51+0.00735983d,+1360.37+0.00625495d,+1320.35+0.00607084d,+880.155+0.00404615d,+960.185+0.0044142d,+1480.44+0.00680735d,+560.063+0.00257433d,+1120.25+0.00514879d,+1440.42+0.00662114d,+1040.22+0.00478079d,+800.128+0.003677d,+800.128+0.003677d,+920.169+0.00422885d,+720.104+0.00330914d
2021-01-06 07:45:00 UTC,+100866+558.447j,+10135.1+19.0032j,+8811.19+14.2826j,+9974.07+18.1923j,+41853.2+322.543j,+30091.2+182.874j,+1520.46+0.00697487d,+0+0d,+1280.33+0.00587273d,+1240.31+0.00568907d,+1600.51+0.00734232d,+1440.41+0.00660746d,+1560.49+0.00715859d,+1480.44+0.00679116d,+1320.35+0.00605495d,+1760.62+0.0080754d,+1160.27+0.00532051d,+1240.31+0.00568771d,+600.072+0.00275106d,+800.128+0.00366852d,+1160.27+0.00532051d,+760.115+0.00348501d,+1760.62+0.00807709d,+1320.35+0.00605622d,+1080.23+0.00495438d,+1440.41+0.00660726d,+960.184+0.00440357d,+1320.35+0.00605622d,+1200.29+0.00550526d
2021-01-06 08:00:00 UTC,+101157+522.677j,+11178.2+23.0806j,+12020.9+26.6455j,+9934.41+18.2583j,+39426.3+287.289j,+28596+165.952j,+1240.31+0.00570247d,+0+0d,+2640.7+0.0060962d,+1440.42+0.00662302d,+1400.39+0.00643889d,+1600.51+0.00735962d,+1400.39+0.00643889d,+1440.42+0.00662302d,+3401.21+0.00813997d,+1560.49+0.00717655d,+1360.37+0.00625573d,+1400.39+0.00643987d,+800.128+0.0036786d,+880.155+0.00404665d,+1320.35+0.00607159d,+1280.33+0.00588746d,+2361.12+0.010858d,+1000.2+0.00459707d,+1080.23+0.00496507d,+1120.25+0.00514909d,+1200.29+0.00551714d,+1000.2+0.00459707d,+1360.37+0.00625336d
2021-01-06 08:15:00 UTC,+107306+617.267j,+14113.1+38.6097j,+11540.4+25.1099j,+9011.73+15.0291j,+46236.6+398.822j,+26403+137.966j,+1400.4+0.00647941d,+0+0d,+5564.04+0.0166504d,+1240.31+0.00573835d,+1520.47+0.00703529d,+1400.4+0.00647941d,+1400.4+0.00647941d,+1560.49+0.00722061d,+3841.7+0.0101433d,+1560.49+0.00721722d,+1440.42+0.00666157d,+1280.33+0.00592082d,+640.083+0.00295926d,+680.093+0.00314429d,+880.156+0.00406958d,+1200.29+0.0055505d,+1920.74+0.00888058d,+1000.2+0.00462273d,+1040.22+0.00480776d,+1120.25+0.00517783d,+840.142+0.00388272d,+1040.22+0.00480776d,+1200.29+0.00554795d
2021-01-06 08:30:00 UTC,+114909+699.082j,+14714.1+41.235j,+12302.6+28.3269j,+8931.49+14.7667j,+44975.9+376.293j,+33983.1+236.528j,+2800.81+0.00662626d,+0+0d,+5003.26+0.0149484d,+1280.33+0.00593324d,+1280.33+0.00593324d,+1440.42+0.00667554d,+1400.4+0.00648995d,+1480.44+0.00686114d,+3841.58+0.00946358d,+1680.57+0.00778583d,+1240.31+0.00574515d,+1520.47+0.00704364d,+920.171+0.00426171d,+760.117+0.0035202d,+1080.24+0.00500336d,+1240.31+0.00574515d,+1720.6+0.00796651d,+1120.25+0.00518561d,+960.186+0.00444438d,+1000.2+0.00462967d,+1000.2+0.00462967d,+1120.25+0.00518561d,+1360.37+0.00629773d
