# file...... 1Meter_645_B_power.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_645_B_24:measured_power,house_meter_645_B_25:measured_power,house_meter_645_B_26:measured_power,house_meter_645_B_27:measured_power,house_meter_645_B_28:measured_power,house_meter_645_B_29:measured_power,house_meter_645_B_30:measured_power,house_meter_645_B_31:measured_power,house_meter_645_B_32:measured_power,house_meter_645_B_33:measured_power,house_meter_645_B_34:measured_power,house_meter_645_B_35:measured_power,house_meter_645_B_36:measured_power,house_meter_645_B_37:measured_power,house_meter_645_B_38:measured_power,house_meter_645_B_39:measured_power,house_meter_645_B_40:measured_power
2021-01-06 02:30:00 UTC,+240.012+0.00110279d,+560.063+0.00257827d,+840.142+0.00386806d,+1960.77+0.00903156d,+1160.27+0.00534263d,+3081.91+0.014202d,+6287.95+0.0290135d,+320.021+0.00147308d,+240.012+0.00110476d,+280.016+0.00128597d,+240.012+0.00110224d,+160.005+0.000734788d,+280.016+0.00128597d,+240.012+0.00110224d,+280.016+0.00128597d,+240.012+0.00110224d,+120.003+0.000551077d
2021-01-06 02:45:00 UTC,+600.072+0.00275469d,+280.016+0.00128682d,+760.116+0.00349381d,+800.128+0.00367778d,+1000.2+0.00459778d,+2200.97+0.0101224d,+4964.94+0.0228595d,+240.012+0.00110296d,+280.016+0.00128682d,+240.012+0.00110119d,+160.005+0.000734094d,+160.005+0.000734094d,+280.016+0.00128476d,+280.016+0.00128476d,+240.012+0.00110119d,+120.003+0.000550557d,+160.005+0.000734094d
2021-01-06 03:00:00 UTC,+560.063+0.00257095d,+240.012+0.00110289d,+760.116+0.00349356d,+560.063+0.0025739d,+1000.2+0.00459746d,+2281.04+0.0104903d,+4524.1+0.0208246d,+280.016+0.00128673d,+240.012+0.00110289d,+240.012+0.00110131d,+200.008+0.00091774d,+160.005+0.000734175d,+600.072+0.00275388d,+160.005+0.000734175d,+280.016+0.0012849d,+160.005+0.000734175d,+200.008+0.00091774d
2021-01-06 03:15:00 UTC,+440.039+0.00202257d,+320.021+0.00147364d,+1720.59+0.00792751d,+520.054+0.00239496d,+1000.2+0.00460702d,+3322.22+0.0153167d,+5445.96+0.0251295d,+240.012+0.00110518d,+1640.54+0.00755842d,+120.003+0.000551297d,+160.005+0.00073508d,+240.012+0.00110267d,+360.026+0.00165413d,+160.005+0.00073508d,+280.016+0.00128648d,+120.003+0.000551297d,+240.012+0.00110267d
2021-01-06 03:30:00 UTC,+320.02+0.00147045d,+320.021+0.0014731d,+320.021+0.0014731d,+480.046+0.00220986d,+1080.23+0.00497397d,+2160.94+0.00995442d,+7732.02+0.0356977d,+200.008+0.000920619d,+240.012+0.00110477d,+160.005+0.00073505d,+280.016+0.00128643d,+280.016+0.00128643d,+240.012+0.00110263d,+200.008+0.000918835d,+280.016+0.00128643d,+240.012+0.00110263d,+160.005+0.00073505d
2021-01-06 03:45:00 UTC,+240.012+0.00110251d,+320.021+0.00147322d,+280.016+0.00128904d,+320.021+0.00147322d,+1320.35+0.00608071d,+2200.97+0.0101399d,+9257.25+0.0427695d,+320.021+0.00147322d,+280.016+0.00128904d,+120.003+0.000551116d,+240.012+0.00110231d,+160.005+0.000734839d,+280.016+0.00128606d,+240.012+0.00110231d,+160.005+0.000734839d,+200.008+0.000918571d,+160.005+0.000734839d
2021-01-06 04:00:00 UTC,+280.016+0.00128439d,+1080.23+0.00496723d,+520.054+0.00239082d,+560.063+0.0025748d,+1880.71+0.00865082d,+2120.9+0.00975659d,+8936.05+0.0412205d,+240.012+0.00110327d,+240.012+0.00110327d,+200.008+0.00091705d,+200.008+0.00091705d,+160.005+0.000733622d,+280.016+0.00128393d,+200.008+0.00091705d,+240.012+0.00110049d,+200.008+0.00091705d,+160.005+0.000733622d
2021-01-06 04:15:00 UTC,+3923.1+0.0181136d,+3682.74+0.017083d,+3682.74+0.017083d,+4163.5+0.0193168d,+4964.98+0.0230428d,+5726.63+0.0265859d,+12793.2+0.0595631d,+4003.24+0.0185721d,+3802.92+0.0176413d,+200.008+0.000919466d,+160.005+0.000735555d,+160.005+0.000735555d,+200.008+0.000919466d,+240.012+0.00110339d,+200.008+0.000919466d,+120.003+0.000551652d,+160.005+0.000735555d
2021-01-06 04:30:00 UTC,+480.046+0.0021947d,+320.02+0.00146623d,+360.026+0.00164955d,+360.026+0.00164955d,+1080.23+0.00495078d,+2200.97+0.0100917d,+10140.6+0.0466441d,+560.063+0.00256627d,+280.016+0.00128292d,+240.011+0.00109692d,+200.008+0.000914074d,+200.008+0.000914074d,+160.005+0.000731242d,+200.008+0.000914074d,+320.02+0.00146262d,+160.005+0.000731242d,+200.008+0.000914074d
2021-01-06 04:45:00 UTC,+400.032+0.0018325d,+400.032+0.00183656d,+400.032+0.00183656d,+400.032+0.00183656d,+1160.27+0.00532844d,+2200.97+0.010112d,+9980+0.0459949d,+320.02+0.00146917d,+280.016+0.0012855d,+120.003+0.000549517d,+200.008+0.000915905d,+240.011+0.00109911d,+160.005+0.000732707d,+200.008+0.000915905d,+240.011+0.00109911d,+120.003+0.000549517d,+240.011+0.00109911d
2021-01-06 05:00:00 UTC,+360.026+0.00164799d,+360.026+0.00165332d,+4764.55+0.0219185d,+320.02+0.00146958d,+1360.37+0.00624963d,+2000.8+0.00919417d,+9859.52+0.0454501d,+2401.15+0.0110357d,+360.026+0.00165332d,+120.003+0.000549049d,+240.011+0.00109818d,+200.008+0.000915128d,+160.005+0.000732084d,+160.005+0.000732084d,+280.016+0.00128124d,+240.011+0.00109818d,+200.008+0.000915128d
2021-01-06 05:15:00 UTC,+320.02+0.00146693d,+360.026+0.00165434d,+360.026+0.00165434d,+520.054+0.00238983d,+1160.27+0.00533321d,+1760.62+0.00809469d,+8494.49+0.0391603d,+3041.85+0.0139925d,+320.02+0.00147049d,+160.005+0.000733255d,+240.011+0.00109993d,+120.003+0.00054993d,+200.008+0.00091659d,+240.011+0.00109993d,+200.008+0.00091659d,+200.008+0.00091659d,+200.008+0.00091659d
2021-01-06 05:30:00 UTC,+4804.63+0.0221031d,+360.026+0.00165776d,+5285.61+0.0243862d,+720.104+0.00331624d,+1160.27+0.00534425d,+1800.65+0.008296d,+8454.38+0.0390557d,+4363.83+0.0201258d,+360.026+0.00165776d,+160.005+0.000733893d,+160.005+0.000733893d,+160.005+0.000733893d,+280.016+0.0012844d,+240.012+0.00110089d,+200.008+0.000917388d,+200.008+0.000917388d,+120.003+0.000550407d
2021-01-06 05:45:00 UTC,+280.016+0.00128558d,+320.021+0.00147132d,+1560.49+0.00717805d,+440.039+0.00202322d,+1240.31+0.00570453d,+1760.62+0.00809929d,+8133.29+0.037511d,+3162+0.0145542d,+280.016+0.00128738d,+240.012+0.00110039d,+200.008+0.000916967d,+160.005+0.000733556d,+240.012+0.00110039d,+200.008+0.000916967d,+240.012+0.00110039d,+160.005+0.000733556d,+160.005+0.000733556d
2021-01-06 06:00:00 UTC,+6729.13+0.0311432d,+2801.59+0.0130295d,+7210.55+0.0335945d,+3162.03+0.0147079d,+7732.14+0.0360322d,+2321.09+0.0107927d,+14346.6+0.0425854d,+6408.33+0.0298471d,+5005.08+0.0232981d,+200.008+0.000921147d,+200.008+0.000921147d,+240.012+0.0011054d,+320.021+0.00147394d,+160.005+0.0007369d,+280.016+0.00128967d,+120.003+0.000552662d,+120.003+0.000552662d
2021-01-06 06:15:00 UTC,+3242.12+0.0149831d,+480.047+0.00222589d,+5806.83+0.0269833d,+360.026+0.00166929d,+7090.18+0.0329639d,+3722.8+0.0172846d,+14984.6+0.0377607d,+5005.07+0.0232501d,+3242.13+0.0150499d,+200.008+0.000920724d,+320.021+0.00147326d,+280.016+0.00128907d,+240.012+0.00110489d,+200.008+0.000920724d,+280.016+0.00128907d,+160.005+0.000736562d,+240.012+0.00110489d
2021-01-06 06:30:00 UTC,+3562.55+0.0164014d,+360.026+0.0016629d,+6087.47+0.028182d,+440.039+0.00203253d,+4283.7+0.019817d,+1840.68+0.00850686d,+13504.3+0.0412331d,+1400.39+0.00647089d,+3522.5+0.0162906d,+160.005+0.000734978d,+280.016+0.0012863d,+160.005+0.000734978d,+240.012+0.00110252d,+200.008+0.000918744d,+240.012+0.00110252d,+200.008+0.000918744d,+240.012+0.00110252d
2021-01-06 06:45:00 UTC,+5646.42+0.0261112d,+360.026+0.001666d,+3682.74+0.0170645d,+3562.56+0.0165069d,+3842.98+0.0178082d,+1720.6+0.00796633d,+10702+0.0471963d,+6648.93+0.0308458d,+2241.01+0.010378d,+120.003+0.000552112d,+280.016+0.00128838d,+160.005+0.000736167d,+280.016+0.00128838d,+280.016+0.00128838d,+200.008+0.000920231d,+280.016+0.00128838d,+120.003+0.000552112d
2021-01-06 07:00:00 UTC,+2841.63+0.0131303d,+360.026+0.00167418d,+18751.8+0.0878554d,+1320.35+0.00614226d,+6689.09+0.0311854d,+2480.73+0.00678851d,+8896.09+0.0415121d,+5045.17+0.0235055d,+6127.62+0.0285613d,+160.005+0.000737446d,+200.008+0.00092183d,+160.005+0.000737446d,+280.016+0.00129062d,+320.021+0.00147503d,+240.012+0.00110622d,+240.012+0.00110622d,+160.005+0.000737446d
2021-01-06 07:15:00 UTC,+3001.82+0.0139492d,+240.012+0.00112198d,+16536.1+0.0778186d,+2601.38+0.0121723d,+7812.47+0.0366339d,+7126.57+0.0211712d,+11949.2+0.0561269d,+1560.5+0.00729875d,+8414.47+0.0394665d,+240.012+0.00111072d,+240.012+0.00111072d,+240.012+0.00111072d,+280.016+0.00129587d,+280.016+0.00129587d,+320.021+0.00148103d,+160.005+0.000740446d,+120.003+0.000555321d
2021-01-06 07:30:00 UTC,+5806.83+0.0270196d,+240.012+0.00111954d,+16374.9+0.0768864d,+4965.02+0.0232041d,+8213.75+0.038438d,+3201.84+0.0132017d,+8053.22+0.0376843d,+1400.4+0.00653529d,+3001.83+0.0140179d,+280.016+0.00129579d,+280.016+0.00129579d,+320.021+0.00148094d,+280.016+0.00129579d,+360.026+0.0016661d,+280.016+0.00129579d,+320.021+0.00148094d,+200.008+0.000925521d
2021-01-06 07:45:00 UTC,+6007.34+0.0280599d,+320.021+0.00149842d,+16294.5+0.0767968d,+3162.04+0.0148227d,+8534.91+0.0400972d,+3963.21+0.0185844d,+10939.7+0.0413953d,+1800.37+0.0046862d,+5045.2+0.0236686d,+280.016+0.00129995d,+680.094+0.00315779d,+800.129+0.00371532d,+800.129+0.00371532d,+800.129+0.00371532d,+240.012+0.00111422d,+320.021+0.0014857d,+240.012+0.00111422d
2021-01-06 08:00:00 UTC,+15570.3+0.0741581d,+10945.2+0.0528076d,+16215.4+0.0784094d,+16054.3+0.0776251d,+13438+0.064903d,+15490.5+0.0748814d,+15490.3+0.0744944d,+18164.7+0.0564284d,+16134.8+0.0780172d,+280.016+0.00131554d,+640.084+0.00300762d,+600.074+0.00281957d,+4202.5+0.013679d,+400.033+0.00187949d,+240.012+0.00112758d,+520.055+0.00244351d,+280.016+0.00131554d
2021-01-06 08:15:00 UTC,+16214.6+0.0772437d,+10302.3+0.0496976d,+16376.5+0.0792021d,+15893.2+0.076849d,+17706.1+0.0856807d,+18754.2+0.0907928d,+15651.6+0.075673d,+18379.1+0.0738652d,+16014+0.0774371d,+520.055+0.00244131d,+600.074+0.00281704d,+760.118+0.0035686d,+4243+0.0162399d,+920.173+0.00432031d,+720.106+0.00338069d,+760.118+0.0035686d,+840.144+0.00394443d
2021-01-06 08:30:00 UTC,+16093.7+0.0765259d,+15691.6+0.0755153d,+16416.5+0.0790279d,+15812.4+0.0761005d,+18189.4+0.0876282d,+18955.4+0.0913479d,+15570.8+0.0749301d,+5526.37+0.0264822d,+16295.7+0.0784423d,+200.008+0.000935281d,+360.026+0.00168367d,+720.106+0.00336809d,+2200.72+0.00748087d,+840.144+0.00392973d,+800.13+0.0037425d,+720.106+0.00336809d,+800.13+0.0037425d
2021-01-06 08:45:00 UTC,+15972.8+0.0758227d,+15691.7+0.0756059d,+17222.3+0.0830343d,+17423.8+0.0840129d,+17101.4+0.0824474d,+17423.8+0.0840129d,+15369.6+0.0740438d,+16698.6+0.0804914d,+16174.9+0.0779501d,+320.021+0.00149554d,+880.158+0.00411413d,+800.13+0.00373994d,+2961.37+0.0106168d,+800.13+0.00373994d,+720.106+0.00336578d,+440.039+0.00205651d,+960.188+0.00448836d
2021-01-06 09:00:00 UTC,+16214.3+0.0768437d,+16537.3+0.0795195d,+16940.1+0.0814704d,+16779+0.0806899d,+16899.8+0.0812752d,+17343+0.0834222d,+15450+0.0742572d,+16617.9+0.0799096d,+15892.9+0.0764002d,+280.016+0.00130537d,+1360.38+0.00634452d,+1240.31+0.00578429d,+1200.29+0.00559756d,+680.094+0.00317095d,+520.055+0.0024246d,+360.026+0.00167841d,+760.117+0.00354417d
2021-01-06 09:15:00 UTC,+16375.5+0.0777417d,+20165.7+0.0974873d,+16940.4+0.0817834d,+16537.5+0.079825d,+17343.3+0.0837429d,+19704.5+0.0751495d,+19036.3+0.0919835d,+16859.8+0.0813917d,+16013.9+0.0772805d,+400.033+0.00186819d,+1360.38+0.00635559d,+1280.33+0.00598144d,+1280.33+0.00598144d,+480.047+0.00224194d,+880.158+0.00411123d,+280.016+0.00130764d,+640.083+0.00298955d
2021-01-06 09:30:00 UTC,+18269.4+0.0872239d,+20287.1+0.0985314d,+17061.5+0.0827516d,+16698.9+0.0809805d,+18956+0.0920143d,+22269.1+0.0711747d,+19278.6+0.0935932d,+18673.7+0.0906333d,+17867.5+0.0866904d,+760.118+0.00356164d,+1240.31+0.00581281d,+1200.29+0.00562516d,+1160.27+0.00543752d,+880.158+0.00412431d,+1120.26+0.00524989d,+1120.26+0.00524989d,+1400.4+0.00656349d
2021-01-06 09:45:00 UTC,+16899.4+0.0806182d,+17544.9+0.0848841d,+16376.5+0.0791921d,+16658.5+0.0805653d,+21376.5+0.10359d,+18224.4+0.0811468d,+17544.9+0.0848841d,+16658.5+0.0805653d,+16537.6+0.0799767d,+1240.31+0.00581171d,+1560.29+0.00419695d,+1160.27+0.0054365d,+2040.44+0.00500455d,+1160.27+0.0054365d,+1200.29+0.0056241d,+1360.38+0.0063746d,+1360.38+0.0063746d
2021-01-06 10:00:00 UTC,+16657.4+0.07914d,+20459.7+0.0670159d,+16054.1+0.0773983d,+17625.3+0.0850294d,+18391.1+0.0887526d,+17702.7+0.0812651d,+16738.9+0.0807228d,+16456.9+0.0793535d,+16215.2+0.0781803d,+1920.75+0.00897823d,+1080.24+0.00504766d,+1280.33+0.00598314d,+1240.31+0.00579603d,+1200.29+0.00560892d,+1040.22+0.00486059d,+1200.29+0.00560892d,+1280.33+0.00598314d
2021-01-06 10:15:00 UTC,+16617.1+0.0789344d,+9970.99+0.0253129d,+16255.5+0.0783455d,+16416.6+0.0791274d,+17383.5+0.0838219d,+20705.4+0.0725211d,+16134.7+0.0777592d,+16456.9+0.0793229d,+16134.7+0.0777592d,+1760.63+0.00824507d,+1240.31+0.00580718d,+1440.42+0.00674465d,+1640.55+0.00768235d,+1160.27+0.00543226d,+1680.58+0.00786991d,+1200.29+0.00561971d,+1720.6+0.00805749d
2021-01-06 10:30:00 UTC,+16738+0.0795057d,+7125.4+0.0174073d,+16054.1+0.0773273d,+16537.4+0.0796715d,+21376.1+0.103194d,+17141.4+0.0822178d,+16537.4+0.0796715d,+17988+0.0867129d,+16215.2+0.0781085d,+1240.31+0.00580495d,+1120.26+0.0052428d,+1240.31+0.00580495d,+2000.82+0.00936718d,+1120.26+0.0052428d,+2401.18+0.0112434d,+1160.27+0.00543017d,+1800.66+0.00842943d
2021-01-06 10:45:00 UTC,+18430.2+0.0874802d,+2400.67+0.00637424d,+15973.4+0.0767743d,+16416.4+0.0789183d,+21012.7+0.10121d,+18229.7+0.0877019d,+17786.3+0.0855529d,+17101.3+0.0822342d,+17826.6+0.0857482d,+1280.33+0.0059807d,+920.172+0.00429769d,+1320.35+0.00616775d,+1400.4+0.00654188d,+1200.29+0.00560664d,+1200.29+0.00560664d,+1080.24+0.0050456d,+1920.75+0.00897457d
2021-01-06 11:00:00 UTC,+16858.6+0.0797793d,+800.12+0.00344614d,+16013.5+0.0766945d,+16456.5+0.0788309d,+20972+0.100652d,+16980.2+0.0813573d,+16657.9+0.0798024d,+16617.6+0.0796081d,+16577.4+0.0794138d,+960.187+0.00447462d,+1080.24+0.00503431d,+1320.35+0.00615395d,+1560.49+0.00727391d,+1240.31+0.0057807d,+1080.24+0.00503431d,+2000.81+0.00932803d,+1720.6+0.00802074d
2021-01-06 11:15:00 UTC,+16697.5+0.0790936d,+3081.98+0.0147149d,+16053.9+0.0770664d,+16496.9+0.0792079d,+18028+0.0866151d,+16899.8+0.0811558d,+16658.1+0.0799869d,+17987.7+0.08642d,+21537.2+0.103628d,+920.172+0.0042924d,+1120.26+0.00522617d,+1280.33+0.00597335d,+1160.27+0.00541295d,+1120.26+0.00522617d,+960.187+0.00447914d,+2200.98+0.0102725d,+1520.47+0.0070944d
2021-01-06 11:30:00 UTC,+16778+0.0793366d,+920.176+0.004392d,+16013.7+0.0769172d,+16617.8+0.0798393d,+19842.5+0.0954619d,+16899.8+0.0812038d,+17418+0.0763741d,+16617.8+0.0798393d,+21981.4+0.105847d,+1280.33+0.00598196d,+1360.38+0.00635614d,+880.158+0.00411159d,+2241.02+0.0104746d,+2040.85+0.00953818d,+2200.49+0.0051578d,+2321.1+0.0108492d,+2241.02+0.0104746d
2021-01-06 11:45:00 UTC,+16818.4+0.0796503d,+920.176+0.00439587d,+16054+0.0771805d,+16617.9+0.0799104d,+17181.9+0.0826421d,+16819.3+0.0808858d,+16416.5+0.0789352d,+16658.1+0.0801054d,+22062.2+0.106335d,+1080.24+0.00505749d,+2040.85+0.00955865d,+680.094+0.00318356d,+1560.5+0.00730741d,+1960.78+0.00918335d,+6646.57+0.0226987d,+1280.33+0.00599479d,+2441.22+0.0114357d
2021-01-06 12:00:00 UTC,+18712.3+0.0886527d,+920.176+0.00439387d,+16335.9+0.0785091d,+17987.8+0.0865083d,+19076.3+0.0917853d,+16899.8+0.0812387d,+17705.7+0.0851414d,+16779+0.0806536d,+22466+0.108249d,+1840.69+0.00860138d,+880.158+0.00411129d,+880.158+0.00411129d,+880.158+0.00411129d,+1160.27+0.00542036d,+5724.82+0.0193135d,+1160.27+0.00542036d,+1360.38+0.00635568d
2021-01-06 12:15:00 UTC,+16777.7+0.0789798d,+13679+0.0653979d,+18269.7+0.0875137d,+17786+0.0851797d,+18592.2+0.0890705d,+16899.6+0.0809043d,+15932.9+0.0762458d,+7170.68+0.0341894d,+22990.5+0.110346d,+960.186+0.00445921d,+720.105+0.00334392d,+880.157+0.00408741d,+840.143+0.00390152d,+840.143+0.00390152d,+800.117+0.00336265d,+1120.25+0.00520292d,+1000.2+0.00464512d
2021-01-06 12:30:00 UTC,+12110+0.056792d,+16496.5+0.0786695d,+6769.48+0.0321522d,+20890.8+0.0998086d,+16899.3+0.080604d,+8535.08+0.0405678d,+15811.9+0.0753832d,+9016.84+0.0428662d,+22021+0.105258d,+720.105+0.00334105d,+760.117+0.00352675d,+680.093+0.00315536d,+1000.2+0.00464114d,+720.105+0.00334105d,+720.105+0.00334105d,+840.143+0.00389818d,+960.186+0.00445538d
2021-01-06 12:45:00 UTC,+1240.31+0.00572491d,+16818+0.0791298d,+2521.3+0.0117936d,+20849.3+0.0982606d,+1960.78+0.00916963d,+5887.07+0.0275751d,+15690.4+0.0737904d,+5606.41+0.0262575d,+20405.5+0.0961515d,+560.063+0.00257713d,+680.093+0.0031296d,+640.082+0.00294543d,+680.093+0.0031296d,+1240.31+0.00570884d,+760.116+0.00349795d,+680.093+0.0031296d,+1040.22+0.00478748d
2021-01-06 13:00:00 UTC,+4323.77+0.0200182d,+17180.7+0.081073d,+680.094+0.00318758d,+19115.2+0.0902738d,+5887.09+0.0276514d,+1640.55+0.00769222d,+15811.4+0.0745692d,+5446.07+0.0255753d,+21656.6+0.102384d,+640.082+0.002955d,+760.116+0.00350931d,+640.082+0.002955d,+760.116+0.00350931d,+1800.65+0.00831675d,+720.104+0.00332453d,+640.082+0.002955d,+840.142+0.0038789d
2021-01-06 13:15:00 UTC,+2961.77+0.0137292d,+17865.5+0.0841435d,+880.158+0.00411662d,+7290.86+0.0341898d,+5806.88+0.0272143d,+1840.69+0.00861255d,+16938.9+0.0797487d,+5165.45+0.0242018d,+21414.2+0.101005d,+600.072+0.00277086d,+640.082+0.00295566d,+720.104+0.00332527d,+680.093+0.00314046d,+4362.21+0.0116576d,+720.104+0.00332527d,+760.116+0.0035101d,+720.104+0.00332527d
2021-01-06 13:30:00 UTC,+3802.91+0.0175749d,+16938.6+0.0793587d,+880.157+0.0040967d,+4283.73+0.0199662d,+6488.56+0.0302699d,+2761.55+0.0128634d,+18913.1+0.0886813d,+1160.27+0.00540111d,+9819.62+0.045872d,+560.063+0.00258153d,+720.104+0.00331943d,+680.093+0.00313494d,+600.072+0.00276599d,+4482.36+0.0120933d,+640.082+0.00295046d,+960.185+0.00442654d,+760.116+0.00350392d
2021-01-06 13:45:00 UTC,+600.073+0.00277536d,+17019.3+0.0799353d,+880.157+0.00410669d,+1200.29+0.00560112d,+5365.86+0.0250821d,+2761.55+0.0128949d,+20123+0.0946334d,+2641.42+0.0123333d,+11547.2+0.0541127d,+560.063+0.00258638d,+720.104+0.00332566d,+680.093+0.00314083d,+800.129+0.00369536d,+1240.31+0.00572933d,+640.082+0.002956d,+1040.22+0.00480466d,+1120.25+0.0051745d
2021-01-06 14:00:00 UTC,+2321.08+0.0106901d,+17300.9+0.0807866d,+1040.22+0.0048253d,+520.055+0.00241189d,+2040.84+0.00947076d,+2080.88+0.0096567d,+20082.1+0.0938805d,+1400.4+0.00649702d,+7210.53+0.0335315d,+520.054+0.00239153d,+720.104+0.00331174d,+600.072+0.00275959d,+800.128+0.00367989d,+1080.23+0.00496869d,+640.082+0.00294363d,+760.116+0.00349581d,+640.082+0.00294363d
2021-01-06 14:15:00 UTC,+3682.73+0.0170442d,+18268.1+0.0855509d,+2881.68+0.0134107d,+960.187+0.00446501d,+3963.19+0.0184519d,+2361.13+0.0109858d,+11748.1+0.0548706d,+1600.52+0.00744458d,+6969.86+0.0324901d,+600.072+0.00276773d,+680.093+0.00313691d,+520.054+0.00239858d,+560.063+0.00258315d,+1000.2+0.00461399d,+640.082+0.00295232d,+720.104+0.00332151d,+600.072+0.00276773d
