# file...... 1Meter_632_A_power.real.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_632_A_20:measured_power.real,house_meter_632_A_21:measured_power.real,house_meter_632_A_22:measured_power.real,house_meter_632_A_23:measured_power.real,house_meter_632_A_24:measured_power.real,house_meter_632_A_25:measured_power.real,house_meter_632_A_26:measured_power.real,house_meter_632_A_27:measured_power.real,house_meter_632_A_28:measured_power.real,house_meter_632_A_29:measured_power.real,house_meter_632_A_30:measured_power.real,house_meter_632_A_31:measured_power.real,house_meter_632_A_32:measured_power.real,house_meter_632_A_33:measured_power.real,house_meter_632_A_34:measured_power.real,house_meter_632_A_35:measured_power.real,house_meter_632_A_36:measured_power.real,house_meter_632_A_37:measured_power.real,house_meter_632_A_38:measured_power.real,house_meter_632_A_39:measured_power.real,house_meter_632_A_40:measured_power.real
2021-01-06 02:30:00 UTC,5.6006e+02,6.0007e+02,7.6012e+02,8.4014e+02,6.0007e+02,5.8871e+03,4.0433e+03,6.5688e+03,4.7646e+03,2.8002e+02,6.6490e+03,3.6026e+03,4.7245e+03,7.0100e+03,5.8068e+03,7.1303e+03,2.0008e+03,7.2011e+02,3.2002e+02,3.2002e+02,2.8002e+02
2021-01-06 02:45:00 UTC,7.2010e+02,7.2010e+02,7.6012e+02,5.6006e+02,9.6019e+02,3.5626e+03,7.3711e+03,2.8016e+03,4.0834e+03,3.6003e+02,4.1235e+03,6.0073e+03,5.7267e+03,5.3659e+03,9.9803e+03,5.2857e+03,4.4039e+03,1.1203e+03,3.2002e+02,2.4001e+02,2.0001e+02
2021-01-06 03:00:00 UTC,4.0003e+02,4.4004e+02,8.8016e+02,7.6012e+02,7.2010e+02,4.5242e+03,3.9231e+03,7.3711e+03,5.7668e+03,4.8005e+02,8.8962e+03,5.2857e+03,6.9699e+03,7.1705e+03,6.1276e+03,6.3682e+03,3.3623e+03,3.3222e+03,2.8002e+02,2.4001e+02,2.0001e+02
2021-01-06 03:15:00 UTC,8.0013e+02,6.8009e+02,8.4014e+02,6.4008e+02,8.8016e+02,5.2456e+03,5.8870e+03,6.9699e+03,4.3238e+03,4.0003e+02,4.7245e+03,5.4460e+03,5.4460e+03,4.6844e+03,8.6151e+03,6.6490e+03,3.6026e+03,8.0013e+02,2.4001e+02,2.0001e+02,2.4001e+02
2021-01-06 03:30:00 UTC,4.8005e+02,5.6006e+02,6.8009e+02,7.2010e+02,5.6006e+02,4.8849e+03,6.6891e+03,5.1253e+03,4.6043e+03,6.4008e+02,6.6089e+03,4.8448e+03,7.1303e+03,7.1704e+03,8.2538e+03,7.5716e+03,5.1654e+03,6.0007e+02,3.6003e+02,2.8002e+02,2.4001e+02
2021-01-06 03:45:00 UTC,7.2010e+02,8.8016e+02,6.8009e+02,5.2005e+02,7.6012e+02,3.1620e+03,3.2421e+03,5.2857e+03,5.4460e+03,8.8016e+02,6.0073e+03,5.8068e+03,5.7267e+03,5.7266e+03,7.6519e+03,4.3238e+03,3.4424e+03,2.8002e+02,2.4001e+02,2.8002e+02,2.8002e+02
2021-01-06 04:00:00 UTC,4.4004e+02,6.0007e+02,7.2010e+02,7.6012e+02,7.2010e+02,6.2480e+03,7.6921e+03,4.7245e+03,7.1304e+03,4.4004e+02,6.3683e+03,5.9272e+03,6.3683e+03,4.7646e+03,7.3710e+03,8.8961e+03,2.4412e+03,4.4004e+02,3.2002e+02,2.4001e+02,2.0001e+02
2021-01-06 04:15:00 UTC,8.8016e+02,8.0013e+02,8.4014e+02,4.4004e+02,1.0802e+03,3.6427e+03,4.7246e+03,9.5386e+03,4.8448e+03,3.2002e+02,6.9298e+03,3.8430e+03,8.2138e+03,6.5287e+03,1.1708e+04,4.5642e+03,6.0876e+03,6.4008e+02,2.8002e+02,2.0001e+02,2.4001e+02
2021-01-06 04:30:00 UTC,6.8009e+02,7.6012e+02,8.4014e+02,8.8016e+02,8.4014e+02,5.6465e+03,4.7246e+03,5.2456e+03,6.4485e+03,2.4001e+02,5.2055e+03,7.4513e+03,6.0876e+03,5.8069e+03,8.3342e+03,9.0567e+03,1.2403e+03,4.0003e+02,2.4001e+02,2.4001e+02,2.4001e+02
2021-01-06 04:45:00 UTC,8.8016e+02,8.0013e+02,6.4008e+02,8.4014e+02,9.6019e+02,4.0433e+03,6.7693e+03,5.0051e+03,4.0033e+03,2.4001e+02,7.6118e+03,5.8069e+03,4.3238e+03,6.0875e+03,7.7723e+03,6.6490e+03,7.5316e+03,3.2002e+02,2.6815e+03,2.0001e+02,2.4001e+02
2021-01-06 05:00:00 UTC,5.6006e+02,4.8005e+02,8.4014e+02,7.2010e+02,6.4008e+02,4.1635e+03,7.0100e+03,6.2480e+03,5.9673e+03,8.4014e+02,6.4485e+03,4.6845e+03,8.2138e+03,4.8849e+03,9.2575e+03,9.5787e+03,5.4060e+03,4.4004e+02,1.0402e+03,2.4001e+02,2.8002e+02
2021-01-06 05:15:00 UTC,7.2010e+02,6.0007e+02,8.8016e+02,7.2010e+02,1.0402e+03,5.1253e+03,3.8029e+03,4.6444e+03,4.5642e+03,8.0013e+02,7.8124e+03,5.9271e+03,4.7646e+03,8.1736e+03,7.0501e+03,6.0474e+03,3.9231e+03,6.4008e+02,2.8002e+02,2.4001e+02,2.0001e+02
2021-01-06 05:30:00 UTC,4.4004e+02,5.2005e+02,8.8016e+02,8.0013e+02,6.8009e+02,7.4915e+03,8.6152e+03,6.7292e+03,5.4460e+03,8.4014e+02,4.4440e+03,5.7267e+03,7.3711e+03,3.9231e+03,9.9401e+03,7.0100e+03,4.1635e+03,2.4001e+02,3.2002e+02,2.0001e+02,2.0001e+02
2021-01-06 05:45:00 UTC,8.4014e+02,6.8009e+02,9.6019e+02,7.2010e+02,8.4014e+02,3.8029e+03,5.2857e+03,5.4861e+03,4.4841e+03,6.4008e+02,7.2106e+03,5.5262e+03,4.9249e+03,7.5717e+03,7.6920e+03,5.9271e+03,3.6427e+03,3.2002e+02,2.4001e+02,2.8002e+02,3.2002e+02
2021-01-06 06:00:00 UTC,4.4004e+02,5.6006e+02,8.4014e+02,6.8009e+02,5.2005e+02,4.1235e+03,7.4914e+03,5.6866e+03,6.0074e+03,8.4014e+02,7.7723e+03,5.6866e+03,8.0934e+03,5.3258e+03,9.1771e+03,1.0101e+04,3.0018e+03,4.4004e+02,2.8002e+02,2.4001e+02,2.8002e+02
2021-01-06 06:15:00 UTC,7.6012e+02,6.4008e+02,1.0402e+03,7.6012e+02,8.4014e+02,6.6089e+03,6.8897e+03,5.6064e+03,3.4424e+03,1.2403e+03,7.4513e+03,7.2908e+03,5.6064e+03,1.0824e+04,1.0583e+04,5.2857e+03,4.4841e+03,5.6006e+02,3.2002e+02,2.8002e+02,2.0001e+02
2021-01-06 06:30:00 UTC,4.0003e+02,4.8005e+02,8.4014e+02,6.0007e+02,6.8009e+02,6.0474e+03,5.8069e+03,6.1276e+03,6.7292e+03,1.4004e+03,4.3639e+03,7.4914e+03,6.3281e+03,5.2055e+03,1.0181e+04,5.9672e+03,3.7228e+03,3.6003e+02,2.8002e+02,2.0001e+02,2.4001e+02
2021-01-06 06:45:00 UTC,7.6012e+02,7.6012e+02,1.0002e+03,7.2010e+02,8.4014e+02,4.9249e+03,4.1635e+03,6.1276e+03,4.3238e+03,1.0002e+03,8.1334e+03,8.0130e+03,6.4083e+03,6.7693e+03,1.3667e+04,7.1303e+03,3.8029e+03,6.1677e+03,2.4001e+02,2.4001e+02,2.4001e+02
2021-01-06 07:00:00 UTC,6.4008e+02,7.2010e+02,8.8016e+02,6.8009e+02,1.0802e+03,5.5663e+03,7.6519e+03,5.3658e+03,5.2456e+03,2.1209e+03,5.1253e+03,9.7393e+03,6.1276e+03,5.4861e+03,1.4426e+04,5.4460e+03,5.4460e+03,4.4039e+03,3.6003e+02,2.4001e+02,2.4001e+02
2021-01-06 07:15:00 UTC,8.4014e+02,8.4014e+02,8.0013e+02,6.0007e+02,1.4004e+03,4.0834e+03,4.1635e+03,5.9271e+03,5.4059e+03,3.0018e+03,9.2573e+03,5.9672e+03,4.3238e+03,6.4083e+03,1.1783e+04,8.7756e+03,2.4412e+03,1.2403e+03,2.4001e+02,9.2017e+02,2.0001e+02
2021-01-06 07:30:00 UTC,8.0013e+02,8.0013e+02,9.2017e+02,7.2010e+02,1.0802e+03,5.3658e+03,6.3682e+03,4.7245e+03,4.8447e+03,1.4404e+03,4.9650e+03,4.6043e+03,8.4544e+03,3.9632e+03,1.0254e+04,5.7667e+03,4.5642e+03,3.2002e+02,2.8002e+02,2.9217e+03,2.0001e+02
2021-01-06 07:45:00 UTC,1.4404e+03,9.6018e+02,1.3203e+03,1.2003e+03,8.8015e+02,4.6443e+03,6.0474e+03,7.6518e+03,4.6043e+03,1.4404e+03,5.5261e+03,5.2455e+03,6.4885e+03,1.0060e+04,9.5722e+03,6.0072e+03,3.2822e+03,4.4004e+02,3.2002e+02,1.6001e+02,1.2000e+02
2021-01-06 08:00:00 UTC,1.1203e+03,1.2003e+03,1.0002e+03,1.3604e+03,8.0013e+02,4.3238e+03,6.0073e+03,4.6844e+03,5.6865e+03,1.2803e+03,6.6489e+03,3.7629e+03,6.8495e+03,3.7228e+03,1.0743e+04,7.5314e+03,4.4440e+03,9.6019e+02,2.4001e+02,6.8009e+02,1.6001e+02
2021-01-06 08:15:00 UTC,1.1203e+03,8.4014e+02,1.0402e+03,1.2003e+03,8.4014e+02,6.0875e+03,4.8047e+03,7.4112e+03,3.6828e+03,1.6405e+03,9.4983e+03,5.6866e+03,7.1704e+03,6.9297e+03,6.6489e+03,6.0474e+03,4.2436e+03,1.0402e+03,2.8002e+02,8.8016e+02,2.4001e+02
2021-01-06 08:30:00 UTC,1.0002e+03,1.0002e+03,1.1203e+03,1.3604e+03,6.4008e+02,5.0051e+03,5.3659e+03,5.3659e+03,7.8124e+03,1.3604e+03,7.6519e+03,6.6891e+03,5.4861e+03,5.6465e+03,1.2994e+04,8.1736e+03,4.8448e+03,7.2011e+02,3.2002e+02,9.2017e+02,2.0001e+02
2021-01-06 08:45:00 UTC,9.2017e+02,9.6019e+02,1.4004e+03,1.2003e+03,1.0002e+03,5.0853e+03,4.6043e+03,5.6465e+03,3.2421e+03,1.4404e+03,5.4460e+03,4.8849e+03,5.8470e+03,9.0097e+03,6.4083e+03,5.8870e+03,2.8416e+03,7.2011e+02,3.2002e+02,8.0013e+02,2.4001e+02
2021-01-06 09:00:00 UTC,9.2017e+02,1.3204e+03,1.5205e+03,1.6005e+03,1.2403e+03,4.6444e+03,5.0051e+03,6.5287e+03,6.1678e+03,1.0002e+03,8.7356e+03,8.9765e+03,8.4546e+03,9.1686e+03,1.2834e+04,6.3683e+03,5.5663e+03,3.5225e+03,2.4001e+02,6.8009e+02,2.7215e+03
2021-01-06 09:15:00 UTC,1.5605e+03,1.2803e+03,1.3204e+03,1.9207e+03,1.0802e+03,4.1635e+03,1.2914e+04,5.8871e+03,5.9673e+03,8.4014e+02,5.1254e+03,9.2575e+03,6.5287e+03,9.6941e+03,1.0181e+04,6.9699e+03,1.8807e+03,3.2822e+03,5.2006e+02,1.3604e+03,1.0002e+03
2021-01-06 09:30:00 UTC,1.0802e+03,1.2403e+03,1.6405e+03,2.1209e+03,1.5205e+03,8.5751e+03,5.7668e+03,8.2138e+03,7.4915e+03,6.1261e+03,7.1304e+03,6.2480e+03,6.7293e+03,7.1705e+03,8.9363e+03,6.7694e+03,5.2857e+03,1.1603e+03,8.8016e+02,7.2011e+02,2.4001e+02
2021-01-06 09:45:00 UTC,1.0002e+03,1.2003e+03,1.4004e+03,1.8007e+03,1.4004e+03,4.7647e+03,6.2480e+03,7.7724e+03,5.6866e+03,4.1623e+03,6.5287e+03,5.6866e+03,7.2909e+03,8.7758e+03,1.0784e+04,1.1306e+04,3.6027e+03,8.0013e+02,8.8016e+02,6.4008e+02,2.4001e+02
2021-01-06 10:00:00 UTC,1.2403e+03,1.2403e+03,1.5205e+03,1.8007e+03,1.3204e+03,4.1636e+03,6.3683e+03,4.4040e+03,7.1304e+03,1.0802e+03,8.4547e+03,6.1277e+03,8.3342e+03,1.1668e+04,1.0824e+04,8.4145e+03,2.8016e+03,4.0033e+03,9.6019e+02,5.2006e+02,6.0007e+02
2021-01-06 10:15:00 UTC,1.4404e+03,1.9207e+03,1.4804e+03,2.0809e+03,1.4804e+03,5.8470e+03,5.0051e+03,7.6921e+03,3.9632e+03,8.4014e+02,1.0172e+04,6.7292e+03,6.7292e+03,1.0261e+04,8.8961e+03,5.6866e+03,5.0452e+03,2.4412e+03,9.2017e+02,6.0007e+02,9.6019e+02
2021-01-06 10:30:00 UTC,1.5205e+03,1.4404e+03,1.4404e+03,2.3211e+03,1.6005e+03,5.2055e+03,7.4915e+03,8.3342e+03,8.1737e+03,6.8009e+02,1.6440e+04,4.0834e+03,1.0061e+04,7.2908e+03,1.0020e+04,1.2110e+04,5.0051e+03,7.2011e+02,8.8016e+02,5.6006e+02,8.4014e+02
2021-01-06 10:45:00 UTC,1.4804e+03,1.3604e+03,1.4004e+03,2.5213e+03,1.5205e+03,1.1146e+04,4.6444e+03,4.5643e+03,5.2456e+03,8.4014e+02,1.2028e+04,7.3711e+03,6.8897e+03,4.9650e+03,9.1371e+03,7.3711e+03,2.8016e+03,8.4014e+02,1.4002e+03,6.8009e+02,8.0013e+02
2021-01-06 11:00:00 UTC,1.2403e+03,1.3604e+03,1.6005e+03,2.9618e+03,1.3604e+03,4.8047e+03,4.4040e+03,1.1935e+04,5.9673e+03,6.4008e+02,1.3461e+04,5.0853e+03,6.8496e+03,8.4948e+03,8.3342e+03,8.1336e+03,4.7246e+03,1.0402e+03,6.3263e+03,4.0003e+02,7.2011e+02
2021-01-06 11:15:00 UTC,1.6405e+03,1.4004e+03,2.3211e+03,3.6427e+03,1.3204e+03,9.7396e+03,7.4514e+03,5.6842e+03,9.8105e+03,6.4008e+02,8.6498e+03,7.4472e+03,6.3282e+03,4.0834e+03,1.0503e+04,7.4514e+03,5.6465e+03,2.0409e+03,3.0812e+03,5.2006e+02,7.2011e+02
2021-01-06 11:30:00 UTC,8.8016e+02,1.2003e+03,2.0809e+03,2.8016e+03,1.4404e+03,1.2271e+04,5.1655e+03,4.7241e+03,1.2378e+04,7.6012e+02,6.4481e+03,9.7707e+03,9.7395e+03,9.2575e+03,9.1772e+03,6.4485e+03,2.6815e+03,2.9217e+03,8.0008e+02,5.6006e+02,6.4008e+02
2021-01-06 11:45:00 UTC,8.8016e+02,1.0802e+03,2.1609e+03,3.3623e+03,1.4004e+03,9.8599e+03,5.8470e+03,7.1697e+03,5.1233e+03,1.6005e+03,7.9329e+03,6.1257e+03,5.2456e+03,7.2106e+03,9.1370e+03,7.8125e+03,3.2421e+03,9.2017e+02,7.2011e+02,2.6014e+03,6.8009e+02
2021-01-06 12:00:00 UTC,1.2803e+03,1.1203e+03,2.0809e+03,2.7215e+03,1.3204e+03,1.2914e+04,5.7267e+03,9.4176e+03,1.0221e+04,1.1203e+03,7.6119e+03,9.3291e+03,7.2508e+03,7.0502e+03,1.0382e+04,7.4915e+03,4.6444e+03,1.1203e+03,2.3611e+03,3.4024e+03,5.6006e+02
2021-01-06 12:15:00 UTC,2.4412e+03,1.2403e+03,2.3611e+03,2.2811e+03,1.4004e+03,1.2351e+04,8.3343e+03,5.6065e+03,6.0876e+03,8.4014e+02,7.2909e+03,7.6067e+03,9.5789e+03,4.5643e+03,8.9363e+03,7.1705e+03,3.0819e+03,2.5613e+03,4.4040e+03,5.2006e+02,4.8005e+02
2021-01-06 12:30:00 UTC,2.6414e+03,1.2003e+03,2.4012e+03,2.2410e+03,1.3604e+03,8.3343e+03,1.2552e+04,5.8871e+03,5.0452e+03,1.0402e+03,5.4060e+03,7.9293e+03,9.4584e+03,8.0533e+03,8.6554e+03,6.8496e+03,4.9650e+03,5.9272e+03,4.4040e+03,4.4004e+02,6.0007e+02
2021-01-06 12:45:00 UTC,1.8407e+03,1.6806e+03,2.2410e+03,2.1209e+03,1.5205e+03,6.2079e+03,1.0061e+04,4.2437e+03,6.9700e+03,1.4004e+03,7.4113e+03,8.4073e+03,6.5689e+03,4.6845e+03,1.4926e+04,8.8160e+03,2.1610e+03,2.3611e+03,3.3623e+03,3.2002e+02,6.0007e+02
2021-01-06 13:00:00 UTC,1.9207e+03,2.6014e+03,1.8807e+03,2.0008e+03,1.7206e+03,8.5349e+03,7.2508e+03,4.7246e+03,5.2055e+03,1.1603e+03,9.5387e+03,9.0493e+03,1.0061e+04,5.2456e+03,1.0462e+04,5.2456e+03,5.5663e+03,3.6427e+03,6.4008e+02,3.6003e+02,6.4008e+02
2021-01-06 13:15:00 UTC,2.1610e+03,1.8807e+03,1.5205e+03,1.9608e+03,1.7206e+03,5.3258e+03,7.0903e+03,8.7694e+03,5.3659e+03,9.2017e+02,8.3744e+03,5.8865e+03,4.6444e+03,6.5688e+03,1.2633e+04,8.8561e+03,3.5626e+03,4.0834e+03,6.8009e+02,4.6035e+03,6.0007e+02
2021-01-06 13:30:00 UTC,2.5613e+03,2.4412e+03,1.6005e+03,2.0809e+03,1.7606e+03,1.0503e+04,5.0452e+03,8.7278e+03,5.1254e+03,8.0013e+02,8.4547e+03,1.0732e+04,1.1748e+04,5.6064e+03,9.6992e+03,5.4460e+03,3.9632e+03,1.2003e+03,1.0802e+03,2.6011e+03,6.0007e+02
2021-01-06 13:45:00 UTC,2.5613e+03,2.0408e+03,1.0402e+03,2.1209e+03,1.4804e+03,5.8871e+03,5.6866e+03,5.5643e+03,7.9730e+03,8.0013e+02,5.5262e+03,9.0887e+03,7.0501e+03,4.2036e+03,8.5750e+03,6.4084e+03,3.6026e+03,7.2011e+02,3.1220e+03,9.2009e+02,4.4004e+02
2021-01-06 14:00:00 UTC,2.6815e+03,1.7606e+03,1.3604e+03,1.8807e+03,2.2410e+03,6.0074e+03,6.2480e+03,8.2890e+03,4.4040e+03,8.0013e+02,7.9730e+03,9.5750e+03,9.7394e+03,5.8069e+03,1.0422e+04,5.2857e+03,4.5642e+03,8.4014e+02,5.2005e+02,4.0003e+02,6.4008e+02
2021-01-06 14:15:00 UTC,2.2410e+03,1.7606e+03,1.5205e+03,2.0408e+03,1.8807e+03,6.4886e+03,4.8047e+03,9.3693e+03,5.6866e+03,7.6012e+02,5.2456e+03,1.3299e+04,7.1304e+03,5.4861e+03,7.5716e+03,6.2880e+03,2.9618e+03,1.2403e+03,6.0007e+02,4.0003e+02,5.2005e+02
2021-01-06 14:30:00 UTC,2.0408e+03,2.5613e+03,1.5605e+03,2.1609e+03,1.5605e+03,6.6892e+03,8.1737e+03,8.6087e+03,6.0876e+03,1.1603e+03,6.8095e+03,7.0054e+03,6.5287e+03,5.4060e+03,7.8125e+03,6.4084e+03,4.9650e+03,3.5225e+03,5.6006e+02,2.2408e+03,3.6003e+02
2021-01-06 14:45:00 UTC,2.2010e+03,2.4412e+03,1.2003e+03,2.4412e+03,2.2010e+03,5.6866e+03,1.0864e+04,4.6038e+03,4.2036e+03,9.6019e+02,9.1772e+03,9.0559e+03,9.0568e+03,6.3282e+03,7.4112e+03,7.2908e+03,4.9650e+03,2.2811e+03,6.8009e+02,2.5209e+03,5.2005e+02
2021-01-06 15:00:00 UTC,1.7206e+03,2.5213e+03,1.2403e+03,2.1209e+03,2.8416e+03,5.1254e+03,6.7292e+03,7.0851e+03,7.4112e+03,1.1603e+03,5.4460e+03,4.4841e+03,4.8047e+03,4.9650e+03,1.1176e+04,6.2443e+03,6.1276e+03,1.6405e+03,6.4008e+02,9.6010e+02,3.6003e+02
2021-01-06 15:15:00 UTC,1.7206e+03,1.8807e+03,1.2003e+03,2.2410e+03,2.8016e+03,5.0853e+03,5.2055e+03,1.1895e+04,7.4514e+03,8.8016e+02,7.6118e+03,5.8069e+03,6.3683e+03,6.5287e+03,1.0817e+04,1.1815e+04,3.4024e+03,1.1603e+03,4.0003e+02,3.2002e+02,5.2005e+02
2021-01-06 15:30:00 UTC,1.5605e+03,2.0809e+03,1.4004e+03,2.5213e+03,3.3623e+03,4.4841e+03,4.5642e+03,1.1895e+04,7.4914e+03,9.2017e+02,4.9650e+03,1.0503e+04,5.6465e+03,5.4861e+03,8.8151e+03,6.3265e+03,1.9608e+03,1.6005e+03,6.8009e+02,2.4001e+02,4.8005e+02
2021-01-06 15:45:00 UTC,1.4404e+03,1.8807e+03,1.4804e+03,2.1209e+03,2.8817e+03,5.5262e+03,4.5643e+03,6.0054e+03,7.9730e+03,1.2803e+03,7.6119e+03,4.6845e+03,6.8496e+03,7.9329e+03,9.1772e+03,1.0773e+04,5.4861e+03,1.3204e+03,5.6006e+02,4.0003e+02,3.4424e+03
2021-01-06 16:00:00 UTC,1.7606e+03,1.6806e+03,1.4804e+03,2.3211e+03,3.0018e+03,4.8448e+03,6.4084e+03,1.2342e+04,8.4146e+03,1.2003e+03,8.6956e+03,4.9651e+03,8.5350e+03,5.2055e+03,1.2311e+04,8.2493e+03,4.0433e+03,1.6005e+03,3.6003e+02,3.2002e+02,5.2006e+02
2021-01-06 16:15:00 UTC,2.2410e+03,1.4404e+03,1.6005e+03,2.0408e+03,2.7215e+03,6.5287e+03,4.9250e+03,9.0487e+03,9.6592e+03,2.0008e+03,8.4948e+03,6.7694e+03,1.1346e+04,7.3711e+03,1.6294e+04,7.9321e+03,2.1610e+03,1.7606e+03,4.0003e+02,3.2002e+02,3.2002e+02
2021-01-06 16:30:00 UTC,2.1209e+03,1.5605e+03,1.2803e+03,1.6005e+03,2.6414e+03,8.2540e+03,4.9651e+03,7.2490e+03,6.0876e+03,1.8007e+03,1.1025e+04,7.0903e+03,1.1105e+04,5.5262e+03,9.2174e+03,5.5256e+03,5.2851e+03,5.8069e+03,6.0007e+02,5.2006e+02,5.6006e+02
2021-01-06 16:45:00 UTC,2.3211e+03,2.2410e+03,1.4804e+03,2.0408e+03,2.4813e+03,3.8831e+03,7.0502e+03,1.1064e+04,5.8470e+03,1.9208e+03,5.8871e+03,8.0132e+03,6.3282e+03,9.6190e+03,9.1773e+03,1.1708e+04,6.9253e+03,2.0008e+03,5.6006e+02,1.0002e+03,5.2006e+02
2021-01-06 17:00:00 UTC,2.8016e+03,2.6815e+03,1.6405e+03,2.1209e+03,2.6414e+03,5.4461e+03,5.4461e+03,7.3708e+03,4.3639e+03,1.8007e+03,9.2175e+03,6.2480e+03,8.9364e+03,5.2056e+03,8.6152e+03,1.1427e+04,7.0463e+03,4.0834e+03,3.6003e+02,6.8009e+02,3.6003e+02
2021-01-06 17:15:00 UTC,2.3611e+03,2.7215e+03,1.7606e+03,2.2410e+03,2.3611e+03,4.2838e+03,5.4862e+03,1.0141e+04,5.9673e+03,2.2410e+03,6.3683e+03,7.0101e+03,1.2311e+04,6.5287e+03,8.6152e+03,5.3659e+03,4.2435e+03,4.6043e+03,4.8005e+02,6.0007e+02,5.2006e+02
