# file...... 1Meter_633_C_power.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_633_C_24:measured_power,house_meter_633_C_25:measured_power,house_meter_633_C_26:measured_power,house_meter_633_C_27:measured_power,house_meter_633_C_28:measured_power,house_meter_633_C_29:measured_power,house_meter_633_C_30:measured_power,house_meter_633_C_31:measured_power,house_meter_633_C_32:measured_power,house_meter_633_C_33:measured_power,house_meter_633_C_34:measured_power,house_meter_633_C_35:measured_power,house_meter_633_C_36:measured_power,house_meter_633_C_37:measured_power,house_meter_633_C_38:measured_power,house_meter_633_C_39:measured_power,house_meter_633_C_40:measured_power
2021-01-06 02:30:00 UTC,+240.012+0.00112507d,+240.012+0.00112835d,+400.033+0.00188076d,+240.012+0.00112835d,+440.04+0.00206889d,+3121+0.00734972d,+3001.85+0.0141283d,+9250.83+0.0268725d,+1600.52+0.00752858d,+1840.7+0.00867438d,+4083.43+0.0192611d,+6969.99+0.0329159d,+6408.45+0.030257d,+2080.89+0.00980728d,+2040.86+0.00961844d,+2200.99+0.0103738d,+2080.89+0.00980728d
2021-01-06 02:45:00 UTC,+240.012+0.00112402d,+240.012+0.00112554d,+240.012+0.00112554d,+280.016+0.00131317d,+400.033+0.00187609d,+1840.66+0.00827024d,+1960.79+0.00920164d,+2721.35+0.0113609d,+2000.82+0.00938966d,+2080.89+0.00979167d,+4243.69+0.0199865d,+3722.84+0.0175297d,+2241.03+0.0105459d,+1600.52+0.00752983d,+2080.89+0.00979167d,+6047.51+0.0285031d,+1920.76+0.00903757d
2021-01-06 03:00:00 UTC,+320.021+0.00149832d,+360.026+0.00168865d,+200.008+0.000938045d,+240.012+0.00112568d,+240.012+0.00112568d,+6328.2+0.029754d,+1440.42+0.00675906d,+2241.03+0.0105193d,+1320.36+0.00619535d,+1520.47+0.00713854d,+1920.75+0.00901933d,+1880.72+0.00883121d,+1800.66+0.00845499d,+2160.96+0.0101482d,+1680.58+0.00789075d,+2361.14+0.0110893d,+1800.66+0.00845499d
2021-01-06 03:15:00 UTC,+360.026+0.00168796d,+360.027+0.00169055d,+320.021+0.00150267d,+320.021+0.00150267d,+280.016+0.00131481d,+1720.61+0.00808383d,+2040.85+0.00958969d,+2441.22+0.0114728d,+3442.43+0.0161848d,+2000.82+0.00941177d,+2321.1+0.0109198d,+2361.14+0.0111083d,+2120.92+0.00997721d,+1520.47+0.00715083d,+1960.79+0.00922331d,+2521.3+0.0118626d,+2040.85+0.00960024d
2021-01-06 03:30:00 UTC,+320.021+0.00150002d,+240.012+0.00112716d,+320.021+0.00150295d,+400.033+0.00187878d,+360.027+0.00169086d,+1640.55+0.00770888d,+2241.03+0.0105331d,+2481.26+0.0116634d,+5205.55+0.0244965d,+1600.53+0.00753834d,+1800.67+0.00848168d,+1920.76+0.00904779d,+1760.64+0.00829299d,+10010.5+0.0241476d,+2040.85+0.00961399d,+2120.92+0.0099915d,+4203.63+0.0198199d
2021-01-06 03:45:00 UTC,+200.008+0.000938049d,+280.016+0.00131621d,+320.021+0.00150428d,+240.012+0.00112815d,+360.027+0.00169235d,+2160.96+0.0101654d,+1760.64+0.00828086d,+6689.19+0.0315252d,+2521.3+0.0118622d,+7210.71+0.0341072d,+2601.39+0.0122814d,+2281.07+0.0107677d,+2241.03+0.0105786d,+7365.61+0.0174953d,+5566.38+0.0263115d,+2040.86+0.00963286d,+3322.27+0.0156894d
2021-01-06 04:00:00 UTC,+280.016+0.00131256d,+240.012+0.00112682d,+320.021+0.0015025d,+240.012+0.00112682d,+360.027+0.00169036d,+1640.55+0.00770657d,+3602.66+0.0169373d,+2921.75+0.0137323d,+1880.72+0.00883566d,+3562.6+0.0167818d,+2200.99+0.0103621d,+1920.76+0.00904171d,+1680.58+0.00791032d,+5483.7+0.0154907d,+2681.47+0.0126266d,+2361.14+0.0111168d,+1920.76+0.00904171d
2021-01-06 04:15:00 UTC,+320.021+0.00150068d,+280.016+0.00131619d,+200.008+0.000940088d,+240.012+0.00112813d,+280.016+0.00131619d,+1960.79+0.00922281d,+5686.64+0.0267888d,+4444.05+0.0209245d,+2401.18+0.0112963d,+2361.15+0.0111435d,+5847.04+0.027635d,+6408.46+0.0302955d,+5766.85+0.0272551d,+6084.1+0.0154783d,+1920.76+0.00906347d,+2120.92+0.0100088d,+2160.96+0.0101979d
2021-01-06 04:30:00 UTC,+360.027+0.00169195d,+440.04+0.00207075d,+280.016+0.00131762d,+360.027+0.00169417d,+320.021+0.00150589d,+1720.61+0.00810114d,+1920.76+0.00904425d,+2761.56+0.0130078d,+1960.79+0.0092329d,+2040.86+0.00963278d,+2201+0.0103893d,+3482.49+0.016447d,+3242.16+0.0153105d,+3521.29+0.00842272d,+1920.76+0.00906548d,+3923.17+0.0185316d,+2000.82+0.00944367d
2021-01-06 04:45:00 UTC,+280.016+0.00131622d,+280.016+0.00131945d,+320.021+0.00150798d,+360.027+0.00169652d,+360.027+0.00169652d,+7090.35+0.0335038d,+2401.18+0.0113244d,+2881.71+0.0135933d,+2160.96+0.0101904d,+2281.07+0.0107675d,+2921.76+0.0137955d,+2721.52+0.012849d,+2080.89+0.00982181d,+1760.61+0.00794001d,+2080.89+0.00982181d,+5085.32+0.0240325d,+2000.82+0.00944358d
2021-01-06 05:00:00 UTC,+280.016+0.00131613d,+200.008+0.000941556d,+240.012+0.0011299d,+280.016+0.00131824d,+280.016+0.00131824d,+3001.85+0.0141477d,+2200.99+0.0103699d,+2681.48+0.0126361d,+2200.99+0.0103699d,+2441.22+0.011517d,+2361.15+0.0111388d,+2521.31+0.0118952d,+2361.15+0.0111388d,+2080.89+0.00981557d,+2000.82+0.00943758d,+1840.7+0.00868172d,+2080.89+0.00981557d
2021-01-06 05:15:00 UTC,+200.008+0.000939763d,+280.016+0.00131863d,+440.04+0.00207234d,+240.012+0.00113023d,+360.027+0.00169547d,+1800.67+0.00848488d,+2040.85+0.00961762d,+5766.84+0.0272182d,+3402.38+0.0160428d,+2601.39+0.012277d,+2361.15+0.0111421d,+2441.22+0.0115204d,+4403.99+0.0207996d,+3522.55+0.0166306d,+2080.89+0.00981845d,+1880.73+0.00887327d,+1600.53+0.00755041d
2021-01-06 05:30:00 UTC,+320.021+0.00150415d,+280.016+0.00131826d,+400.033+0.00188337d,+240.012+0.00112991d,+360.027+0.001695d,+1680.58+0.00791641d,+1800.67+0.00848249d,+2721.52+0.0128253d,+3963.23+0.0186864d,+2040.86+0.00963694d,+2761.57+0.013044d,+2641.44+0.012476d,+2481.27+0.0117187d,+5365.93+0.0253727d,+3522.55+0.0166437d,+2561.35+0.0120973d,+2321.11+0.0109616d
2021-01-06 05:45:00 UTC,+360.027+0.0016943d,+360.027+0.00169633d,+680.095+0.00320481d,+320.021+0.00150781d,+320.021+0.00150781d,+1440.43+0.00678983d,+2241.03+0.0105672d,+2120.92+0.0100003d,+1640.55+0.00773381d,+4925+0.0233114d,+2080.89+0.00983788d,+2361.15+0.0111641d,+1960.79+0.00926962d,+2120.93+0.0100273d,+4323.85+0.0204609d,+3843.04+0.018182d,+1920.76+0.00908022d
2021-01-06 06:00:00 UTC,+360.027+0.00169428d,+320.021+0.00151026d,+320.021+0.00151026d,+360.027+0.00169909d,+320.021+0.00151026d,+1840.7+0.00869217d,+9659.25+0.0457606d,+2721.52+0.0128563d,+2040.86+0.00963816d,+1840.7+0.00869366d,+2281.07+0.0107755d,+2681.48+0.0126691d,+2441.23+0.0115328d,+1760.64+0.00831526d,+3482.5+0.016459d,+2281.07+0.0107755d,+1760.64+0.00831526d
2021-01-06 06:15:00 UTC,+200.008+0.000941612d,+200.008+0.000943265d,+840.145+0.00396328d,+280.016+0.00132064d,+280.016+0.00132064d,+2040.86+0.00963224d,+3282.22+0.015499d,+3242.16+0.0153096d,+1680.58+0.00793067d,+2120.93+0.0100355d,+5646.58+0.0267567d,+6127.75+0.0290425d,+2040.86+0.00965634d,+2080.89+0.00984592d,+1880.73+0.0088981d,+2961.81+0.0140191d,+2321.11+0.0109836d
2021-01-06 06:30:00 UTC,+280.016+0.00132117d,+320.021+0.00151243d,+960.19+0.00453911d,+240.012+0.00113427d,+280.016+0.00132334d,+3041.91+0.0143924d,+2080.89+0.00984155d,+2361.15+0.0111683d,+2000.82+0.00946256d,+1480.45+0.00701573d,+2201+0.0104334d,+2801.62+0.0132839d,+1960.79+0.00929387d,+1640.56+0.00777496d,+1880.73+0.00891408d,+5806.97+0.027568d,+5446.13+0.0258511d
2021-01-06 06:45:00 UTC,+320.021+0.00151431d,+320.021+0.00151857d,+920.175+0.00436751d,+400.033+0.0018983d,+400.033+0.0018983d,+4804.78+0.0228421d,+2601.4+0.0123559d,+6609.05+0.0314432d,+1520.48+0.00721857d,+2160.97+0.0102636d,+3242.18+0.0154057d,+3482.51+0.0165493d,+1720.61+0.00817059d,+2000.83+0.00950234d,+2040.86+0.00969263d,+1800.67+0.00855105d,+1920.76+0.0091218d
2021-01-06 07:00:00 UTC,+320.021+0.00151516d,+240.012+0.00113832d,+920.175+0.00436541d,+960.191+0.00455532d,+360.027+0.00170761d,+1560.5+0.00740515d,+2120.93+0.0100669d,+3762.93+0.0178727d,+2080.9+0.00987672d,+1800.67+0.00857312d,+5486.25+0.0261604d,+7812.69+0.0372898d,+5365.98+0.0255856d,+2000.83+0.00952687d,+1960.8+0.0093361d,+2080.9+0.00990844d,+2481.28+0.0118169d
2021-01-06 07:15:00 UTC,+560.065+0.00266486d,+480.048+0.00228967d,+920.176+0.00438974d,+880.161+0.00419878d,+320.021+0.00152629d,+1880.74+0.00897572d,+6007.52+0.0287199d,+2601.41+0.0124188d,+4163.61+0.0198895d,+2120.94+0.0101574d,+6569.02+0.0315183d,+6127.85+0.0293961d,+2841.68+0.0136132d,+7050.39+0.0338347d,+3001.88+0.0143816d,+1880.74+0.00900614d,+5446.2+0.0261187d
2021-01-06 07:30:00 UTC,+920.176+0.0043888d,+920.176+0.00439573d,+840.147+0.00401329d,+1000.21+0.00477821d,+720.108+0.00343971d,+2080.9+0.00994539d,+1960.8+0.00937091d,+3242.19+0.0155031d,+4083.47+0.0195327d,+6208.07+0.0298489d,+4404.06+0.0211591d,+5526.39+0.0265637d,+2040.87+0.00979555d,+1960.8+0.00941094d,+7612.14+0.0366214d,+3122.04+0.0149916d,+6328.39+0.0304289d
2021-01-06 07:45:00 UTC,+840.147+0.00402646d,+920.177+0.00441563d,+840.148+0.00403146d,+800.134+0.00383939d,+920.177+0.00441563d,+1720.62+0.00825947d,+2481.29+0.0119147d,+3682.84+0.0176932d,+2000.84+0.00960572d,+1960.8+0.00942556d,+2321.13+0.0111593d,+3081.99+0.014822d,+1960.8+0.00942556d,+3963.29+0.0190675d,+1800.68+0.00865525d,+2681.51+0.0128939d,+2401.21+0.0115447d
2021-01-06 08:00:00 UTC,+840.147+0.00401706d,+840.147+0.00402917d,+920.177+0.00441313d,+880.162+0.00422114d,+1840.71+0.00883135d,+4925.08+0.0236601d,+2241.05+0.0107539d,+9217.81+0.0443622d,+1840.71+0.00883135d,+2040.87+0.00980905d,+5606.59+0.0269873d,+7451.65+0.0358964d,+2441.25+0.0117354d,+2321.13+0.0111574d,+3762.97+0.018099d,+5045.34+0.02428d,+2881.74+0.0138554d
2021-01-06 08:15:00 UTC,+840.147+0.00400728d,+800.133+0.00382611d,+1000.21+0.00478324d,+840.147+0.00401752d,+1240.32+0.00593211d,+3242.19+0.0155195d,+2961.83+0.0141758d,+8615.51+0.0413328d,+1600.53+0.00765606d,+2441.24+0.0116994d,+3202.14+0.0153508d,+6328.37+0.0303774d,+2281.09+0.0109311d,+2641.46+0.01266d,+3322.3+0.0159277d,+4003.35+0.0191981d,+4083.48+0.0195831d
2021-01-06 08:30:00 UTC,+800.133+0.00381442d,+920.176+0.00439938d,+840.147+0.00401662d,+800.133+0.00382526d,+1040.23+0.00497359d,+2721.54+0.0130215d,+5165.57+0.0247405d,+4564.35+0.0218554d,+5526.37+0.0264725d,+6448.69+0.0309434d,+2160.97+0.0103506d,+3041.93+0.0145756d,+2321.12+0.0111185d,+2281.09+0.0109265d,+6167.95+0.0295928d,+3202.14+0.0153443d,+2881.73+0.0138071d
2021-01-06 08:45:00 UTC,+800.133+0.0038072d,+1040.22+0.00496297d,+880.161+0.00419902d,+760.12+0.00362615d,+760.12+0.00362615d,+2201.01+0.0105062d,+5566.45+0.026608d,+2801.63+0.0133765d,+6127.82+0.0292982d,+5446.18+0.0260616d,+2241.05+0.0107097d,+2761.59+0.0132002d,+4083.47+0.0195295d,+2401.2+0.0114759d,+3322.3+0.0158841d,+2801.63+0.0133919d,+3122.03+0.0149254d
2021-01-06 09:00:00 UTC,+800.133+0.00382271d,+1800.68+0.0086297d,+800.134+0.00383302d,+880.162+0.00421653d,+720.108+0.00344954d,+1840.71+0.00882169d,+7331.25+0.0352162d,+2601.41+0.0124714d,+5245.75+0.0251764d,+2040.87+0.00982142d,+1800.68+0.00866465d,+4885.01+0.0235365d,+7852.96+0.0378837d,+5125.51+0.0246978d,+3242.2+0.0156105d,+7291.17+0.0351653d,+10061.3+0.0485823d
2021-01-06 09:15:00 UTC,+840.147+0.00400395d,+1600.53+0.00765445d,+880.161+0.00420805d,+840.147+0.00401668d,+920.176+0.00439944d,+3041.93+0.0145566d,+7531.85+0.0361099d,+2120.94+0.0101454d,+6208.04+0.0297467d,+5085.42+0.0244567d,+3282.26+0.015773d,+7251.02+0.0349033d,+7090.54+0.0341285d,+2641.46+0.0126903d,+3242.2+0.0155803d,+7893.07+0.038004d,+8174.02+0.0393614d
2021-01-06 09:30:00 UTC,+800.133+0.0038081d,+960.192+0.00458559d,+880.161+0.00420325d,+760.12+0.00362981d,+1040.23+0.00496798d,+4444.11+0.0212546d,+7652.22+0.0366469d,+5807.03+0.0277888d,+2841.68+0.0135817d,+3482.53+0.0166948d,+1680.59+0.00805045d,+5606.57+0.026901d,+6809.7+0.0326903d,+7170.75+0.0344287d,+5686.76+0.0272867d,+3242.19+0.0155411d,+5085.4+0.0243951d
2021-01-06 09:45:00 UTC,+640.085+0.00303606d,+3122.02+0.014862d,+720.107+0.00342457d,+680.096+0.00323423d,+720.107+0.00342457d,+3923.19+0.0186821d,+6568.96+0.0313155d,+2561.36+0.0121902d,+2601.4+0.012381d,+2160.97+0.0103005d,+3963.26+0.0189054d,+2961.82+0.0141225d,+4965.12+0.0236943d,+6288.22+0.0300249d,+3282.24+0.0156524d,+2841.68+0.013549d,+3442.46+0.0164176d
2021-01-06 10:00:00 UTC,+760.12+0.00361097d,+3883.13+0.0185162d,+680.096+0.00323863d,+640.085+0.00304804d,+720.108+0.00342922d,+6167.91+0.0294388d,+2641.45+0.0125889d,+2040.86+0.00972412d,+2401.2+0.0114427d,+2160.97+0.0103301d,+3722.89+0.017808d,+8976.83+0.0430341d,+4043.41+0.0193438d,+6007.53+0.0287638d,+5486.28+0.0262623d,+2160.97+0.0103301d,+3522.59+0.0168485d
2021-01-06 10:15:00 UTC,+1600.53+0.00762229d,+1600.53+0.00763865d,+760.12+0.00362646d,+1000.21+0.00477237d,+680.096+0.00324456d,+4524.26+0.0216186d,+2641.45+0.012612d,+4604.41+0.0220024d,+2521.32+0.0120378d,+1960.8+0.00935709d,+1480.46+0.00706344d,+2801.63+0.0133743d,+1880.74+0.00897472d,+1600.53+0.00763673d,+2040.87+0.0097395d,+2321.12+0.0110782d,+2921.78+0.0139485d
2021-01-06 10:30:00 UTC,+760.12+0.00362659d,+1200.3+0.00574148d,+1280.34+0.00612456d,+1880.74+0.00899882d,+560.065+0.00267829d,+5446.19+0.0260974d,+5045.31+0.0241724d,+2641.45+0.0126427d,+2281.08+0.0109162d,+1720.62+0.00824301d,+2040.87+0.00977856d,+2080.9+0.00997055d,+2000.84+0.00958658d,+4323.91+0.0207372d,+1920.77+0.00920266d,+7491.74+0.0359777d,+5686.76+0.0272889d
2021-01-06 10:45:00 UTC,+600.075+0.00285192d,+2720.98+0.00830013d,+960.191+0.00457179d,+640.085+0.00304726d,+560.065+0.00266622d,+3482.52+0.0165988d,+3642.76+0.0173637d,+2281.08+0.0108669d,+2361.16+0.0112488d,+2040.87+0.0097412d,+1680.59+0.00802036d,+1240.32+0.00591817d,+6528.88+0.0312212d,+1640.56+0.00782921d,+2281.08+0.0108889d,+8374.62+0.0400784d,+3482.52+0.0166323d
2021-01-06 11:00:00 UTC,+680.096+0.00323385d,+600.075+0.00286267d,+3242.19+0.015484d,+640.085+0.00305359d,+2160.55+0.00586449d,+4283.82+0.0204674d,+2721.54+0.0129946d,+4884.97+0.0233455d,+7090.48+0.0339169d,+5526.36+0.0264385d,+1480.46+0.00707068d,+2040.87+0.00974948d,+2040.87+0.00974948d,+5125.47+0.0245165d,+3482.53+0.0166465d,+6809.67+0.0325954d,+3242.19+0.0154961d
2021-01-06 11:15:00 UTC,+640.085+0.0030336d,+920.175+0.00437541d,+1640.56+0.00780314d,+1080.24+0.00513687d,+4803.93+0.0187637d,+2801.63+0.0133321d,+4083.46+0.0194422d,+5125.45+0.024414d,+6167.9+0.0293922d,+6087.69+0.029011d,+1400.41+0.00666068d,+1640.56+0.00780367d,+2040.86+0.00970942d,+5847.1+0.0278616d,+3883.13+0.0184881d,+3001.87+0.0142871d,+3081.97+0.0146688d
2021-01-06 11:30:00 UTC,+680.096+0.00322709d,+760.12+0.00361508d,+560.065+0.00266341d,+2000.83+0.00952071d,+6844.95+0.0166139d,+2241.04+0.0106648d,+1680.59+0.0079958d,+2601.4+0.0123815d,+3762.94+0.0179186d,+1600.53+0.00761739d,+2561.36+0.0121951d,+1720.61+0.0081893d,+2441.24+0.0116226d,+2561.36+0.0121951d,+2401.2+0.0114318d,+1520.48+0.00723616d,+7531.79+0.0359344d
2021-01-06 11:45:00 UTC,+400.033+0.00190036d,+680.096+0.00323923d,+600.075+0.002858d,+1200.3+0.00571815d,+5643.78+0.015373d,+2120.93+0.0101079d,+2160.97+0.0102988d,+3041.92+0.0145026d,+4564.33+0.0217746d,+2000.83+0.00956608d,+5245.74+0.0251141d,+5807.03+0.0278078d,+5045.31+0.0241525d,+6609.11+0.0316593d,+6087.73+0.0291554d,+1320.36+0.00631093d,+5005.22+0.0239602d
2021-01-06 12:00:00 UTC,+440.04+0.00208742d,+800.133+0.00380534d,+400.033+0.0019022d,+920.175+0.00437647d,+4682.4+0.0117469d,+2321.12+0.0110459d,+1760.64+0.00837675d,+3162.07+0.0150532d,+7210.8+0.0343852d,+2040.86+0.009718d,+1360.38+0.00647593d,+2641.45+0.0125809d,+2000.83+0.00952722d,+6368.43+0.0303792d,+3803+0.0181221d,+3602.69+0.0171661d,+3202.13+0.015255d
2021-01-06 12:15:00 UTC,+320.021+0.00152563d,+840.147+0.00401967d,+480.048+0.00229644d,+1200.3+0.00574368d,+2441.13+0.0105947d,+5085.4+0.0243742d,+3602.71+0.017257d,+4083.48+0.0195638d,+7090.51+0.0340131d,+1640.56+0.00784465d,+1880.74+0.008994d,+1840.71+0.00880242d,+2201.01+0.010527d,+3843.08+0.0183933d,+2561.37+0.0122524d,+3162.08+0.0151297d,+2881.73+0.0137867d
2021-01-06 12:30:00 UTC,+320.021+0.00152598d,+920.176+0.00440255d,+600.075+0.00287066d,+1520.48+0.00727651d,+2201.01+0.0105363d,+5566.47+0.0266843d,+5285.83+0.025336d,+4564.35+0.0218712d,+7050.39+0.0338188d,+1960.8+0.00937271d,+1200.3+0.00573567d,+1920.77+0.0091812d,+5486.28+0.0262632d,+1320.36+0.00630971d,+2201.01+0.010522d,+3522.59+0.0168491d,+2961.83+0.0141636d
2021-01-06 12:45:00 UTC,+480.048+0.00228546d,+760.12+0.0036287d,+360.027+0.00171843d,+760.12+0.0036287d,+2361.16+0.0112793d,+2241.04+0.010705d,+4043.4+0.019329d,+4444.11+0.0212481d,+9016.97+0.0431942d,+1960.8+0.00935964d,+2000.83+0.00955089d,+1760.64+0.00840352d,+6007.52+0.0287245d,+2561.36+0.0122294d,+2681.5+0.0128036d,+1320.36+0.00630091d,+2561.36+0.0122294d
2021-01-06 13:00:00 UTC,+520.056+0.00247884d,+960.192+0.00458652d,+560.065+0.0026748d,+1120.26+0.00535148d,+1440.43+0.00688185d,+5205.65+0.0249097d,+1960.8+0.00937d,+4083.47+0.0195308d,+4444.12+0.0212589d,+6167.94+0.029566d,+1480.46+0.00708268d,+1840.71+0.00880748d,+7250.98+0.0347733d,+4764.74+0.0228263d,+1520.48+0.00727428d,+1680.59+0.0080408d,+2120.94+0.0101495d
2021-01-06 13:15:00 UTC,+480.048+0.00228012d,+840.146+0.00399479d,+560.065+0.00266273d,+880.16+0.00418512d,+3361.24+0.00845326d,+2241.04+0.010662d,+1960.8+0.00932766d,+2281.08+0.0108527d,+5045.28+0.0240315d,+2241.04+0.0106668d,+1520.48+0.00723493d,+1680.59+0.0079973d,+5486.25+0.0261484d,+1480.45+0.00704436d,+2281.08+0.0108575d,+2721.54+0.0129564d,+2120.93+0.0100946d
2021-01-06 13:30:00 UTC,+520.056+0.00247931d,+840.147+0.00401377d,+480.048+0.00229307d,+600.075+0.00286655d,+5443.2+0.013504d,+2321.12+0.0110959d,+6288.25+0.0301103d,+4243.75+0.0203032d,+2521.32+0.012054d,+1200.3+0.00573695d,+5887.23+0.0281937d,+3642.77+0.0174287d,+2280.59+0.00593783d,+1440.43+0.00688537d,+5606.56+0.0268464d,+1480.46+0.00707681d,+2761.59+0.0132079d
2021-01-06 13:45:00 UTC,+560.065+0.00266583d,+960.192+0.00457952d,+560.065+0.00267071d,+640.085+0.0030524d,+1920.6+0.00715961d,+2241.04+0.0106941d,+6408.55+0.0306343d,+4764.72+0.0227608d,+2801.63+0.0133723d,+2120.94+0.0101239d,+1760.64+0.00840289d,+4524.26+0.0216175d,+6324.98+0.0180935d,+1480.46+0.00706483d,+2160.97+0.0103152d,+1480.46+0.00706483d,+2281.08+0.0108891d
