# file...... 1Meter_652_A_power.real.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_652_A_20:measured_power.real,house_meter_652_A_21:measured_power.real,house_meter_652_A_22:measured_power.real,house_meter_652_A_23:measured_power.real,house_meter_652_A_24:measured_power.real,house_meter_652_A_25:measured_power.real,house_meter_652_A_26:measured_power.real,house_meter_652_A_27:measured_power.real,house_meter_652_A_28:measured_power.real,house_meter_652_A_29:measured_power.real,house_meter_652_A_30:measured_power.real,house_meter_652_A_31:measured_power.real,house_meter_652_A_32:measured_power.real,house_meter_652_A_33:measured_power.real,house_meter_652_A_34:measured_power.real,house_meter_652_A_35:measured_power.real,house_meter_652_A_36:measured_power.real,house_meter_652_A_37:measured_power.real,house_meter_652_A_38:measured_power.real,house_meter_652_A_39:measured_power.real,house_meter_652_A_40:measured_power.real
2021-01-06 10:15:00 UTC,6.6891e+03,1.2803e+03,1.8807e+03,2.5213e+03,1.9208e+03,3.0419e+03,2.7215e+03,5.0452e+03,7.0502e+03,5.6064e+03,3.0819e+03,1.5127e+04,1.8407e+03,5.6866e+03,3.5225e+03,4.9249e+03,4.0033e+03,9.6019e+02,4.4004e+02,1.0802e+03,8.0013e+02
2021-01-06 10:30:00 UTC,6.7292e+03,1.0002e+03,1.9207e+03,3.1620e+03,1.9608e+03,2.6414e+03,7.0100e+03,3.1620e+03,5.6064e+03,5.3659e+03,2.3611e+03,2.9618e+03,4.3238e+03,2.8416e+03,3.5626e+03,4.6043e+03,4.2036e+03,1.2403e+03,5.2005e+02,4.8005e+02,3.6828e+03
2021-01-06 10:45:00 UTC,7.3712e+03,8.8016e+02,2.3211e+03,2.9618e+03,2.9218e+03,2.9218e+03,7.0503e+03,5.0052e+03,8.2942e+03,5.2056e+03,7.1305e+03,2.9618e+03,1.3960e+04,2.7616e+03,3.5226e+03,5.4862e+03,1.0342e+04,2.9218e+03,2.1209e+03,3.2002e+02,4.4441e+03
2021-01-06 11:00:00 UTC,7.5317e+03,1.0002e+03,2.5614e+03,2.7215e+03,1.8007e+03,2.8817e+03,2.7215e+03,5.9273e+03,5.8070e+03,5.6867e+03,1.1950e+04,2.8016e+03,1.3518e+04,1.9208e+03,1.0864e+04,1.0704e+04,3.8831e+03,4.0003e+02,2.7215e+03,3.6003e+02,2.6815e+03
2021-01-06 11:15:00 UTC,4.6445e+03,3.7229e+03,2.0008e+03,3.2822e+03,1.8407e+03,2.3612e+03,2.7616e+03,3.1220e+03,7.0102e+03,6.0476e+03,2.9218e+03,2.6815e+03,3.0820e+03,7.6923e+03,1.5571e+04,7.1306e+03,3.9192e+03,2.8016e+03,4.8005e+02,4.4004e+02,1.4404e+03
2021-01-06 11:30:00 UTC,4.7246e+03,2.2410e+03,1.7606e+03,3.3623e+03,2.0008e+03,2.8817e+03,2.8817e+03,3.0419e+03,4.9651e+03,6.3283e+03,2.8817e+03,1.3840e+04,8.0013e+02,2.8417e+03,3.6828e+03,5.0853e+03,3.9632e+03,3.6003e+02,2.6815e+03,3.6003e+02,5.6006e+02
2021-01-06 11:45:00 UTC,2.7215e+03,2.3211e+03,1.7206e+03,2.6815e+03,2.0809e+03,2.9618e+03,1.3638e+04,3.0019e+03,5.6867e+03,5.9673e+03,2.6414e+03,2.8417e+03,8.0013e+02,4.2437e+03,3.4825e+03,4.5643e+03,8.9365e+03,1.3204e+03,2.5213e+03,3.6003e+02,1.4805e+03
2021-01-06 12:00:00 UTC,2.4412e+03,9.6019e+02,2.1610e+03,3.1621e+03,1.8407e+03,2.2811e+03,5.0453e+03,5.8070e+03,7.7725e+03,5.6466e+03,5.2056e+03,2.8817e+03,7.2011e+02,2.7215e+03,3.4424e+03,5.7669e+03,5.2056e+03,4.0003e+02,6.4008e+02,3.8831e+03,4.4004e+02
2021-01-06 12:15:00 UTC,2.6414e+03,4.7246e+03,3.5226e+03,5.8471e+03,1.8007e+03,4.9251e+03,2.8417e+03,3.0820e+03,4.2037e+03,5.4462e+03,1.6739e+04,2.8817e+03,1.2633e+04,5.0854e+03,3.4825e+03,1.1427e+04,4.1235e+03,1.0402e+03,2.9218e+03,4.8449e+03,1.4404e+03
2021-01-06 12:30:00 UTC,4.9250e+03,5.9674e+03,1.7206e+03,6.2882e+03,1.8407e+03,2.9618e+03,2.7616e+03,5.0052e+03,4.5243e+03,5.2858e+03,3.0820e+03,2.9218e+03,1.4122e+04,7.7726e+03,1.7947e+04,5.9674e+03,3.9633e+03,3.1220e+03,6.0007e+02,4.9250e+03,3.6003e+02
2021-01-06 12:45:00 UTC,4.6044e+03,8.3747e+03,2.2010e+03,8.3346e+03,1.8807e+03,2.4012e+03,2.7616e+03,3.4425e+03,5.0053e+03,6.5691e+03,3.0820e+03,1.4203e+04,1.3599e+04,2.6415e+03,1.5571e+04,5.6066e+03,3.9232e+03,1.1203e+03,2.8817e+03,3.8832e+03,1.2003e+03
