# file...... 1Meter_633_A_power.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_633_A_24:measured_power,house_meter_633_A_25:measured_power,house_meter_633_A_26:measured_power,house_meter_633_A_27:measured_power,house_meter_633_A_28:measured_power,house_meter_633_A_29:measured_power,house_meter_633_A_30:measured_power,house_meter_633_A_31:measured_power,house_meter_633_A_32:measured_power,house_meter_633_A_33:measured_power,house_meter_633_A_34:measured_power,house_meter_633_A_35:measured_power,house_meter_633_A_36:measured_power,house_meter_633_A_37:measured_power,house_meter_633_A_38:measured_power,house_meter_633_A_39:measured_power,house_meter_633_A_40:measured_power
2021-01-06 03:30:00 UTC,+520.055+0.00241172d,+200.008+0.000926464d,+200.008+0.000926464d,+160.005+0.000741153d,+240.012+0.00111178d,+280.016+0.00129711d,+280.016+0.00129711d,+280.016+0.00129711d,+400.032+0.00185315d,+200.008+0.000930945d,+360.026+0.00167586d,+320.021+0.00148962d,+200.008+0.000930945d,+5205.51+0.0242785d,+7009.99+0.0327187d,+9136.99+0.0426833d,+5846.95+0.0272773d
2021-01-06 03:45:00 UTC,+880.156+0.0040806d,+280.016+0.00129649d,+200.008+0.000926022d,+280.016+0.00129649d,+240.012+0.00111125d,+240.012+0.00111125d,+280.016+0.00129649d,+400.032+0.00185227d,+280.016+0.00129649d,+160.005+0.000743733d,+240.012+0.00111565d,+200.008+0.000929689d,+240.012+0.00111565d,+4243.65+0.019758d,+7330.91+0.0341748d,+6849.53+0.0319244d,+4484.08+0.0208794d
2021-01-06 04:00:00 UTC,+520.055+0.00241619d,+120.003+0.000556826d,+320.021+0.00148505d,+200.008+0.000928089d,+320.021+0.00148505d,+360.026+0.00167072d,+280.016+0.00129939d,+280.016+0.00129939d,+280.016+0.00129939d,+200.008+0.000932315d,+200.008+0.000932315d,+400.032+0.00186486d,+160.005+0.000745834d,+6929.78+0.032391d,+9578.7+0.044821d,+4724.54+0.0220635d,+4644.39+0.0216885d
2021-01-06 04:15:00 UTC,+920.172+0.00428481d,+200.008+0.000929967d,+200.008+0.000929967d,+160.005+0.000743955d,+200.008+0.000929967d,+320.021+0.00148806d,+360.026+0.00167411d,+240.012+0.00111599d,+320.021+0.00148806d,+240.012+0.00112126d,+320.021+0.00149509d,+240.012+0.00112126d,+160.005+0.000747471d,+4684.47+0.0219242d,+8494.73+0.0398189d,+7772.33+0.0364219d,+5646.5+0.0264371d
2021-01-06 04:30:00 UTC,+1560.49+0.00727654d,+240.012+0.00111691d,+280.016+0.00130309d,+240.012+0.00111691d,+240.012+0.00111691d,+200.008+0.000930735d,+280.016+0.00130309d,+360.026+0.00167549d,+400.032+0.0018617d,+160.005+0.00074835d,+240.012+0.00112258d,+240.012+0.00112258d,+280.016+0.00130971d,+5646.51+0.0264682d,+9900.05+0.0464878d,+7772.35+0.0364649d,+5405.97+0.0253382d
2021-01-06 04:45:00 UTC,+480.047+0.00223033d,+160.005+0.000742789d,+280.016+0.00129998d,+160.005+0.000742789d,+360.026+0.00167148d,+360.026+0.00167148d,+320.021+0.00148572d,+360.026+0.00167148d,+280.016+0.00129998d,+160.005+0.000746123d,+200.008+0.000932676d,+360.026+0.00167898d,+200.008+0.000932676d,+8053.22+0.037674d,+8294.02+0.0388043d,+4764.62+0.0222596d,+4564.24+0.0213217d
2021-01-06 05:00:00 UTC,+520.055+0.00241925d,+200.008+0.000929497d,+240.012+0.00111542d,+120.003+0.000557671d,+160.005+0.00074358d,+360.026+0.00167326d,+360.026+0.00167326d,+240.012+0.00111542d,+280.016+0.00130136d,+320.021+0.00149389d,+360.026+0.00168066d,+280.016+0.00130712d,+120.003+0.000560138d,+5686.59+0.0266036d,+9016.59+0.0422399d,+4283.74+0.0200292d,+5846.97+0.0273557d
2021-01-06 05:15:00 UTC,+880.157+0.00408736d,+240.012+0.00111309d,+200.008+0.000927554d,+280.016+0.00129864d,+280.016+0.00129864d,+200.008+0.000927554d,+200.008+0.000927554d,+360.026+0.00166976d,+400.032+0.00185533d,+160.005+0.000745168d,+280.016+0.00130414d,+280.016+0.00130414d,+280.016+0.00130414d,+4203.59+0.0196089d,+6288.04+0.0293574d,+7531.54+0.0351808d,+6127.64+0.0286066d
2021-01-06 05:30:00 UTC,+640.083+0.00297452d,+160.005+0.000742369d,+400.032+0.00185619d,+200.008+0.000927984d,+320.021+0.00148488d,+360.026+0.00167053d,+400.032+0.00185619d,+320.021+0.00148488d,+320.021+0.00148488d,+200.008+0.000931239d,+160.005+0.000744973d,+320.021+0.00149009d,+160.005+0.000744973d,+5285.68+0.0246611d,+6809.43+0.0317901d,+4283.73+0.0199782d,+4323.8+0.0201654d
2021-01-06 05:45:00 UTC,+680.094+0.00315968d,+160.005+0.000742079d,+160.005+0.000742079d,+160.005+0.000742079d,+200.008+0.000927622d,+320.021+0.0014843d,+360.026+0.00166988d,+280.016+0.00129873d,+360.026+0.00166988d,+560.064+0.00260819d,+440.039+0.00204914d,+320.021+0.00149018d,+120.003+0.000558749d,+6368.25+0.0297268d,+5967.24+0.0278503d,+4804.69+0.0224139d,+4924.93+0.0229759d
2021-01-06 06:00:00 UTC,+440.039+0.00204168d,+280.016+0.00129818d,+160.005+0.000741762d,+320.021+0.00148367d,+280.016+0.00129818d,+240.012+0.0011127d,+320.021+0.00148367d,+840.143+0.00389585d,+240.012+0.0011127d,+200.008+0.000931241d,+160.005+0.000744975d,+240.012+0.00111752d,+600.073+0.0027944d,+4884.85+0.0227872d,+7009.99+0.0327291d,+7130.34+0.0332926d,+5967.24+0.0278487d
2021-01-06 06:15:00 UTC,+440.039+0.00204177d,+760.117+0.00352611d,+400.032+0.00185544d,+200.008+0.000927609d,+320.021+0.00148428d,+360.026+0.00166986d,+320.021+0.00148428d,+1520.47+0.00705548d,+480.047+0.00222664d,+360.026+0.001676d,+320.021+0.00148975d,+400.032+0.00186227d,+1320.35+0.00614894d,+5446.03+0.025405d,+6448.45+0.0300934d,+5325.76+0.0248427d,+4724.53+0.0220328d
2021-01-06 06:30:00 UTC,+320.021+0.00148293d,+960.186+0.00445036d,+480.047+0.00222454d,+360.026+0.00166828d,+240.012+0.00111211d,+600.073+0.00278087d,+680.093+0.00315181d,+1800.65+0.00834867d,+480.047+0.00222454d,+520.055+0.00241813d,+520.055+0.00241813d,+440.039+0.00204601d,+1280.33+0.00595505d,+7451.28+0.0347442d,+4403.93+0.0205094d,+4524.15+0.0210703d,+4844.76+0.0225664d
2021-01-06 06:45:00 UTC,+600.073+0.00277595d,+840.142+0.00388459d,+560.063+0.00258929d,+680.093+0.00314437d,+240.012+0.00110948d,+640.083+0.00295933d,+600.073+0.00277431d,+880.156+0.00406967d,+640.083+0.00295933d,+640.083+0.00297125d,+520.055+0.00241397d,+560.063+0.00259972d,+1080.24+0.00501533d,+5887.02+0.0273856d,+8013.02+0.0373077d,+5766.74+0.0268247d,+4524.15+0.021034d
2021-01-06 07:00:00 UTC,+880.156+0.00407122d,+640.083+0.00295964d,+640.083+0.00295964d,+520.054+0.00240453d,+240.012+0.0011096d,+640.083+0.00295964d,+1360.37+0.00629197d,+800.129+0.0036999d,+680.093+0.00314469d,+520.055+0.00241427d,+520.055+0.00241427d,+680.094+0.00315743d,+920.171+0.00427245d,+4283.72+0.0199168d,+6608.85+0.0307564d,+7692+0.0358129d,+6328.12+0.0294465d
2021-01-06 07:15:00 UTC,+3041.86+0.0140417d,+1040.22+0.00479357d,+600.072+0.00276479d,+520.054+0.00239604d,+560.063+0.00258041d,+760.116+0.0035024d,+1840.68+0.00848503d,+720.104+0.00331799d,+1040.22+0.00479357d,+1040.22+0.00480865d,+680.093+0.00314343d,+600.072+0.00277348d,+600.072+0.00277348d,+5686.52+0.0263366d,+5766.71+0.0267088d,+5205.47+0.0241039d,+4684.43+0.0216867d
2021-01-06 07:30:00 UTC,+960.185+0.00442162d,+960.185+0.00441883d,+520.054+0.0023929d,+680.093+0.00312948d,+360.026+0.00165646d,+440.039+0.00202466d,+1400.39+0.00644583d,+1000.2+0.00460306d,+1680.57+0.0077363d,+1720.6+0.00795002d,+520.054+0.00240175d,+1040.22+0.00480502d,+400.032+0.00184737d,+6889.57+0.0318998d,+6127.57+0.0283629d,+5325.72+0.0246433d,+5245.55+0.0242716d
2021-01-06 07:45:00 UTC,+800.128+0.00367926d,+680.093+0.00312298d,+1040.22+0.00477735d,+360.026+0.00165302d,+280.016+0.00128562d,+640.082+0.0029392d,+440.039+0.00202046d,+1280.33+0.00588066d,+1520.46+0.00698429d,+1360.37+0.00627916d,+1520.46+0.00701857d,+1680.57+0.00775811d,+760.116+0.00350767d,+6087.46+0.0281519d,+5967.17+0.0275943d,+7250.6+0.0335466d,+8414.28+0.038949d
2021-01-06 08:00:00 UTC,+760.116+0.0034993d,+600.072+0.00276048d,+880.155+0.00404938d,+440.039+0.00202416d,+320.021+0.00147201d,+560.063+0.00257638d,+760.116+0.00349694d,+1200.29+0.00552295d,+1640.54+0.00755003d,+480.046+0.0022197d,+2921.72+0.0135231d,+1400.4+0.00647773d,+680.093+0.00314496d,+5846.9+0.0270943d,+9297.47+0.0431443d,+7531.46+0.0349243d,+6568.71+0.030448d
2021-01-06 08:15:00 UTC,+840.142+0.00389063d,+640.083+0.00296125d,+400.032+0.00185051d,+600.073+0.00277611d,+400.032+0.00185051d,+560.063+0.00259097d,+880.156+0.00407231d,+1600.52+0.00740743d,+760.116+0.00351674d,+600.073+0.00278725d,+2881.68+0.0133974d,+840.143+0.00390272d,+760.117+0.00353086d,+7090.2+0.0330198d,+5045.16+0.0234763d,+5245.58+0.0244109d,+5205.49+0.024224d
2021-01-06 08:30:00 UTC,+880.157+0.00408337d,+640.083+0.0029681d,+640.083+0.0029681d,+1360.37+0.00630996d,+120.003+0.000556345d,+520.055+0.0024114d,+1160.27+0.00538137d,+3121.97+0.0144913d,+1080.24+0.00501d,+400.032+0.00186302d,+1360.38+0.00633798d,+680.094+0.00316768d,+1000.2+0.00465926d,+7250.7+0.033862d,+6328.14+0.0295424d,+8615.11+0.0402564d,+7010+0.0327347d
2021-01-06 08:45:00 UTC,+800.13+0.00371949d,+520.055+0.00241696d,+1080.24+0.00502155d,+1680.57+0.00781414d,+280.016+0.00130125d,+840.143+0.00390508d,+1000.2+0.00464935d,+2481.25+0.0115408d,+920.171+0.0042772d,+720.105+0.00336002d,+1600.52+0.00747072d,+520.055+0.00242639d,+1160.27+0.00541482d,+7010.01+0.0327927d,+6608.9+0.0309113d,+5967.25+0.0279028d,+6288.05+0.0294068d
2021-01-06 09:00:00 UTC,+1160.27+0.00540065d,+480.047+0.00223133d,+840.143+0.00390569d,+520.055+0.00241734d,+320.021+0.00148741d,+1040.22+0.0048362d,+1000.2+0.00465008d,+1560.49+0.0072566d,+1680.57+0.00781537d,+1240.31+0.00578684d,+400.033+0.00186577d,+520.055+0.00242567d,+1440.42+0.00672102d,+5566.31+0.0260161d,+6689.11+0.0312783d,+5005.1+0.0233878d,+5245.6+0.024514d
2021-01-06 09:15:00 UTC,+2761.55+0.0128864d,+400.032+0.00186177d,+800.13+0.00372445d,+280.016+0.00130315d,+240.012+0.00111696d,+680.083+0.00281504d,+440.039+0.002048d,+1400.4+0.00652018d,+1560.49+0.00726605d,+720.106+0.00336416d,+720.106+0.00336416d,+1080.24+0.00504735d,+680.094+0.00317719d,+6408.38+0.0300079d,+5486.14+0.0256798d,+5646.5+0.0264321d,+4924.94+0.0230476d
2021-01-06 09:30:00 UTC,+1280.33+0.00598566d,+600.073+0.00279674d,+1120.25+0.00522223d,+400.027+0.0015287d,+200.006+0.000633774d,+600.073+0.00279674d,+480.047+0.00223723d,+520.055+0.00242372d,+600.073+0.00279674d,+720.106+0.00337486d,+1000.2+0.00468811d,+600.074+0.00281218d,+1480.23+0.00353309d,+8856.07+0.0416434d,+7852.63+0.0369098d,+7611.86+0.0357746d,+6087.58+0.0285928d
2021-01-06 09:45:00 UTC,+2000.82+0.00938226d,+880.158+0.00411307d,+320.021+0.00149515d,+880.158+0.00411307d,+360.026+0.00168208d,+680.094+0.00317789d,+800.13+0.00373897d,+520.047+0.00208483d,+400.033+0.00186903d,+1240.31+0.00582964d,+3081.22+0.0091064d,+800.131+0.00376004d,+4123.04+0.0169454d,+6889.74+0.0324578d,+7250.79+0.0341638d,+5847.01+0.0275337d,+5847.01+0.0275337d
2021-01-06 10:00:00 UTC,+1560.5+0.00730844d,+1640.55+0.00766522d,+440.039+0.00205501d,+760.118+0.00355026d,+200.008+0.000933961d,+680.094+0.0031764d,+1080.24+0.0050461d,+280.016+0.00130761d,+520.055+0.00242877d,+1560.5+0.00732663d,+4683.07+0.0150638d,+1760.63+0.00826695d,+3482.16+0.0142618d,+4965.05+0.0233437d,+5165.46+0.024288d,+5085.3+0.0239103d,+5205.55+0.0244769d
2021-01-06 10:15:00 UTC,+800.13+0.00373141d,+480.047+0.00223149d,+560.064+0.00260353d,+560.064+0.00260353d,+240.012+0.00111558d,+600.073+0.00278957d,+1280.33+0.00595354d,+480.047+0.00223149d,+320.021+0.00148752d,+560.064+0.0026161d,+4322.7+0.0143612d,+1200.29+0.00560811d,+440.033+0.00171562d,+5646.5+0.0264299d,+6288.06+0.0294407d,+7050.14+0.033019d,+5085.27+0.0237975d
2021-01-06 10:30:00 UTC,+3923.13+0.018304d,+480.047+0.00222907d,+360.026+0.00167168d,+320.021+0.0014859d,+240.012+0.00111437d,+680.094+0.00315823d,+760.117+0.00352996d,+440.039+0.00204326d,+320.021+0.0014859d,+360.026+0.00167977d,+3802.34+0.0141293d,+280.016+0.00130642d,+240.012+0.00111977d,+6207.85+0.029033d,+6568.79+0.0307256d,+4965.02+0.0232087d,+7371.07+0.0344895d
2021-01-06 10:45:00 UTC,+6368.29+0.0298998d,+332.333+0.00143859d,+760.117+0.00354379d,+200.008+0.000932259d,+320.021+0.00149172d,+800.13+0.0037304d,+320.021+0.00149172d,+240.012+0.00111874d,+400.032+0.00186474d,+280.016+0.00131064d,+3121.54+0.011359d,+200.008+0.000936127d,+160.005+0.000748884d,+6007.38+0.028184d,+5967.28+0.0279954d,+5005.12+0.0234722d,+5045.2+0.0236606d
2021-01-06 11:00:00 UTC,+6167.8+0.0290212d,+240.012+0.00112167d,+2440.61+0.00570962d,+160.005+0.000747744d,+200.008+0.000934703d,+800.13+0.00374018d,+200.008+0.000934703d,+280.016+0.00130865d,+280.016+0.00130865d,+160.005+0.000751141d,+2841.22+0.00985722d,+280.016+0.00131459d,+1320.26+0.00460675d,+4764.65+0.0224098d,+4965.05+0.0233542d,+7090.31+0.03338d,+7611.88+0.0358432d
2021-01-06 11:15:00 UTC,+2321.1+0.0108899d,+160.005+0.00074919d,+5203.52+0.01555d,+160.005+0.00074919d,+280.016+0.00131118d,+840.144+0.00393489d,+360.026+0.00168588d,+400.033+0.00187325d,+240.012+0.00112384d,+120.003+0.000564286d,+4002.54+0.0145889d,+120.003+0.000564286d,+2801.32+0.0108143d,+5325.82+0.025097d,+6608.97+0.0311601d,+5205.56+0.0245291d,+6448.54+0.0304017d
2021-01-06 11:30:00 UTC,+3202.09+0.0150071d,+200.008+0.000933857d,+3642.17+0.0136996d,+280.016+0.00130746d,+320.021+0.00149428d,+920.172+0.00429763d,+320.021+0.00149428d,+360.026+0.00168111d,+320.021+0.00149428d,+320.021+0.00150171d,+2921.27+0.00995383d,+160.005+0.000750783d,+2040.73+0.00819806d,+6649.06+0.031282d,+7491.51+0.0352577d,+6608.95+0.0310928d,+6889.73+0.0324175d
2021-01-06 11:45:00 UTC,+6247.96+0.0292321d,+280.016+0.00130284d,+2601.25+0.0110482d,+160.005+0.000744426d,+160.005+0.000744426d,+560.064+0.00260613d,+240.012+0.00111669d,+520.055+0.00241991d,+360.026+0.00167516d,+200.008+0.000934857d,+2240.59+0.00604987d,+320.021+0.00149588d,+200.006+0.000635699d,+4644.4+0.0217478d,+7611.83+0.0356863d,+7170.5+0.0336111d,+7451.34+0.0349315d
2021-01-06 12:00:00 UTC,+3202.09+0.0149621d,+240.012+0.00111856d,+1720.48+0.00637447d,+160.005+0.000745669d,+240.012+0.00111856d,+440.039+0.00205094d,+320.021+0.00149148d,+520.055+0.00242395d,+240.012+0.00111856d,+120.003+0.000561414d,+3161.51+0.0109946d,+120.003+0.000561414d,+280.016+0.00131009d,+5766.79+0.0270412d,+5566.33+0.0260991d,+5005.12+0.0234623d,+4884.87+0.0228975d
2021-01-06 12:15:00 UTC,+1480.45+0.00692988d,+3322.09+0.0144603d,+3321.86+0.0128356d,+240.012+0.0011215d,+520.055+0.00243034d,+520.055+0.00243034d,+360.026+0.00168238d,+520.055+0.00243034d,+280.016+0.00130845d,+280.016+0.00131361d,+4042.59+0.0147356d,+160.005+0.000750577d,+160.005+0.000750577d,+5927.2+0.0278699d,+9096.97+0.04283d,+5245.63+0.0246583d,+5325.81+0.025036d
2021-01-06 12:30:00 UTC,+1320.36+0.00617768d,+3762.6+0.015835d,+2040.7+0.00785566d,+120.003+0.000560734d,+520.055+0.00243043d,+760.118+0.00355269d,+240.012+0.00112155d,+1080.24+0.00504954d,+400.033+0.00186943d,+200.008+0.000938498d,+4002.59+0.0148396d,+280.016+0.00131396d,+160.005+0.000750781d,+5766.81+0.0271213d,+6568.84+0.0309034d,+7892.77+0.0371521d,+6448.52+0.0303358d
2021-01-06 12:45:00 UTC,+3282.2+0.0154172d,+3801.9+0.0114927d,+1560.39+0.00568058d,+240.012+0.00112465d,+680.094+0.00318736d,+440.04+0.0020621d,+240.012+0.00112465d,+1000.2+0.00468821d,+200.008+0.000937183d,+160.005+0.000752284d,+2761.11+0.00926238d,+160.005+0.000752284d,+1280.34+0.00602241d,+6408.43+0.0302074d,+4764.66+0.022444d,+5406+0.0254717d,+5526.27+0.0260397d
2021-01-06 13:00:00 UTC,+2801.6+0.013076d,+3121.12+0.00821612d,+280.012+0.000984926d,+280.016+0.00130437d,+640.083+0.00298206d,+640.083+0.00298206d,+440.039+0.00204992d,+760.117+0.00354146d,+360.026+0.00167712d,+360.026+0.00168249d,+1360.2+0.0034547d,+200.008+0.000934626d,+800.13+0.00373988d,+5005.11+0.0234345d,+6568.81+0.0307755d,+4644.4+0.0217424d,+4884.87+0.0228703d
2021-01-06 13:15:00 UTC,+5205.54+0.0244129d,+1240.26+0.00478164d,+480.047+0.00224207d,+360.026+0.00168143d,+600.073+0.00280279d,+1160.27+0.00542059d,+520.055+0.00242897d,+640.083+0.00298972d,+600.073+0.00280279d,+1080.24+0.00506873d,+720.106+0.00337841d,+760.118+0.00356618d,+600.074+0.00281513d,+7491.5+0.0352444d,+6248+0.0293792d,+6248+0.0293792d,+6127.69+0.0288121d
2021-01-06 13:30:00 UTC,+1280.33+0.00596379d,+680.094+0.00316253d,+480.047+0.0022321d,+600.073+0.00279033d,+520.055+0.00241817d,+880.157+0.00409318d,+600.073+0.00279033d,+520.055+0.00241817d,+720.105+0.00334864d,+720.105+0.00335945d,+640.083+0.00298603d,+520.055+0.00242598d,+520.055+0.00242598d,+4444.02+0.0207638d,+5446.04+0.0254559d,+5165.43+0.0241415d,+5045.18+0.0235784d
2021-01-06 13:45:00 UTC,+1280.33+0.00595523d,+1240.31+0.0057654d,+360.026+0.00167294d,+320.021+0.00148702d,+640.083+0.00297461d,+720.105+0.0033466d,+560.063+0.00260266d,+680.094+0.0031606d,+560.063+0.00260266d,+1320.35+0.00616284d,+560.064+0.00261333d,+680.094+0.00317356d,+680.094+0.00317356d,+7732.19+0.0361849d,+6247.95+0.0292213d,+4804.7+0.0224581d,+5245.6+0.0245233d
2021-01-06 14:00:00 UTC,+1120.25+0.00521964d,+1680.57+0.00782616d,+240.012+0.00111704d,+480.047+0.00223441d,+560.064+0.00260694d,+640.083+0.00297951d,+600.073+0.00279322d,+520.055+0.00242067d,+880.157+0.00409742d,+1960.78+0.00916764d,+440.039+0.00205613d,+400.033+0.00186916d,+400.033+0.00186916d,+6087.56+0.0285104d,+6889.69+0.0322776d,+5486.14+0.0256874d,+4965.03+0.0232425d
2021-01-06 14:15:00 UTC,+1040.22+0.00482973d,+1560.49+0.00723634d,+440.039+0.00203963d,+280.016+0.00129782d,+560.063+0.00259609d,+520.055+0.00241059d,+360.026+0.00166871d,+520.055+0.00241059d,+440.039+0.00203963d,+1560.49+0.00726746d,+880.157+0.00409789d,+560.064+0.00260724d,+480.047+0.00223467d,+4764.61+0.0222184d,+6047.43+0.0282152d,+7692.03+0.0359124d,+6007.33+0.0280277d
