# file...... Meter_632_A_Power.real.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_632_A:measured_power.real,xfmr_meter_632_A_1:measured_power.real,xfmr_meter_632_A_2:measured_power.real,xfmr_meter_632_A_3:measured_power.real,xfmr_meter_632_A_4:measured_power.real,xfmr_meter_632_A_5:measured_power.real,house_meter_632_A_1:measured_power.real,house_meter_632_A_2:measured_power.real,house_meter_632_A_3:measured_power.real,house_meter_632_A_4:measured_power.real,house_meter_632_A_5:measured_power.real,house_meter_632_A_6:measured_power.real,house_meter_632_A_7:measured_power.real,house_meter_632_A_8:measured_power.real,house_meter_632_A_9:measured_power.real,house_meter_632_A_10:measured_power.real,house_meter_632_A_11:measured_power.real,house_meter_632_A_12:measured_power.real,house_meter_632_A_13:measured_power.real,house_meter_632_A_14:measured_power.real,house_meter_632_A_15:measured_power.real,house_meter_632_A_16:measured_power.real,house_meter_632_A_17:measured_power.real,house_meter_632_A_18:measured_power.real,house_meter_632_A_19:measured_power.real
2021-01-06 05:30:00 UTC,9.2923e+04,7.2478e+03,7.3277e+03,5.3241e+03,4.6927e+04,2.6095e+04,1.0402e+03,0.0000e+00,8.0013e+02,9.6019e+02,1.2803e+03,1.0402e+03,1.0402e+03,1.0802e+03,1.0802e+03,1.3604e+03,8.8016e+02,9.2017e+02,6.4008e+02,8.0013e+02,1.0402e+03,6.0007e+02,6.0007e+02,5.6006e+02,8.4014e+02
2021-01-06 05:45:00 UTC,8.3838e+04,7.1677e+03,6.9269e+03,6.1253e+03,3.7529e+04,2.6089e+04,1.1203e+03,0.0000e+00,7.6012e+02,9.2017e+02,1.1203e+03,1.0802e+03,1.1603e+03,1.0002e+03,1.1603e+03,1.2803e+03,8.8016e+02,8.8016e+02,5.2005e+02,6.4008e+02,8.4014e+02,7.2010e+02,8.0013e+02,6.8009e+02,6.0007e+02
2021-01-06 06:00:00 UTC,9.5102e+04,7.0474e+03,8.1697e+03,4.9635e+03,4.5953e+04,2.8967e+04,1.0002e+03,0.0000e+00,7.6012e+02,9.6019e+02,1.0802e+03,1.0802e+03,1.1203e+03,1.0402e+03,1.2003e+03,1.7206e+03,9.2017e+02,9.2017e+02,8.4014e+02,8.8016e+02,1.1203e+03,5.6006e+02,5.6006e+02,6.4008e+02,7.2010e+02
2021-01-06 06:15:00 UTC,9.8684e+04,7.4082e+03,7.9693e+03,6.2455e+03,4.4370e+04,3.2690e+04,9.6019e+02,0.0000e+00,1.0002e+03,9.6019e+02,1.3204e+03,1.0802e+03,1.0802e+03,1.0002e+03,1.0002e+03,1.7606e+03,1.2803e+03,9.2017e+02,6.0007e+02,8.8016e+02,9.2017e+02,6.0007e+02,8.4014e+02,6.0007e+02,7.6012e+02
2021-01-06 06:30:00 UTC,9.2891e+04,7.7690e+03,8.7313e+03,5.6047e+03,4.4529e+04,2.6255e+04,9.6019e+02,0.0000e+00,1.3204e+03,9.6019e+02,1.1203e+03,1.2803e+03,1.0002e+03,1.1203e+03,1.0002e+03,1.8807e+03,1.4404e+03,1.2403e+03,7.6012e+02,6.8009e+02,1.2403e+03,4.8005e+02,4.4004e+02,8.0013e+02,1.3604e+03
2021-01-06 06:45:00 UTC,1.0553e+05,8.4908e+03,8.5708e+03,6.6865e+03,4.3319e+04,3.8459e+04,9.6019e+02,0.0000e+00,1.3204e+03,9.2017e+02,1.5205e+03,1.4804e+03,1.1603e+03,1.1203e+03,1.0802e+03,1.7606e+03,1.3604e+03,1.2803e+03,4.8005e+02,6.8009e+02,1.0402e+03,8.8016e+02,6.8009e+02,4.8005e+02,1.4404e+03
2021-01-06 07:00:00 UTC,1.0807e+05,9.3730e+03,8.9717e+03,6.2857e+03,4.7206e+04,3.6230e+04,1.0002e+03,0.0000e+00,1.3204e+03,1.1603e+03,1.4804e+03,1.4804e+03,1.3604e+03,1.5605e+03,1.1603e+03,1.6806e+03,1.4004e+03,1.2803e+03,6.4008e+02,7.6012e+02,1.4004e+03,6.4008e+02,4.4004e+02,7.6012e+02,1.0802e+03
2021-01-06 07:15:00 UTC,1.0125e+05,9.9747e+03,9.0920e+03,7.6884e+03,4.2341e+04,3.2155e+04,1.0802e+03,0.0000e+00,1.4404e+03,1.3203e+03,1.4804e+03,1.4804e+03,1.6405e+03,1.5205e+03,1.5205e+03,1.7206e+03,1.2803e+03,1.2803e+03,4.8005e+02,8.4014e+02,1.1603e+03,8.0013e+02,9.6018e+02,1.1203e+03,1.1203e+03
2021-01-06 07:30:00 UTC,9.7183e+04,1.0255e+04,9.6534e+03,7.9289e+03,4.0965e+04,2.8379e+04,1.4404e+03,0.0000e+00,1.4004e+03,1.3203e+03,1.5205e+03,1.4804e+03,1.6005e+03,1.4804e+03,1.4804e+03,1.6005e+03,1.3604e+03,1.3203e+03,8.8016e+02,9.6018e+02,1.4804e+03,5.6006e+02,1.1203e+03,1.4404e+03,1.0402e+03
2021-01-06 07:45:00 UTC,1.0087e+05,1.0135e+04,8.8112e+03,9.9741e+03,4.1853e+04,3.0091e+04,1.5205e+03,0.0000e+00,1.2803e+03,1.2403e+03,1.6005e+03,1.4404e+03,1.5605e+03,1.4804e+03,1.3203e+03,1.7606e+03,1.1603e+03,1.2403e+03,6.0007e+02,8.0013e+02,1.1603e+03,7.6012e+02,1.7606e+03,1.3203e+03,1.0802e+03
