# file...... Meter_632_C_Power.real.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_632_C:measured_power.real,xfmr_meter_632_C_1:measured_power.real,xfmr_meter_632_C_2:measured_power.real,xfmr_meter_632_C_3:measured_power.real,xfmr_meter_632_C_4:measured_power.real,xfmr_meter_632_C_5:measured_power.real,house_meter_632_C_1:measured_power.real,house_meter_632_C_2:measured_power.real,house_meter_632_C_3:measured_power.real,house_meter_632_C_4:measured_power.real,house_meter_632_C_5:measured_power.real,house_meter_632_C_6:measured_power.real,house_meter_632_C_7:measured_power.real,house_meter_632_C_8:measured_power.real,house_meter_632_C_9:measured_power.real,house_meter_632_C_10:measured_power.real,house_meter_632_C_11:measured_power.real,house_meter_632_C_12:measured_power.real,house_meter_632_C_13:measured_power.real,house_meter_632_C_14:measured_power.real,house_meter_632_C_15:measured_power.real,house_meter_632_C_16:measured_power.real,house_meter_632_C_17:measured_power.real,house_meter_632_C_18:measured_power.real,house_meter_632_C_19:measured_power.real
2021-01-06 00:00:00 UTC,3.8748e+04,9.3357e+03,1.6842e+04,4.8048e+03,3.2820e+03,4.4833e+03,2.0001e+02,2.4001e+02,6.8009e+02,6.0007e+02,1.1203e+03,3.4424e+03,1.3604e+03,1.6806e+03,2.2410e+03,3.0419e+03,2.0008e+03,1.0402e+03,2.9618e+03,1.5205e+03,2.3211e+03,1.6806e+03,2.4001e+02,4.8005e+02,2.8002e+02
2021-01-06 00:15:00 UTC,4.3258e+04,1.0901e+04,1.9186e+04,5.8860e+03,3.1216e+03,4.1627e+03,3.2002e+02,3.2002e+02,6.0007e+02,7.6012e+02,4.0033e+03,1.3604e+03,2.0809e+03,1.4404e+03,1.9208e+03,7.6119e+03,2.2410e+03,9.6019e+02,1.9208e+03,1.6806e+03,1.5205e+03,1.2803e+03,1.6001e+02,3.2002e+02,1.6806e+03
2021-01-06 00:30:00 UTC,3.1806e+04,6.5266e+03,1.4431e+04,5.0852e+03,3.5225e+03,2.2408e+03,2.0001e+02,2.0001e+02,6.4008e+02,7.6012e+02,1.2803e+03,1.2003e+03,1.0402e+03,1.2003e+03,1.8407e+03,3.0419e+03,2.0008e+03,1.0402e+03,2.2410e+03,1.5205e+03,1.5205e+03,1.2003e+03,1.6405e+03,3.2002e+02,2.0001e+02
2021-01-06 00:45:00 UTC,3.3746e+04,9.4553e+03,1.7808e+04,2.2008e+03,1.8405e+03,2.4409e+03,2.8002e+02,4.4004e+02,6.4008e+02,6.4008e+02,1.3604e+03,3.2021e+03,1.6806e+03,1.2003e+03,4.0834e+03,2.0008e+03,2.0809e+03,1.2003e+03,2.1610e+03,1.3604e+03,1.2803e+03,3.6027e+03,1.6001e+02,3.2002e+02,1.6001e+02
2021-01-06 01:00:00 UTC,2.7159e+04,8.9744e+03,1.2423e+04,1.8806e+03,1.7204e+03,2.1607e+03,2.0001e+02,2.0001e+02,6.8009e+02,6.8009e+02,1.1203e+03,1.1203e+03,3.2822e+03,1.6806e+03,1.2803e+03,2.3211e+03,1.7606e+03,4.8005e+02,2.2410e+03,1.6005e+03,1.2803e+03,1.4404e+03,1.2000e+02,3.6003e+02,1.2000e+02
2021-01-06 01:15:00 UTC,2.5514e+04,9.0553e+03,1.0497e+04,2.1207e+03,1.7204e+03,2.1207e+03,2.0001e+02,3.6003e+02,6.0007e+02,7.6012e+02,1.1203e+03,6.4008e+02,1.6806e+03,3.6828e+03,7.2011e+02,2.0809e+03,2.0809e+03,4.8005e+02,2.0008e+03,9.6019e+02,1.2003e+03,9.6019e+02,1.2000e+02,3.2002e+02,2.0001e+02
2021-01-06 01:30:00 UTC,2.6004e+04,5.6047e+03,1.4918e+04,1.7205e+03,1.6004e+03,2.1607e+03,3.2002e+02,3.6003e+02,6.4008e+02,7.6012e+02,9.6019e+02,5.6006e+02,1.0402e+03,9.6019e+02,6.4008e+02,4.8047e+03,1.8407e+03,6.4008e+02,2.0809e+03,3.0419e+03,8.8016e+02,9.6019e+02,2.0001e+02,2.8002e+02,1.2000e+02
2021-01-06 01:45:00 UTC,3.1973e+04,7.4098e+03,1.2343e+04,3.8430e+03,1.2402e+03,7.1362e+03,3.2002e+02,2.4001e+02,3.6003e+02,2.7215e+03,1.0402e+03,5.6006e+02,1.3604e+03,8.0013e+02,8.8016e+02,1.9208e+03,1.8407e+03,4.8005e+02,2.0008e+03,1.0402e+03,2.9618e+03,1.2003e+03,1.2000e+02,1.7206e+03,1.2000e+02
2021-01-06 02:00:00 UTC,3.4143e+04,1.1664e+04,1.3871e+04,2.5212e+03,1.4803e+03,4.6055e+03,4.4004e+02,3.6003e+02,2.0001e+02,4.0033e+03,1.3604e+03,7.2011e+02,2.4012e+03,2.1610e+03,6.4008e+02,1.7606e+03,2.0008e+03,3.0419e+03,3.6828e+03,9.6019e+02,8.0013e+02,9.6019e+02,8.0001e+01,6.4008e+02,1.2000e+02
2021-01-06 02:15:00 UTC,2.9040e+04,1.0780e+04,9.2936e+03,2.0407e+03,2.8417e+03,4.0839e+03,1.8007e+03,3.6003e+02,1.2000e+02,1.9208e+03,3.4424e+03,5.6006e+02,1.1203e+03,1.4404e+03,6.4008e+02,1.0402e+03,2.0008e+03,7.2011e+02,9.6019e+02,8.0013e+02,7.2011e+02,2.4012e+03,1.2000e+02,6.4008e+02,2.0001e+02
