# file...... Meter_633_B_Power.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_633_B:measured_power,xfmr_meter_633_B_1:measured_power,xfmr_meter_633_B_2:measured_power,xfmr_meter_633_B_3:measured_power,xfmr_meter_633_B_4:measured_power,xfmr_meter_633_B_5:measured_power,house_meter_633_B_1:measured_power,house_meter_633_B_2:measured_power,house_meter_633_B_3:measured_power,house_meter_633_B_4:measured_power,house_meter_633_B_5:measured_power,house_meter_633_B_6:measured_power,house_meter_633_B_7:measured_power,house_meter_633_B_8:measured_power,house_meter_633_B_9:measured_power,house_meter_633_B_10:measured_power,house_meter_633_B_11:measured_power,house_meter_633_B_12:measured_power,house_meter_633_B_13:measured_power,house_meter_633_B_14:measured_power,house_meter_633_B_15:measured_power,house_meter_633_B_16:measured_power,house_meter_633_B_17:measured_power,house_meter_633_B_18:measured_power,house_meter_633_B_19:measured_power,house_meter_633_B_20:measured_power,house_meter_633_B_21:measured_power,house_meter_633_B_22:measured_power,house_meter_633_B_23:measured_power
2021-01-07 01:15:00 UTC,+65166.2+365.462j,+41812+322.568j,+1720.46+0.560035j,+5645.35+6.18418j,+13546.8+34.0083j,+2440.85+1.09454j,+4484.06+0.020804d,+5165.39+0.0239717d,+5045.15+0.0234125d,+4484.06+0.020804d,+3722.8+0.0172668d,+7972.87+0.0370429d,+7330.87+0.0340512d,+3402.34+0.0157784d,+120.003+0.000551736d,+280.016+0.00128751d,+80.0013+0.000367816d,+360.026+0.00165545d,+160.005+0.000735666d,+120.003+0.000551736d,+440.039+0.00202342d,+160.005+0.000735666d,+120.003+0.000552128d,+120.003+0.000552128d,+280.016+0.00128842d,+200.008+0.000920257d,+1200.29+0.00552486d,+1160.27+0.00534057d,+1240.31+0.00570916d
2021-01-07 01:30:00 UTC,+64517+356.41j,+41404.4+315.349j,+1840.55+0.649758j,+5364.79+5.56961j,+13265.5+32.5258j,+2641.02+1.29186j,+6769.27+0.0314507d,+4604.29+0.0213732d,+6047.4+0.0280886d,+4083.37+0.0189511d,+7050.06+0.032759d,+4403.92+0.0204415d,+3802.92+0.0176475d,+4443.99+0.0206278d,+120.003+0.000552055d,+280.016+0.00128825d,+120.003+0.000552055d,+360.026+0.0016564d,+80.0013+0.000368028d,+200.008+0.000920135d,+560.063+0.00257694d,+120.003+0.000552055d,+120.003+0.000552406d,+280.016+0.00128907d,+120.003+0.000552406d,+240.012+0.00110489d,+1200.29+0.00552765d,+1120.25+0.00515889d,+1000.2+0.00460582d
2021-01-07 01:45:00 UTC,+60952.5+301.957j,+37678.7+259.333j,+1880.56+0.673032j,+5364.88+5.59725j,+13667+34.4614j,+2360.79+1.02146j,+4644.35+0.0215054d,+4524.13+0.0209477d,+4283.7+0.0198326d,+4804.66+0.0222492d,+4764.58+0.0220632d,+5125.3+0.0237371d,+4083.36+0.0189035d,+5285.64+0.0244812d,+80.0013+0.000367363d,+320.02+0.00146967d,+80.0013+0.000367363d,+360.026+0.00165341d,+240.012+0.0011022d,+160.005+0.000734762d,+520.054+0.00238849d,+120.003+0.000551058d,+160.005+0.000735224d,+320.02+0.00147059d,+120.003+0.000551405d,+160.005+0.000735224d,+1000.2+0.00459747d,+960.185+0.00441347d,+1040.22+0.00478149d
2021-01-07 02:00:00 UTC,+67677.7+408.407j,+44806.6+369.286j,+1840.52+0.638477j,+5925.99+6.85015j,+12622.8+29.3223j,+2480.89+1.13694j,+7009.94+0.0325685d,+4323.78+0.0200666d,+6849.49+0.031821d,+5766.73+0.026779d,+3762.86+0.0174595d,+5927.11+0.0275255d,+7210.52+0.0335032d,+3722.8+0.0172733d,+120.003+0.000551652d,+160.005+0.000735554d,+120.003+0.000551652d,+320.021+0.00147125d,+320.021+0.00147125d,+200.008+0.000919464d,+480.046+0.00220709d,+120.003+0.000551652d,+120.003+0.000552059d,+280.016+0.00128826d,+160.005+0.000736097d,+160.005+0.000736097d,+1080.23+0.0049714d,+1240.31+0.00570846d,+1240.31+0.00570846d
2021-01-07 02:15:00 UTC,+65616.2+382.382j,+43427.8+346.392j,+1880.56+0.672846j,+5605.35+6.12719j,+12100.7+26.8473j,+2600.96+1.24232j,+6769.27+0.0314447d,+6689.05+0.031071d,+6809.38+0.0316315d,+5245.56+0.0243517d,+4924.9+0.0228601d,+4443.99+0.0206238d,+4724.51+0.0219282d,+3602.62+0.0167135d,+80.0013+0.000367824d,+120.003+0.00055175d,+120.003+0.00055175d,+520.054+0.00239149d,+240.012+0.00110358d,+400.032+0.00183947d,+240.012+0.00110358d,+160.005+0.000735684d,+120.003+0.000552121d,+160.005+0.000736179d,+360.026+0.0016566d,+120.003+0.000552121d,+1200.29+0.00552479d,+1000.2+0.00460344d,+1000.2+0.00460344d
2021-01-07 02:30:00 UTC,+58535.9+280.861j,+36748.8+246.426j,+1840.49+0.624185j,+5765.53+6.42065j,+11819.7+25.5549j,+2360.8+1.02383j,+4564.2+0.0211044d,+5405.89+0.0250048d,+4524.12+0.0209188d,+4083.36+0.0188774d,+4564.2+0.0211044d,+4924.89+0.0227755d,+4363.84+0.0201763d,+4163.49+0.0192485d,+240.012+0.00110086d,+200.008+0.000917364d,+120.003+0.000550391d,+280.016+0.00128437d,+200.008+0.000917364d,+360.026+0.00165141d,+280.016+0.00128437d,+160.005+0.000733873d,+280.016+0.00128528d,+160.005+0.000734392d,+240.012+0.00110164d,+200.008+0.000918013d,+1080.23+0.00495989d,+1120.25+0.00514372d,+1040.22+0.00477608d
2021-01-07 02:45:00 UTC,+58287.9+269.476j,+35699.4+233.005j,+2520.91+1.16997j,+6125.87+7.09561j,+12100.7+26.8068j,+1840.48+0.622024j,+6167.66+0.0285267d,+4363.83+0.0201689d,+4524.12+0.0209111d,+4524.12+0.0209111d,+3762.85+0.0173871d,+4564.19+0.0210967d,+3883.03+0.0179433d,+3762.85+0.0173871d,+280.016+0.00128431d,+520.054+0.00238549d,+280.016+0.00128431d,+360.026+0.00165133d,+160.005+0.000733836d,+320.02+0.00146781d,+320.02+0.00146781d,+280.016+0.00128431d,+440.039+0.0020197d,+320.02+0.00146877d,+240.012+0.00110152d,+360.026+0.0016524d,+1000.2+0.00459178d,+1120.25+0.00514316d,+1160.27+0.00532697d
2021-01-07 03:00:00 UTC,+67557.2+406.664j,+44807.4+368.756j,+2000.57+0.735516j,+6005.83+6.89307j,+12381.8+28.0955j,+2360.78+1.01711j,+8775.54+0.0406636d,+4644.35+0.0214848d,+6608.81+0.0305967d,+4443.98+0.0205562d,+4924.89+0.0227852d,+6328.07+0.0292936d,+5405.89+0.0250154d,+3442.39+0.0159168d,+240.011+0.00109974d,+280.016+0.00128306d,+280.016+0.00128306d,+280.016+0.00128306d,+120.003+0.00054983d,+160.005+0.000733125d,+360.026+0.00164973d,+280.016+0.00128306d,+400.032+0.0018344d,+240.012+0.00110054d,+240.012+0.00110054d,+200.008+0.00091709d,+1160.27+0.0053222d,+1040.22+0.00477128d,+1160.27+0.0053222d
2021-01-07 03:15:00 UTC,+61282.1+312.752j,+38812.4+275.467j,+1960.58+0.718596j,+5765.49+6.40073j,+12382.1+28.2436j,+2360.79+1.02166j,+6167.66+0.0285304d,+4484.05+0.0207282d,+6047.37+0.0279725d,+5365.8+0.0248131d,+3963.16+0.0183165d,+4443.98+0.0205426d,+4524.12+0.0209138d,+3642.67+0.0168331d,+160.005+0.000733444d,+160.005+0.000733444d,+320.02+0.00146703d,+280.016+0.00128362d,+160.005+0.000733444d,+160.005+0.000733444d,+520.054+0.0023842d,+200.008+0.000916826d,+240.012+0.00110097d,+200.008+0.000917455d,+160.005+0.000733946d,+320.02+0.00146803d,+1120.25+0.00514058d,+1120.25+0.00514058d,+1000.2+0.00458947d
2021-01-07 03:30:00 UTC,+60072.5+300.892j,+38164.9+266.048j,+2440.96+1.13873j,+5364.81+5.56033j,+12020.5+26.476j,+2080.64+0.802165j,+4564.19+0.0210834d,+5165.37+0.0238662d,+6328.06+0.0292521d,+4484.05+0.0207125d,+4003.22+0.0184879d,+5486.06+0.0253512d,+4003.22+0.0184879d,+3963.16+0.0183026d,+40.0003+0.000183247d,+120.003+0.000549767d,+200.008+0.000916323d,+160.005+0.000733041d,+560.063+0.00256626d,+240.011+0.00109961d,+560.063+0.00256626d,+560.063+0.00256626d,+120.003+0.000550057d,+120.003+0.000550057d,+200.008+0.000916805d,+280.016+0.00128359d,+1040.22+0.00476979d,+1120.25+0.00513694d,+1120.25+0.00513694d
2021-01-07 03:45:00 UTC,+59264.7+288.892j,+37156.5+253.319j,+2160.78+0.902958j,+5485.03+5.82147j,+12140.9+27.0319j,+2320.76+0.987019j,+4524.12+0.0209207d,+4443.98+0.0205495d,+4363.84+0.0201782d,+4564.2+0.0211064d,+3802.91+0.0175806d,+7451.2+0.0344971d,+4163.49+0.0192503d,+3682.73+0.0170242d,+120.003+0.000550437d,+160.005+0.000733933d,+160.005+0.000733933d,+120.003+0.000550437d,+680.092+0.00312018d,+120.003+0.000550437d,+520.054+0.00238579d,+280.016+0.00128447d,+120.003+0.000550766d,+160.005+0.000734372d,+200.008+0.000917987d,+280.016+0.00128524d,+1120.25+0.00514356d,+1040.22+0.00477593d,+1080.23+0.00495974d
2021-01-07 04:00:00 UTC,+67149.3+392.939j,+44040.5+357.099j,+3041.94+1.94472j,+5565.23+6.00463j,+11779.7+25.4026j,+2721.08+1.36626j,+8012.94+0.0370651d,+4884.8+0.0225669d,+6488.48+0.029995d,+4283.69+0.0197851d,+3642.67+0.0168201d,+4203.55+0.0194144d,+8534.68+0.0394869d,+3762.85+0.0173759d,+120.003+0.000549232d,+320.02+0.00146479d,+120.003+0.000549232d,+120.003+0.000549232d,+1520.46+0.00696277d,+80.0013+0.000366146d,+520.054+0.00238057d,+240.011+0.00109854d,+240.011+0.00109904d,+120.003+0.000549481d,+280.016+0.00128224d,+80.0013+0.000366312d,+1160.27+0.00531496d,+1040.22+0.00476479d,+1080.23+0.00494817d
2021-01-07 04:15:00 UTC,+61763.7+316.163j,+39296+281.505j,+3041.96+1.95199j,+5404.92+5.66j,+11739.4+25.1717j,+2280.76+0.962615j,+4203.55+0.0194139d,+4484.05+0.0207116d,+4604.27+0.021268d,+4524.12+0.0208971d,+5045.12+0.0233085d,+5125.29+0.0236796d,+6087.46+0.0281359d,+5045.12+0.0233085d,+80.0013+0.000366452d,+320.02+0.00146602d,+80.0013+0.000366452d,+120.003+0.000549692d,+1520.46+0.0069686d,+240.011+0.00109946d,+560.063+0.0025659d,+120.003+0.000549692d,+80.0013+0.000366608d,+120.003+0.000549925d,+280.016+0.00128328d,+200.008+0.000916586d,+1040.22+0.00476865d,+1160.27+0.00531926d,+1120.25+0.00513571d
2021-01-07 04:30:00 UTC,+59625.7+290.727j,+37640.5+258.751j,+2401.1+1.16532j,+5805.33+6.37845j,+11057.1+22.2331j,+2721.08+1.36332j,+4283.68+0.0197265d,+5646.4+0.0260161d,+4243.61+0.0195416d,+7009.87+0.032316d,+3722.78+0.0171396d,+4964.95+0.02287d,+3682.72+0.0169549d,+3923.09+0.0180633d,+120.003+0.000548189d,+360.026+0.00164481d,+120.003+0.000548189d,+40.0003+0.000182719d,+960.184+0.00438773d,+80.0013+0.000365449d,+600.072+0.00274174d,+120.003+0.000548189d,+120.003+0.000548524d,+280.016+0.00128002d,+440.039+0.00201165d,+320.02+0.00146291d,+1120.25+0.00512264d,+1040.22+0.00475651d,+1120.25+0.00512264d
2021-01-07 04:45:00 UTC,+64876.7+355.655j,+41848.9+320.534j,+2761.52+1.57124j,+6446.4+7.8022j,+11378.2+23.6294j,+2440.86+1.09674j,+6608.79+0.0305187d,+5486.05+0.0253226d,+6488.47+0.0299617d,+4764.56+0.021986d,+3842.97+0.0177267d,+7009.89+0.0323762d,+4003.22+0.0184671d,+3442.38+0.0158763d,+120.003+0.00054882d,+120.003+0.00054882d,+120.003+0.00054882d,+120.003+0.00054882d,+1080.23+0.0049422d,+160.005+0.000731777d,+920.169+0.00420962d,+120.003+0.00054882d,+120.003+0.000549183d,+640.082+0.00292988d,+680.092+0.00311307d,+280.016+0.00128155d,+1120.25+0.00512877d,+1080.23+0.00494548d,+960.184+0.00439566d
2021-01-07 05:00:00 UTC,+64512+299.773j,+37477.7+256.256j,+5685.58+6.30897j,+7247.58+9.65726j,+11899.9+25.8023j,+2200.69+0.88502j,+6648.88+0.0306744d,+4524.11+0.020854d,+4564.18+0.0210391d,+4684.41+0.0215943d,+4043.28+0.018634d,+5125.28+0.0236308d,+4243.62+0.0195588d,+3482.43+0.0160456d,+320.02+0.0014642d,+160.005+0.000732031d,+240.011+0.0010981d,+320.02+0.0014642d,+2000.8+0.00916048d,+840.141+0.00384473d,+1160.27+0.0053104d,+640.082+0.00292897d,+480.046+0.00219713d,+600.072+0.00274661d,+720.103+0.00329617d,+720.103+0.00329617d,+1040.22+0.00476205d,+1160.27+0.0053119d,+1160.27+0.0053119d
2021-01-07 05:15:00 UTC,+65156.6+304.15j,+37763.5+261.473j,+6526.13+7.83038j,+7287.63+9.75645j,+11297.9+23.2673j,+2280.73+0.949537j,+4443.97+0.0205038d,+4323.76+0.0199482d,+4123.42+0.0190223d,+5285.62+0.0243953d,+3682.72+0.0169863d,+4163.48+0.0192075d,+7812.28+0.0360936d,+3762.84+0.0173564d,+760.115+0.00348209d,+560.063+0.00256544d,+720.103+0.00329874d,+600.072+0.00274876d,+1360.37+0.00623335d,+800.128+0.00366545d,+1080.23+0.00494918d,+640.082+0.00293208d,+600.072+0.00274913d,+720.103+0.0032992d,+600.072+0.00274913d,+680.092+0.00311583d,+1120.25+0.00513331d,+1080.23+0.00494986d,+1120.25+0.00513331d
2021-01-07 05:30:00 UTC,+64192.1+302.339j,+37921.1+262.294j,+5404.13+5.34653j,+7287.72+9.80302j,+11217.7+23.0023j,+2360.79+1.01962j,+4844.73+0.0223953d,+4403.9+0.0203539d,+5686.51+0.0262955d,+4644.34+0.0214673d,+4684.42+0.0216529d,+5005.04+0.0231379d,+4443.98+0.0205395d,+4043.29+0.0186846d,+720.104+0.00330368d,+560.063+0.00256929d,+680.092+0.00312007d,+680.092+0.00312007d,+560.063+0.00256929d,+680.092+0.00312007d,+1000.2+0.00458922d,+520.054+0.00238571d,+680.092+0.00312113d,+720.104+0.0033048d,+640.082+0.00293746d,+520.054+0.00238652d,+1200.29+0.00550959d,+1000.2+0.00459078d,+1000.2+0.00459078d
2021-01-07 05:45:00 UTC,+71629.6+400.196j,+43791.2+351.098j,+5524.33+5.59151j,+6967.02+8.95056j,+13305.6+32.6392j,+2040.6+0.765157j,+7531.45+0.0349024d,+5806.8+0.0268912d,+5566.25+0.0257747d,+5165.38+0.0239146d,+4363.84+0.0201971d,+6247.88+0.028939d,+5205.46+0.0241006d,+3682.73+0.0170401d,+640.082+0.00293753d,+480.046+0.00220293d,+640.082+0.00293753d,+760.115+0.00348857d,+680.092+0.0031212d,+640.082+0.00293753d,+1040.22+0.00477463d,+640.082+0.00293753d,+640.082+0.00293829d,+640.082+0.00293829d,+560.063+0.00257088d,+560.063+0.00257088d,+1000.2+0.00459207d,+1160.27+0.00532732d,+1080.23+0.00495968d
2021-01-07 06:00:00 UTC,+65194.1+301.782j,+37075.3+252.572j,+5364.09+5.28715j,+7367.98+10.0826j,+13145.3+32.0522j,+2240.71+0.920574j,+4323.78+0.0200487d,+4484.06+0.0207933d,+4283.71+0.0198626d,+4123.43+0.0191182d,+7050.05+0.0327262d,+4443.99+0.0206071d,+4724.51+0.0219104d,+3482.45+0.0161421d,+520.054+0.00239385d,+960.185+0.00442058d,+640.082+0.00294649d,+760.116+0.00349921d,+520.054+0.00239385d,+520.054+0.00239385d,+720.104+0.00331496d,+720.104+0.00331496d,+760.116+0.00350048d,+480.046+0.00221045d,+520.054+0.00239472d,+640.082+0.00294756d,+1080.23+0.00497532d,+1160.27+0.00534412d,+1200.29+0.00552853d
2021-01-07 06:15:00 UTC,+68135.7+329.641j,+39218.4+282.152j,+4963.51+4.52408j,+6927.02+8.88638j,+12663.3+29.6423j,+4362.7+3.48841j,+5405.9+0.0250346d,+4283.7+0.0198287d,+4243.63+0.0196429d,+4564.2+0.0211295d,+4123.43+0.0190856d,+7491.33+0.0347214d,+4964.97+0.0229886d,+3963.17+0.0183426d,+560.063+0.0025725d,+680.093+0.00312397d,+560.063+0.0025725d,+600.072+0.00275632d,+440.039+0.0020211d,+480.046+0.00220489d,+960.184+0.00441106d,+680.093+0.00312397d,+640.082+0.00294118d,+520.054+0.00238954d,+560.063+0.00257341d,+600.072+0.00275729d,+1240.31+0.0057006d,+960.185+0.00441262d,+960.185+0.00441262d
2021-01-07 06:30:00 UTC,+72306.3+391.434j,+43067.9+342.409j,+4522.94+3.76904j,+6887.02+8.82344j,+12944.2+30.9138j,+4883.43+4.39795j,+7651.85+0.0355424d,+4524.14+0.0209877d,+6488.51+0.0301246d,+4524.14+0.0209877d,+3842.98+0.0178229d,+8012.99+0.0372254d,+4123.44+0.0191258d,+3682.74+0.0170786d,+520.054+0.0023918d,+640.082+0.00294397d,+520.054+0.0023918d,+440.039+0.00202373d,+360.026+0.0016557d,+600.072+0.0027599d,+920.17+0.00423267d,+520.054+0.0023918d,+560.063+0.00257695d,+440.039+0.0020246d,+560.063+0.00257695d,+520.054+0.00239282d,+1080.23+0.00497139d,+1240.31+0.00570844d,+1120.25+0.00515564d
2021-01-07 06:45:00 UTC,+69347.9+345.469j,+39905.8+292.396j,+4042.4+3.03257j,+6726.75+8.44239j,+14029.1+36.6268j,+4643.11+3.97764j,+5887.01+0.0273264d,+4564.21+0.0211749d,+5285.65+0.024529d,+5325.73+0.0247154d,+4724.51+0.02192d,+6648.94+0.0308727d,+3883.05+0.0180098d,+3402.34+0.0157771d,+520.054+0.00239307d,+600.072+0.00276137d,+400.032+0.00184069d,+360.026+0.00165658d,+400.032+0.00184069d,+400.032+0.00184069d,+960.185+0.00441915d,+400.032+0.00184069d,+400.032+0.00184159d,+560.063+0.00257847d,+680.093+0.00313123d,+400.032+0.00184159d,+1040.22+0.00478997d,+1040.22+0.00478997d,+1120.25+0.00515868d
2021-01-07 07:00:00 UTC,+74179.6+386.126j,+41969.5+323.934j,+5164.06+5.01766j,+7007.39+9.20522j,+14954.1+42.0766j,+5083.73+4.7821j,+4323.79+0.0201204d,+5606.37+0.0261024d,+4965+0.0231102d,+4444+0.0206808d,+4203.58+0.0195601d,+5125.33+0.0238581d,+6328.12+0.0294714d,+6769.3+0.0315317d,+520.054+0.0024001d,+800.129+0.00369308d,+440.039+0.00203076d,+680.093+0.00313889d,+360.026+0.00166145d,+400.032+0.0018461d,+1400.39+0.00646524d,+560.063+0.00258479d,+320.021+0.0014773d,+560.063+0.00258565d,+680.093+0.00313994d,+440.039+0.00203143d,+1280.33+0.00591262d,+1280.33+0.00591262d,+1040.22+0.00480331d
2021-01-07 07:15:00 UTC,+71649+320.536j,+36913.4+250.941j,+4402.86+3.61309j,+9975.86+19.0236j,+14671.4+39.9863j,+5684.84+6.05119j,+5205.5+0.02424d,+4644.37+0.0216222d,+6408.33+0.0298558d,+4484.08+0.0208745d,+3842.99+0.0178855d,+4203.58+0.0195665d,+3923.12+0.018259d,+4043.31+0.0188193d,+320.021+0.00147845d,+520.054+0.00240277d,+400.032+0.00184815d,+560.063+0.00258767d,+640.082+0.00295748d,+440.039+0.00203302d,+1040.22+0.00480706d,+480.046+0.00221789d,+560.063+0.00259029d,+560.063+0.00259029d,+960.186+0.00444157d,+800.129+0.00370095d,+2841.63+0.0131546d,+2160.94+0.0100008d,+1080.24+0.00499713d
2021-01-07 07:30:00 UTC,+77342.6+388.5j,+41204+314.324j,+5324.17+5.28619j,+9253.18+16.2035j,+15515+44.7158j,+6045.47+6.85527j,+7491.43+0.0350162d,+4283.73+0.0199967d,+4884.85+0.0228084d,+4243.66+0.0198093d,+3682.76+0.0171871d,+6849.55+0.0320076d,+4444.02+0.0207463d,+5125.34+0.0239336d,+520.055+0.00240804d,+640.083+0.00296395d,+320.021+0.00148169d,+520.055+0.00240804d,+1080.24+0.005003d,+760.117+0.00351995d,+960.186+0.00444679d,+520.055+0.00240804d,+880.156+0.00407894d,+520.055+0.00240976d,+600.073+0.00278063d,+680.093+0.00315153d,+2200.98+0.0102055d,+2000.81+0.00927663d,+1160.27+0.0053777d
2021-01-07 07:45:00 UTC,+74636.5+306.118j,+34650.2+222.299j,+5244.01+5.13565j,+10738.3+22.1164j,+14269.5+37.965j,+9733.87+17.7193j,+4363.89+0.0204742d,+4323.82+0.0202858d,+4363.89+0.0204742d,+4684.49+0.0219812d,+4203.61+0.0197209d,+4724.56+0.0221696d,+4083.41+0.019156d,+3762.89+0.0176501d,+520.055+0.00242296d,+440.039+0.0020501d,+480.047+0.00223653d,+800.13+0.00372827d,+760.117+0.00354177d,+760.117+0.00354177d,+1000.2+0.0046609d,+480.047+0.00223653d,+640.083+0.00298533d,+440.039+0.00205217d,+640.083+0.00298533d,+720.105+0.00335866d,+2281.06+0.0106459d,+2281.06+0.0106459d,+2241.02+0.0104589d
2021-01-07 08:00:00 UTC,+86929.2+421.822j,+40433.9+304.225j,+5564.59+5.82527j,+14395.6+40.9281j,+16438.9+50.3701j,+10095.3+19.2636j,+4363.91+0.0205611d,+5646.55+0.0266185d,+6248.02+0.0294612d,+5085.31+0.0239672d,+5085.31+0.0239672d,+4363.91+0.0205611d,+5566.36+0.0262396d,+3883.09+0.0182921d,+440.039+0.00205666d,+520.055+0.00243071d,+520.055+0.00243071d,+880.158+0.00411441d,+800.13+0.00374019d,+880.158+0.00411441d,+1120.26+0.00523729d,+400.033+0.00186964d,+760.118+0.00355888d,+400.033+0.00187268d,+720.106+0.00337149d,+640.084+0.00299673d,+2681.47+0.0125645d,+2561.34+0.012001d,+4644.41+0.0217797d
2021-01-07 08:15:00 UTC,+91210.7+471.814j,+43272.3+349.57j,+5925.17+6.58071j,+11701.7+26.2891j,+16921.6+53.4181j,+13388.9+34.6067j,+8294.11+0.039059d,+6167.8+0.0290203d,+4644.42+0.0218389d,+4724.57+0.0222166d,+3602.66+0.0169331d,+6568.85+0.0309124d,+5325.81+0.02505d,+3722.84+0.0174989d,+400.032+0.00186485d,+520.055+0.00242448d,+1080.24+0.00503718d,+960.187+0.00447717d,+760.117+0.00354399d,+880.157+0.00410387d,+920.172+0.00429051d,+400.032+0.00186485d,+1040.22+0.00485565d,+440.039+0.00205356d,+640.083+0.00298736d,+800.13+0.00373457d,+2241.02+0.010466d,+2961.78+0.0138361d,+2200.99+0.0102788d
2021-01-07 08:30:00 UTC,+86810.4+418.919j,+39990.9+297.793j,+5364.17+5.36564j,+9734.46+17.9567j,+15877.6+47.4314j,+15842.3+49.1774j,+7250.77+0.0340957d,+6488.62+0.0305023d,+4644.41+0.0218163d,+4644.41+0.0218163d,+3963.21+0.0186113d,+4724.57+0.0221936d,+4524.19+0.0212506d,+3562.6+0.0167273d,+640.083+0.00298264d,+360.026+0.00167745d,+680.094+0.00316913d,+640.083+0.00298264d,+880.157+0.00410173d,+480.047+0.00223676d,+920.172+0.00428828d,+760.117+0.00354214d,+1080.24+0.00503859d,+520.055+0.00242516d,+480.047+0.00223855d,+920.172+0.00429171d,+1400.4+0.00653278d,+1880.72+0.00877517d,+2200.98+0.0102708d
2021-01-07 08:45:00 UTC,+78025+392.494j,+41607.6+321.256j,+4763.37+4.26113j,+8170.08+12.6004j,+13307.6+33.7738j,+10175.5+19.475j,+4804.72+0.0225599d,+4604.34+0.0216173d,+5646.52+0.0265216d,+5165.46+0.0242573d,+3883.08+0.0182256d,+4323.82+0.0202979d,+6769.38+0.0318103d,+6207.89+0.0291651d,+440.039+0.0020485d,+360.026+0.00167596d,+560.064+0.00260737d,+520.055+0.00242107d,+840.143+0.00391172d,+360.026+0.00167596d,+1040.22+0.00484367d,+640.083+0.00297999d,+640.083+0.00298185d,+520.055+0.00242258d,+520.055+0.00242258d,+960.187+0.00447365d,+1160.27+0.00540632d,+1120.25+0.00521977d,+1920.75+0.00895254d
2021-01-07 09:00:00 UTC,+83372.6+476.183j,+46310.8+399.807j,+4563.09+3.9083j,+7007.49+9.30089j,+12825.3+31.2455j,+12664.9+30.5571j,+4804.73+0.0225934d,+5365.9+0.025238d,+5526.26+0.025994d,+5486.17+0.025805d,+6328.21+0.0297759d,+5245.64+0.0246712d,+9337.89+0.0439917d,+3963.22+0.0186299d,+440.039+0.00204965d,+280.016+0.00130419d,+520.055+0.00242243d,+440.039+0.00204965d,+920.172+0.00428688d,+520.055+0.00242243d,+880.157+0.00410039d,+560.064+0.00260883d,+520.055+0.00242351d,+360.026+0.00167765d,+720.105+0.00335604d,+440.039+0.00205056d,+1080.24+0.00503516d,+1200.29+0.00559504d,+1600.52+0.00746187d
2021-01-07 09:15:00 UTC,+77406.7+418.777j,+43554.1+353.375j,+3641.95+2.48329j,+6606.87+8.35611j,+13106.3+32.6013j,+10496.5+20.7596j,+8294.11+0.0390523d,+5325.81+0.0250457d,+4844.81+0.0227792d,+4804.73+0.0225904d,+4363.9+0.020514d,+5847+0.0275026d,+6087.59+0.0286371d,+3762.9+0.0176845d,+320.021+0.00149085d,+280.016+0.00130447d,+440.039+0.00205008d,+360.026+0.00167725d,+680.094+0.00316876d,+360.026+0.00167725d,+520.055+0.00242293d,+680.094+0.00316876d,+360.026+0.00167816d,+400.032+0.00186467d,+480.047+0.00223771d,+400.032+0.00186467d,+1040.22+0.00485004d,+1080.24+0.0050367d,+1720.6+0.00802454d
2021-01-07 09:30:00 UTC,+79869.7+448.204j,+45255.8+380.93j,+4122.51+3.18217j,+6727.25+8.70239j,+13427.3+34.034j,+10335.9+20.0699j,+8534.92+0.0401184d,+5285.71+0.0248124d,+6007.38+0.0282085d,+6167.78+0.0289636d,+6247.99+0.0293412d,+4804.72+0.0225501d,+4323.82+0.0202891d,+3642.71+0.0170883d,+440.039+0.00204599d,+640.083+0.00297635d,+520.055+0.00241811d,+320.021+0.00148788d,+720.105+0.00334856d,+440.039+0.00204599d,+240.012+0.00111586d,+800.13+0.0037208d,+360.026+0.00167471d,+400.032+0.00186083d,+400.032+0.00186083d,+280.016+0.00130249d,+1000.2+0.00465378d,+1160.27+0.00539891d,+1640.55+0.00763517d
2021-01-07 09:45:00 UTC,+82061.9+486.894j,+47528.3+421.043j,+4964.45+4.94182j,+6847.47+9.00166j,+13508.3+34.702j,+9212.32+15.812j,+8695.49+0.0409026d,+4884.88+0.022942d,+8253.96+0.0388186d,+6167.79+0.0289825d,+4604.34+0.021622d,+4724.57+0.0221877d,+6167.79+0.0289825d,+3762.9+0.0176645d,+480.047+0.00223289d,+2040.84+0.00949881d,+320.021+0.00148845d,+280.016+0.00130236d,+560.064+0.00260517d,+400.032+0.00186065d,+320.021+0.00148845d,+560.064+0.00260517d,+360.026+0.00167512d,+360.026+0.00167512d,+440.039+0.00204747d,+280.016+0.00130281d,+1200.29+0.0055866d,+1200.29+0.0055866d,+1600.52+0.00745062d
2021-01-07 10:00:00 UTC,+78129.5+423.295j,+43753.7+354.449j,+4043.14+3.34696j,+5485.17+5.91762j,+13306.5+33.2452j,+11540.2+25.1204j,+6769.35+0.0317249d,+4724.55+0.0221233d,+6889.69+0.0322905d,+4604.32+0.0215593d,+6007.36+0.028145d,+6047.46+0.0283334d,+4724.55+0.0221233d,+3762.89+0.0176133d,+640.083+0.00297051d,+1800.66+0.00836044d,+320.021+0.00148497d,+280.016+0.00129931d,+160.005+0.000742411d,+280.016+0.00129931d,+320.021+0.00148497d,+240.012+0.00111367d,+160.005+0.000742606d,+200.008+0.00092828d,+200.008+0.00092828d,+200.008+0.00092828d,+1120.25+0.00520127d,+1200.29+0.00557306d,+1600.52+0.00743256d
