# file...... 1Meter_632_C_power.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_632_C_24:measured_power,house_meter_632_C_25:measured_power,house_meter_632_C_26:measured_power,house_meter_632_C_27:measured_power,house_meter_632_C_28:measured_power,house_meter_632_C_29:measured_power,house_meter_632_C_30:measured_power,house_meter_632_C_31:measured_power,house_meter_632_C_32:measured_power,house_meter_632_C_33:measured_power,house_meter_632_C_34:measured_power,house_meter_632_C_35:measured_power,house_meter_632_C_36:measured_power,house_meter_632_C_37:measured_power,house_meter_632_C_38:measured_power,house_meter_632_C_39:measured_power,house_meter_632_C_40:measured_power
2021-01-06 02:45:00 UTC,+120.003+0.000561331d,+160.005+0.000748459d,+120.003+0.000561331d,+120.003+0.000561331d,+160.005+0.000748459d,+160.005+0.000748459d,+120.003+0.000561331d,+160.005+0.000748459d,+200.008+0.000935597d,+280.016+0.00131006d,+200.008+0.000935714d,+160.005+0.000748553d,+440.039+0.00205887d,+200.008+0.000935714d,+240.012+0.00112288d,+160.005+0.000748553d,+200.008+0.000935714d
2021-01-06 03:00:00 UTC,+160.005+0.000748296d,+120.003+0.000561196d,+120.003+0.000561196d,+200.008+0.000935373d,+120.003+0.000561196d,+240.012+0.00112247d,+200.008+0.000935373d,+160.005+0.00074828d,+120.003+0.000561196d,+200.008+0.000935476d,+200.008+0.000935476d,+200.008+0.000935476d,+440.039+0.00205835d,+160.005+0.000748362d,+400.033+0.00187118d,+160.005+0.000748362d,+120.003+0.000561258d
2021-01-06 03:15:00 UTC,+120.003+0.000562046d,+120.003+0.000561938d,+160.005+0.000749269d,+160.005+0.000749269d,+200.008+0.00093661d,+160.005+0.000749269d,+200.008+0.00093661d,+360.026+0.00168606d,+240.012+0.00112396d,+200.008+0.000936672d,+200.008+0.000936672d,+200.008+0.000936672d,+400.033+0.00187357d,+200.008+0.000936672d,+360.026+0.00168618d,+160.005+0.000749319d,+240.012+0.00112403d
2021-01-06 03:30:00 UTC,+80.0013+0.000374448d,+80.0013+0.000374423d,+120.003+0.000561648d,+120.003+0.000561648d,+120.003+0.000561648d,+240.012+0.00112338d,+160.005+0.000748882d,+200.008+0.000936126d,+160.005+0.000748882d,+200.008+0.000936284d,+280.016+0.00131086d,+280.016+0.00131086d,+520.055+0.00243482d,+160.005+0.000749009d,+440.039+0.00206013d,+80.0013+0.000374486d,+160.005+0.000749009d
2021-01-06 03:45:00 UTC,+240.012+0.00112391d,+200.008+0.000936765d,+120.003+0.000562031d,+80.0013+0.000374678d,+880.158+0.00412348d,+560.064+0.00262352d,+320.021+0.00149893d,+200.008+0.000936765d,+200.008+0.000936765d,+320.021+0.00149886d,+280.016+0.00131147d,+200.008+0.000936716d,+440.04+0.00206108d,+320.021+0.00149886d,+360.026+0.00168625d,+160.005+0.000749355d,+200.008+0.000936716d
2021-01-06 04:00:00 UTC,+160.005+0.000749132d,+120.003+0.000561872d,+160.005+0.000749181d,+120.003+0.000561872d,+880.158+0.00412231d,+360.026+0.00168586d,+200.008+0.000936499d,+160.005+0.000749181d,+280.016+0.00131116d,+280.016+0.00131117d,+160.005+0.000749187d,+200.008+0.000936506d,+880.158+0.00412234d,+160.005+0.000749187d,+280.016+0.00131117d,+160.005+0.000749187d,+200.008+0.000936506d
2021-01-06 04:15:00 UTC,+80.0013+0.000374603d,+120.003+0.000561917d,+160.005+0.00074924d,+2000.82+0.00937603d,+160.005+0.00074924d,+280.016+0.00131126d,+200.008+0.000936573d,+160.005+0.00074924d,+200.008+0.000936573d,+520.055+0.00243569d,+240.012+0.00112397d,+240.012+0.00112397d,+1280.33+0.00599832d,+320.021+0.0014987d,+360.026+0.00168608d,+280.016+0.00131133d,+320.021+0.0014987d
2021-01-06 04:30:00 UTC,+120.003+0.000563282d,+120.003+0.000563232d,+120.003+0.000563232d,+120.003+0.000563232d,+160.005+0.000750995d,+320.021+0.00150214d,+160.005+0.000750995d,+200.008+0.000938766d,+160.005+0.000750995d,+240.012+0.0011267d,+160.005+0.0007511d,+160.005+0.0007511d,+800.131+0.00375697d,+120.003+0.000563311d,+280.016+0.00131452d,+160.005+0.0007511d,+200.008+0.000938898d
2021-01-06 04:45:00 UTC,+160.005+0.000751022d,+200.008+0.000938814d,+120.003+0.000563261d,+80.0013+0.000375498d,+120.003+0.000563261d,+240.012+0.0011266d,+200.008+0.000938814d,+160.005+0.000751033d,+200.008+0.000938814d,+320.021+0.0015025d,+160.005+0.000751177d,+200.008+0.000938994d,+800.131+0.00375736d,+240.012+0.00112682d,+240.012+0.00112682d,+160.005+0.000751177d,+240.012+0.00112682d
2021-01-06 05:00:00 UTC,+120.003+0.000563356d,+80.0013+0.00037556d,+80.0013+0.00037556d,+160.005+0.000751153d,+80.0013+0.00037556d,+240.012+0.00112678d,+200.008+0.000938964d,+240.012+0.00112678d,+200.008+0.000938964d,+280.016+0.00131492d,+200.008+0.000939186d,+200.008+0.000939186d,+1200.29+0.00563856d,+120.003+0.000563485d,+280.016+0.00131492d,+120.003+0.000563485d,+160.005+0.000751331d
2021-01-06 05:15:00 UTC,+120.003+0.000563317d,+120.003+0.000563138d,+200.008+0.000938612d,+200.008+0.000938612d,+160.005+0.00075087d,+160.005+0.00075087d,+200.008+0.000938612d,+280.016+0.00131412d,+120.003+0.000563138d,+200.008+0.000938951d,+200.008+0.000938951d,+1200.29+0.00563718d,+920.173+0.0043211d,+240.012+0.00112677d,+280.016+0.0013146d,+160.005+0.000751142d,+200.008+0.000938951d
2021-01-06 05:30:00 UTC,+120.003+0.000563333d,+320.021+0.00150246d,+80.0013+0.00037556d,+80.0013+0.00037556d,+120.003+0.000563354d,+240.012+0.00112679d,+360.027+0.00169031d,+560.064+0.00262969d,+320.021+0.00150246d,+160.005+0.000751373d,+280.016+0.001315d,+1200.29+0.0056389d,+1000.2+0.00469851d,+120.003+0.000563516d,+360.027+0.0016908d,+360.027+0.0016908d,+160.005+0.000751373d
2021-01-06 05:45:00 UTC,+120.003+0.000563952d,+1640.55+0.00771937d,+120.003+0.000564302d,+200.008+0.000940551d,+160.005+0.000752422d,+160.005+0.000752422d,+640.084+0.00301058d,+1400.4+0.00658873d,+240.012+0.00112869d,+200.008+0.000940447d,+320.021+0.00150483d,+1160.28+0.00545782d,+1080.24+0.00508117d,+240.012+0.00112856d,+600.074+0.00282204d,+160.005+0.000752338d,+200.008+0.000940447d
2021-01-06 06:00:00 UTC,+1400.4+0.00658614d,+200.008+0.000940113d,+120.003+0.000564039d,+120.003+0.000564039d,+120.003+0.000564039d,+240.012+0.00112816d,+200.008+0.000940113d,+920.173+0.00432644d,+200.008+0.000940113d,+240.012+0.00112853d,+240.012+0.00112853d,+1040.22+0.00489271d,+1200.3+0.00564599d,+240.012+0.00112853d,+440.04+0.00206923d,+160.005+0.000752316d,+320.021+0.00150478d
2021-01-06 06:15:00 UTC,+120.003+0.000564386d,+80.0013+0.000376192d,+120.003+0.000564303d,+120.003+0.000564303d,+160.005+0.000752422d,+200.008+0.000940551d,+240.012+0.00112869d,+1200.3+0.00564679d,+160.005+0.000752422d,+160.005+0.000752818d,+120.003+0.000564599d,+1520.47+0.00715777d,+1440.43+0.00678071d,+200.008+0.000941046d,+360.027+0.00169405d,+1120.26+0.00527284d,+200.008+0.000941046d
2021-01-06 06:30:00 UTC,+120.003+0.000565705d,+120.003+0.000565684d,+160.005+0.000754266d,+120.003+0.000565684d,+160.005+0.000754266d,+400.033+0.00188596d,+160.005+0.000754266d,+1760.64+0.00830519d,+160.005+0.000754266d,+240.012+0.00113176d,+200.008+0.000943109d,+1200.3+0.00566218d,+1240.32+0.00585107d,+200.008+0.000943109d,+320.021+0.00150909d,+920.174+0.00434026d,+160.005+0.000754467d
2021-01-06 06:45:00 UTC,+200.008+0.000945076d,+120.003+0.000567186d,+160.005+0.000756267d,+120.003+0.000567186d,+80.0013+0.000378115d,+120.003+0.000567186d,+280.016+0.00132357d,+1920.76+0.00908509d,+280.016+0.00132357d,+240.012+0.00113497d,+200.008+0.000945786d,+1640.55+0.00776236d,+1560.5+0.00738334d,+160.005+0.00075661d,+560.065+0.00264879d,+960.19+0.00454191d,+200.008+0.000945786d
2021-01-06 07:00:00 UTC,+120.003+0.000567224d,+160.005+0.000756802d,+120.003+0.000567587d,+160.005+0.000756802d,+120.003+0.000567587d,+200.008+0.000946025d,+320.021+0.00151375d,+1800.67+0.00852266d,+1640.55+0.00776432d,+320.021+0.00151419d,+200.008+0.0009463d,+1920.76+0.00909415d,+1640.55+0.00776657d,+200.008+0.0009463d,+320.021+0.00151419d,+1280.34+0.00606037d,+200.008+0.0009463d
2021-01-06 07:15:00 UTC,+80.0013+0.000379879d,+120.003+0.000570084d,+120.003+0.000570084d,+80.0013+0.000380046d,+160.005+0.000760131d,+160.005+0.000760131d,+1280.34+0.00608529d,+1240.32+0.00589498d,+2441.23+0.0116085d,+120.003+0.00057031d,+120.003+0.00057031d,+1960.8+0.00932575d,+1320.36+0.0062781d,+280.016+0.00133086d,+1200.3+0.00570694d,+2561.36+0.0121851d,+160.005+0.000760433d
2021-01-06 07:30:00 UTC,+120.003+0.000570591d,+120.003+0.000571164d,+1640.56+0.00781331d,+120.003+0.000571164d,+120.003+0.000571164d,+240.012+0.00114241d,+1080.24+0.00514355d,+2481.28+0.0118214d,+920.176+0.00438111d,+240.012+0.00114264d,+440.04+0.0020951d,+1280.34+0.00609801d,+1440.43+0.00686095d,+1120.26+0.00533523d,+1440.43+0.00686095d,+1520.48+0.00724247d,+280.016+0.00133311d
2021-01-06 07:45:00 UTC,+160.005+0.000764895d,+80.0013+0.000382841d,+320.021+0.00153161d,+160.005+0.000765725d,+120.003+0.000574278d,+1400.41+0.00670533d,+1000.21+0.00478832d,+2801.64+0.0134224d,+1280.34+0.00613012d,+1160.28+0.00556026d,+1440.43+0.0069036d,+1440.43+0.0069036d,+1160.28+0.00556026d,+1160.28+0.00556026d,+1520.48+0.0072875d,+2841.69+0.0136274d,+1440.43+0.0069036d
2021-01-06 08:00:00 UTC,+120.003+0.000571977d,+200.008+0.000954368d,+120.003+0.000572592d,+120.003+0.000572592d,+120.003+0.000572592d,+960.192+0.00458314d,+1240.32+0.00592093d,+2361.16+0.0112768d,+1720.62+0.00821536d,+1040.23+0.00496861d,+800.133+0.00382143d,+1280.34+0.00611613d,+1320.36+0.00630742d,+920.176+0.00439498d,+1840.71+0.00879502d,+2241.05+0.0107097d,+920.176+0.00439498d
2021-01-06 08:15:00 UTC,+120.003+0.000570915d,+120.003+0.000571352d,+80.0013+0.000380893d,+120.003+0.000571352d,+120.003+0.000571352d,+560.065+0.00266703d,+1680.59+0.00800668d,+2721.54+0.0129716d,+1640.56+0.00781585d,+920.176+0.00438468d,+720.108+0.00343106d,+1360.38+0.00648347d,+800.133+0.00381248d,+1480.45+0.00705607d,+2281.08+0.0108756d,+1600.53+0.00762875d,+480.048+0.00228703d
2021-01-06 08:30:00 UTC,+80.0013+0.000380209d,+80.0013+0.00038046d,+240.012+0.00114149d,+80.0013+0.00038046d,+200.008+0.000951219d,+1680.59+0.00799759d,+840.146+0.00399671d,+1280.34+0.00609189d,+920.175+0.00437756d,+640.085+0.00304674d,+1160.28+0.005524d,+1000.21+0.0047616d,+520.056+0.00247529d,+1240.32+0.00590526d,+2120.93+0.0101016d,+1280.34+0.00609591d,+880.161+0.00418989d
2021-01-06 08:45:00 UTC,+200.008+0.000949074d,+120.003+0.000569556d,+80.0013+0.000379695d,+160.005+0.000759427d,+80.0013+0.000379695d,+1080.24+0.00512907d,+1000.21+0.0047489d,+680.096+0.00322861d,+640.085+0.00303862d,+640.085+0.00304148d,+720.107+0.00342184d,+840.146+0.00399244d,+560.065+0.00266117d,+1320.36+0.00627571d,+2441.23+0.0116086d,+1400.41+0.00665639d,+960.191+0.00456313d
2021-01-06 09:00:00 UTC,+120.003+0.000571264d,+160.005+0.000762098d,+120.003+0.000571559d,+160.005+0.000762098d,+120.003+0.000571559d,+1560.51+0.00743695d,+1120.26+0.00533789d,+1000.21+0.00476561d,+960.191+0.00457487d,+2201.01+0.0105096d,+1760.64+0.00840537d,+2241.04+0.010701d,+520.056+0.00248148d,+920.176+0.00439141d,+2481.28+0.0118493d,+1600.53+0.00764048d,+2281.08+0.0108923d
2021-01-06 09:15:00 UTC,+80.0013+0.000380158d,+120.003+0.000570293d,+160.005+0.000760409d,+560.065+0.00266209d,+80.0013+0.000380186d,+1120.26+0.00532603d,+2361.16+0.0112314d,+800.133+0.00380355d,+600.075+0.00285231d,+1920.77+0.00914917d,+1520.48+0.00724129d,+2841.68+0.0135409d,+440.04+0.00209475d,+1000.21+0.00476246d,+2521.32+0.0120128d,+1760.64+0.0083859d,+2120.93+0.0101035d
2021-01-06 09:30:00 UTC,+160.005+0.000759652d,+120.003+0.000569625d,+200.008+0.000949424d,+760.119+0.00360907d,+200.008+0.000949424d,+1880.73+0.00893392d,+960.191+0.00455939d,+1080.24+0.0051297d,+1040.22+0.00493959d,+1480.45+0.00703888d,+1240.32+0.00589656d,+1360.38+0.00646768d,+520.056+0.00247164d,+2441.23+0.0116116d,+1960.8+0.00932454d,+1280.34+0.00608692d,+1680.58+0.00799107d
2021-01-06 09:45:00 UTC,+120.003+0.000567657d,+120.003+0.000567779d,+640.084+0.00302913d,+160.005+0.000757058d,+80.0013+0.00037851d,+1000.21+0.00473407d,+1840.7+0.00871522d,+920.175+0.00435513d,+1880.73+0.0089049d,+1280.34+0.00606509d,+1000.21+0.00473753d,+1160.28+0.00549608d,+400.033+0.00189431d,+1360.38+0.00644448d,+1920.76+0.00910125d,+1080.24+0.00511679d,+2361.15+0.01119d
2021-01-06 10:00:00 UTC,+160.005+0.000757199d,+160.005+0.000758204d,+600.074+0.00284404d,+1920.76+0.00910838d,+1120.26+0.00531059d,+920.175+0.00436173d,+1320.36+0.00625968d,+1320.36+0.00625968d,+1160.28+0.00550039d,+960.19+0.00455202d,+1640.56+0.00777966d,+1240.32+0.00588072d,+520.056+0.00246501d,+680.095+0.00322379d,+1600.53+0.00758972d,+1320.36+0.00626043d,+1200.3+0.00569088d
2021-01-06 10:15:00 UTC,+120.003+0.000569342d,+120.003+0.000569665d,+120.003+0.000569665d,+160.005+0.000759573d,+920.175+0.00436961d,+1120.26+0.00532019d,+1240.32+0.00589064d,+920.175+0.00436961d,+1320.36+0.006271d,+1560.5+0.00741806d,+1880.73+0.0089415d,+720.107+0.00342193d,+480.048+0.00228095d,+1200.3+0.00570493d,+1640.56+0.00779887d,+1280.34+0.00608556d,+1320.36+0.00627589d
2021-01-06 10:30:00 UTC,+80.0013+0.000380167d,+120.003+0.000570722d,+200.008+0.000951251d,+80.0013+0.000380471d,+840.146+0.00399685d,+1480.45+0.00704487d,+960.191+0.00456816d,+880.161+0.00418728d,+960.191+0.00456816d,+1720.61+0.00819557d,+1400.41+0.00666949d,+880.161+0.00419089d,+600.075+0.00285693d,+1840.7+0.00876801d,+1400.41+0.00666949d,+1200.3+0.00571599d,+1080.24+0.00514401d
2021-01-06 10:45:00 UTC,+120.003+0.000568236d,+120.003+0.000568575d,+80.0013+0.000379041d,+200.008+0.000947671d,+440.04+0.00208518d,+1320.36+0.00625896d,+920.175+0.00436123d,+760.119+0.0036024d,+800.132+0.00379209d,+1440.43+0.00683531d,+1320.36+0.00626524d,+1120.26+0.0053153d,+440.04+0.00208727d,+2160.97+0.0102576d,+1400.41+0.00664528d,+1040.22+0.00493539d,+1080.24+0.00512534d
2021-01-06 11:00:00 UTC,+760.119+0.00360241d,+160.005+0.000758302d,+120.003+0.000568713d,+80.0013+0.000379132d,+120.003+0.000568713d,+1640.56+0.00777973d,+1080.24+0.00512146d,+960.19+0.00455207d,+680.095+0.00322382d,+1800.67+0.00854763d,+1920.76+0.00911815d,+920.175+0.0043664d,+480.048+0.0022775d,+1640.56+0.00778706d,+1600.53+0.00759695d,+720.107+0.00341676d,+800.132+0.00379659d
2021-01-06 11:15:00 UTC,+880.159+0.00415619d,+160.005+0.000755846d,+160.005+0.000755846d,+120.003+0.000566871d,+120.003+0.000566871d,+1960.79+0.00926942d,+1320.36+0.0062402d,+920.174+0.00434815d,+960.19+0.00453732d,+1120.26+0.00529761d,+2241.03+0.0106026d,+1120.26+0.00529761d,+480.047+0.00226951d,+920.174+0.00435107d,+1320.36+0.00624439d,+1160.28+0.00548695d,+960.19+0.00454036d
2021-01-06 11:30:00 UTC,+160.005+0.000756615d,+680.095+0.00321905d,+120.003+0.00056787d,+80.0013+0.00037857d,+160.005+0.000757178d,+1360.38+0.0064408d,+960.19+0.00454532d,+1240.32+0.00587206d,+1080.24+0.00511387d,+1240.32+0.00587658d,+1720.61+0.00815381d,+1120.26+0.00530748d,+440.04+0.0020842d,+1360.38+0.00644576d,+1160.28+0.00549717d,+1720.61+0.00815381d,+1040.22+0.00492813d
2021-01-06 11:45:00 UTC,+160.005+0.000757494d,+1360.38+0.00644848d,+120.003+0.000568547d,+200.008+0.000947625d,+200.008+0.000947625d,+1000.21+0.00474047d,+1040.22+0.00493021d,+960.19+0.00455074d,+800.132+0.00379191d,+1080.24+0.0051241d,+1200.3+0.00569387d,+1640.56+0.00778375d,+480.048+0.00227653d,+800.132+0.00379497d,+1560.5+0.00740368d,+1400.41+0.00664367d,+1840.7+0.00873407d
2021-01-06 12:00:00 UTC,+120.003+0.000567418d,+160.005+0.000757461d,+120.003+0.000568082d,+160.005+0.000757461d,+2120.8+0.00864617d,+2000.83+0.00947905d,+1360.38+0.0064432d,+1360.38+0.0064432d,+640.084+0.00303074d,+1040.22+0.00492691d,+1240.32+0.00587512d,+840.146+0.00397894d,+440.04+0.00208369d,+1120.26+0.00530617d,+1200.3+0.00568546d,+760.119+0.00359981d,+2080.89+0.00986018d
2021-01-06 12:15:00 UTC,+120.003+0.000570342d,+120.003+0.000571034d,+120.003+0.000571034d,+920.176+0.00438011d,+2761.41+0.0117185d,+1280.34+0.00609544d,+880.161+0.00418957d,+760.12+0.00361799d,+1480.45+0.00704873d,+800.133+0.00380919d,+1680.59+0.0080037d,+1040.22+0.00495269d,+640.085+0.00304705d,+2040.86+0.00972095d,+1120.26+0.00533394d,+680.096+0.00323757d,+1280.34+0.00609653d
2021-01-06 12:30:00 UTC,+80.0013+0.000380033d,+120.003+0.00057061d,+280.016+0.00133155d,+480.048+0.00228295d,+2000.68+0.00780733d,+2201+0.0104747d,+1120.26+0.005329d,+880.16+0.00418645d,+760.12+0.0036153d,+960.191+0.00456726d,+1120.26+0.005329d,+800.133+0.00380567d,+440.04+0.00209265d,+1000.21+0.00475768d,+1880.73+0.00894934d,+640.085+0.00304423d,+1000.21+0.00475768d
2021-01-06 12:45:00 UTC,+520.056+0.00246784d,+80.0013+0.000380042d,+2921.77+0.013896d,+200.008+0.000950174d,+1560.39+0.00575939d,+2801.63+0.013324d,+1320.36+0.00627551d,+1080.24+0.00513374d,+640.085+0.00304139d,+2120.93+0.0100795d,+1000.21+0.00475116d,+480.048+0.00227982d,+520.056+0.00246987d,+960.191+0.004561d,+1360.38+0.00646302d,+480.048+0.00227982d,+1360.38+0.00646302d
2021-01-06 13:00:00 UTC,+4363.95+0.020797d,+320.021+0.00152157d,+880.16+0.00418578d,+160.005+0.00076071d,+680.061+0.00207019d,+1360.38+0.00647087d,+920.175+0.00437615d,+1320.36+0.00628039d,+840.146+0.00399542d,+1920.77+0.0091445d,+1640.56+0.00780957d,+720.107+0.00342663d,+440.04+0.00209368d,+840.146+0.00399803d,+1280.34+0.00609391d,+1160.28+0.00552219d,+1960.8+0.00933525d
2021-01-06 13:15:00 UTC,+4724.62+0.0224291d,+1040.22+0.00493222d,+960.19+0.00455259d,+1960.79+0.00930064d,+400.033+0.00189626d,+1280.34+0.00607133d,+800.132+0.00379345d,+3081.96+0.0146255d,+920.175+0.00436279d,+1120.26+0.00531081d,+1200.3+0.00569043d,+640.085+0.00303385d,+480.048+0.00227516d,+1440.43+0.00682953d,+1760.64+0.00834886d,+840.146+0.00398242d,+1880.73+0.00891877d
2021-01-06 13:30:00 UTC,+3482.51+0.0165703d,+1320.36+0.00627866d,+960.191+0.00456528d,+120.003+0.000570356d,+480.048+0.00228195d,+1560.5+0.00742135d,+1240.32+0.00589785d,+1280.34+0.00608825d,+560.065+0.00266241d,+1000.21+0.00475654d,+800.133+0.00380476d,+600.075+0.00285321d,+480.048+0.0022824d,+1440.43+0.0068513d,+1360.38+0.00647035d,+1200.3+0.00570856d,+1680.59+0.00799438d
2021-01-06 13:45:00 UTC,+1040.22+0.00493797d,+1040.22+0.00494074d,+840.146+0.0039901d,+120.003+0.000569752d,+400.033+0.00189953d,+1440.43+0.00684273d,+1160.28+0.00551124d,+2120.93+0.0100783d,+600.074+0.00284965d,+1120.26+0.00532146d,+1000.21+0.00475095d,+600.074+0.00284986d,+440.04+0.00208969d,+1280.34+0.00608228d,+1560.5+0.00741407d,+1000.21+0.00475095d,+1120.26+0.00532146d
2021-01-06 14:00:00 UTC,+1440.43+0.00684815d,+960.191+0.00456739d,+880.16+0.00418656d,+120.003+0.000570626d,+440.04+0.00209271d,+1040.22+0.00494825d,+1480.45+0.00704367d,+1000.21+0.00475781d,+1320.36+0.00628156d,+760.12+0.00361553d,+1160.28+0.00551982d,+600.075+0.00285409d,+520.056+0.00247342d,+1280.34+0.00609129d,+1320.36+0.0062818d,+1000.21+0.00475799d,+800.133+0.00380592d
2021-01-06 14:15:00 UTC,+1960.8+0.00934041d,+920.176+0.00438902d,+880.161+0.00419809d,+120.003+0.000572195d,+480.048+0.0022893d,+5363.23+0.0138459d,+2281.08+0.0108864d,+1000.21+0.00477091d,+2201.01+0.0105039d,+720.108+0.00343055d,+1320.36+0.00629169d,+520.056+0.00247731d,+560.065+0.00266794d,+1280.34+0.00610089d,+1040.22+0.00495623d,+1040.22+0.00495623d,+720.108+0.00343055d
