# file...... 1Meter_645_C_power.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_645_C_24:measured_power,house_meter_645_C_25:measured_power,house_meter_645_C_26:measured_power,house_meter_645_C_27:measured_power,house_meter_645_C_28:measured_power,house_meter_645_C_29:measured_power,house_meter_645_C_30:measured_power,house_meter_645_C_31:measured_power,house_meter_645_C_32:measured_power,house_meter_645_C_33:measured_power,house_meter_645_C_34:measured_power,house_meter_645_C_35:measured_power,house_meter_645_C_36:measured_power,house_meter_645_C_37:measured_power,house_meter_645_C_38:measured_power,house_meter_645_C_39:measured_power,house_meter_645_C_40:measured_power
2021-01-06 03:15:00 UTC,+4363.91+0.0205957d,+600.074+0.00282279d,+4524.2+0.0213164d,+600.074+0.00282279d,+720.106+0.00338759d,+920.174+0.00432913d,+680.095+0.00319932d,+520.055+0.00244629d,+1080.24+0.00508252d,+720.106+0.00338842d,+1360.38+0.00640287d,+1080.24+0.00508376d,+1160.28+0.0054606d,+1680.58+0.00791099d,+1680.58+0.00791099d,+1840.69+0.00866527d,+1440.43+0.00677984d
2021-01-06 03:30:00 UTC,+3682.78+0.0173491d,+520.055+0.00244686d,+2321.1+0.0109289d,+600.074+0.00282344d,+3442.43+0.016216d,+1520.47+0.00715675d,+1680.58+0.00791088d,+1640.55+0.00772233d,+2200.99+0.0103628d,+840.144+0.00394814d,+720.106+0.00338387d,+960.189+0.00451249d,+800.131+0.00376004d,+2000.82+0.00940704d,+520.055+0.00244361d,+400.033+0.00187956d,+520.055+0.00244361d
2021-01-06 03:45:00 UTC,+808.134+0.0037972d,+464.044+0.00218094d,+480.047+0.00225617d,+384.03+0.00180483d,+2993.84+0.0140852d,+2160.96+0.0101633d,+560.064+0.00263233d,+680.095+0.00319663d,+560.064+0.00263233d,+2040.85+0.0096044d,+1120.26+0.00527002d,+1400.4+0.00658866d,+1400.4+0.00658866d,+1280.34+0.00602347d,+1360.38+0.00640026d,+1680.58+0.00790776d,+1640.55+0.00771929d
2021-01-06 04:00:00 UTC,+920.173+0.00432381d,+640.084+0.0030082d,+600.074+0.00282012d,+1800.66+0.0084666d,+560.064+0.00263205d,+960.189+0.00451319d,+1480.45+0.00696005d,+1680.58+0.00790157d,+1560.5+0.00733663d,+680.095+0.00319506d,+1160.28+0.005452d,+440.04+0.00206709d,+1080.24+0.00507575d,+2160.96+0.0101582d,+680.095+0.00319506d,+520.055+0.00244304d,+480.047+0.00225506d
2021-01-06 04:15:00 UTC,+920.173+0.00432092d,+800.131+0.00375933d,+600.074+0.00281915d,+4484.12+0.0211d,+480.047+0.00225516d,+1600.52+0.00752236d,+520.055+0.00244315d,+920.173+0.00432355d,+1120.26+0.0052641d,+1520.47+0.00714705d,+760.118+0.00357186d,+880.159+0.00413614d,+2721.52+0.0127989d,+1280.34+0.00601768d,+1240.31+0.00582948d,+1720.61+0.00808844d,+1280.34+0.00601768d
2021-01-06 04:30:00 UTC,+1080.24+0.00509442d,+3522.55+0.0166313d,+680.095+0.00320724d,+2120.92+0.0100079d,+600.074+0.00282977d,+1200.3+0.00566164d,+1600.53+0.00755072d,+600.074+0.00282977d,+1560.5+0.00736177d,+1200.3+0.00565856d,+1480.45+0.0069801d,+1120.26+0.00528106d,+720.106+0.00339413d,+1480.45+0.0069801d,+1000.21+0.00471489d,+1280.34+0.0060361d,+680.095+0.00320549d
2021-01-06 04:45:00 UTC,+1296.35+0.00612598d,+4051.38+0.0191465d,+2321.11+0.0109615d,+1056.23+0.00498549d,+1064.23+0.00502329d,+1200.3+0.00566584d,+680.095+0.00320961d,+1800.67+0.00850191d,+560.064+0.00264301d,+1080.24+0.00509712d,+1080.24+0.00509712d,+640.084+0.00301969d,+1640.55+0.00774274d,+1720.61+0.00812084d,+1120.26+0.00528603d,+2521.31+0.0119039d,+1080.24+0.00509712d
2021-01-06 05:00:00 UTC,+960.19+0.00453869d,+1440.43+0.00680322d,+4363.92+0.0206359d,+640.084+0.00302216d,+720.107+0.0034001d,+1920.76+0.00907365d,+1920.76+0.00907365d,+600.074+0.0028332d,+2321.11+0.0109667d,+1120.26+0.00528549d,+1800.67+0.0084981d,+1440.43+0.00679697d,+600.074+0.0028306d,+800.132+0.0037746d,+920.174+0.00434111d,+1280.34+0.00604115d,+1040.22+0.00490771d
2021-01-06 05:15:00 UTC,+880.159+0.00414869d,+560.064+0.00263763d,+920.174+0.00433422d,+560.064+0.00263763d,+600.074+0.0028261d,+920.174+0.00433422d,+480.047+0.00226072d,+1520.47+0.00716353d,+720.106+0.00339158d,+600.074+0.00282827d,+680.095+0.00320553d,+1480.45+0.00698019d,+1440.43+0.00679137d,+1920.76+0.00905784d,+1200.3+0.00565863d,+1240.32+0.0058474d,+1840.7+0.00868d
2021-01-06 05:30:00 UTC,+800.131+0.00377291d,+560.064+0.00264104d,+560.064+0.00264104d,+520.056+0.00245233d,+3923.17+0.0185257d,+1320.36+0.00622822d,+1680.58+0.00792858d,+1360.38+0.00641711d,+1560.5+0.00736171d,+1800.67+0.00849509d,+2281.07+0.0107636d,+920.174+0.00433958d,+720.107+0.00339577d,+1000.21+0.00471717d,+1600.53+0.00755026d,+1360.38+0.00641677d,+1520.47+0.00717239d
2021-01-06 05:45:00 UTC,+1392.4+0.00656821d,+440.04+0.0020755d,+504.052+0.00237748d,+368.028+0.00173579d,+2793.6+0.0131891d,+1680.58+0.0079307d,+1240.32+0.00585202d,+640.084+0.00301928d,+440.04+0.0020755d,+1040.22+0.00490814d,+560.064+0.00264206d,+1360.38+0.0064196d,+1000.21+0.00471925d,+2321.11+0.0109576d,+1080.24+0.00509704d,+880.159+0.00415263d,+520.056+0.00245328d
2021-01-06 06:00:00 UTC,+4724.6+0.022338d,+720.107+0.00339602d,+680.095+0.00320727d,+520.056+0.00245238d,+680.095+0.00320727d,+1080.24+0.00509516d,+1400.4+0.00660615d,+1320.36+0.00622835d,+1560.5+0.00736186d,+1360.38+0.00642107d,+1520.48+0.0071772d,+680.095+0.00320919d,+1400.4+0.00661008d,+1760.64+0.00831167d,+1120.26+0.00528715d,+1680.58+0.00793347d,+1640.55+0.00774439d
2021-01-06 06:15:00 UTC,+2441.23+0.0115368d,+680.095+0.00320917d,+600.074+0.00283148d,+3001.85+0.0141784d,+640.084+0.00302032d,+1400.4+0.00661006d,+1440.43+0.00679909d,+520.056+0.00245383d,+520.056+0.00245383d,+600.074+0.0028303d,+560.064+0.00264155d,+800.132+0.0037742d,+1400.4+0.0066073d,+1120.26+0.00528493d,+880.159+0.00415183d,+760.119+0.0035854d,+440.04+0.00207535d
2021-01-06 06:30:00 UTC,+960.19+0.00454461d,+520.056+0.00246381d,+600.074+0.002843d,+4484.16+0.021279d,+1400.4+0.00663697d,+1640.56+0.0077759d,+2080.89+0.00986481d,+1520.48+0.00720639d,+2361.15+0.0111947d,+1640.56+0.00777489d,+2241.04+0.0106233d,+1240.32+0.00587712d,+1720.61+0.00815456d,+1880.73+0.00891401d,+1200.3+0.00568739d,+2521.31+0.0119533d,+1480.45+0.00701567d
2021-01-06 06:45:00 UTC,+712.105+0.00337486d,+360.027+0.00170618d,+424.037+0.00200958d,+480.048+0.00227508d,+896.166+0.00424791d,+880.16+0.00417201d,+1520.48+0.00720906d,+1000.21+0.00474127d,+1240.32+0.00588005d,+2321.11+0.0110112d,+2040.86+0.00968062d,+400.033+0.00189623d,+480.048+0.00227559d,+800.132+0.0037934d,+1040.22+0.00493215d,+480.048+0.00227559d,+440.04+0.0020859d
2021-01-06 07:00:00 UTC,+920.175+0.0043716d,+480.048+0.00228067d,+440.04+0.00209057d,+560.065+0.00266092d,+680.096+0.00323135d,+2601.4+0.0123699d,+1920.76+0.00913086d,+2000.83+0.00951179d,+3282.23+0.0156118d,+1280.34+0.00609054d,+2281.08+0.0108555d,+1800.67+0.00856759d,+2201+0.0104741d,+2841.67+0.0135265d,+2561.36+0.0121908d,+2000.83+0.00952073d,+2000.83+0.00952073d
2021-01-06 07:15:00 UTC,+960.191+0.00457601d,+440.04+0.00209641d,+480.048+0.00228704d,+600.075+0.00285902d,+640.085+0.0030497d,+1960.8+0.00934739d,+1200.3+0.00572018d,+1640.56+0.00781972d,+1440.43+0.00686524d,+2000.83+0.00954442d,+1400.41+0.00667859d,+1000.21+0.00476923d,+1280.34+0.00610569d,+2241.04+0.0106914d,+1720.62+0.00820677d,+1160.28+0.00553286d,+960.191+0.00457835d
2021-01-06 07:30:00 UTC,+1240.32+0.00592988d,+520.056+0.00248532d,+1840.71+0.00880147d,+520.056+0.00248532d,+640.085+0.00305908d,+2241.05+0.0107175d,+1480.46+0.00707785d,+2281.08+0.0109092d,+2000.83+0.00956777d,+600.075+0.00286912d,+1320.36+0.00631491d,+1400.41+0.00669796d,+2401.2+0.0114894d,+2160.97+0.0103389d,+2241.05+0.0107224d,+1840.71+0.00880546d,+1960.8+0.00938043d
2021-01-06 07:45:00 UTC,+1496.47+0.00719063d,+3330.33+0.0160314d,+3482.54+0.0167652d,+400.034+0.0019233d,+696.101+0.00334717d,+3081.99+0.0148344d,+2441.25+0.0117472d,+1560.51+0.00750636d,+1440.43+0.00692842d,+2281.09+0.0109727d,+1840.71+0.00885267d,+2040.87+0.00981615d,+2201.01+0.0105871d,+2681.51+0.0129009d,+1800.68+0.00866d,+1040.23+0.00500116d,+1040.23+0.00500116d
2021-01-06 08:00:00 UTC,+1720.62+0.0082474d,+4123.55+0.0197753d,+1960.8+0.0093949d,+920.177+0.00440698d,+4684.59+0.0224711d,+1040.23+0.00498217d,+1600.53+0.00766757d,+720.108+0.00344851d,+1440.43+0.00690012d,+2681.5+0.0128523d,+1600.53+0.00766779d,+3841.69+0.0101111d,+2641.46+0.0126601d,+1040.23+0.00498232d,+1200.3+0.0057494d,+1760.65+0.00843542d,+1880.74+0.00901124d
2021-01-06 08:15:00 UTC,+1880.74+0.00898266d,+1680.59+0.00802928d,+1280.34+0.00611602d,+1400.41+0.0066899d,+5486.27+0.0262532d,+2080.9+0.00994351d,+1320.36+0.0063073d,+1880.74+0.00898628d,+1520.48+0.00726386d,+2641.45+0.0126289d,+1400.41+0.00669197d,+4482.33+0.0119588d,+920.176+0.00439626d,+2921.78+0.0139708d,+1320.36+0.00630926d,+3682.83+0.0176155d,+920.176+0.00439626d
2021-01-06 08:30:00 UTC,+1880.74+0.00897383d,+1800.67+0.00858745d,+1200.3+0.00572282d,+1240.32+0.00591373d,+1840.7+0.0087785d,+1920.77+0.00916063d,+1680.59+0.00801435d,+560.065+0.00266958d,+1960.8+0.00935171d,+2361.16+0.0112676d,+880.161+0.00419761d,+2120.53+0.00570958d,+1960.8+0.00935552d,+2080.9+0.00992905d,+1360.38+0.00648915d,+2761.59+0.0131807d,+840.147+0.00400671d
2021-01-06 08:45:00 UTC,+1304.35+0.0062064d,+1304.35+0.00620384d,+904.169+0.00429975d,+1384.4+0.00658477d,+1384.4+0.00658477d,+1160.28+0.00551826d,+1440.43+0.00685145d,+1640.56+0.00780401d,+2080.9+0.00990048d,+760.12+0.00361491d,+1520.48+0.00723324d,+1200.3+0.00570932d,+1280.34+0.00609024d,+1920.76+0.009139d,+1000.21+0.00475717d,+3322.29+0.0158167d,+880.16+0.004186d
2021-01-06 09:00:00 UTC,+2481.28+0.0118647d,+1640.56+0.00783846d,+960.192+0.00458642d,+4283.82+0.0204903d,+1560.51+0.00745572d,+2080.9+0.00994419d,+1600.53+0.00764708d,+1040.23+0.00496887d,+1640.56+0.00783846d,+1640.56+0.0078323d,+600.075+0.00286361d,+1640.56+0.0078323d,+2040.87+0.00974505d,+1920.77+0.00917112d,+1760.64+0.00840602d,+480.048+0.00229072d,+560.065+0.00267264d
2021-01-06 09:15:00 UTC,+5606.54+0.0267728d,+1600.53+0.00762975d,+1120.26+0.00533922d,+5365.99+0.0256198d,+1560.51+0.00743882d,+2321.12+0.0110681d,+1240.32+0.00591173d,+1400.41+0.0066752d,+1520.48+0.0072479d,+1520.48+0.00724543d,+3202.13+0.0152695d,+1040.22+0.00495591d,+1360.38+0.0064821d,+880.161+0.00419305d,+2000.83+0.00953631d,+2201.01+0.0104912d,+2120.93+0.0101092d
2021-01-06 09:30:00 UTC,+3282.23+0.0156296d,+1480.45+0.0070403d,+1120.26+0.0053266d,+2000.83+0.009517d,+1400.41+0.00665941d,+2040.86+0.00970758d,+1600.53+0.00761171d,+1560.5+0.00742123d,+960.191+0.0045652d,+1760.64+0.00838142d,+1320.36+0.00628434d,+5202.82+0.0124486d,+1520.48+0.00723741d,+2521.32+0.0120064d,+2881.72+0.0137246d,+800.133+0.00380746d,+1040.22+0.00495043d
2021-01-06 09:45:00 UTC,+1640.56+0.00777199d,+1224.31+0.00580069d,+944.184+0.00447296d,+1864.72+0.00883724d,+1360.38+0.00644576d,+2681.48+0.0127123d,+1720.61+0.0081538d,+600.074+0.00284238d,+2401.19+0.0113822d,+2080.89+0.00986389d,+2281.07+0.0108137d,+2320.88+0.00866793d,+1880.73+0.00891433d,+1200.3+0.0056876d,+360.027+0.00170539d,+2321.11+0.0110037d,+1040.22+0.00492876d
2021-01-06 10:00:00 UTC,+2120.93+0.0100845d,+1680.58+0.00798341d,+3001.87+0.0142678d,+2321.12+0.0110291d,+1600.53+0.00760287d,+2120.93+0.0100771d,+2401.19+0.01141d,+480.048+0.00227927d,+2080.9+0.00988668d,+920.175+0.00436793d,+1000.21+0.00474798d,+3561.59+0.0102594d,+1360.38+0.0064587d,+2441.23+0.0115955d,+1320.36+0.00626859d,+1560.5+0.00740943d,+1240.32+0.00588838d
2021-01-06 10:15:00 UTC,+2601.41+0.0124142d,+1280.34+0.0061002d,+5887.21+0.0281035d,+1800.67+0.00858119d,+1760.64+0.00839029d,+1480.45+0.00705424d,+1000.21+0.00476495d,+600.075+0.00285826d,+1880.73+0.00896302d,+1760.64+0.00839326d,+2481.28+0.0118322d,+4722.47+0.0119994d,+4123.53+0.0196768d,+1640.56+0.0078204d,+440.04+0.00209659d,+1640.56+0.0078204d,+760.12+0.0036221d
2021-01-06 10:30:00 UTC,+2000.83+0.00955033d,+3322.3+0.0158842d,+3081.98+0.0147338d,+1760.65+0.00841234d,+4844.89+0.0231786d,+2201.01+0.0105183d,+1120.26+0.00535117d,+3322.3+0.0158842d,+1160.28+0.00554242d,+4482.44+0.0125141d,+520.056+0.00248029d,+3361.7+0.0115944d,+960.192+0.00458025d,+1160.28+0.00553516d,+1440.43+0.00687244d,+1400.41+0.00668137d,+560.065+0.00267115d
2021-01-06 10:45:00 UTC,+1744.63+0.00829277d,+7814.36+0.0186847d,+1128.26+0.00536862d,+1256.33+0.0059783d,+2689.5+0.0128057d,+2040.86+0.00971471d,+1440.43+0.00685488d,+1840.7+0.0087612d,+1800.67+0.00857052d,+6966.39+0.0210499d,+1800.67+0.00856477d,+1160.14+0.00278786d,+1720.61+0.00818371d,+2641.45+0.0125682d,+280.016+0.00133104d,+1360.38+0.00646939d,+520.056+0.0024723d
2021-01-06 11:00:00 UTC,+1760.64+0.00838764d,+5563.87+0.0159827d,+1480.45+0.00704294d,+1120.26+0.0053286d,+1360.38+0.0064714d,+1760.64+0.00837684d,+1680.59+0.00799568d,+2000.83+0.00952056d,+1040.22+0.00494774d,+5844.72+0.0185326d,+720.107+0.00342298d,+1360.38+0.00646819d,+680.096+0.00323273d,+800.133+0.0038035d,+800.133+0.0038035d,+1840.7+0.0087537d,+1320.36+0.0062778d
2021-01-06 11:15:00 UTC,+1560.5+0.00740657d,+3881.66+0.00982304d,+1360.38+0.00644935d,+1240.32+0.00587985d,+1200.3+0.00569004d,+2040.86+0.0096781d,+1760.64+0.00834829d,+2401.19+0.0113885d,+2281.07+0.0108183d,+4002.21+0.012697d,+5283.18+0.0138182d,+1000.21+0.00474225d,+1720.61+0.00816032d,+2080.89+0.0098705d,+800.132+0.00379333d,+1920.76+0.00911033d,+640.085+0.00303437d
2021-01-06 11:30:00 UTC,+1920.76+0.009139d,+1520.41+0.00616887d,+1440.43+0.00683846d,+2881.72+0.0136892d,+1280.34+0.00607803d,+960.191+0.00455762d,+720.107+0.0034177d,+3322.28+0.0157849d,+1000.21+0.00474764d,+3080.99+0.00738207d,+2960.93+0.007221d,+2681.49+0.0127422d,+1320.36+0.00627071d,+2000.83+0.0095051d,+880.16+0.00417933d,+1960.8+0.00931476d,+440.04+0.0020891d
2021-01-06 11:45:00 UTC,+1704.6+0.00811165d,+896.166+0.00426307d,+1272.34+0.00605345d,+4235.72+0.0201773d,+1048.23+0.00498674d,+2801.63+0.0133379d,+1680.59+0.00799715d,+4123.53+0.0196419d,+1560.5+0.00742537d,+760.12+0.00361552d,+5084+0.0180646d,+2681.49+0.0127647d,+1120.26+0.00532933d,+1640.56+0.00780618d,+1720.61+0.00818738d,+3441.75+0.0116705d,+920.175+0.00437712d
2021-01-06 12:00:00 UTC,+1920.76+0.00912724d,+6205.9+0.0218248d,+1520.48+0.00722722d,+2321.12+0.0110365d,+1200.3+0.00570456d,+1080.24+0.00513372d,+1960.8+0.00932186d,+4163.59+0.0198123d,+840.146+0.0039923d,+2560.69+0.00618616d,+4602.38+0.0118596d,+1760.64+0.00837306d,+2281.08+0.0108504d,+1800.67+0.00856357d,+2120.93+0.010088d,+5042.85+0.0129886d,+1320.36+0.00627808d
2021-01-06 12:15:00 UTC,+5686.75+0.0272524d,+5002.98+0.0136673d,+1560.51+0.00745844d,+1640.56+0.00784132d,+1200.3+0.00573597d,+1480.46+0.0070756d,+2961.83+0.0141643d,+3923.21+0.0187694d,+1800.68+0.00860718d,+7726.94+0.0206238d,+3641.89+0.0118988d,+1480.46+0.00707831d,+1280.34+0.00612101d,+840.147+0.00401581d,+520.056+0.00248548d,+5563.25+0.0134056d,+520.056+0.00248548d
2021-01-06 12:30:00 UTC,+3402.41+0.0162687d,+3641.44+0.00908291d,+1560.51+0.00745292d,+1240.32+0.00592293d,+920.176+0.00439356d,+1640.56+0.00783551d,+4322.3+0.0122095d,+3722.89+0.0177964d,+1040.23+0.004967d,+3561.9+0.0122672d,+6886.37+0.0212213d,+2801.64+0.0134001d,+2721.54+0.0130166d,+1840.71+0.00880052d,+1760.65+0.00841747d,+2761.5+0.0124649d,+760.12+0.00363254d
2021-01-06 12:45:00 UTC,+1000.21+0.00476949d,+776.102+0.00301701d,+1808.68+0.0086298d,+848.149+0.00404518d,+1760.64+0.00840044d,+1120.26+0.0053436d,+7286.65+0.0209643d,+3522.58+0.0168194d,+1760.64+0.00840044d,+1680.49+0.00663408d,+4242.74+0.0148039d,+2881.73+0.0137512d,+1920.77+0.00916197d,+1040.22+0.00496001d,+1000.21+0.00476912d,+2601.36+0.0120361d,+1760.64+0.00839764d
2021-01-06 13:00:00 UTC,+1320.36+0.00631231d,+1280.34+0.00613015d,+5125.49+0.0245798d,+1120.26+0.00536334d,+4684.58+0.0224612d,+2361.16+0.0113101d,+6204.2+0.0155586d,+3602.71+0.0172661d,+1920.77+0.00919891d,+560.065+0.00267761d,+4882.5+0.011771d,+2761.59+0.013215d,+2321.12+0.0111052d,+1880.74+0.00899654d,+2441.24+0.0116805d,+4562.17+0.0109373d,+760.12+0.00363435d
2021-01-06 13:15:00 UTC,+1880.73+0.00894545d,+1960.8+0.00933558d,+2681.49+0.0127707d,+720.107+0.00342675d,+2040.86+0.0097171d,+1600.53+0.00761917d,+4041.7+0.00965343d,+3883.13+0.0185028d,+1240.32+0.00590353d,+600.075+0.00285492d,+1840.62+0.00769347d,+3282.23+0.015633d,+1600.53+0.00761785d,+2241.04+0.0106692d,+1560.5+0.00742722d,+5523.23+0.0134424d,+600.075+0.00285492d
2021-01-06 13:30:00 UTC,+3402.41+0.0162619d,+5165.56+0.02473d,+4002.09+0.0119706d,+960.192+0.00458884d,+960.192+0.00458884d,+2401.2+0.0114824d,+2160.9+0.00959559d,+4123.54+0.0197328d,+1160.28+0.00554554d,+1600.53+0.00764688d,+1120.26+0.00535121d,+2000.83+0.00956099d,+2561.37+0.0122424d,+960.192+0.00458629d,+2120.47+0.00506839d,+5363.05+0.0130635d,+2281.08+0.0109014d
2021-01-06 13:45:00 UTC,+2377.17+0.0113419d,+2665.48+0.0127292d,+5981.84+0.0224323d,+664.092+0.00316878d,+688.098+0.00328336d,+2201.01+0.0105091d,+2361.16+0.0112745d,+3001.87+0.0143377d,+960.192+0.00458222d,+1440.43+0.00688008d,+1360.38+0.00649753d,+3482.53+0.0166481d,+2160.97+0.0103248d,+2080.9+0.00994188d,+4362.32+0.01221d,+5483.15+0.0131736d,+1760.64+0.00841068d
2021-01-06 14:00:00 UTC,+2641.46+0.0126486d,+1280.34+0.00612956d,+6325.99+0.0217542d,+7606.24+0.0188409d,+760.12+0.00363824d,+1360.39+0.00651298d,+1480.46+0.00708819d,+3762.96+0.0180336d,+1360.39+0.00651298d,+1160.28+0.00554415d,+2281.08+0.0109048d,+1960.8+0.00937239d,+2321.12+0.0110964d,+600.075+0.00286666d,+3801.91+0.0115139d,+920.162+0.00403075d,+1080.24+0.00516154d
