# file...... Meter_633_C_Power.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_633_C:measured_power,xfmr_meter_633_C_1:measured_power,xfmr_meter_633_C_2:measured_power,xfmr_meter_633_C_3:measured_power,xfmr_meter_633_C_4:measured_power,xfmr_meter_633_C_5:measured_power,house_meter_633_C_1:measured_power,house_meter_633_C_2:measured_power,house_meter_633_C_3:measured_power,house_meter_633_C_4:measured_power,house_meter_633_C_5:measured_power,house_meter_633_C_6:measured_power,house_meter_633_C_7:measured_power,house_meter_633_C_8:measured_power,house_meter_633_C_9:measured_power,house_meter_633_C_10:measured_power,house_meter_633_C_11:measured_power,house_meter_633_C_12:measured_power,house_meter_633_C_13:measured_power,house_meter_633_C_14:measured_power,house_meter_633_C_15:measured_power,house_meter_633_C_16:measured_power,house_meter_633_C_17:measured_power,house_meter_633_C_18:measured_power,house_meter_633_C_19:measured_power,house_meter_633_C_20:measured_power,house_meter_633_C_21:measured_power,house_meter_633_C_22:measured_power,house_meter_633_C_23:measured_power
2021-01-06 02:30:00 UTC,+59403+233.238j,+5085.11+5.38857j,+5566.15+6.46848j,+2600.98+1.26582j,+18347.1+70.3935j,+27803.1+149.194j,+200.008+0.000937961d,+360.026+0.00168849d,+480.047+0.00225149d,+360.026+0.00168849d,+320.021+0.00150085d,+440.04+0.00206381d,+560.064+0.00262687d,+2361.14+0.0110826d,+400.033+0.00187632d,+360.026+0.00168864d,+360.026+0.00168864d,+360.026+0.00168864d,+2601.38+0.0122125d,+560.064+0.0026271d,+640.084+0.00300255d,+280.016+0.00131332d,+280.016+0.00131261d,+280.016+0.00131261d,+360.026+0.00168772d,+400.033+0.00187529d,+440.04+0.00206287d,+280.016+0.00131261d,+320.021+0.00150016d
2021-01-06 02:45:00 UTC,+42789.5+134.266j,+3361.68+2.13226j,+3361.65+2.12071j,+2360.8+1.03949j,+9696.16+18.6117j,+24008.9+110.048j,+320.021+0.00149905d,+280.016+0.00131163d,+320.021+0.00149905d,+320.021+0.00149905d,+400.033+0.0018739d,+520.055+0.00243625d,+440.04+0.00206134d,+760.118+0.00356119d,+360.026+0.00168647d,+440.04+0.00206134d,+320.021+0.00149905d,+280.016+0.00131163d,+480.047+0.00224879d,+640.084+0.00299868d,+520.055+0.00243625d,+320.021+0.00149905d,+280.016+0.00131139d,+320.021+0.00149877d,+360.026+0.00168616d,+280.016+0.00131139d,+320.021+0.00149877d,+240.012+0.00112402d,+320.021+0.00149877d
2021-01-06 03:00:00 UTC,+39155+85.6588j,+4724.03+4.4958j,+4122.58+3.22895j,+2761.11+1.42686j,+12394.2+33.5125j,+15152.9+42.8015j,+240.012+0.00112409d,+280.016+0.00131147d,+320.021+0.00149886d,+320.021+0.00149886d,+400.033+0.00187367d,+1880.72+0.00881422d,+520.055+0.00243594d,+760.118+0.00356075d,+360.026+0.00168607d,+1040.22+0.0048729d,+400.033+0.00187346d,+360.026+0.00168607d,+520.055+0.00243567d,+520.055+0.00243567d,+640.084+0.00299797d,+280.016+0.00131132d,+400.033+0.00187299d,+400.033+0.00187299d,+440.039+0.00206034d,+240.012+0.00112368d,+240.012+0.00112368d,+440.039+0.00206034d,+280.016+0.001311d
2021-01-06 03:15:00 UTC,+39590.6+87.3681j,+3361.7+2.1418j,+5765.5+6.50034j,+2641+1.3021j,+10941.3+24.0158j,+16880.9+53.2029j,+240.012+0.00112538d,+280.016+0.00131297d,+480.047+0.00225108d,+280.016+0.00131297d,+320.021+0.00150057d,+560.064+0.00262639d,+440.04+0.00206344d,+760.118+0.00356483d,+360.026+0.00168894d,+1360.38+0.00638434d,+1640.55+0.00770009d,+320.021+0.00150124d,+440.04+0.00206436d,+520.055+0.00243981d,+840.144+0.00394201d,+280.016+0.00131355d,+280.016+0.0013128d,+360.026+0.00168796d,+360.026+0.00168796d,+280.016+0.0013128d,+280.016+0.0013128d,+400.033+0.00187556d,+320.021+0.00150038d
2021-01-06 03:30:00 UTC,+48865.7+169.502j,+3441.77+2.23908j,+4643.76+4.29309j,+2320.77+1.00641j,+12912.2+34.4507j,+25546.8+127.127j,+320.021+0.00150033d,+200.008+0.000937635d,+320.021+0.00150033d,+520.055+0.00243833d,+360.026+0.00168791d,+400.033+0.0018755d,+640.084+0.00300124d,+680.094+0.0031889d,+400.033+0.00187592d,+440.04+0.00206356d,+320.021+0.00150066d,+320.021+0.00150066d,+480.047+0.00225121d,+640.084+0.00300191d,+1760.63+0.00826092d,+280.016+0.00131304d,+200.008+0.000937442d,+360.026+0.00168756d,+320.021+0.00150002d,+320.021+0.00150002d,+240.012+0.00112496d,+280.016+0.00131248d,+280.016+0.00131248d
2021-01-06 03:45:00 UTC,+56090.3+253.546j,+3201.59+1.96047j,+3241.53+1.97145j,+2520.92+1.19063j,+14363.2+43.9756j,+32762.4+203.86j,+160.005+0.000750515d,+200.008+0.000938167d,+320.021+0.00150118d,+320.021+0.00150118d,+360.026+0.00168887d,+560.064+0.00262745d,+480.047+0.00225199d,+800.131+0.00375405d,+360.026+0.00168888d,+360.026+0.00168888d,+320.021+0.00150119d,+320.021+0.00150119d,+440.04+0.00206429d,+600.074+0.00281521d,+520.055+0.00243973d,+320.021+0.00150119d,+320.021+0.00150099d,+320.021+0.00150099d,+360.026+0.00168865d,+400.033+0.00187633d,+400.033+0.00187633d,+240.012+0.00112569d,+280.016+0.00131333d
2021-01-06 04:00:00 UTC,+42898.4+121.893j,+3561.88+2.39199j,+3682+2.55385j,+2560.94+1.22286j,+11223+25.4979j,+21870.2+89.9403j,+320.021+0.00150038d,+280.016+0.0013128d,+480.047+0.00225079d,+360.026+0.00168797d,+360.026+0.00168797d,+400.033+0.00187557d,+640.084+0.00300135d,+720.106+0.00337668d,+440.04+0.00206322d,+520.055+0.00243847d,+320.021+0.00150041d,+280.016+0.00131283d,+520.055+0.00243847d,+680.094+0.00318908d,+640.084+0.00300141d,+280.016+0.00131283d,+360.026+0.00168766d,+360.026+0.00168766d,+320.021+0.0015001d,+320.021+0.0015001d,+320.021+0.0015001d,+280.016+0.00131256d,+320.021+0.0015001d
2021-01-06 04:15:00 UTC,+59177+262.882j,+3521.85+2.34503j,+4643.63+4.23987j,+2681.03+1.3432j,+15527.5+50.1835j,+32802.4+204.159j,+240.012+0.00112563d,+240.012+0.00112563d,+480.047+0.00225159d,+440.04+0.00206391d,+360.026+0.00168857d,+560.064+0.00262699d,+440.04+0.00206391d,+760.118+0.00356563d,+1640.55+0.0077d,+360.026+0.00168892d,+360.026+0.00168892d,+360.026+0.00168892d,+400.033+0.00187662d,+600.074+0.00281528d,+560.064+0.00262753d,+360.026+0.00168892d,+440.04+0.00206359d,+360.026+0.00168831d,+320.021+0.00150068d,+240.012+0.00112546d,+320.021+0.00150068d,+360.026+0.00168831d,+320.021+0.00150068d
2021-01-06 04:30:00 UTC,+41413.3+118.591j,+3201.56+1.95212j,+3361.66+2.12892j,+2681.04+1.3461j,+9776.4+18.9526j,+22392.3+93.9294j,+240.012+0.00112799d,+280.016+0.00131602d,+280.016+0.00131602d,+280.016+0.00131602d,+360.027+0.00169211d,+400.033+0.00188017d,+640.084+0.00300871d,+720.106+0.00338497d,+320.021+0.00150411d,+400.033+0.00188022d,+280.016+0.00131606d,+320.021+0.00150411d,+480.047+0.00225638d,+600.074+0.00282068d,+600.074+0.00282068d,+360.027+0.00169216d,+320.021+0.00150392d,+280.016+0.00131589d,+400.033+0.00187999d,+240.012+0.00112788d,+360.027+0.00169195d,+400.033+0.00187999d,+320.021+0.00150392d
2021-01-06 04:45:00 UTC,+48646.3+146.967j,+3922.31+2.9195j,+5164.66+5.3229j,+2681.07+1.35855j,+15891.7+53.4496j,+20986.2+83.5813j,+280.016+0.00131653d,+800.131+0.0037627d,+440.04+0.00206903d,+280.016+0.00131653d,+360.027+0.00169276d,+520.055+0.00244534d,+480.047+0.00225718d,+760.118+0.00357448d,+360.027+0.00169315d,+440.04+0.0020695d,+360.027+0.00169315d,+1960.79+0.00922733d,+480.047+0.0022577d,+640.084+0.00301056d,+600.074+0.00282233d,+320.021+0.00150498d,+240.012+0.00112816d,+320.021+0.00150429d,+360.027+0.00169237d,+360.027+0.00169237d,+600.074+0.00282103d,+280.016+0.00131622d,+240.012+0.00112816d
2021-01-06 05:00:00 UTC,+40275+93.0271j,+3802.18+2.74749j,+5204.69+5.39044j,+2440.86+1.11767j,+11102+24.7976j,+17725.1+58.7552j,+240.012+0.00112837d,+760.118+0.00357431d,+320.021+0.00150457d,+320.021+0.00150457d,+360.027+0.00169268d,+440.04+0.00206893d,+640.084+0.00300972d,+720.106+0.0033861d,+360.027+0.00169312d,+480.047+0.00225765d,+280.016+0.0013168d,+400.033+0.00188129d,+1920.76+0.00903862d,+800.131+0.0037635d,+520.055+0.00244585d,+440.04+0.00206947d,+240.012+0.00112809d,+400.033+0.00188033d,+360.027+0.00169225d,+320.021+0.00150419d,+360.027+0.00169225d,+240.012+0.00112809d,+240.012+0.00112809d
2021-01-06 05:15:00 UTC,+46393.2+134.748j,+3762.11+2.67813j,+4844.23+4.73481j,+2480.89+1.15297j,+14360.6+42.9632j,+20945.1+82.9087j,+280.016+0.00131605d,+600.074+0.00282066d,+360.027+0.00169214d,+320.021+0.00150409d,+360.027+0.00169214d,+520.055+0.00244445d,+520.055+0.00244445d,+800.131+0.00376134d,+320.021+0.00150439d,+440.04+0.00206869d,+320.021+0.00150439d,+320.021+0.00150439d,+480.047+0.00225681d,+1920.76+0.00903525d,+760.118+0.0035739d,+280.016+0.00131631d,+280.016+0.00131573d,+360.027+0.00169174d,+280.016+0.00131573d,+360.027+0.00169174d,+360.027+0.00169174d,+320.021+0.00150373d,+320.021+0.00150373d
2021-01-06 05:30:00 UTC,+47517.5+144.854j,+6126.18+7.33763j,+3601.88+2.43373j,+2560.94+1.22773j,+11464.2+26.7263j,+23763.9+106.789j,+240.012+0.0011288d,+1360.38+0.00640092d,+400.033+0.00188151d,+360.027+0.00169332d,+1760.64+0.00828559d,+600.074+0.00282262d,+560.064+0.00263438d,+840.145+0.00395225d,+400.033+0.00188064d,+360.027+0.00169253d,+320.021+0.00150443d,+480.047+0.00225687d,+440.04+0.00206875d,+600.074+0.0028213d,+560.064+0.00263315d,+440.04+0.00206875d,+360.027+0.00169221d,+320.021+0.00150415d,+280.016+0.00131609d,+240.012+0.00112805d,+320.021+0.00150415d,+320.021+0.00150415d,+400.033+0.00188027d
2021-01-06 05:45:00 UTC,+44385.8+131.913j,+3882.29+2.87267j,+5084.33+5.08748j,+2681.04+1.35061j,+9133.85+16.3724j,+23604+105.919j,+200.008+0.000941394d,+760.118+0.00357854d,+360.027+0.00169468d,+320.021+0.00150634d,+360.027+0.00169468d,+480.047+0.00225974d,+600.074+0.00282488d,+800.131+0.00376697d,+280.016+0.00131831d,+440.04+0.00207184d,+320.021+0.00150668d,+400.033+0.00188344d,+480.047+0.00226024d,+680.095+0.0032024d,+760.119+0.00357933d,+1720.61+0.00810539d,+440.04+0.00207091d,+280.016+0.00131772d,+440.04+0.00207091d,+320.021+0.00150601d,+240.012+0.00112945d,+320.021+0.00150601d,+280.016+0.00131772d
2021-01-06 06:00:00 UTC,+47491.8+144.116j,+5245.01+5.57705j,+3681.97+2.54866j,+2360.81+1.04819j,+17633.4+69.7393j,+18570.3+64.8854j,+280.016+0.00131841d,+600.074+0.00282572d,+320.021+0.00150679d,+200.008+0.000941673d,+360.027+0.00169518d,+560.064+0.00263727d,+2080.89+0.00980477d,+840.145+0.00395659d,+400.033+0.00188304d,+480.047+0.00225975d,+280.016+0.00131803d,+400.033+0.00188304d,+440.04+0.00207139d,+640.084+0.0030133d,+520.055+0.00244813d,+520.055+0.00244813d,+200.008+0.000941171d,+320.021+0.00150599d,+360.027+0.00169428d,+320.021+0.00150599d,+200.008+0.000941171d,+360.027+0.00169428d,+240.012+0.00112943d
2021-01-06 06:15:00 UTC,+49894.7+162.99j,+5164.01+5.06785j,+5204.59+5.35551j,+2400.84+1.08384j,+11864.9+28.2586j,+25259.9+122.845j,+520.055+0.00244993d,+840.145+0.00395836d,+720.106+0.00339263d,+600.074+0.00282698d,+320.021+0.00150746d,+520.055+0.00244993d,+480.047+0.00226142d,+1160.28+0.00546738d,+320.021+0.00150747d,+440.04+0.00207293d,+1840.7+0.0086761d,+400.033+0.00188443d,+440.04+0.00207293d,+640.084+0.00301554d,+720.106+0.00339265d,+400.033+0.00188443d,+240.012+0.00112996d,+400.033+0.00188346d,+360.027+0.00169507d,+280.016+0.00131832d,+360.027+0.00169507d,+280.016+0.00131832d,+280.016+0.00131832d
2021-01-06 06:30:00 UTC,+47398.3+143.011j,+6566.79+8.32963j,+3802.13+2.73209j,+2440.86+1.12143j,+11301.8+25.3387j,+23286.4+105.157j,+600.074+0.00283381d,+960.19+0.00453511d,+800.132+0.00377888d,+720.107+0.00340083d,+400.033+0.00188897d,+600.074+0.00283381d,+600.074+0.00283381d,+1880.73+0.00888632d,+320.021+0.00151033d,+480.047+0.00226572d,+320.021+0.00151033d,+480.047+0.00226572d,+480.047+0.00226572d,+600.074+0.00283236d,+720.107+0.00339908d,+400.033+0.001888d,+280.016+0.00132117d,+400.033+0.00188753d,+240.012+0.0011324d,+360.027+0.00169873d,+360.027+0.00169873d,+280.016+0.00132117d,+240.012+0.0011324d
2021-01-06 06:45:00 UTC,+48879.8+140.673j,+5083.89+4.93041j,+5204.01+5.13808j,+2560.95+1.23656j,+17620.6+64.7805j,+18410.1+64.2656j,+280.016+0.00132561d,+1000.21+0.00473642d,+760.119+0.00359915d,+680.095+0.00322013d,+320.021+0.00151502d,+560.065+0.00265167d,+640.084+0.00303063d,+840.146+0.0039782d,+720.107+0.00340971d,+520.056+0.00246226d,+600.074+0.00284121d,+560.065+0.00265173d,+480.048+0.0022728d,+920.175+0.00435739d,+960.19+0.00454695d,+440.04+0.00208335d,+320.021+0.00151431d,+360.027+0.00170364d,+280.016+0.00132499d,+280.016+0.00132499d,+240.012+0.00113567d,+360.027+0.00170364d,+400.033+0.00189298d
2021-01-06 07:00:00 UTC,+57177.7+213.742j,+7529.21+11.0869j,+5965.34+6.78187j,+2560.95+1.23832j,+12024.7+28.7581j,+29097+165.382j,+240.012+0.00113737d,+920.175+0.00436174d,+840.146+0.00398226d,+720.107+0.00341312d,+720.107+0.00341312d,+2321.11+0.0110087d,+760.119+0.00360282d,+1000.21+0.00474126d,+600.074+0.00284322d,+720.107+0.00341212d,+680.095+0.00322248d,+680.095+0.00322248d,+440.04+0.00208482d,+840.146+0.0039811d,+1360.38+0.00644767d,+640.085+0.00303285d,+400.033+0.00189405d,+280.016+0.00132573d,+400.033+0.00189405d,+280.016+0.00132573d,+240.012+0.00113632d,+280.016+0.00132573d,+360.027+0.0017046d
2021-01-06 07:15:00 UTC,+69824.2+321.635j,+5885.22+6.63121j,+7248.15+10.1531j,+4202.67+3.38552j,+17295.1+61.29j,+35192.3+239.426j,+240.012+0.00114222d,+920.176+0.00438035d,+800.133+0.00380871d,+480.048+0.00228477d,+640.085+0.00304667d,+840.146+0.00399925d,+880.161+0.00418979d,+1080.24+0.00514266d,+680.096+0.00323799d,+1200.3+0.00571595d,+600.075+0.00285691d,+640.085+0.00304744d,+720.108+0.00342855d,+840.146+0.00400027d,+1880.73+0.00895879d,+680.096+0.00323799d,+280.016+0.0013322d,+400.033+0.00190328d,+800.133+0.00380751d,+360.027+0.00171291d,+480.048+0.00228405d,+840.146+0.00399799d,+480.048+0.00228405d
2021-01-06 07:30:00 UTC,+71672.3+338.74j,+5885.39+6.70975j,+7047.87+9.67722j,+6486.31+8.05233j,+14876.6+43.7234j,+37375.4+269.78j,+240.012+0.00114429d,+1200.3+0.00572488d,+1120.26+0.00534296d,+280.016+0.00133504d,+600.075+0.00286137d,+720.108+0.0034339d,+720.108+0.0034339d,+1000.21+0.00477014d,+520.056+0.00248027d,+2480.68+0.00631477d,+520.056+0.00248027d,+640.085+0.00305287d,+680.096+0.00324376d,+760.12+0.00362555d,+920.176+0.00438927d,+520.056+0.00248027d,+240.012+0.00114442d,+1040.22+0.00496163d,+960.192+0.00457974d,+560.065+0.00267085d,+920.176+0.0043888d,+960.192+0.00457974d,+880.161+0.00419788d
2021-01-06 07:45:00 UTC,+52588.6+137.226j,+6286.23+7.71256j,+5885.02+6.58308j,+6806.83+8.8491j,+13389.2+35.3486j,+20221+78.4069j,+280.016+0.00134155d,+1400.41+0.00671246d,+1240.32+0.00594472d,+320.021+0.00153324d,+560.065+0.00268357d,+720.108+0.00345065d,+760.121+0.00364244d,+1000.21+0.00479341d,+640.086+0.00306686d,+1240.16+0.00299959d,+640.086+0.00306686d,+520.056+0.00249163d,+720.108+0.00345039d,+800.134+0.00383396d,+720.108+0.00345039d,+600.075+0.00287511d,+480.048+0.00230031d,+1040.23+0.00498576d,+840.147+0.00402646d,+960.192+0.00460201d,+960.192+0.00460201d,+800.134+0.00383462d,+880.162+0.0042183d
2021-01-06 08:00:00 UTC,+73716.2+327.876j,+6045.51+7.01905j,+6366.54+7.95574j,+6846.81+8.90008j,+22780+108.404j,+31676.6+194.843j,+600.075+0.00286847d,+1160.28+0.00554765d,+920.176+0.0043992d,+360.027+0.00172082d,+520.056+0.00248588d,+760.12+0.00363376d,+720.108+0.00344242d,+1000.21+0.00478198d,+1920.77+0.00918724d,+640.085+0.00305996d,+520.056+0.00248603d,+640.085+0.00305996d,+600.075+0.00286864d,+720.108+0.00344263d,+880.161+0.00420808d,+440.04+0.00210346d,+920.176+0.00439986d,+840.147+0.00401706d,+840.147+0.00401706d,+840.147+0.00401706d,+800.133+0.00382568d,+880.161+0.00420846d,+880.161+0.00420846d
2021-01-06 08:15:00 UTC,+67179.7+263.948j,+6686.72+8.56291j,+4923.55+4.60739j,+6806.72+8.77742j,+20360.3+86.6136j,+28401.9+154.776j,+680.096+0.00324359d,+1200.3+0.00572584d,+1280.34+0.00610787d,+560.065+0.00267099d,+560.065+0.00267099d,+640.085+0.00305271d,+760.12+0.00362537d,+1000.21+0.00477094d,+560.065+0.00267011d,+600.075+0.0028609d,+520.056+0.00247933d,+480.048+0.00228855d,+560.065+0.00267011d,+800.133+0.00381501d,+800.133+0.00381501d,+600.075+0.0028609d,+840.147+0.00400728d,+840.147+0.00400728d,+960.192+0.00458009d,+800.133+0.00381636d,+800.133+0.00381636d,+800.133+0.00381636d,+920.176+0.00438914d
2021-01-06 08:30:00 UTC,+68986.5+275.861j,+7368.38+10.4853j,+4803.37+4.3771j,+6566.25+8.16432j,+21640.5+93.7472j,+28607.3+158.445j,+920.176+0.00438758d,+1160.28+0.00553299d,+1840.7+0.00878019d,+600.075+0.00286089d,+560.065+0.0026701d,+800.133+0.003815d,+600.075+0.00286089d,+880.161+0.00419671d,+520.056+0.00247812d,+520.056+0.00247812d,+520.056+0.00247812d,+600.075+0.00285952d,+680.096+0.00324095d,+720.108+0.00343168d,+720.108+0.00343168d,+520.056+0.00247812d,+720.108+0.00343281d,+840.147+0.00400524d,+880.161+0.00419608d,+880.161+0.00419608d,+840.147+0.00400524d,+840.147+0.00400524d,+760.12+0.00362361d
