# file...... 1Meter_632_C_power.real.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_632_C_20:measured_power.real,house_meter_632_C_21:measured_power.real,house_meter_632_C_22:measured_power.real,house_meter_632_C_23:measured_power.real,house_meter_632_C_24:measured_power.real,house_meter_632_C_25:measured_power.real,house_meter_632_C_26:measured_power.real,house_meter_632_C_27:measured_power.real,house_meter_632_C_28:measured_power.real,house_meter_632_C_29:measured_power.real,house_meter_632_C_30:measured_power.real,house_meter_632_C_31:measured_power.real,house_meter_632_C_32:measured_power.real,house_meter_632_C_33:measured_power.real,house_meter_632_C_34:measured_power.real,house_meter_632_C_35:measured_power.real,house_meter_632_C_36:measured_power.real,house_meter_632_C_37:measured_power.real,house_meter_632_C_38:measured_power.real,house_meter_632_C_39:measured_power.real,house_meter_632_C_40:measured_power.real
2021-01-06 00:00:00 UTC,9.6019e+02,2.4001e+02,1.6000e+02,1.6001e+02,2.2811e+03,3.6003e+02,2.0001e+02,4.0003e+02,4.4004e+02,1.3604e+03,1.6001e+02,2.4001e+02,1.2000e+02,2.0001e+02,5.6006e+02,1.6001e+02,5.6006e+02,1.1203e+03,7.2011e+02,1.6001e+02,1.0002e+03
2021-01-06 00:15:00 UTC,7.2011e+02,3.2002e+02,2.0001e+02,1.6005e+03,8.8016e+02,3.2002e+02,1.2000e+02,1.0402e+03,3.6003e+02,5.2006e+02,3.6003e+02,1.6001e+02,2.4001e+02,4.0003e+02,6.0007e+02,2.0001e+02,4.4004e+02,1.1603e+03,6.4008e+02,2.0001e+02,5.2006e+02
2021-01-06 00:30:00 UTC,1.9208e+03,2.0001e+02,1.6001e+02,2.0001e+02,4.4004e+02,1.5605e+03,1.2000e+02,7.6012e+02,1.2000e+02,3.2002e+02,1.2000e+02,2.4001e+02,2.8002e+02,2.4001e+02,2.0001e+02,1.2000e+02,4.4004e+02,4.4004e+02,4.4004e+02,1.6001e+02,2.0001e+02
2021-01-06 00:45:00 UTC,7.6012e+02,1.2000e+02,1.2000e+02,1.2000e+02,4.4004e+02,2.0001e+02,1.2000e+02,4.0003e+02,2.8002e+02,2.0001e+02,2.4001e+02,1.6001e+02,2.4001e+02,2.8002e+02,2.0001e+02,3.2002e+02,3.6003e+02,4.8005e+02,3.6003e+02,1.2000e+02,3.2002e+02
2021-01-06 01:00:00 UTC,4.4004e+02,1.6001e+02,1.2000e+02,8.0001e+01,4.8005e+02,2.0001e+02,1.6001e+02,3.6003e+02,2.0001e+02,2.4001e+02,1.6001e+02,2.4001e+02,1.6001e+02,3.6003e+02,2.4001e+02,1.2000e+02,4.8005e+02,2.4001e+02,4.0003e+02,1.2000e+02,2.0001e+02
2021-01-06 01:15:00 UTC,4.4004e+02,1.6001e+02,1.2000e+02,2.4001e+02,5.2006e+02,1.2000e+02,1.2000e+02,4.0003e+02,2.4001e+02,1.6001e+02,2.0001e+02,2.4001e+02,2.4001e+02,3.6003e+02,1.6001e+02,2.8002e+02,3.6003e+02,1.2000e+02,4.4004e+02,2.0001e+02,2.0001e+02
2021-01-06 01:30:00 UTC,4.8005e+02,1.2000e+02,1.6001e+02,1.6001e+02,2.0001e+02,1.2000e+02,8.0001e+01,2.4001e+02,2.0001e+02,3.6003e+02,1.6001e+02,2.8002e+02,1.6001e+02,1.6001e+02,3.2002e+02,2.8002e+02,4.4004e+02,2.8002e+02,3.2002e+02,1.2000e+02,2.4001e+02
2021-01-06 01:45:00 UTC,3.6003e+02,2.0001e+02,9.2017e+02,8.0001e+01,3.2002e+02,1.2000e+02,1.2000e+02,8.0001e+01,1.2000e+02,2.4001e+02,2.0001e+02,1.6001e+02,2.0001e+02,3.2002e+02,2.4001e+02,1.6001e+02,5.5252e+03,1.6001e+02,2.8002e+02,2.8002e+02,1.6001e+02
2021-01-06 02:00:00 UTC,3.6003e+02,1.2000e+02,8.8016e+02,1.2000e+02,2.0001e+02,1.2000e+02,2.0001e+02,1.6001e+02,1.2000e+02,2.4001e+02,3.2002e+02,2.0001e+02,1.2000e+02,2.0001e+02,3.2002e+02,2.0001e+02,3.0815e+03,1.6001e+02,2.4001e+02,1.6001e+02,2.4001e+02
2021-01-06 02:15:00 UTC,5.2006e+02,1.2000e+02,1.6001e+02,1.6001e+02,1.2000e+02,1.6001e+02,1.4404e+03,1.6001e+02,2.0001e+02,1.6001e+02,2.0001e+02,1.6001e+02,3.6003e+02,3.2002e+02,1.2000e+02,1.2000e+02,2.5609e+03,2.0001e+02,3.2002e+02,2.0001e+02,2.4001e+02
2021-01-06 02:30:00 UTC,3.6003e+02,1.2000e+02,1.6001e+02,1.6001e+02,1.4404e+03,1.6001e+02,1.6001e+02,1.2000e+02,8.0001e+01,2.8002e+02,2.0001e+02,2.4001e+02,2.0001e+02,2.0001e+02,2.4001e+02,2.4001e+02,1.3202e+03,2.8002e+02,3.2002e+02,8.0001e+01,3.2002e+02
2021-01-06 02:45:00 UTC,3.6003e+02,8.0001e+01,1.2000e+02,1.2000e+02,1.2000e+02,1.6001e+02,1.2000e+02,1.2000e+02,1.6001e+02,1.6001e+02,1.2000e+02,1.6001e+02,2.0001e+02,2.8002e+02,2.0001e+02,1.6001e+02,4.4004e+02,2.0001e+02,2.4001e+02,1.6001e+02,2.0001e+02
2021-01-06 03:00:00 UTC,4.0003e+02,2.0001e+02,1.2000e+02,1.2000e+02,1.6001e+02,1.2000e+02,1.2000e+02,2.0001e+02,1.2000e+02,2.4001e+02,2.0001e+02,1.6001e+02,1.2000e+02,2.0001e+02,2.0001e+02,2.0001e+02,4.4004e+02,1.6001e+02,4.0003e+02,1.6001e+02,1.2000e+02
2021-01-06 03:15:00 UTC,4.4004e+02,1.2000e+02,1.2000e+02,1.2000e+02,1.2000e+02,1.2000e+02,1.6001e+02,1.6001e+02,2.0001e+02,1.6001e+02,2.0001e+02,3.6003e+02,2.4001e+02,2.0001e+02,2.0001e+02,2.0001e+02,4.0003e+02,2.0001e+02,3.6003e+02,1.6001e+02,2.4001e+02
2021-01-06 03:30:00 UTC,3.6003e+02,1.2000e+02,1.6001e+02,2.0001e+02,8.0001e+01,8.0001e+01,1.2000e+02,1.2000e+02,1.2000e+02,2.4001e+02,1.6001e+02,2.0001e+02,1.6001e+02,2.0001e+02,2.8002e+02,2.8002e+02,5.2006e+02,1.6001e+02,4.4004e+02,8.0001e+01,1.6001e+02
2021-01-06 03:45:00 UTC,4.4004e+02,1.2000e+02,1.2000e+02,8.0001e+01,2.4001e+02,2.0001e+02,1.2000e+02,8.0001e+01,8.8016e+02,5.6006e+02,3.2002e+02,2.0001e+02,2.0001e+02,3.2002e+02,2.8002e+02,2.0001e+02,4.4004e+02,3.2002e+02,3.6003e+02,1.6001e+02,2.0001e+02
2021-01-06 04:00:00 UTC,1.0002e+03,1.6001e+02,1.2000e+02,1.6001e+02,1.6001e+02,1.2000e+02,1.6001e+02,1.2000e+02,8.8016e+02,3.6003e+02,2.0001e+02,1.6001e+02,2.8002e+02,2.8002e+02,1.6001e+02,2.0001e+02,8.8016e+02,1.6001e+02,2.8002e+02,1.6001e+02,2.0001e+02
2021-01-06 04:15:00 UTC,1.2403e+03,1.2000e+02,1.2000e+02,1.2000e+02,8.0001e+01,1.2000e+02,1.6001e+02,2.0008e+03,1.6001e+02,2.8002e+02,2.0001e+02,1.6001e+02,2.0001e+02,5.2006e+02,2.4001e+02,2.4001e+02,1.2803e+03,3.2002e+02,3.6003e+02,2.8002e+02,3.2002e+02
2021-01-06 04:30:00 UTC,5.2006e+02,1.2000e+02,1.2000e+02,1.2000e+02,1.2000e+02,1.2000e+02,1.2000e+02,1.2000e+02,1.6001e+02,3.2002e+02,1.6001e+02,2.0001e+02,1.6001e+02,2.4001e+02,1.6001e+02,1.6001e+02,8.0013e+02,1.2000e+02,2.8002e+02,1.6001e+02,2.0001e+02
2021-01-06 04:45:00 UTC,3.2002e+02,8.0001e+01,1.6001e+02,1.6001e+02,1.6001e+02,2.0001e+02,1.2000e+02,8.0001e+01,1.2000e+02,2.4001e+02,2.0001e+02,1.6001e+02,2.0001e+02,3.2002e+02,1.6001e+02,2.0001e+02,8.0013e+02,2.4001e+02,2.4001e+02,1.6001e+02,2.4001e+02
2021-01-06 05:00:00 UTC,4.0003e+02,2.4001e+02,8.0001e+01,8.0001e+01,1.2000e+02,8.0001e+01,8.0001e+01,1.6001e+02,8.0001e+01,2.4001e+02,2.0001e+02,2.4001e+02,2.0001e+02,2.8002e+02,2.0001e+02,2.0001e+02,1.2003e+03,1.2000e+02,2.8002e+02,1.2000e+02,1.6001e+02
2021-01-06 05:15:00 UTC,3.6003e+02,1.2000e+02,2.0001e+02,1.2000e+02,1.2000e+02,1.2000e+02,2.0001e+02,2.0001e+02,1.6001e+02,1.6001e+02,2.0001e+02,2.8002e+02,1.2000e+02,2.0001e+02,2.0001e+02,1.2003e+03,9.2017e+02,2.4001e+02,2.8002e+02,1.6001e+02,2.0001e+02
2021-01-06 05:30:00 UTC,4.4004e+02,1.2000e+02,1.6001e+02,1.6001e+02,1.2000e+02,3.2002e+02,8.0001e+01,8.0001e+01,1.2000e+02,2.4001e+02,3.6003e+02,5.6006e+02,3.2002e+02,1.6001e+02,2.8002e+02,1.2003e+03,1.0002e+03,1.2000e+02,3.6003e+02,3.6003e+02,1.6001e+02
2021-01-06 05:45:00 UTC,4.0003e+02,1.2000e+02,8.0001e+01,1.2000e+02,1.2000e+02,1.6406e+03,1.2000e+02,2.0001e+02,1.6001e+02,1.6001e+02,6.4008e+02,1.4004e+03,2.4001e+02,2.0001e+02,3.2002e+02,1.1603e+03,1.0802e+03,2.4001e+02,6.0007e+02,1.6001e+02,2.0001e+02
2021-01-06 06:00:00 UTC,3.2002e+02,1.2000e+02,1.2000e+02,1.2000e+02,1.4004e+03,2.0001e+02,1.2000e+02,1.2000e+02,1.2000e+02,2.4001e+02,2.0001e+02,9.2017e+02,2.0001e+02,2.4001e+02,2.4001e+02,1.0402e+03,1.2003e+03,2.4001e+02,4.4004e+02,1.6001e+02,3.2002e+02
2021-01-06 06:15:00 UTC,4.4004e+02,1.9208e+03,1.2000e+02,1.6001e+02,1.2000e+02,8.0001e+01,1.2000e+02,1.2000e+02,1.6001e+02,2.0001e+02,2.4001e+02,1.2003e+03,1.6001e+02,1.6001e+02,1.2000e+02,1.5205e+03,1.4404e+03,2.0001e+02,3.6003e+02,1.1203e+03,2.0001e+02
