# file...... Meter_632_B_Power.real.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_632_B:measured_power.real,xfmr_meter_632_B_1:measured_power.real,xfmr_meter_632_B_2:measured_power.real,xfmr_meter_632_B_3:measured_power.real,xfmr_meter_632_B_4:measured_power.real,xfmr_meter_632_B_5:measured_power.real,house_meter_632_B_1:measured_power.real,house_meter_632_B_2:measured_power.real,house_meter_632_B_3:measured_power.real,house_meter_632_B_4:measured_power.real,house_meter_632_B_5:measured_power.real,house_meter_632_B_6:measured_power.real,house_meter_632_B_7:measured_power.real,house_meter_632_B_8:measured_power.real,house_meter_632_B_9:measured_power.real,house_meter_632_B_10:measured_power.real,house_meter_632_B_11:measured_power.real,house_meter_632_B_12:measured_power.real,house_meter_632_B_13:measured_power.real,house_meter_632_B_14:measured_power.real,house_meter_632_B_15:measured_power.real,house_meter_632_B_16:measured_power.real,house_meter_632_B_17:measured_power.real,house_meter_632_B_18:measured_power.real,house_meter_632_B_19:measured_power.real
2021-01-06 10:00:00 UTC,5.2651e+04,8.7318e+03,1.2986e+04,1.2784e+04,1.2503e+04,5.6458e+03,2.0408e+03,1.0402e+03,1.7606e+03,4.0003e+02,3.2002e+02,8.0013e+02,9.2017e+02,1.4404e+03,1.0802e+03,8.0013e+02,3.2018e+03,1.3604e+03,1.2003e+03,1.5205e+03,5.6006e+02,3.2421e+03,9.6019e+02,1.5605e+03,4.0003e+02
2021-01-06 10:15:00 UTC,6.3230e+04,8.4532e+03,2.1711e+04,1.5836e+04,1.3466e+04,3.7621e+03,8.0013e+02,1.0802e+03,6.8009e+02,3.6003e+02,2.4001e+02,8.4014e+02,8.4014e+02,3.6026e+03,1.9608e+03,2.5613e+03,3.1216e+03,1.3204e+03,2.4812e+03,3.9216e+03,6.0007e+02,5.6865e+03,1.8807e+03,1.6405e+03,1.9608e+03
2021-01-06 10:30:00 UTC,5.3231e+04,5.9651e+03,1.8174e+04,1.1943e+04,1.3066e+04,4.0824e+03,5.2005e+02,8.0013e+02,9.6019e+02,4.4004e+02,6.0007e+02,8.8016e+02,8.8016e+02,8.8016e+02,9.2017e+02,1.6005e+03,3.2815e+03,2.8002e+02,1.7606e+03,4.2420e+03,5.2005e+02,5.5262e+03,6.4008e+02,7.6012e+02,4.0032e+03
2021-01-06 10:45:00 UTC,6.4845e+04,6.6465e+03,2.3446e+04,1.6441e+04,1.3426e+04,4.8843e+03,7.2010e+02,1.0802e+03,9.6019e+02,6.4008e+02,2.0001e+02,8.4014e+02,1.2403e+03,9.6019e+02,1.3604e+03,2.2410e+03,1.6404e+03,3.3612e+03,6.6890e+03,2.8408e+03,5.6006e+02,4.6844e+03,2.8408e+03,1.6806e+03,4.5241e+03
2021-01-06 11:00:00 UTC,7.7384e+04,1.1104e+04,2.4055e+04,1.7090e+04,1.4432e+04,1.0704e+04,1.0802e+03,2.7215e+03,7.2010e+02,3.2002e+02,2.8002e+02,6.4008e+02,4.6043e+03,7.2010e+02,1.0402e+03,4.2436e+03,1.4403e+03,2.3606e+03,6.9698e+03,1.9204e+03,6.4008e+02,5.3658e+03,4.3222e+03,5.6006e+02,5.8068e+03
2021-01-06 11:15:00 UTC,7.9332e+04,1.4201e+04,2.8690e+04,1.8091e+04,1.3346e+04,5.0038e+03,6.8009e+02,5.6865e+03,4.6844e+03,4.4004e+02,2.4001e+02,7.6012e+02,9.6019e+02,7.2010e+02,3.5225e+03,4.0003e+02,1.1202e+03,4.6827e+03,6.4885e+03,5.2428e+03,4.8005e+02,6.6489e+03,2.5208e+03,2.5213e+03,4.8047e+03
2021-01-06 11:30:00 UTC,7.5676e+04,1.4720e+04,1.9546e+04,1.8609e+04,1.3948e+04,8.8530e+03,5.7667e+03,3.2822e+03,1.8807e+03,5.6006e+02,4.4004e+02,1.1603e+03,8.0013e+02,8.0013e+02,7.2010e+02,5.6006e+02,8.0011e+02,2.2006e+03,5.3257e+03,3.2411e+03,6.8009e+02,5.9672e+03,3.0810e+03,2.3206e+03,2.6014e+03
2021-01-06 11:45:00 UTC,7.7024e+04,1.9067e+04,1.9025e+04,1.9859e+04,1.3868e+04,5.2046e+03,5.5663e+03,1.1203e+03,5.1253e+03,5.6006e+02,3.2002e+02,4.8848e+03,6.8009e+02,7.6012e+02,9.6019e+02,5.2005e+02,3.2002e+02,5.2005e+02,6.8072e+03,2.3206e+03,2.2811e+03,5.2456e+03,1.6005e+03,3.5618e+03,2.5613e+03
2021-01-06 12:00:00 UTC,7.0911e+04,8.5326e+03,1.9423e+04,2.1433e+04,1.5836e+04,5.6856e+03,1.3604e+03,1.2403e+03,1.0002e+03,2.8002e+02,2.0001e+02,3.0819e+03,8.0013e+02,5.6006e+02,1.5205e+03,4.4004e+02,1.2000e+02,3.3222e+03,6.7247e+03,2.0005e+03,6.0007e+02,4.6444e+03,9.6019e+02,7.4058e+03,2.2810e+03
2021-01-06 12:15:00 UTC,6.1341e+04,7.6102e+03,1.6845e+04,1.6686e+04,1.5797e+04,4.4028e+03,6.0007e+02,3.0819e+03,9.6018e+02,5.2005e+02,4.4004e+02,6.0007e+02,7.6012e+02,6.4008e+02,4.5241e+03,1.6001e+02,1.2402e+03,3.1620e+03,3.2811e+03,2.1209e+03,6.0007e+02,1.7206e+03,4.8848e+03,2.8010e+03,4.4004e+02
2021-01-06 12:30:00 UTC,7.8471e+04,1.8786e+04,2.2194e+04,1.7571e+04,1.6238e+04,3.6820e+03,5.3658e+03,6.2880e+03,8.0013e+02,5.2005e+02,4.0003e+02,3.8430e+03,7.6012e+02,7.6012e+02,4.6844e+03,4.4002e+02,3.1619e+03,3.0017e+03,2.1205e+03,1.1203e+03,2.9613e+03,4.6443e+03,3.3222e+03,6.1652e+03,3.2002e+02
2021-01-06 12:45:00 UTC,8.0434e+04,1.4523e+04,2.3640e+04,2.0747e+04,1.6880e+04,4.6431e+03,5.6865e+03,5.0451e+03,1.0402e+03,4.8005e+02,1.2000e+02,6.4008e+02,8.4014e+02,6.4008e+02,5.0050e+03,3.0416e+03,3.3219e+03,2.8814e+03,1.1601e+03,1.6005e+03,3.4818e+03,3.0819e+03,4.3624e+03,6.3259e+03,1.2803e+03
2021-01-06 13:00:00 UTC,6.9336e+04,7.6510e+03,1.8850e+04,2.1511e+04,1.6881e+04,4.4429e+03,3.3222e+03,1.1603e+03,8.8015e+02,2.8002e+02,3.6003e+02,4.4004e+02,7.2010e+02,4.8005e+02,2.0008e+03,2.1207e+03,4.4422e+03,3.5613e+03,6.8009e+02,1.1203e+03,2.2406e+03,2.6414e+03,5.2428e+03,5.2855e+03,2.8002e+02
2021-01-06 13:15:00 UTC,6.6278e+04,8.6154e+03,1.7365e+04,1.8735e+04,1.5997e+04,5.5653e+03,4.3638e+03,8.4014e+02,7.6012e+02,5.6006e+02,3.6003e+02,4.4004e+02,6.8009e+02,6.0007e+02,3.2021e+03,1.6004e+03,3.1618e+03,3.0414e+03,8.4014e+02,3.6827e+03,1.3202e+03,4.8005e+02,2.2005e+03,5.8870e+03,9.6018e+02
