# file...... Meter_684_A_Power.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_684_A:measured_power,xfmr_meter_684_A_1:measured_power,xfmr_meter_684_A_2:measured_power,xfmr_meter_684_A_3:measured_power,xfmr_meter_684_A_4:measured_power,xfmr_meter_684_A_5:measured_power,house_meter_684_A_1:measured_power,house_meter_684_A_2:measured_power,house_meter_684_A_3:measured_power,house_meter_684_A_4:measured_power,house_meter_684_A_5:measured_power,house_meter_684_A_6:measured_power,house_meter_684_A_7:measured_power,house_meter_684_A_8:measured_power,house_meter_684_A_9:measured_power,house_meter_684_A_10:measured_power,house_meter_684_A_11:measured_power,house_meter_684_A_12:measured_power,house_meter_684_A_13:measured_power,house_meter_684_A_14:measured_power,house_meter_684_A_15:measured_power,house_meter_684_A_16:measured_power,house_meter_684_A_17:measured_power,house_meter_684_A_18:measured_power,house_meter_684_A_19:measured_power,house_meter_684_A_20:measured_power,house_meter_684_A_21:measured_power,house_meter_684_A_22:measured_power,house_meter_684_A_23:measured_power
2021-01-06 02:30:00 UTC,+29346.7+33.4319j,+6005.12+6.66837j,+5203.86+5.01326j,+7448.78+10.619j,+6165.75+7.17013j,+4523.11+3.86625j,+840.143+0.00390526d,+640.083+0.00297507d,+800.13+0.0037192d,+600.073+0.00278906d,+840.143+0.00390526d,+680.094+0.00316109d,+880.157+0.00409132d,+720.105+0.00334712d,+600.073+0.00278865d,+720.105+0.00334663d,+800.13+0.00371866d,+560.063+0.00260268d,+640.083+0.00297464d,+480.047+0.00223076d,+800.13+0.00371866d,+600.073+0.00278865d,+1760.63+0.00818919d,+560.064+0.00260375d,+840.143+0.00390629d,+440.039+0.00204565d,+440.039+0.00204565d,+1880.72+0.00874818d,+920.171+0.00427852d
2021-01-06 02:45:00 UTC,+30229.3+35.845j,+5684.59+5.9787j,+6005.18+6.69349j,+7690.24+11.6764j,+6205.95+7.31688j,+4643.29+4.07897j,+640.083+0.00297584d,+560.064+0.00260374d,+800.13+0.00372017d,+640.083+0.00297584d,+840.143+0.00390627d,+680.094+0.00316191d,+840.143+0.00390627d,+680.094+0.00316191d,+640.083+0.00297602d,+920.171+0.00427876d,+800.13+0.00372039d,+640.083+0.00297602d,+800.13+0.00372039d,+760.117+0.00353428d,+1000.2+0.00465105d,+440.039+0.00204576d,+520.055+0.00241858d,+720.105+0.00334922d,+960.187+0.00446627d,+800.13+0.00372153d,+840.143+0.0039077d,+2921.73+0.0136011d,+360.026+0.00167424d
2021-01-06 03:00:00 UTC,+29588+34.2463j,+5764.7+6.13671j,+7489.14+10.8367j,+5965.73+6.85084j,+5805.33+6.44713j,+4563.03+3.87883j,+680.094+0.00315927d,+640.083+0.00297335d,+840.143+0.003903d,+640.083+0.00297335d,+800.13+0.00371705d,+680.094+0.00315927d,+760.117+0.00353112d,+720.105+0.00334519d,+640.083+0.00297429d,+920.171+0.00427627d,+800.13+0.00371823d,+600.073+0.00278833d,+2521.29+0.0117247d,+560.063+0.00260238d,+560.063+0.00260238d,+880.157+0.00409025d,+640.083+0.00297346d,+440.039+0.00204401d,+680.094+0.00315938d,+520.055+0.00241576d,+480.047+0.00222988d,+1960.78+0.00911354d,+720.105+0.00334531d
2021-01-06 03:15:00 UTC,+31713.7+41.1474j,+6085.23+6.82207j,+8010.63+12.4462j,+8330.98+13.2556j,+5684.83+6.05845j,+3601.98+2.44974j,+840.142+0.00389299d,+600.073+0.0027803d,+800.129+0.00370752d,+680.093+0.00315116d,+840.142+0.00389299d,+720.105+0.00333661d,+760.117+0.00352206d,+840.142+0.00389299d,+640.083+0.00296677d,+960.186+0.00445102d,+800.129+0.00370882d,+600.073+0.00278128d,+1000.2+0.00463659d,+760.117+0.00352329d,+2801.59+0.0129966d,+440.039+0.00203941d,+440.039+0.00203953d,+760.117+0.0035235d,+920.171+0.0042657d,+680.093+0.00315245d,+880.156+0.00408014d,+2321.09+0.0107661d,+1760.63+0.00816463d
2021-01-06 03:30:00 UTC,+30437.2+42.6036j,+5844.82+6.29089j,+5283.96+5.15018j,+10903+24.3725j,+4603.03+3.91906j,+3802.27+2.75531j,+800.129+0.0037063d,+600.073+0.00277939d,+720.105+0.00333551d,+720.105+0.00333551d,+840.142+0.00389171d,+640.083+0.00296475d,+760.117+0.0035209d,+760.117+0.0035209d,+680.093+0.00314981d,+840.142+0.00389131d,+800.129+0.00370592d,+600.073+0.00277911d,+560.063+0.00259377d,+520.055+0.00240844d,+600.073+0.00277911d,+680.093+0.00314981d,+1000.2+0.00463771d,+520.055+0.00241091d,+680.093+0.00315303d,+440.039+0.0020399d,+520.055+0.00241091d,+2641.41+0.0122558d,+4564.21+0.0211938d
2021-01-06 03:45:00 UTC,+39799.9+89.9957j,+5724.64+6.04229j,+7007.44+9.252j,+18181.7+66.9151j,+5083.8+4.82103j,+3802.19+2.7234j,+760.117+0.0035239d,+560.063+0.00259624d,+720.105+0.00333835d,+640.083+0.00296728d,+840.143+0.00389502d,+720.105+0.00333835d,+800.129+0.00370945d,+680.093+0.00315281d,+680.093+0.00315354d,+920.171+0.00426718d,+800.129+0.00371032d,+600.073+0.0027824d,+680.093+0.00315354d,+1840.68+0.00853912d,+1040.22+0.00482412d,+440.039+0.00204023d,+480.047+0.00223031d,+6729.19+0.0313434d,+1000.2+0.00464795d,+680.094+0.00315999d,+800.13+0.00371791d,+3282.18+0.0152665d,+4403.93+0.0204934d
2021-01-06 04:00:00 UTC,+43557.5+93.2817j,+12021.2+27.0052j,+8049.95+12.2795j,+15641.5+47.9516j,+4122.45+3.1586j,+3722.13+2.62715j,+2160.95+0.0100588d,+1440.42+0.0067029d,+1840.69+0.0085669d,+1320.35+0.00614387d,+2040.84+0.00949924d,+1720.6+0.0080076d,+720.105+0.00334998d,+760.117+0.00353618d,+2200.98+0.0102378d,+960.187+0.00446405d,+760.117+0.00353361d,+1280.33+0.00595322d,+880.157+0.00409184d,+720.105+0.00334755d,+520.055+0.00241738d,+720.105+0.00334755d,+1000.2+0.00465663d,+4684.46+0.021842d,+640.083+0.00297959d,+400.032+0.00186197d,+440.039+0.00204822d,+3041.88+0.0141738d,+2961.78+0.0138001d
2021-01-06 04:15:00 UTC,+62807.6+207.153j,+22514.5+95.0278j,+12306.1+29.9191j,+19861.7+75.4495j,+4242.59+3.34964j,+3882.21+2.82243j,+3722.83+0.0174509d,+3522.53+0.0165107d,+2281.06+0.0106863d,+3402.36+0.0159466d,+2481.26+0.0116251d,+3562.59+0.0166987d,+2641.42+0.0123763d,+840.144+0.00393357d,+3682.76+0.0172303d,+1160.27+0.00542293d,+880.158+0.00411324d,+3482.47+0.0162919d,+680.094+0.00317802d,+800.13+0.00373913d,+800.13+0.00373913d,+800.13+0.00373913d,+1560.5+0.00730486d,+3482.47+0.0163146d,+1080.24+0.00505572d,+3162.04+0.0148115d,+1720.6+0.00805486d,+4043.34+0.0189465d,+4243.68+0.0198869d
2021-01-06 04:30:00 UTC,+70814.3+266.487j,+23402.5+103.642j,+13711.7+36.9223j,+24973.8+117.965j,+4643.15+4.03924j,+4082.54+3.16378j,+3642.72+0.0171178d,+3682.78+0.0173064d,+840.144+0.00394348d,+3482.48+0.0163638d,+3642.72+0.0171178d,+3562.6+0.0167408d,+3642.72+0.0171178d,+840.144+0.00394348d,+3602.65+0.016899d,+1200.29+0.00562469d,+1000.2+0.00468667d,+3442.42+0.0161463d,+480.047+0.00224888d,+2681.47+0.0125732d,+440.04+0.00206143d,+840.144+0.00393642d,+3482.48+0.0163686d,+4123.48+0.0193865d,+2321.1+0.0109046d,+3202.1+0.015049d,+5165.47+0.0242958d,+3081.94+0.0144836d,+3001.84+0.0141067d
2021-01-06 04:45:00 UTC,+76935.9+324.037j,+22475.9+95.2711j,+16804.5+54.0894j,+30050.5+168.234j,+4202.57+3.29569j,+3401.84+2.22333j,+3682.77+0.0172435d,+3642.71+0.0170557d,+840.144+0.00392918d,+3482.47+0.0163044d,+2641.42+0.0123624d,+3522.53+0.0164922d,+3682.77+0.0172435d,+920.172+0.00430359d,+3722.82+0.0174131d,+1160.27+0.00542139d,+1000.2+0.00467316d,+3482.47+0.0162873d,+960.188+0.00448612d,+3562.59+0.0166625d,+1200.29+0.00560847d,+1680.57+0.00785417d,+3883.08+0.0182084d,+3522.53+0.0165153d,+3883.08+0.0182084d,+4123.47+0.0193376d,+4604.33+0.0215968d,+4243.68+0.0199023d,+4163.54+0.0195258d
2021-01-06 05:00:00 UTC,+79035+342.31j,+23845.5+107.381j,+20672.8+84.1359j,+27952.8+145.699j,+3802.06+2.68529j,+2761.15+1.44051j,+3762.89+0.0176534d,+3682.77+0.017277d,+840.144+0.00393678d,+3562.59+0.0167123d,+3843.02+0.0180299d,+3442.42+0.0161478d,+3722.83+0.0174652d,+920.173+0.00431193d,+3682.77+0.0172668d,+1080.24+0.00505936d,+1080.24+0.00505936d,+3602.65+0.0168906d,+520.055+0.00243515d,+6368.29+0.0298908d,+720.106+0.00337216d,+3562.59+0.0167025d,+3602.65+0.0169134d,+5125.38+0.0240772d,+3883.08+0.018232d,+2200.99+0.0103271d,+3482.48+0.0163484d,+3202.1+0.0150305d,+3041.89+0.0142775d
2021-01-06 05:15:00 UTC,+86019+383.159j,+24528.4+112.503j,+21629.8+87.9075j,+30613.5+173.558j,+4963.64+4.61463j,+4282.81+3.47771j,+3682.76+0.0172108d,+3642.7+0.0170233d,+1760.63+0.0082216d,+3482.47+0.0162735d,+3802.88+0.0174031d,+3522.53+0.0164609d,+3682.76+0.0172108d,+880.158+0.00410859d,+3642.7+0.0170142d,+1080.24+0.00504029d,+1000.2+0.0046667d,+3522.52+0.0164521d,+3562.58+0.0166395d,+3522.52+0.0164521d,+2080.88+0.00971315d,+3162.03+0.0147663d,+3963.2+0.0185444d,+3923.14+0.0183566d,+4043.33+0.0189199d,+2321.1+0.0108535d,+4123.47+0.0192955d,+3843.01+0.0179811d,+4083.4+0.0191077d
2021-01-06 05:30:00 UTC,+88037.3+399.098j,+26300.4+128.851j,+24247.7+110.475j,+28161.8+150.412j,+5123.79+4.88349j,+4202.69+3.34116j,+3722.82+0.0174024d,+3682.76+0.0172149d,+3682.76+0.0172149d,+3482.47+0.0162773d,+3642.7+0.0170273d,+3442.41+0.0160898d,+3682.76+0.0172149d,+880.158+0.00410955d,+3642.7+0.0170209d,+1080.24+0.00504225d,+880.157+0.004108d,+3562.58+0.016646d,+3562.58+0.016646d,+3762.88+0.0175833d,+3482.47+0.0162711d,+4203.6+0.0196462d,+2961.79+0.0138454d,+2361.13+0.0110348d,+2761.55+0.0129083d,+3482.47+0.0162829d,+2080.88+0.00972396d,+7932.84+0.0371588d,+3162.04+0.0147827d
2021-01-06 05:45:00 UTC,+88861.4+424.623j,+24527.6+112.073j,+26223.4+129.41j,+30385.1+176.285j,+4362.7+3.5188j,+3361.72+2.13541j,+2881.69+0.0134459d,+3682.76+0.0171893d,+3602.64+0.0168148d,+3522.52+0.0164403d,+2841.64+0.0132589d,+3442.41+0.0160659d,+3682.76+0.0171893d,+800.13+0.00373024d,+3722.82+0.017382d,+1080.24+0.00503826d,+960.187+0.00447813d,+3562.58+0.0166328d,+3362.3+0.0156964d,+3843+0.0179441d,+4604.31+0.0215055d,+5005.1+0.0233813d,+6167.75+0.0288485d,+2401.17+0.0112138d,+1840.69+0.0085943d,+2681.46+0.0125242d,+2000.81+0.00934254d,+8294.03+0.0388274d,+3482.47+0.0162707d
2021-01-06 06:00:00 UTC,+83297.7+369.088j,+22959.2+99.0359j,+21831.5+89.4812j,+30221.1+173.122j,+4242.57+3.32706j,+4042.48+3.07902j,+560.064+0.0026036d,+3602.63+0.0167684d,+3562.57+0.0165817d,+3642.69+0.0169552d,+3322.24+0.0154616d,+3482.46+0.0162083d,+3842.99+0.0178889d,+880.157+0.00409217d,+3682.75+0.0171383d,+1080.24+0.00502178d,+760.117+0.00353316d,+3522.52+0.0163916d,+2040.84+0.00949112d,+3682.75+0.0171383d,+3242.13+0.0150852d,+3762.87+0.0175118d,+4363.87+0.0203451d,+3562.58+0.0166039d,+1440.42+0.00670751d,+1760.63+0.00819967d,+2160.95+0.0100657d,+7892.67+0.0368499d,+4003.25+0.0186611d
2021-01-06 06:15:00 UTC,+74349+284.659j,+23039.4+99.5182j,+18935.7+68.0727j,+24168.3+109.91j,+4482.97+3.75595j,+3722.07+2.5966j,+600.073+0.00278832d,+3602.63+0.0167605d,+2881.68+0.0134025d,+4362.79+0.0147072d,+3762.87+0.0175071d,+3202.08+0.0148946d,+3802.93+0.0176938d,+760.117+0.00353221d,+3602.63+0.0167479d,+880.157+0.00408715d,+880.157+0.00408715d,+3522.51+0.0163749d,+880.157+0.00408715d,+2721.5+0.0126472d,+2200.98+0.0102261d,+4203.58+0.0195463d,+1760.63+0.00818654d,+1240.31+0.00576596d,+2241.02+0.0104223d,+4203.58+0.0195651d,+3522.51+0.0163906d,+5726.65+0.0266706d,+2160.95+0.0100496d
2021-01-06 06:30:00 UTC,+80287.3+348.864j,+23650.9+107.79j,+20389.2+80.7591j,+28682.2+153.925j,+4242.63+3.3511j,+3321.64+2.06409j,+560.063+0.00260242d,+3602.57+0.0163924d,+880.157+0.00409031d,+8687.91+0.0209067d,+3722.81+0.0173207d,+2801.59+0.0130298d,+880.157+0.00409031d,+2441.21+0.0113521d,+3602.63+0.0167507d,+760.117+0.00353017d,+640.083+0.00297256d,+2921.73+0.0135811d,+2200.98+0.0102278d,+2521.29+0.0117178d,+1120.25+0.00520349d,+6568.75+0.0305787d,+3162.03+0.0147219d,+3923.12+0.0182711d,+2481.25+0.0115491d,+5405.93+0.0251921d,+2200.98+0.0102434d,+5806.85+0.0270648d,+4043.32+0.0188318d
2021-01-06 06:45:00 UTC,+83368.5+355.481j,+27314.4+140.346j,+18493.4+64.7277j,+27352.1+139.691j,+5163.9+4.94063j,+5043.88+4.77566j,+0+0d,+3602.61+0.0166504d,+3602.61+0.0166504d,+8246.97+0.0193981d,+3722.79+0.0172066d,+3682.73+0.0170212d,+800.129+0.00369382d,+3562.55+0.016465d,+3602.61+0.0166236d,+840.142+0.00387238d,+800.129+0.00368789d,+2881.67+0.0132931d,+520.054+0.00239673d,+2601.36+0.0119987d,+2881.67+0.0132931d,+4323.76+0.019957d,+4484.05+0.0207316d,+4443.98+0.020546d,+2000.81+0.00924131d,+4403.91+0.0203605d,+1720.6+0.00794619d,+6087.47+0.0281631d,+1800.65+0.00831618d
2021-01-06 07:00:00 UTC,+83964.7+356.994j,+27432.4+140.462j,+19537.6+71.5025j,+26904.9+133.841j,+4362.74+3.51319j,+5726.25+6.6616j,+640.082+0.00295872d,+3642.67+0.0168583d,+3682.73+0.017044d,+7525.73+0.0174735d,+3762.85+0.0174153d,+3722.79+0.0172296d,+800.129+0.00369875d,+3562.56+0.016487d,+3602.61+0.0166486d,+920.17+0.00424775d,+680.093+0.00313919d,+3322.22+0.0153511d,+2160.94+0.00998046d,+2561.32+0.0118316d,+4123.42+0.0190594d,+2120.9+0.0097954d,+2241.01+0.0103645d,+1880.71+0.00869691d,+3762.85+0.0174136d,+2321.09+0.0107352d,+4283.7+0.0198282d,+5205.47+0.0241038d,+3322.22+0.0153718d
2021-01-06 07:15:00 UTC,+78971.3+314.697j,+27587.4+138.708j,+15436.1+44.4267j,+25337.7+119.864j,+5203.87+4.95275j,+5405.44+5.85235j,+1800.65+0.00825368d,+3923.08+0.0179976d,+1880.71+0.00862093d,+6364.14+0.0149185d,+3842.95+0.0176294d,+3762.83+0.0172613d,+3162+0.0145016d,+2761.52+0.0126629d,+3642.65+0.0166725d,+800.127+0.00365807d,+800.127+0.00365807d,+2441.19+0.0111681d,+800.127+0.00365807d,+1920.73+0.00878525d,+2281.04+0.0104347d,+2721.48+0.0124517d,+1640.54+0.00751624d,+2361.11+0.0108207d,+1720.59+0.00788327d,+1840.68+0.00843387d,+4844.69+0.0222248d,+6528.52+0.0299695d,+2481.23+0.0113718d
2021-01-06 07:30:00 UTC,+94035.1+437.979j,+29039.8+153.878j,+20543.4+78.3647j,+31597.4+188.416j,+5364.21+5.30079j,+7489.34+10.7852j,+3842.95+0.0176105d,+4363.8+0.0200015d,+3362.26+0.0154047d,+4363.28+0.0172807d,+4083.33+0.0187139d,+4003.2+0.018346d,+4003.2+0.018346d,+920.169+0.0042118d,+3802.88+0.0173999d,+1000.2+0.00457124d,+920.169+0.00420534d,+2481.23+0.0113467d,+2481.23+0.0113467d,+2000.8+0.00914796d,+4844.68+0.0221758d,+2961.75+0.0135468d,+2881.66+0.0132064d,+5205.41+0.0238782d,+1400.39+0.00641409d,+2921.7+0.0133902d,+3602.59+0.0165152d,+9819.3+0.0451263d,+3362.26+0.0154119d
2021-01-06 07:45:00 UTC,+91489.4+412.074j,+23639+101.226j,+15475.3+43.9506j,+36232.7+240.645j,+7087.14+9.1129j,+9054.39+15.9709j,+3041.83+0.0138043d,+1640.53+0.00744089d,+3562.51+0.0161706d,+4083.3+0.0185383d,+3442.34+0.0156244d,+3602.57+0.0163527d,+2521.26+0.0114395d,+1680.56+0.00762256d,+1720.58+0.00779285d,+680.091+0.003079d,+840.139+0.00380383d,+3362.23+0.0152381d,+2761.51+0.0125125d,+2561.29+0.0116044d,+1520.46+0.00688589d,+2000.79+0.00906296d,+5085.13+0.0231482d,+4203.5+0.0191283d,+3722.75+0.0169373d,+2761.51+0.0125592d,+3562.51+0.0162073d,+8534.46+0.0389034d,+1880.7+0.00855035d
2021-01-06 08:00:00 UTC,+81847.6+293.268j,+18211.3+61.9182j,+19217.8+69.1984j,+26110.4+129.232j,+9976.12+18.8676j,+8331.45+13.2417j,+680.091+0.00308566d,+1000.2+0.0045386d,+2761.47+0.0121814d,+4403.84+0.0200102d,+1360.37+0.00617381d,+3362.24+0.0152711d,+960.182+0.00435695d,+3642.63+0.0165464d,+720.102+0.00326784d,+1800.32+0.00408871d,+880.153+0.0039944d,+2321.07+0.0105397d,+3963.11+0.0180077d,+960.182+0.00435774d,+3402.29+0.015456d,+5125.2+0.0232988d,+3642.63+0.0165699d,+2801.55+0.0127397d,+1560.48+0.00709261d,+1960.76+0.00891335d,+2961.74+0.013469d,+9056.29+0.0412848d,+1760.61+0.00800287d
2021-01-06 08:15:00 UTC,+100328+450.969j,+27555.2+141.813j,+22319.5+94.5939j,+30902.4+177.351j,+9413.77+16.6792j,+10135.8+19.2639j,+1000.18+0.00424023d,+1000.2+0.00459297d,+6765.04+0.0171017d,+1920.74+0.00882339d,+2000.8+0.00919147d,+6448.34+0.0296759d,+3961.99+0.011526d,+4363.81+0.0200659d,+680.092+0.00311966d,+6805.67+0.0191164d,+920.169+0.00422133d,+3602.6+0.0165449d,+4003.21+0.0183876d,+720.104+0.00330325d,+4203.54+0.0193093d,+1320.35+0.00605814d,+5045.1+0.0232191d,+760.116+0.00349228d,+3001.8+0.0138039d,+3242.05+0.0145468d,+6127.53+0.028213d,+2241.01+0.0103022d,+4484.03+0.0206322d
