# file...... 1Meter_632_A_power.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_632_A_24:measured_power,house_meter_632_A_25:measured_power,house_meter_632_A_26:measured_power,house_meter_632_A_27:measured_power,house_meter_632_A_28:measured_power,house_meter_632_A_29:measured_power,house_meter_632_A_30:measured_power,house_meter_632_A_31:measured_power,house_meter_632_A_32:measured_power,house_meter_632_A_33:measured_power,house_meter_632_A_34:measured_power,house_meter_632_A_35:measured_power,house_meter_632_A_36:measured_power,house_meter_632_A_37:measured_power,house_meter_632_A_38:measured_power,house_meter_632_A_39:measured_power,house_meter_632_A_40:measured_power
2021-01-06 02:30:00 UTC,+600.073+0.00278158d,+5887.05+0.0275055d,+4043.32+0.018877d,+6568.78+0.0306992d,+4764.62+0.022251d,+280.016+0.00130531d,+6649+0.0310751d,+3602.64+0.0168166d,+4724.54+0.0220635d,+7009.98+0.0326884d,+5806.85+0.0270648d,+7130.33+0.0332512d,+2000.81+0.00931106d,+720.105+0.00334937d,+320.021+0.00148825d,+320.021+0.00148825d,+280.016+0.00130218d
2021-01-06 02:45:00 UTC,+960.186+0.00445416d,+3562.58+0.0166309d,+7371.07+0.0344631d,+2801.6+0.0130744d,+4083.39+0.0190662d,+360.026+0.00167849d,+4123.46+0.0192536d,+6007.35+0.0280715d,+5726.67+0.0267569d,+5365.85+0.0250343d,+9980.28+0.0466505d,+5285.68+0.0246594d,+4403.94+0.0205385d,+1120.25+0.00521752d,+320.021+0.00148999d,+240.012+0.00111744d,+200.008+0.000931177d
2021-01-06 03:00:00 UTC,+720.105+0.00334015d,+4524.17+0.0211659d,+3923.14+0.0183495d,+7371.09+0.034525d,+5766.78+0.026993d,+480.047+0.00224216d,+8896.16+0.0416943d,+5285.7+0.0247363d,+6969.91+0.0326406d,+7170.46+0.0334815d,+6127.63+0.0286d,+6368.25+0.029726d,+3362.3+0.0156755d,+3322.24+0.0154885d,+280.016+0.00130384d,+240.012+0.00111755d,+200.008+0.000931269d
2021-01-06 03:15:00 UTC,+880.156+0.00407405d,+5245.59+0.0244714d,+5887.04+0.027471d,+6969.88+0.0325383d,+4323.8+0.0201635d,+400.032+0.00186254d,+4724.53+0.0220359d,+5446.03+0.0254085d,+5446.03+0.0254085d,+4684.45+0.0217943d,+8615.07+0.0401456d,+6648.97+0.0309589d,+3602.63+0.0167538d,+800.13+0.00371674d,+240.012+0.00111464d,+200.008+0.000928847d,+240.012+0.00111464d
2021-01-06 03:30:00 UTC,+560.063+0.00259263d,+4884.85+0.0228008d,+6689.1+0.0312454d,+5125.34+0.0239257d,+4604.31+0.0214889d,+640.083+0.00298253d,+6608.89+0.0308697d,+4844.77+0.0226133d,+7130.35+0.0333124d,+7170.44+0.0334326d,+8253.84+0.038501d,+7571.65+0.035309d,+5165.41+0.0240644d,+600.073+0.00279042d,+360.026+0.00167401d,+280.016+0.00130194d,+240.012+0.00111592d
2021-01-06 03:45:00 UTC,+760.116+0.00351825d,+3162.03+0.014731d,+3242.13+0.0151047d,+5285.67+0.0246458d,+5446.02+0.0253951d,+880.157+0.00409661d,+6007.33+0.0280189d,+5806.85+0.0270816d,+5726.66+0.0267068d,+5726.65+0.0266409d,+7651.87+0.035625d,+4323.79+0.0201032d,+3442.4+0.0159995d,+280.016+0.00129979d,+240.012+0.00111408d,+280.016+0.00129979d,+280.016+0.00129979d
2021-01-06 04:00:00 UTC,+720.105+0.00333935d,+6247.96+0.0292528d,+7692.07+0.0360353d,+4724.55+0.0221064d,+7130.37+0.0333962d,+440.039+0.00205538d,+6368.27+0.0298175d,+5927.16+0.0277472d,+6368.27+0.0298175d,+4764.61+0.0222104d,+7371.04+0.0343969d,+8896.1+0.0415394d,+2441.21+0.0113691d,+440.039+0.00204766d,+320.021+0.0014891d,+240.012+0.00111677d,+200.008+0.00093062d
2021-01-06 04:15:00 UTC,+1080.24+0.00502246d,+3642.71+0.0170676d,+4724.56+0.0221463d,+9538.62+0.0448005d,+4844.79+0.0227111d,+320.021+0.0014974d,+6929.81+0.0325128d,+3843.01+0.0180076d,+8213.8+0.0385572d,+6528.69+0.0305584d,+11708+0.0549171d,+4564.24+0.0213464d,+6087.55+0.0284884d,+640.083+0.0029888d,+280.016+0.00130731d,+200.008+0.000933749d,+240.012+0.00112053d
2021-01-06 04:30:00 UTC,+840.143+0.00390716d,+5646.51+0.0264817d,+4724.56+0.0221494d,+5245.62+0.0245975d,+6448.5+0.0302529d,+240.012+0.00112315d,+5205.53+0.0244091d,+7451.35+0.0349721d,+6087.57+0.0285554d,+5806.87+0.027157d,+8334.16+0.0390167d,+9056.73+0.0424119d,+1240.31+0.00578979d,+400.033+0.00186672d,+240.012+0.00111992d,+240.012+0.00111992d,+240.012+0.00111992d
2021-01-06 04:45:00 UTC,+960.186+0.00445671d,+4043.33+0.0189d,+6769.34+0.0316777d,+5005.1+0.0234049d,+4003.26+0.0187124d,+240.012+0.00112017d,+7611.81+0.0356323d,+5806.87+0.027163d,+4323.81+0.0202134d,+6087.54+0.0284457d,+7772.3+0.0363432d,+6649+0.0310764d,+7531.55+0.035214d,+320.021+0.00149188d,+2681.46+0.0125125d,+200.008+0.000932358d,+240.012+0.00111886d
2021-01-06 05:00:00 UTC,+640.083+0.00297288d,+4163.54+0.019503d,+7010.04+0.032875d,+6247.97+0.029292d,+5967.27+0.0279728d,+840.144+0.0039301d,+6448.49+0.0302345d,+4684.48+0.0219479d,+8213.79+0.0385392d,+4884.86+0.0228355d,+9257.48+0.0433538d,+9578.72+0.0448641d,+5405.95+0.0252769d,+440.039+0.00205335d,+1040.22+0.00485516d,+240.012+0.00111987d,+280.016+0.00130655d
2021-01-06 05:15:00 UTC,+1040.22+0.00482275d,+5125.34+0.0239402d,+3802.94+0.0177538d,+4644.39+0.0216894d,+4564.24+0.0213144d,+800.13+0.00373079d,+7812.43+0.0365315d,+5927.15+0.0276944d,+4764.62+0.022252d,+8173.58+0.0381486d,+7050.1+0.0328899d,+6047.43+0.0282008d,+3923.12+0.0182788d,+640.083+0.00297833d,+280.016+0.00130273d,+240.012+0.0011166d,+200.008+0.000930479d
2021-01-06 05:30:00 UTC,+680.093+0.00315371d,+7491.46+0.0351035d,+8615.16+0.0403875d,+6729.24+0.0315221d,+5446.05+0.0254978d,+840.144+0.00392608d,+4444.03+0.0207979d,+5726.69+0.0268148d,+7371.09+0.0345378d,+3923.12+0.0182857d,+9940.11+0.0464445d,+7009.99+0.0327146d,+4163.52+0.019408d,+240.012+0.00111702d,+320.021+0.00148943d,+200.008+0.000930828d,+200.008+0.000930828d
2021-01-06 05:45:00 UTC,+840.143+0.00389485d,+3802.94+0.0177534d,+5285.68+0.0246903d,+5486.12+0.0256287d,+4484.09+0.0209391d,+640.083+0.00298429d,+7210.59+0.0337083d,+5526.21+0.0258164d,+4924.93+0.0230018d,+7571.65+0.0353268d,+7692.03+0.0358902d,+5927.13+0.0276355d,+3642.69+0.0169684d,+320.021+0.00148872d,+240.012+0.00111648d,+280.016+0.0013026d,+320.021+0.00148872d
2021-01-06 06:00:00 UTC,+520.055+0.0024091d,+4123.46+0.0192742d,+7491.44+0.0350652d,+5686.59+0.0265976d,+6007.35+0.0281016d,+840.144+0.00392181d,+7772.32+0.0363841d,+5686.59+0.0265976d,+8093.36+0.0378919d,+5325.76+0.0248282d,+9177.13+0.0428501d,+10100.8+0.0471805d,+3001.83+0.013981d,+440.039+0.00204736d,+280.016+0.00130274d,+240.012+0.0011166d,+280.016+0.00130274d
2021-01-06 06:15:00 UTC,+840.142+0.00389326d,+6608.9+0.0309138d,+6889.67+0.0322308d,+5606.4+0.0262138d,+3442.41+0.0160815d,+1240.31+0.00578901d,+7451.32+0.0348663d,+7290.83+0.0341131d,+5606.4+0.0262138d,+10823.9+0.0506076d,+10582.8+0.0494756d,+5285.68+0.0246577d,+4484.08+0.0209115d,+560.064+0.00260769d,+320.021+0.00148989d,+280.016+0.00130362d,+200.008+0.000931112d
2021-01-06 06:30:00 UTC,+680.093+0.00314744d,+6047.44+0.0282494d,+5806.86+0.0271229d,+6127.64+0.028625d,+6729.22+0.0314429d,+1400.4+0.00652932d,+4363.87+0.020371d,+7491.43+0.0350153d,+6328.15+0.029564d,+5205.49+0.0242263d,+10181.1+0.0474785d,+5967.22+0.0277799d,+3722.81+0.0173155d,+360.026+0.00167227d,+280.016+0.0013006d,+200.008+0.000928954d,+240.012+0.00111477d
2021-01-06 06:45:00 UTC,+840.142+0.00388039d,+4924.92+0.0229379d,+4163.52+0.0193857d,+6127.62+0.0285535d,+4323.79+0.0201333d,+1000.2+0.00465106d,+8133.44+0.0379312d,+8013.04+0.0373679d,+6408.34+0.029865d,+6769.3+0.0315236d,+13666.8+0.0450957d,+7130.31+0.0332097d,+3802.93+0.0176884d,+6167.71+0.0287151d,+240.012+0.00111474d,+240.012+0.00111474d,+240.012+0.00111474d
2021-01-06 07:00:00 UTC,+1080.23+0.00498948d,+5566.29+0.0259508d,+7651.9+0.0357045d,+5365.85+0.0250142d,+5245.59+0.0244524d,+2120.91+0.00987414d,+5125.33+0.0238907d,+9739.3+0.0454831d,+6127.63+0.0285743d,+5486.1+0.0255244d,+14425.6+0.0406862d,+5446.01+0.0253374d,+5446.01+0.0253374d,+4403.93+0.0204805d,+360.026+0.00167157d,+240.012+0.0011143d,+240.012+0.0011143d
2021-01-06 07:15:00 UTC,+1400.39+0.00644597d,+4083.37+0.0189353d,+4163.5+0.0193075d,+5927.1+0.0275056d,+5405.91+0.0250816d,+3001.82+0.0139139d,+9257.35+0.0430181d,+5967.2+0.0276921d,+4323.78+0.0200521d,+6408.29+0.0296889d,+11782.9+0.0446976d,+8775.56+0.0406952d,+2441.2+0.0112917d,+1240.31+0.00573425d,+240.012+0.00110918d,+920.17+0.00425362d,+200.008+0.000924296d
2021-01-06 07:30:00 UTC,+1080.23+0.00496478d,+5365.81+0.0248531d,+6368.19+0.0295078d,+4724.5+0.0218771d,+4844.73+0.0224349d,+1440.42+0.0066611d,+4964.97+0.0229928d,+4604.28+0.0213193d,+8454.44+0.0392079d,+3963.16+0.0183038d,+10254.2+0.0316849d,+5766.69+0.0266528d,+4564.19+0.0210848d,+320.021+0.00147585d,+280.016+0.00129133d,+2921.72+0.0134883d,+200.008+0.000922337d
2021-01-06 07:45:00 UTC,+880.155+0.00403642d,+4644.34+0.0214553d,+6047.36+0.0279526d,+7651.8+0.0353917d,+4604.27+0.0212698d,+1440.42+0.00664567d,+5526.15+0.025538d,+5245.54+0.0242385d,+6488.48+0.0299969d,+10060.4+0.0464772d,+9572.16+0.0291691d,+6007.25+0.0277072d,+3282.16+0.0151217d,+440.039+0.00202506d,+320.021+0.00147266d,+160.005+0.00073626d,+120.003+0.000552182d
2021-01-06 08:00:00 UTC,+800.128+0.00367721d,+4323.77+0.0200064d,+6007.28+0.0278151d,+4684.42+0.0216784d,+5686.52+0.0263265d,+1280.33+0.00591693d,+6648.92+0.030794d,+3762.85+0.0174071d,+6849.47+0.0317254d,+3722.79+0.0171874d,+10742.6+0.0482778d,+7531.42+0.0348247d,+4443.97+0.020523d,+960.185+0.00442808d,+240.012+0.00110654d,+680.093+0.00313603d,+160.005+0.000737658d
2021-01-06 08:15:00 UTC,+840.142+0.00388272d,+6087.53+0.0283866d,+4804.69+0.0223929d,+7411.16+0.0345775d,+3682.75+0.0171562d,+1640.55+0.00763618d,+9498.35+0.0443532d,+5686.57+0.0265126d,+7170.45+0.0334511d,+6929.72+0.0322069d,+6648.95+0.0308985d,+6047.4+0.0280961d,+4243.64+0.0197015d,+1040.22+0.00482305d,+280.016+0.00129792d,+880.156+0.00408065d,+240.012+0.00111247d
2021-01-06 08:30:00 UTC,+640.083+0.00296235d,+5005.09+0.023359d,+5365.85+0.0250464d,+5365.85+0.0250464d,+7812.42+0.0365027d,+1360.38+0.00633955d,+7651.92+0.0357505d,+6689.1+0.0312398d,+5486.12+0.025609d,+5646.47+0.0263059d,+12994.4+0.0607201d,+8173.57+0.0381184d,+4844.76+0.0225635d,+720.105+0.00334814d,+320.021+0.0014877d,+920.171+0.0042787d,+200.008+0.000929748d
2021-01-06 08:45:00 UTC,+1000.2+0.00464112d,+5085.26+0.0237504d,+4604.31+0.0214999d,+5646.49+0.0263776d,+3242.14+0.0151308d,+1440.42+0.00671743d,+5446.03+0.0254391d,+4884.85+0.0228125d,+5846.96+0.0273163d,+9009.73+0.0247899d,+6408.34+0.0298906d,+5887.04+0.0274532d,+2841.64+0.0132351d,+720.105+0.00335105d,+320.021+0.00148899d,+800.13+0.00372357d,+240.012+0.00111669d
2021-01-06 09:00:00 UTC,+1240.31+0.00576065d,+4644.4+0.021755d,+5005.11+0.0234481d,+6528.7+0.0306049d,+6167.77+0.0289086d,+1000.2+0.00467812d,+8735.6+0.0409872d,+8976.47+0.0421216d,+8454.61+0.0396643d,+9168.59+0.0215126d,+12833.7+0.0602215d,+6368.27+0.0298038d,+5566.31+0.0260421d,+3522.53+0.0164665d,+240.012+0.00112047d,+680.094+0.00317551d,+2721.51+0.0127179d
2021-01-06 09:15:00 UTC,+1080.24+0.00502534d,+4163.54+0.0195337d,+12914.2+0.0608063d,+5887.09+0.0276393d,+5967.28+0.0280168d,+840.144+0.00393627d,+5125.37+0.0240556d,+9257.55+0.0435235d,+6528.72+0.0306598d,+9694.12+0.0334281d,+10181.2+0.0477418d,+6969.91+0.0326406d,+1880.72+0.00878927d,+3282.19+0.0153476d,+520.055+0.00242905d,+1360.38+0.00635617d,+1000.2+0.00467263d
2021-01-06 09:30:00 UTC,+1520.47+0.00708515d,+8575.09+0.0404003d,+5766.82+0.0271382d,+8213.84+0.0386926d,+7491.51+0.0352795d,+6126.1+0.0228515d,+7130.43+0.033574d,+6248+0.0294084d,+6729.29+0.03168d,+7170.5+0.0336041d,+8936.31+0.0419098d,+6769.35+0.0317189d,+5285.7+0.024752d,+1160.27+0.00542423d,+880.158+0.00411423d,+720.106+0.00336586d,+240.012+0.00112163d
2021-01-06 09:45:00 UTC,+1400.4+0.00654094d,+4764.66+0.0224302d,+6248.01+0.0294312d,+7772.4+0.0366348d,+5686.63+0.0267807d,+4162.25+0.012437d,+6528.75+0.0307571d,+5686.63+0.0267807d,+7290.91+0.0343585d,+8775.79+0.0412951d,+10783.9+0.0507862d,+11306.2+0.0532578d,+3602.65+0.0169166d,+800.131+0.00375279d,+880.158+0.00412827d,+640.084+0.00300194d,+240.012+0.00112545d
2021-01-06 10:00:00 UTC,+1320.35+0.00616442d,+4163.55+0.0195776d,+6368.31+0.0299719d,+4403.97+0.0207102d,+7130.43+0.0335692d,+1080.17+0.00354197d,+8454.67+0.0398252d,+6127.7+0.0288366d,+8334.25+0.0392561d,+11667.9+0.0549693d,+10824+0.0509758d,+8414.51+0.0395889d,+2801.6+0.0131508d,+4003.28+0.0188007d,+960.188+0.00450375d,+520.055+0.00243888d,+600.074+0.00281422d
2021-01-06 10:15:00 UTC,+1480.44+0.00688347d,+5846.98+0.0273939d,+5005.11+0.0234416d,+7692.08+0.0360657d,+3963.2+0.0185539d,+840.144+0.00392816d,+10172.3+0.0277279d,+6729.24+0.0315389d,+6729.24+0.0315389d,+10261.5+0.0480539d,+8896.14+0.0416368d,+5686.58+0.0265802d,+5045.18+0.023576d,+2441.21+0.0113956d,+920.172+0.00429272d,+600.073+0.00279905d,+960.187+0.00447947d
2021-01-06 10:30:00 UTC,+1600.52+0.00743544d,+5205.54+0.0244237d,+7491.48+0.035182d,+8334.21+0.0391532d,+8173.67+0.0383964d,+680.094+0.00318501d,+16440.3+0.0563372d,+4083.41+0.01915d,+10060.7+0.0472977d,+7290.83+0.0340885d,+10020.5+0.0469034d,+12109.9+0.0567321d,+5005.1+0.0233797d,+720.105+0.00335788d,+880.157+0.00410448d,+560.064+0.00261143d,+840.143+0.00391782d
2021-01-06 10:45:00 UTC,+1520.47+0.00708987d,+11145.5+0.05255d,+4644.42+0.0218395d,+4564.27+0.0214619d,+5245.64+0.0246727d,+840.144+0.00394448d,+12027.6+0.0527306d,+7371.14+0.0347003d,+6889.73+0.0324276d,+4965.03+0.0232419d,+9137.05+0.0428448d,+7371.09+0.034539d,+2801.6+0.0131031d,+840.144+0.00392621d,+1400.2+0.00327517d,+680.094+0.00317805d,+800.13+0.00373916d
2021-01-06 11:00:00 UTC,+1360.38+0.00635791d,+4804.74+0.0226477d,+4403.98+0.0207553d,+11935.3+0.0294361d,+5967.31+0.0281411d,+640.084+0.00301196d,+13461+0.0357747d,+5085.31+0.023973d,+6849.64+0.0323138d,+8494.8+0.0399886d,+8334.24+0.0392302d,+8133.56+0.0382825d,+4724.57+0.0222062d,+1040.22+0.00488182d,+6326.31+0.0229008d,+400.033+0.00187689d,+720.106+0.00337906d
2021-01-06 11:15:00 UTC,+1320.36+0.00618457d,+9739.57+0.0461152d,+7451.44+0.035248d,+5684.23+0.017086d,+9810.46+0.0244857d,+640.084+0.00301934d,+8649.79+0.0259788d,+7447.24+0.0223115d,+6328.25+0.029921d,+4083.42+0.0192102d,+10502.7+0.0495399d,+7451.39+0.0351033d,+5646.54+0.0265809d,+2040.85+0.00959306d,+3081.2+0.0089183d,+520.055+0.00244301d,+720.106+0.00338304d
2021-01-06 11:30:00 UTC,+1440.42+0.00672742d,+12271+0.058059d,+5165.48+0.0243683d,+4724.07+0.019797d,+12377.7+0.0328023d,+760.119+0.0035794d,+6448.13+0.0289624d,+9770.68+0.0251048d,+9739.53+0.0460333d,+9257.55+0.0435089d,+9177.24+0.0431301d,+6448.5+0.030272d,+2681.47+0.0125685d,+2921.74+0.0136961d,+800.082+0.00234209d,+560.064+0.00262285d,+640.084+0.00299769d
2021-01-06 11:45:00 UTC,+1400.4+0.00652424d,+9859.92+0.0463693d,+5846.99+0.027452d,+7169.73+0.0311526d,+5123.31+0.0148468d,+1600.52+0.00750152d,+7932.88+0.0372773d,+6125.72+0.0214205d,+5245.63+0.0246225d,+7210.61+0.033768d,+9137.04+0.0428235d,+7812.45+0.0365956d,+3242.14+0.0151587d,+920.172+0.00429822d,+720.105+0.00336341d,+2601.38+0.0121596d,+680.094+0.00317648d
2021-01-06 12:00:00 UTC,+1320.35+0.00616285d,+12914.4+0.0611086d,+5726.74+0.0270177d,+9417.65+0.0430119d,+10221.3+0.0479352d,+1120.26+0.00527516d,+7611.92+0.0359395d,+9329.09+0.0223812d,+7250.81+0.0342294d,+7050.17+0.0331123d,+10382.1+0.0488279d,+7491.48+0.0351914d,+4644.41+0.0217917d,+1120.26+0.00524872d,+2361.14+0.0110682d,+3402.36+0.0159559d,+560.064+0.00262346d
2021-01-06 12:15:00 UTC,+1400.4+0.00654511d,+12351.4+0.0584179d,+8334.29+0.0393529d,+5606.46+0.0264429d,+6087.62+0.0287179d,+840.145+0.00395479d,+7290.93+0.0344115d,+7606.71+0.0202561d,+9578.88+0.0452528d,+4564.26+0.0214128d,+8936.35+0.0419993d,+7170.52+0.0336758d,+3081.94+0.0144499d,+2561.34+0.0120065d,+4403.96+0.0206595d,+520.055+0.00243577d,+480.047+0.00224834d
2021-01-06 12:30:00 UTC,+1360.38+0.00635696d,+8334.28+0.0393352d,+12552.5+0.0593469d,+5887.12+0.0277573d,+5045.23+0.0237796d,+1040.22+0.00489482d,+5406+0.0254839d,+7929.34+0.0270314d,+9458.4+0.0446614d,+8053.29+0.0378913d,+8655.36+0.0407341d,+6849.61+0.0322119d,+4965.05+0.0233313d,+5927.19+0.0278635d,+4403.97+0.02069d,+440.04+0.00206397d,+600.074+0.00281478d
2021-01-06 12:45:00 UTC,+1520.47+0.00712555d,+6207.93+0.0293368d,+10060.9+0.0476204d,+4243.7+0.0200382d,+6970+0.0329485d,+1400.4+0.00660479d,+7411.31+0.035041d,+8407.31+0.0199718d,+6568.88+0.0310472d,+4684.5+0.0220652d,+14925.9+0.0706025d,+8815.97+0.0415962d,+2160.96+0.0101681d,+2361.14+0.011111d,+3362.32+0.0158288d,+320.021+0.00150468d,+600.074+0.00282177d
2021-01-06 13:00:00 UTC,+1720.6+0.00802096d,+8534.94+0.0401832d,+7250.78+0.0341193d,+4724.57+0.0222089d,+5205.55+0.0244747d,+1160.28+0.00544618d,+9538.67+0.0449274d,+9049.25+0.023473d,+10060.8+0.0473967d,+5245.61+0.0245537d,+10462.4+0.0490769d,+5245.61+0.0245537d,+5566.32+0.0260582d,+3642.7+0.0170396d,+640.083+0.00299048d,+360.026+0.00168186d,+640.083+0.00299048d
2021-01-06 13:15:00 UTC,+1720.6+0.00804012d,+5325.81+0.0250611d,+7090.31+0.0333883d,+8769.44+0.0247213d,+5365.9+0.0252502d,+920.173+0.00432215d,+8374.39+0.0394559d,+5886.55+0.0255389d,+4644.42+0.0218486d,+6568.84+0.0308984d,+12632.8+0.0595703d,+8856.09+0.0416962d,+3562.6+0.016737d,+4083.41+0.0191879d,+680.095+0.0031913d,+4603.47+0.0173d,+600.074+0.00281572d
2021-01-06 13:30:00 UTC,+1760.63+0.00819936d,+10502.6+0.0494869d,+5045.21+0.023719d,+8727.81+0.0205488d,+5125.38+0.0240967d,+800.131+0.00375512d,+8454.66+0.0398035d,+10732.1+0.0259696d,+11748.3+0.0553849d,+5606.4+0.0262103d,+9699.19+0.0454202d,+5446.04+0.0254589d,+3963.2+0.0185158d,+1200.29+0.00560139d,+1080.24+0.00504088d,+2601.11+0.00981201d,+600.073+0.00279967d
2021-01-06 13:45:00 UTC,+1480.44+0.00688571d,+5887.07+0.0275874d,+5686.6+0.0266458d,+5564.34+0.0179139d,+7972.99+0.0373941d,+800.13+0.00374172d,+5526.23+0.0258926d,+9088.75+0.0220898d,+7050.15+0.0330534d,+4203.59+0.019613d,+8574.97+0.0400802d,+6408.35+0.0299268d,+3602.64+0.016805d,+720.105+0.0033551d,+3121.98+0.01456d,+920.086+0.00214765d,+440.039+0.00204999d
2021-01-06 14:00:00 UTC,+2241.02+0.0104436d,+6007.39+0.0282298d,+6247.99+0.0293634d,+8288.99+0.0249059d,+4403.97+0.0206815d,+800.131+0.00375196d,+7973.02+0.037497d,+9575.03+0.0360405d,+9739.45+0.0458377d,+5806.87+0.0271599d,+10422.2+0.0488387d,+5285.69+0.024717d,+4564.24+0.0213371d,+840.144+0.00392158d,+520.055+0.00242717d,+400.033+0.00186692d,+640.083+0.0029875d
