# file...... 1Meter_684_A_power.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_684_A_24:measured_power,house_meter_684_A_25:measured_power,house_meter_684_A_26:measured_power,house_meter_684_A_27:measured_power,house_meter_684_A_28:measured_power,house_meter_684_A_29:measured_power,house_meter_684_A_30:measured_power,house_meter_684_A_31:measured_power,house_meter_684_A_32:measured_power,house_meter_684_A_33:measured_power,house_meter_684_A_34:measured_power,house_meter_684_A_35:measured_power,house_meter_684_A_36:measured_power,house_meter_684_A_37:measured_power,house_meter_684_A_38:measured_power,house_meter_684_A_39:measured_power,house_meter_684_A_40:measured_power
2021-01-06 05:30:00 UTC,+3322.25+0.0155327d,+480.047+0.00223233d,+840.143+0.00390744d,+720.105+0.00334899d,+600.073+0.00279062d,+360.026+0.00167413d,+640.083+0.00297673d,+600.073+0.00279062d,+880.157+0.0040936d,+1000.2+0.00465138d,+480.047+0.00223196d,+440.039+0.00204591d,+280.016+0.00130182d,+200.008+0.000929822d,+560.064+0.00260407d,+800.13+0.00372065d,+440.039+0.00204591d
2021-01-06 05:45:00 UTC,+3402.36+0.0158959d,+640.083+0.0029729d,+680.094+0.00315878d,+440.039+0.00204362d,+480.047+0.00222946d,+560.063+0.00260116d,+520.055+0.0024153d,+520.055+0.0024153d,+520.055+0.0024153d,+440.039+0.00204325d,+840.143+0.00390169d,+560.063+0.00260068d,+320.021+0.00148589d,+240.012+0.00111436d,+160.005+0.000742873d,+360.026+0.00167166d,+440.039+0.00204325d
2021-01-06 06:00:00 UTC,+4924.93+0.0229661d,+640.083+0.00296553d,+760.117+0.00352182d,+440.039+0.00203855d,+440.039+0.00203855d,+480.046+0.00222393d,+520.055+0.00240932d,+480.046+0.00222393d,+480.046+0.00222393d,+560.063+0.00259462d,+640.083+0.00296542d,+1000.2+0.00463448d,+520.055+0.00240923d,+520.055+0.00240923d,+240.012+0.00111176d,+240.012+0.00111176d,+320.021+0.00148242d
2021-01-06 06:15:00 UTC,+3242.13+0.0150843d,+320.021+0.00148182d,+320.021+0.00148182d,+640.083+0.00296421d,+760.117+0.00352026d,+320.021+0.00148182d,+680.093+0.00314955d,+920.171+0.00426178d,+520.055+0.00240825d,+880.156+0.00407582d,+480.046+0.00222264d,+440.039+0.00203737d,+560.063+0.0025932d,+520.055+0.00240791d,+240.012+0.00111116d,+360.026+0.00166686d,+240.012+0.00111116d
2021-01-06 06:30:00 UTC,+1560.49+0.00726069d,+400.032+0.00185212d,+360.026+0.00166687d,+320.021+0.00148162d,+600.073+0.0027785d,+440.039+0.00203738d,+800.129+0.00370512d,+520.055+0.00240792d,+800.129+0.00370512d,+640.083+0.00296331d,+520.055+0.00240752d,+520.055+0.00240752d,+480.046+0.00222227d,+240.012+0.00111098d,+240.012+0.00111098d,+520.055+0.00240752d,+160.005+0.000740623d
2021-01-06 06:45:00 UTC,+2321.08+0.010722d,+920.17+0.00423115d,+920.17+0.00423115d,+920.17+0.00423115d,+360.026+0.00165511d,+600.072+0.00275891d,+480.046+0.00220697d,+320.021+0.00147117d,+640.082+0.00294291d,+600.072+0.00275885d,+1160.27+0.00533558d,+1080.23+0.00496737d,+400.032+0.00183902d,+160.005+0.0007355d,+680.093+0.00312685d,+520.054+0.00239089d,+440.039+0.00202297d
2021-01-06 07:00:00 UTC,+3802.92+0.0175993d,+520.054+0.00239373d,+360.026+0.00165703d,+480.046+0.00220954d,+520.054+0.00239373d,+360.026+0.00165703d,+680.093+0.00313056d,+880.155+0.0040518d,+560.063+0.00257792d,+520.054+0.00239432d,+2521.28+0.0116172d,+1000.2+0.00460578d,+480.046+0.00221008d,+240.012+0.00110488d,+240.012+0.00110488d,+360.026+0.00165744d,+360.026+0.00165744d
2021-01-06 07:15:00 UTC,+3842.95+0.0176223d,+720.103+0.00328606d,+400.032+0.00182524d,+480.046+0.00219039d,+840.14+0.00383401d,+400.032+0.00182524d,+920.168+0.00419935d,+680.092+0.00310342d,+760.115+0.0034687d,+920.168+0.0041995d,+2281.03+0.0104159d,+840.14+0.00383415d,+280.016+0.00127762d,+200.008+0.000912542d,+360.026+0.00164273d,+240.011+0.00109508d,+280.016+0.00127762d
2021-01-06 07:30:00 UTC,+2281.04+0.0104513d,+1080.23+0.00492373d,+480.046+0.00218754d,+440.038+0.0020052d,+360.026+0.00164054d,+720.103+0.00328178d,+640.081+0.002917d,+520.054+0.00236989d,+1120.25+0.00510621d,+560.062+0.00255323d,+2441.18+0.0111373d,+1320.35+0.00602105d,+720.103+0.00328303d,+440.038+0.00200596d,+1440.41+0.00656888d,+200.008+0.00091167d,+360.026+0.00164116d
2021-01-06 07:45:00 UTC,+6327.94+0.0288199d,+1040.21+0.00470303d,+800.126+0.0036172d,+640.081+0.00289349d,+520.053+0.00235079d,+720.102+0.00325533d,+1000.2+0.00452204d,+880.153+0.00397911d,+1480.43+0.00669451d,+440.038+0.00198973d,+3442.34+0.0155838d,+1040.21+0.00470468d,+480.045+0.00217067d,+1720.58+0.00778394d,+1280.32+0.00579119d,+400.032+0.00180881d,+240.011+0.00108518d
2021-01-06 08:00:00 UTC,+2281.03+0.0103706d,+1720.58+0.00779824d,+360.026+0.00163088d,+520.053+0.00235593d,+800.126+0.00362511d,+760.114+0.00344378d,+3282.13+0.0148848d,+1120.25+0.00507612d,+1400.39+0.0063462d,+640.081+0.00289897d,+3001.78+0.0136079d,+920.167+0.00416795d,+600.071+0.00271772d,+1000.2+0.0045306d,+1160.27+0.00525599d,+480.045+0.00217402d,+520.053+0.00235524d
2021-01-06 08:15:00 UTC,+5886.95+0.0271027d,+2160.93+0.00989521d,+520.054+0.00237984d,+440.039+0.00201362d,+1120.25+0.00512765d,+1000.2+0.00457793d,+2401.15+0.0109963d,+880.154+0.00402829d,+880.154+0.00402829d,+1440.41+0.00659482d,+2641.39+0.0120992d,+1080.23+0.00494505d,+640.082+0.00292963d,+240.011+0.00109835d,+960.184+0.00439528d,+1320.35+0.00604482d,+1800.65+0.0082453d
2021-01-06 08:30:00 UTC,+1000.2+0.00460256d,+3282.16+0.015081d,+600.072+0.00275429d,+520.054+0.00238693d,+760.116+0.0034891d,+760.116+0.0034891d,+2601.35+0.0119496d,+720.104+0.00330538d,+1280.33+0.0058782d,+760.115+0.00348851d,+3202.05+0.01471d,+1240.31+0.00569342d,+640.082+0.00293748d,+200.008+0.000917725d,+800.128+0.00367221d,+1880.71+0.00863528d,+880.155+0.00403962d
2021-01-06 08:45:00 UTC,+680.093+0.00314371d,+3081.91+0.0142301d,+480.046+0.00221421d,+400.032+0.00184508d,+1960.77+0.00904942d,+760.116+0.00350642d,+3963.16+0.0183056d,+1280.33+0.0059074d,+640.082+0.00295256d,+840.142+0.0038728d,+2721.49+0.0125547d,+1160.27+0.00534918d,+1120.25+0.0051646d,+200.008+0.000921741d,+880.156+0.00405731d,+840.142+0.0038728d,+680.093+0.00313482d
2021-01-06 09:00:00 UTC,+600.073+0.00278151d,+1560.49+0.00721594d,+840.142+0.00388381d,+680.093+0.00314374d,+2120.91+0.00980959d,+880.156+0.00406885d,+3162.02+0.0146311d,+1680.57+0.00777157d,+1160.27+0.0053644d,+1240.31+0.00573141d,+1840.68+0.00850776d,+1480.44+0.00684171d,+1760.62+0.00813746d,+280.016+0.00129344d,+880.156+0.00406657d,+920.17+0.00425152d,+600.072+0.00277219d
2021-01-06 09:15:00 UTC,+720.105+0.00335067d,+1280.33+0.00593835d,+600.073+0.00278245d,+920.171+0.00426726d,+2080.88+0.0096545d,+920.171+0.00426726d,+3322.23+0.0154217d,+1040.22+0.00482421d,+1080.24+0.00500987d,+920.171+0.00426385d,+840.142+0.0038929d,+800.129+0.00370743d,+1160.27+0.00537695d,+600.073+0.00278024d,+1160.27+0.00537695d,+960.186+0.00444935d,+440.039+0.00203864d
2021-01-06 09:30:00 UTC,+520.055+0.00241764d,+880.157+0.0040855d,+680.094+0.0031566d,+760.117+0.00352813d,+2361.13+0.0109664d,+1400.4+0.0065017d,+3162.02+0.014691d,+1280.33+0.00594398d,+1240.31+0.00575809d,+800.129+0.00371035d,+1520.47+0.00705274d,+720.105+0.00333915d,+800.129+0.00371035d,+520.055+0.00241132d,+960.186+0.00445285d,+800.129+0.00371035d,+400.032+0.00185473d
2021-01-06 09:45:00 UTC,+720.105+0.00336005d,+680.094+0.00316312d,+560.064+0.00260473d,+640.083+0.00297698d,+2241.02+0.0104296d,+880.157+0.00409394d,+2641.41+0.012295d,+1000.2+0.00465255d,+1120.25+0.00521123d,+880.157+0.00409298d,+3441.52+0.0101082d,+800.13+0.00372071d,+640.083+0.00297628d,+640.083+0.00297628d,+960.187+0.00446529d,+840.143+0.00390684d,+280.016+0.00130184d
2021-01-06 10:00:00 UTC,+520.055+0.00243136d,+520.055+0.00242218d,+560.064+0.00260856d,+680.094+0.00316777d,+2200.98+0.0102582d,+2040.85+0.00951119d,+2761.55+0.0128737d,+1480.44+0.00689792d,+1440.42+0.00671133d,+720.105+0.00335166d,+2840.82+0.00661815d,+1040.22+0.00484222d,+320.021+0.00148926d,+760.117+0.00353794d,+920.172+0.00428319d,+640.083+0.0029791d,+320.021+0.00148926d
2021-01-06 10:15:00 UTC,+560.063+0.00259764d,+760.116+0.00351324d,+720.104+0.00332825d,+680.093+0.00314327d,+2361.12+0.0109201d,+2200.98+0.0101788d,+2481.24+0.0114762d,+1040.22+0.00480841d,+1080.23+0.00499347d,+720.104+0.00332542d,+1840.63+0.00779669d,+1200.29+0.00554397d,+800.129+0.00369509d,+320.021+0.0014776d,+960.185+0.00443453d,+520.054+0.0024014d,+280.016+0.00129287d
2021-01-06 10:30:00 UTC,+760.117+0.00352015d,+640.082+0.00295132d,+960.185+0.00442784d,+760.116+0.00350495d,+1200.29+0.0055356d,+2040.84+0.00941529d,+2241.01+0.0103396d,+1360.37+0.00627428d,+920.17+0.00424324d,+1000.2+0.00460949d,+1120.25+0.005163d,+1280.33+0.00590114d,+480.046+0.00221186d,+480.046+0.00221186d,+1240.31+0.0057166d,+400.032+0.00184313d,+600.072+0.00276503d
2021-01-06 10:45:00 UTC,+440.039+0.00205474d,+560.064+0.00260351d,+520.055+0.00241749d,+760.117+0.00353376d,+920.171+0.00427813d,+1560.49+0.00725705d,+1960.78+0.00912005d,+1200.29+0.00558112d,+600.073+0.00278954d,+680.094+0.00316002d,+1040.22+0.00483402d,+880.157+0.00408993d,+320.021+0.00148674d,+600.073+0.00278811d,+960.187+0.00446196d,+320.021+0.00148674d,+480.047+0.00223033d
2021-01-06 11:00:00 UTC,+1960.79+0.00919395d,+560.064+0.00261333d,+1040.22+0.00485475d,+840.143+0.00392067d,+800.13+0.00373388d,+1400.4+0.00653668d,+1560.5+0.00728444d,+720.105+0.00336033d,+520.055+0.00242661d,+520.055+0.00242573d,+1200.29+0.00560017d,+520.055+0.00242573d,+480.047+0.00223908d,+760.117+0.00354582d,+1360.25+0.00427173d,+320.021+0.00149258d,+320.021+0.00149258d
2021-01-06 11:15:00 UTC,+3362.32+0.0158692d,+520.055+0.00243667d,+800.131+0.00374937d,+640.084+0.0029992d,+400.033+0.00187422d,+1240.31+0.00581309d,+720.106+0.00337426d,+640.084+0.0029992d,+720.106+0.00337426d,+1080.24+0.00506671d,+1240.31+0.00581791d,+680.094+0.00318937d,+960.188+0.00450341d,+440.04+0.00206341d,+5123.28+0.0146815d,+320.021+0.00150055d,+320.021+0.00150055d
2021-01-06 11:30:00 UTC,+1560.5+0.00730532d,+480.047+0.0022369d,+720.105+0.00335584d,+560.064+0.00260985d,+920.172+0.00428854d,+2120.91+0.00988953d,+520.055+0.00242337d,+5725.13+0.0205782d,+480.047+0.0022369d,+680.094+0.00316702d,+1080.24+0.0050312d,+640.083+0.00298065d,+560.064+0.00260794d,+440.039+0.00204895d,+3281.26+0.00881344d,+600.073+0.00279429d,+280.016+0.00130375d
2021-01-06 11:45:00 UTC,+2361.13+0.0110267d,+1000.2+0.00465231d,+1160.27+0.00539721d,+920.172+0.00427992d,+1960.78+0.00912386d,+2561.33+0.0119212d,+640.083+0.00297683d,+5003.31+0.0152089d,+480.047+0.0022324d,+560.063+0.00260085d,+1280.33+0.00594741d,+560.063+0.00260085d,+1120.25+0.00520348d,+320.021+0.00148599d,+1200.29+0.00557543d,+360.026+0.00167177d,+480.047+0.0022292d
2021-01-06 12:00:00 UTC,+2721.51+0.0127569d,+680.094+0.0031707d,+1240.31+0.00578385d,+480.047+0.00223787d,+2401.17+0.0112025d,+2481.25+0.0115764d,+760.117+0.0035439d,+2800.88+0.00718049d,+520.055+0.00242442d,+1000.2+0.0046609d,+1320.35+0.00615358d,+440.039+0.0020501d,+3081.01+0.00753517d,+280.016+0.00130448d,+1120.25+0.00522059d,+240.012+0.0011181d,+600.073+0.00279586d
2021-01-06 12:15:00 UTC,+600.074+0.00281323d,+440.039+0.00205475d,+800.13+0.00373672d,+440.039+0.00205475d,+2441.21+0.0114084d,+2561.34+0.0119704d,+640.083+0.00298909d,+1800.66+0.00841276d,+440.039+0.00205475d,+920.172+0.00429739d,+3121.98+0.0145934d,+440.039+0.00205467d,+2760.95+0.00792835d,+400.033+0.00186784d,+1080.24+0.00504525d,+240.012+0.00112059d,+400.033+0.00186784d
2021-01-06 12:30:00 UTC,+2361.14+0.011065d,+440.039+0.00205408d,+1240.31+0.00579158d,+600.073+0.00280129d,+2321.1+0.010843d,+2881.69+0.0134649d,+600.073+0.00280129d,+1440.42+0.00672653d,+800.13+0.0037355d,+680.094+0.00317364d,+2641.42+0.0123359d,+440.039+0.00205323d,+2160.5+0.00529317d,+680.094+0.00317364d,+960.187+0.00448119d,+240.012+0.00111981d,+280.016+0.00130648d
2021-01-06 12:45:00 UTC,+1960.79+0.00928328d,+600.074+0.00282404d,+640.084+0.00301238d,+360.027+0.00169417d,+2000.82+0.00942157d,+2281.07+0.0107424d,+680.095+0.00320073d,+880.159+0.00414263d,+600.074+0.00282404d,+920.174+0.00433397d,+2401.18+0.0113163d,+3361.88+0.0128189d,+1600.5+0.00717289d,+1640.32+0.00452856d,+1080.24+0.00508821d,+480.047+0.00226059d,+200.008+0.00094175d
2021-01-06 13:00:00 UTC,+2921.74+0.0137085d,+680.094+0.00316999d,+520.055+0.00242387d,+400.032+0.00186438d,+960.187+0.00447604d,+1640.55+0.00764974d,+680.094+0.00316999d,+1280.33+0.00596922d,+600.073+0.00279691d,+480.047+0.00224055d,+2321.1+0.0108415d,+4042.4+0.0136066d,+1720.6+0.00803472d,+3682.18+0.013587d,+1160.27+0.00541691d,+520.055+0.00242732d,+560.064+0.0026141d
2021-01-06 13:15:00 UTC,+2361.14+0.0110914d,+920.172+0.00430296d,+760.118+0.00355427d,+760.118+0.00355427d,+520.055+0.00243151d,+960.188+0.00449016d,+600.073+0.00280573d,+1400.4+0.00654991d,+800.13+0.00374143d,+520.055+0.00243426d,+2841.65+0.0133138d,+2881.16+0.00927115d,+1200.29+0.00561988d,+3562.12+0.0136607d,+880.158+0.00412043d,+280.016+0.00131056d,+680.094+0.00318358d
2021-01-06 13:30:00 UTC,+2241.02+0.0104839d,+480.047+0.00223547d,+640.083+0.00298092d,+440.039+0.00204913d,+320.021+0.00149017d,+1120.25+0.00521813d,+720.105+0.0033537d,+1120.25+0.00521813d,+1160.27+0.00540462d,+1000.2+0.00466402d,+2401.17+0.0112032d,+3281.8+0.0126215d,+1240.31+0.00578423d,+2761.2+0.00996293d,+840.143+0.00391739d,+200.008+0.000932353d,+480.047+0.00223802d
2021-01-06 13:45:00 UTC,+760.118+0.00354986d,+560.063+0.0026005d,+480.047+0.00222889d,+440.039+0.0020431d,+320.021+0.00148579d,+1040.22+0.00483089d,+560.063+0.0026005d,+1680.57+0.00780676d,+720.105+0.00334381d,+480.047+0.00223064d,+2160.95+0.0100481d,+2320.73+0.00725068d,+1160.27+0.00539291d,+2080.65+0.00715612d,+760.117+0.00353243d,+640.083+0.00297447d,+480.047+0.00223064d
2021-01-06 14:00:00 UTC,+2281.07+0.0107296d,+480.047+0.0022383d,+920.172+0.00429123d,+400.032+0.00186516d,+560.064+0.00261148d,+920.172+0.00429123d,+600.073+0.00279808d,+1680.57+0.00783979d,+560.064+0.00261148d,+560.064+0.00261188d,+960.187+0.0044786d,+1200.16+0.00311033d,+480.047+0.00223865d,+1840.39+0.00481322d,+960.187+0.0044786d,+480.047+0.00223865d,+480.047+0.00223865d
2021-01-06 14:15:00 UTC,+560.064+0.00261159d,+1240.31+0.00575352d,+600.073+0.00278288d,+520.055+0.00241171d,+360.026+0.00166948d,+1000.2+0.00463926d,+880.156+0.00408225d,+1280.33+0.00593926d,+760.117+0.00352532d,+1000.2+0.00463892d,+760.117+0.00352506d,+360.026+0.00166936d,+520.055+0.00241153d,+1400.22+0.00356848d,+1120.25+0.00519597d,+560.063+0.0025971d,+520.055+0.00241153d
