# file...... Meter_611_C_Power.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_611_C:measured_power,xfmr_meter_611_C_1:measured_power,xfmr_meter_611_C_2:measured_power,xfmr_meter_611_C_3:measured_power,xfmr_meter_611_C_4:measured_power,xfmr_meter_611_C_5:measured_power,house_meter_611_C_1:measured_power,house_meter_611_C_2:measured_power,house_meter_611_C_3:measured_power,house_meter_611_C_4:measured_power,house_meter_611_C_5:measured_power,house_meter_611_C_6:measured_power,house_meter_611_C_7:measured_power,house_meter_611_C_8:measured_power,house_meter_611_C_9:measured_power,house_meter_611_C_10:measured_power,house_meter_611_C_11:measured_power,house_meter_611_C_12:measured_power,house_meter_611_C_13:measured_power,house_meter_611_C_14:measured_power,house_meter_611_C_15:measured_power,house_meter_611_C_16:measured_power,house_meter_611_C_17:measured_power,house_meter_611_C_18:measured_power,house_meter_611_C_19:measured_power,house_meter_611_C_20:measured_power,house_meter_611_C_21:measured_power,house_meter_611_C_22:measured_power,house_meter_611_C_23:measured_power
2021-01-06 02:30:00 UTC,+48912.1+128.29j,+10339.9+21.9719j,+3441.78+2.2644j,+6606.96+8.5066j,+7688.88+11.2986j,+20834.3+83.9492j,+160.005+0.000761338d,+1480.45+0.00704814d,+240.012+0.00114206d,+200.008+0.000951696d,+200.008+0.000951696d,+2761.58+0.0131543d,+2881.72+0.0137273d,+2401.2+0.011436d,+640.085+0.00304232d,+520.056+0.0024717d,+480.048+0.00228152d,+160.005+0.000760357d,+280.016+0.00133072d,+520.056+0.0024717d,+360.027+0.00171101d,+480.048+0.00228152d,+680.096+0.00323446d,+1720.61+0.00818657d,+400.033+0.00190229d,+200.008+0.000951031d,+840.146+0.00399591d,+1160.28+0.00551925d,+1000.21+0.0047575d
2021-01-06 02:45:00 UTC,+52939.9+164.04j,+11389.9+28.9789j,+6206.54+7.6684j,+5485.19+6.02058j,+5484.45+5.72323j,+24373.4+115.274j,+120.003+0.000571319d,+1400.41+0.0066707d,+200.008+0.000952246d,+240.012+0.00114272d,+200.008+0.000952246d,+5045.29+0.0240692d,+3923.2+0.0187074d,+240.012+0.00114272d,+640.085+0.00304506d,+1640.56+0.00780782d,+360.027+0.00171255d,+480.048+0.00228357d,+560.065+0.00266429d,+360.027+0.00171255d,+400.033+0.00190288d,+1760.64+0.00837975d,+1760.64+0.00837862d,+160.005+0.000760935d,+200.008+0.000951193d,+360.027+0.00171232d,+640.085+0.00304465d,+680.096+0.00323502d,+1160.28+0.00552021d
2021-01-06 03:00:00 UTC,+52919.1+145.177j,+11303.5+26.146j,+4322.74+3.54496j,+6888.38+9.56863j,+8613.19+14.9965j,+21790.9+90.582j,+560.065+0.00266498d,+1240.32+0.00590353d,+240.012+0.00114191d,+200.008+0.000951565d,+240.012+0.00114191d,+2521.32+0.0120071d,+3122.02+0.0148714d,+3162.07+0.0150625d,+480.048+0.00228117d,+400.033+0.00190088d,+480.048+0.00228117d,+680.096+0.00323206d,+680.096+0.00323206d,+520.056+0.00247133d,+400.033+0.00190088d,+680.096+0.00323206d,+280.016+0.00133116d,+320.021+0.00152136d,+440.04+0.00209203d,+720.107+0.00342391d,+880.16+0.0041852d,+640.085+0.00304333d,+1080.24+0.00513702d
2021-01-06 03:15:00 UTC,+60165.9+197.039j,+11667.8+29.0181j,+8491.8+14.1868j,+6366.09+7.75842j,+7368.25+10.4277j,+26271.4+135.195j,+560.065+0.00267045d,+1240.32+0.00591566d,+2241.04+0.010693d,+280.016+0.00133499d,+200.008+0.000953519d,+5085.38+0.0242934d,+1920.77+0.00916362d,+120.003+0.000572082d,+1520.48+0.00724839d,+440.04+0.00209681d,+1760.64+0.00839413d,+440.04+0.00209681d,+360.027+0.00171548d,+480.048+0.00228748d,+1920.77+0.00915815d,+1560.51+0.00743932d,+400.033+0.00190538d,+760.12+0.00362103d,+600.075+0.00285843d,+520.056+0.00247718d,+920.176+0.0043838d,+840.146+0.0040024d,+1120.26+0.00533746d
2021-01-06 03:30:00 UTC,+56654.6+163.598j,+16971.2+58.2401j,+4042.72+3.23131j,+6206.16+7.51178j,+9253.86+16.7673j,+20180.2+77.4663j,+160.005+0.000762165d,+3081.97+0.0146984d,+160.005+0.000762165d,+2361.16+0.0112574d,+120.003+0.00057161d,+2641.45+0.0125952d,+5085.38+0.0242732d,+3322.29+0.0158461d,+320.021+0.00152079d,+640.085+0.00304219d,+360.027+0.00171094d,+240.012+0.00114054d,+200.008+0.000950425d,+360.027+0.00171094d,+640.085+0.00304219d,+1280.34+0.0060868d,+560.065+0.00266286d,+600.075+0.00285314d,+360.027+0.00171163d,+320.021+0.00152141d,+760.12+0.00361433d,+800.133+0.00380466d,+1080.24+0.00513718d
2021-01-06 03:45:00 UTC,+60247.1+201.625j,+17776.5+64.0781j,+5044.96+5.32449j,+4242.85+3.5012j,+9012.58+15.6945j,+24169.7+112.559j,+1240.32+0.00592066d,+1120.26+0.00534729d,+2481.28+0.0118505d,+200.008+0.000954325d,+560.065+0.00267271d,+6087.72+0.0291184d,+3562.64+0.0170227d,+2481.28+0.0118505d,+640.085+0.00304739d,+400.033+0.00190433d,+320.021+0.00152339d,+400.033+0.00190433d,+480.048+0.00228531d,+360.027+0.00171386d,+200.008+0.000952047d,+2241.04+0.0106765d,+440.04+0.0020945d,+200.008+0.000951904d,+360.027+0.0017136d,+280.016+0.00133273d,+680.096+0.00323744d,+600.075+0.00285642d,+1120.26+0.00533372d
2021-01-06 04:00:00 UTC,+55845.2+155.377j,+13388.6+34.9649j,+5284.86+5.60853j,+6567.05+8.48067j,+8894.76+16.2851j,+21709.6+89.6726j,+880.161+0.00419598d,+1760.64+0.00839656d,+160.005+0.000762565d,+2361.16+0.0112632d,+680.096+0.00324194d,+2601.41+0.0124105d,+2481.28+0.0118368d,+2441.24+0.0116456d,+680.096+0.00323702d,+200.008+0.000951783d,+440.04+0.00209423d,+600.075+0.00285606d,+720.108+0.00342752d,+560.065+0.00266559d,+200.008+0.000951783d,+1880.73+0.0089561d,+360.027+0.00171379d,+560.065+0.00266622d,+480.048+0.00228522d,+560.065+0.00266622d,+840.146+0.00400003d,+2040.86+0.00972163d,+960.191+0.00457181d
2021-01-06 04:15:00 UTC,+56688+202.775j,+12674.7+34.9855j,+4402.84+3.68064j,+6165.67+7.26336j,+5484.42+5.71807j,+27959.9+150.657j,+840.147+0.00400925d,+1120.26+0.0053466d,+400.033+0.00190865d,+160.005+0.000763347d,+240.012+0.00114508d,+1320.36+0.00630214d,+6127.82+0.029307d,+2441.24+0.0116576d,+520.056+0.00247757d,+480.048+0.00228694d,+640.085+0.00304955d,+480.048+0.00228694d,+440.04+0.00209631d,+640.085+0.00304955d,+720.108+0.00343091d,+480.048+0.00228694d,+560.065+0.0026691d,+640.085+0.00305056d,+400.033+0.00190631d,+1080.24+0.00514922d,+920.176+0.00438594d,+720.108+0.00343205d,+1080.24+0.00514922d
2021-01-06 04:30:00 UTC,+71515.8+345.651j,+33797.4+245.794j,+4363.22+3.80214j,+7328.27+10.3953j,+5804.94+6.42332j,+20221.2+78.4752j,+1160.28+0.00558763d,+4043.43+0.0194957d,+2080.91+0.010025d,+3282.26+0.0158206d,+2401.21+0.0115696d,+3963.3+0.0191087d,+15973.9+0.0774084d,+720.109+0.00346722d,+320.021+0.00153202d,+640.085+0.00306465d,+440.04+0.00210669d,+360.027+0.00172357d,+200.008+0.000957442d,+320.021+0.00153202d,+640.085+0.00306465d,+1440.43+0.00689892d,+440.04+0.00210786d,+400.033+0.00191619d,+1200.3+0.00575145d,+1080.24+0.00517592d,+1520.48+0.00728663d,+680.097+0.00325809d,+1160.28+0.0055596d
2021-01-06 04:45:00 UTC,+66892.3+306.497j,+28758.3+188.506j,+3522.05+2.45879j,+5484.62+5.81603j,+6205.66+7.34644j,+22921+101.712j,+240.012+0.00115378d,+2321.13+0.0111678d,+1280.34+0.00615752d,+3442.48+0.0165709d,+200.008+0.000961459d,+2481.29+0.0119392d,+15973.8+0.0772995d,+2681.51+0.0129037d,+320.021+0.00153111d,+480.048+0.0022969d,+200.008+0.000956873d,+360.027+0.00172254d,+400.033+0.00191399d,+200.008+0.000956873d,+440.04+0.00210544d,+1120.26+0.00536158d,+320.021+0.00153168d,+360.027+0.00172318d,+920.177+0.00440523d,+400.033+0.00191469d,+760.12+0.00363873d,+720.108+0.00344714d,+1040.23+0.00498019d
2021-01-06 05:00:00 UTC,+69235.2+350.242j,+35366.4+263.662j,+3842.27+2.85557j,+5644.86+6.14711j,+5123.84+4.99905j,+19257.1+71.7999j,+2521.33+0.0121491d,+2321.13+0.0111835d,+2521.33+0.0121491d,+2601.42+0.0125355d,+2281.09+0.0109904d,+4524.3+0.0218189d,+15812.8+0.0766231d,+2601.42+0.0125355d,+520.056+0.00248888d,+200.008+0.000957074d,+400.033+0.00191438d,+520.056+0.00248888d,+680.096+0.00325502d,+560.065+0.0026804d,+200.008+0.000957074d,+760.12+0.00363814d,+360.027+0.00172349d,+560.065+0.00268131d,+440.04+0.00210659d,+480.048+0.00229815d,+1000.21+0.00478937d,+800.134+0.00383102d,+1000.21+0.00478937d
2021-01-06 05:15:00 UTC,+74687.9+333.824j,+27736.3+172.087j,+4082.46+3.18385j,+14861.3+53.6982j,+5845.1+6.54954j,+22162+97.6022j,+720.109+0.00346185d,+1240.32+0.00596402d,+2561.37+0.0123231d,+2521.33+0.0121302d,+160.005+0.000769025d,+3202.15+0.01541d,+14725.7+0.071211d,+2481.29+0.0119374d,+640.085+0.00306328d,+400.033+0.00191426d,+640.085+0.00306328d,+440.04+0.00210574d,+480.048+0.00229723d,+640.085+0.00306328d,+480.048+0.00229723d,+360.027+0.00172279d,+600.075+0.00287761d,+9619.4+0.0463038d,+320.021+0.00153445d,+440.04+0.00211003d,+1280.34+0.00614152d,+640.086+0.00306953d,+1120.26+0.00537329d
2021-01-06 05:30:00 UTC,+77699.8+324.289j,+24017.6+115.263j,+5084.44+5.19302j,+17901+82.7903j,+6726.84+8.71509j,+23969.2+111.619j,+1560.51+0.00751061d,+2080.91+0.0100174d,+200.008+0.000962076d,+2441.25+0.0117539d,+5526.41+0.0266425d,+2841.69+0.0136842d,+6809.74+0.0328471d,+2481.29+0.0119469d,+560.065+0.00268478d,+680.097+0.00326034d,+520.056+0.00249295d,+360.027+0.00172571d,+240.012+0.00115039d,+1760.65+0.00844423d,+640.086+0.00306847d,+320.021+0.00153393d,+560.066+0.00269131d,+12834.7+0.0619942d,+480.048+0.00230672d,+400.033+0.00192217d,+920.177+0.00442244d,+680.097+0.00326827d,+1320.37+0.00634683d
2021-01-06 05:45:00 UTC,+99528.1+539.762j,+34312.1+233.132j,+3602.05+2.54179j,+18264.6+86.1543j,+13730.3+45.1726j,+29617.8+171.566j,+2441.26+0.0118288d,+1840.71+0.00891668d,+3322.33+0.0161039d,+5406.18+0.0262278d,+3803.05+0.0184378d,+4965.21+0.024084d,+9900.76+0.0481246d,+2481.3+0.012023d,+360.027+0.00173276d,+480.048+0.00231052d,+160.005+0.000770017d,+840.148+0.00404434d,+440.041+0.00211793d,+200.008+0.000962547d,+440.041+0.00211793d,+680.097+0.00327366d,+200.008+0.000965235d,+12995.7+0.063057d,+680.097+0.0032828d,+480.048+0.00231698d,+840.148+0.00405564d,+840.148+0.00405564d,+1160.28+0.00560177d
2021-01-06 06:00:00 UTC,+110546+771.052j,+48832.1+506.015j,+3361.74+2.1993j,+18225.6+86.4584j,+17648.5+76.8558j,+22476.8+97.8846j,+2281.1+0.0111022d,+2281.1+0.0111022d,+2641.48+0.0128581d,+15813.3+0.0774095d,+16578.6+0.0811825d,+3522.63+0.0171538d,+5165.66+0.0251723d,+200.008+0.000972587d,+320.022+0.00154275d,+200.008+0.000964143d,+360.027+0.00173564d,+440.041+0.00212144d,+560.066+0.00270022d,+360.027+0.00173564d,+360.027+0.00173564d,+760.121+0.00366505d,+280.017+0.0013537d,+13076.2+0.0635583d,+400.034+0.001934d,+480.049+0.00232092d,+1520.49+0.00735443d,+760.122+0.00367544d,+960.194+0.00464325d
2021-01-06 06:15:00 UTC,+111020+755.76j,+47094.7+477.092j,+3962.34+3.02616j,+20394.1+101.016j,+17085.5+73.0492j,+22481.8+99.9821j,+2160.99+0.0105209d,+2281.1+0.0111063d,+2641.48+0.0128628d,+16860.7+0.0826038d,+15934.2+0.0780336d,+3803.07+0.0185284d,+440.041+0.0021408d,+2641.48+0.0128628d,+520.057+0.00250931d,+320.022+0.00154399d,+640.086+0.00308861d,+480.048+0.00231622d,+480.048+0.00231622d,+680.097+0.00328173d,+440.041+0.00212315d,+400.034+0.00193009d,+760.122+0.00367952d,+12875.1+0.0626454d,+360.027+0.00174249d,+360.027+0.00174249d,+2080.91+0.0100787d,+2040.88+0.00988462d,+1160.28+0.00561753d
2021-01-06 06:30:00 UTC,+112022+757.059j,+48260.4+495.434j,+8095.67+15.0299j,+20771+110.068j,+16281.6+68.09j,+18611.4+66.84j,+2241.07+0.0109594d,+2201.03+0.0107634d,+3001.92+0.0146849d,+15894.1+0.0781825d,+15974.7+0.0785815d,+5165.69+0.0252931d,+800.136+0.00391045d,+2641.49+0.0129197d,+600.076+0.00290982d,+720.11+0.00349206d,+560.066+0.00271577d,+360.027+0.00174562d,+4524.33+0.0219755d,+520.057+0.00252172d,+520.057+0.00252172d,+280.017+0.00135763d,+680.098+0.003306d,+14283.5+0.0698365d,+600.076+0.00291691d,+280.017+0.00136094d,+840.149+0.00408431d,+2040.88+0.00992663d,+1160.29+0.00564139d
2021-01-06 06:45:00 UTC,+117231+939.002j,+57181.1+688.553j,+5525.42+6.27572j,+18911.2+92.6253j,+11191.5+29.4504j,+24419.5+120.048j,+2241.08+0.0110585d,+2161+0.010663d,+2841.74+0.014026d,+15089.2+0.0748716d,+15934.9+0.0790969d,+14243.8+0.0706509d,+400.034+0.00197239d,+3803.11+0.0187789d,+520.058+0.00253864d,+560.067+0.00273399d,+200.009+0.000976202d,+600.077+0.00292935d,+1920.78+0.00938184d,+280.017+0.00136675d,+480.049+0.0023433d,+960.196+0.00468805d,+680.099+0.0033287d,+13237.6+0.0651399d,+640.087+0.00313281d,+600.077+0.00293694d,+760.123+0.0037205d,+880.165+0.00430828d,+1120.27+0.00548411d
2021-01-06 07:00:00 UTC,+122239+824.712j,+48325.6+492.497j,+21012.9+112.617j,+19876.9+99.9495j,+13162.7+40.3939j,+19859.1+77.504j,+2281.12+0.0112339d,+2721.59+0.0134056d,+360.028+0.00177158d,+9579.75+0.0473261d,+11669.3+0.0577012d,+16257+0.0805459d,+2601.45+0.0128132d,+2521.36+0.0124183d,+400.034+0.00195803d,+160.005+0.000783093d,+240.012+0.0011747d,+1640.57+0.0080343d,+13921.6+0.0685374d,+320.022+0.00156635d,+360.028+0.00176218d,+3883.22+0.0190353d,+960.197+0.00469992d,+13277.8+0.0653354d,+360.028+0.00176179d,+560.067+0.00274092d,+1120.27+0.0054838d,+680.099+0.00332852d,+2321.15+0.011368d
2021-01-06 07:15:00 UTC,+169452+1387.69j,+50279.8+536.51j,+30188.3+215.549j,+35043.4+264.73j,+13360.4+40.5088j,+40577.4+327.311j,+2361.21+0.0117842d,+2321.17+0.0115841d,+2721.61+0.0135849d,+11026.5+0.0552389d,+11066.7+0.0554413d,+16419+0.082448d,+1440.45+0.00718601d,+2561.43+0.0127845d,+320.022+0.0015894d,+1120.27+0.00556579d,+680.1+0.00337827d,+10664.7+0.0532052d,+14244.2+0.0711739d,+560.068+0.00278188d,+480.05+0.00238435d,+1960.83+0.00974546d,+1480.47+0.00736353d,+10262.9+0.0512406d,+240.012+0.00119312d,+320.022+0.00159091d,+1080.25+0.00537199d,+3642.88+0.0181358d,+7131.04+0.0355553d
2021-01-06 07:30:00 UTC,+213424+2265.87j,+46994.7+475.868j,+67079.8+935.239j,+55166.1+642.566j,+19278.3+82.1305j,+24900.5+124.964j,+2281.13+0.0114139d,+5687.06+0.0284981d,+320.022+0.00159989d,+4364.15+0.0218563d,+9861.27+0.0495057d,+17708.8+0.0892097d,+6088.09+0.030513d,+360.028+0.00179993d,+11549.3+0.0582578d,+1280.36+0.00642939d,+12956.9+0.0653987d,+13278.8+0.0670328d,+14244.6+0.0719393d,+560.069+0.00281153d,+480.05+0.00240975d,+12112.2+0.0611125d,+13238.4+0.0666677d,+3082.07+0.015452d,+440.042+0.00220361d,+1120.27+0.0056117d,+880.169+0.0044085d,+11589.4+0.0583211d,+11428.6+0.0575078d
2021-01-06 07:45:00 UTC,+276664+3752.97j,+45644.8+451.969j,+83720.6+1456.15j,+79931+1325.91j,+41894.6+378.164j,+25464.7+132.118j,+2241.11+0.0114158d,+11831.2+0.0605239d,+4765.04+0.0242994d,+320.023+0.00162873d,+440.043+0.00223969d,+14849.2+0.0760657d,+5767.39+0.0294241d,+5125.84+0.0261435d,+13722.3+0.0708105d,+9500.25+0.0489303d,+14567.7+0.0752016d,+14648.3+0.0756201d,+14366.4+0.0741557d,+600.08+0.00307834d,+440.043+0.00225721d,+14930.1+0.0770851d,+14406.6+0.074306d,+12957.7+0.0667891d,+520.06+0.00266566d,+16098.3+0.0830946d,+760.129+0.0038966d,+11429.3+0.0588706d,+11348.9+0.0584543d
2021-01-06 08:00:00 UTC,+314890+4600.41j,+56985+701.962j,+94393.8+1813.83j,+74214.7+1140.46j,+60740.1+761.503j,+28546.3+171.922j,+2921.9+0.0149184d,+9540.3+0.0488544d,+16178.6+0.083095d,+240.013+0.00122398d,+240.013+0.00122398d,+6128.36+0.0313346d,+5246.13+0.0268131d,+16017.4+0.0822613d,+11509.8+0.0594489d,+12796.9+0.0661352d,+13279.7+0.0686455d,+13480.9+0.069692d,+14044.4+0.0726237d,+480.052+0.00246723d,+12837.1+0.0663443d,+14809.4+0.0766059d,+14004+0.0721106d,+5206.06+0.0267018d,+360.029+0.00184259d,+15211.9+0.0783734d,+3843.3+0.0197002d,+11228.2+0.0577453d,+11188+0.0575375d
2021-01-06 08:15:00 UTC,+315992+4413.45j,+57991.8+719.838j,+73302.1+1107.13j,+75949.7+1197.1j,+75069.5+1146.49j,+33668.2+232.617j,+3763.14+0.0191839d,+6489.36+0.0331219d,+15896.4+0.081478d,+240.013+0.00122164d,+560.07+0.00285109d,+8014.29+0.040933d,+6369.02+0.0325059d,+16178.5+0.082934d,+3242.34+0.0165768d,+14768.8+0.075898d,+12877.1+0.0661199d,+13239.2+0.0679904d,+3522.76+0.0180127d,+5727.31+0.029314d,+13923.4+0.0715259d,+5286.23+0.027051d,+5286.23+0.0270659d,+14164.9+0.0728147d,+400.036+0.00204376d,+14527.3+0.0746895d,+2681.6+0.013714d,+11429.2+0.0586796d,+10946.8+0.0561906d
