# file...... Meter_645_C_Power.csv
# date...... Thu May 13 04:58:53 2021
# user...... cjigau
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_645_C:measured_power,xfmr_meter_645_C_1:measured_power,xfmr_meter_645_C_2:measured_power,xfmr_meter_645_C_3:measured_power,xfmr_meter_645_C_4:measured_power,xfmr_meter_645_C_5:measured_power,house_meter_645_C_1:measured_power,house_meter_645_C_2:measured_power,house_meter_645_C_3:measured_power,house_meter_645_C_4:measured_power,house_meter_645_C_5:measured_power,house_meter_645_C_6:measured_power,house_meter_645_C_7:measured_power,house_meter_645_C_8:measured_power,house_meter_645_C_9:measured_power,house_meter_645_C_10:measured_power,house_meter_645_C_11:measured_power,house_meter_645_C_12:measured_power,house_meter_645_C_13:measured_power,house_meter_645_C_14:measured_power,house_meter_645_C_15:measured_power,house_meter_645_C_16:measured_power,house_meter_645_C_17:measured_power,house_meter_645_C_18:measured_power,house_meter_645_C_19:measured_power,house_meter_645_C_20:measured_power,house_meter_645_C_21:measured_power,house_meter_645_C_22:measured_power,house_meter_645_C_23:measured_power
2021-01-06 02:30:00 UTC,+59174.7+169.595j,+9978.3+20.207j,+24123.8+108.815j,+9212.66+16.0493j,+7930.01+12.1435j,+7929.6+11.9782j,+160.005+0.000751662d,+200.008+0.0009396d,+120.003+0.000563733d,+200.008+0.0009396d,+2040.85+0.00959474d,+2521.3+0.0118558d,+1800.66+0.0084647d,+2921.75+0.0137411d,+2521.31+0.011887d,+3963.23+0.0186962d,+2921.75+0.0137772d,+2601.39+0.012265d,+2721.52+0.012832d,+3522.55+0.0166143d,+3202.11+0.015101d,+2601.39+0.012265d,+1360.38+0.00639291d,+640.084+0.0030071d,+720.106+0.00338315d,+2040.85+0.00959338d,+1320.36+0.00620473d,+1080.24+0.00507585d,+1120.26+0.00526398d
2021-01-06 02:45:00 UTC,+56837.6+168.709j,+9897.81+19.8004j,+24889.2+115.827j,+7753.2+11.4547j,+4963.59+4.62226j,+9333.34+16.6041j,+160.005+0.000751297d,+160.005+0.000751297d,+160.005+0.000751297d,+200.008+0.000939145d,+2000.82+0.00940183d,+2521.3+0.0118501d,+2641.43+0.0124153d,+2040.85+0.00959011d,+2441.22+0.0115053d,+3963.23+0.0186901d,+3402.38+0.0160415d,+2801.61+0.0132058d,+2721.52+0.0128278d,+3562.61+0.0167981d,+3482.49+0.0164198d,+2441.22+0.0115053d,+1736.62+0.00815623d,+536.059+0.00251643d,+480.047+0.00225344d,+720.106+0.00338066d,+1624.54+0.0076295d,+944.182+0.00443303d,+816.136+0.00383164d
2021-01-06 03:00:00 UTC,+60661.1+177.977j,+10139+20.8861j,+24728+114.295j,+9092.38+15.6458j,+9132.47+15.7746j,+7568.86+10.9532j,+240.012+0.00112699d,+160.005+0.000751286d,+160.005+0.000751286d,+240.012+0.00112699d,+1600.52+0.00751951d,+2681.47+0.0126036d,+1920.76+0.00902519d,+3122+0.0146768d,+2641.43+0.0124488d,+4083.43+0.0192562d,+3282.21+0.0154728d,+2561.35+0.012071d,+2841.66+0.0133936d,+3202.11+0.0150947d,+3522.55+0.0166074d,+2521.3+0.0118821d,+1880.72+0.00883524d,+560.064+0.00262964d,+640.084+0.00300545d,+880.158+0.0041331d,+1200.29+0.00563716d,+1200.29+0.00563716d,+1640.55+0.0077062d
2021-01-06 03:15:00 UTC,+73079+238.9j,+9897.41+19.6598j,+23520.3+103.814j,+19024.5+72.6935j,+9658.58+19.5246j,+10977.6+22.6554j,+240.012+0.00112891d,+200.008+0.000940738d,+240.012+0.00112891d,+280.016+0.0013171d,+1680.58+0.00790941d,+2401.18+0.0113042d,+2321.1+0.0109268d,+2521.3+0.0118703d,+2241.03+0.0105763d,+4203.64+0.0198545d,+3202.11+0.0151179d,+2641.43+0.012468d,+2801.61+0.0132249d,+3081.95+0.0145499d,+3282.22+0.0154966d,+2000.82+0.00944169d,+5285.75+0.0249558d,+640.084+0.00301629d,+560.064+0.00263912d,+760.119+0.0035821d,+1200.3+0.00565749d,+1160.28+0.00546877d,+5005.15+0.0236283d
2021-01-06 03:30:00 UTC,+69334.2+215.174j,+11022.1+24.5826j,+23922.9+107.267j,+13671.1+36.6392j,+13950.4+37.3449j,+6767.26+8.83571j,+160.005+0.000752305d,+240.012+0.00112851d,+200.008+0.000940404d,+160.005+0.000752305d,+2361.14+0.0111115d,+2241.03+0.0105457d,+2561.34+0.0120547d,+3081.95+0.0145079d,+2201+0.010382d,+4123.5+0.0194658d,+3282.21+0.015489d,+2681.48+0.012651d,+2761.57+0.0130292d,+3362.32+0.0158676d,+3242.16+0.0152997d,+2201+0.010382d,+2561.35+0.0120606d,+600.074+0.00282329d,+560.064+0.00263501d,+800.131+0.00376485d,+1120.26+0.00527183d,+1160.28+0.00546024d,+3162.05+0.0148928d
2021-01-06 03:45:00 UTC,+59884.1+176.691j,+8934.58+16.1714j,+24486.4+112.193j,+6229.63+7.27603j,+8292.57+13.9366j,+11940.6+26.6949j,+120.003+0.000563985d,+160.005+0.000751998d,+160.005+0.000751998d,+200.008+0.00094002d,+1640.55+0.00771499d,+2200.99+0.0103529d,+1880.72+0.00884532d,+2561.34+0.0120497d,+2441.22+0.0115173d,+4043.36+0.0190885d,+3122+0.0147332d,+2761.57+0.0130303d,+2721.52+0.0128412d,+3562.61+0.0168155d,+3122+0.0147332d,+2641.43+0.0124629d,+840.144+0.00394766d,+552.062+0.00259372d,+520.055+0.00244331d,+680.095+0.00319541d,+920.173+0.00432384d,+904.167+0.0042486d,+1000.2+0.00470006d
2021-01-06 04:00:00 UTC,+59419.3+175.663j,+10219+21.1266j,+24929.7+116.32j,+7768.73+11.3043j,+9293.11+16.4241j,+7208.36+10.0719j,+160.005+0.000751958d,+200.008+0.000939971d,+160.005+0.000751958d,+160.005+0.000751958d,+2000.82+0.0094101d,+2361.14+0.0111064d,+2441.22+0.0114834d,+2721.52+0.0128034d,+2561.35+0.0120821d,+4203.63+0.0198423d,+2601.39+0.0122712d,+2801.61+0.0132167d,+3162.05+0.0149193d,+3442.44+0.0162441d,+3522.55+0.0166227d,+2561.35+0.0120821d,+1120.26+0.00526442d,+720.106+0.00338344d,+720.106+0.00338344d,+840.144+0.00394763d,+1120.26+0.00526442d,+1040.22+0.00488815d,+1280.34+0.00601707d
2021-01-06 04:15:00 UTC,+64234.6+191.815j,+10620+22.5838j,+24406+111.451j,+7247.61+9.84188j,+10540.9+22.753j,+11419.7+24.7346j,+200.008+0.000939502d,+400.033+0.00187923d,+160.005+0.000751584d,+200.008+0.000939502d,+2241.03+0.0105356d,+2521.3+0.0118546d,+2441.22+0.0114777d,+2441.22+0.0114777d,+2481.26+0.011696d,+4203.63+0.0198289d,+2721.52+0.0128298d,+2841.66+0.0133968d,+2841.66+0.0133968d,+3242.16+0.0152875d,+3562.61+0.0168007d,+2441.22+0.0115071d,+1080.24+0.00507288d,+600.074+0.00281744d,+640.084+0.00300534d,+760.118+0.0035691d,+1080.24+0.00507288d,+1080.24+0.00507288d,+1080.24+0.00507288d
2021-01-06 04:30:00 UTC,+66599.2+199.749j,+10138.3+20.6717j,+24406.4+111.895j,+11179.2+23.9081j,+11903.1+27.6358j,+8971.79+15.1656j,+240.012+0.00113129d,+440.04+0.00207428d,+160.005+0.000754156d,+240.012+0.00113129d,+1760.64+0.00830389d,+2481.27+0.0117061d,+1920.76+0.00905969d,+2881.71+0.0135976d,+2521.31+0.0119269d,+4243.71+0.0200889d,+3001.86+0.0142029d,+3081.96+0.0145824d,+2801.62+0.0132544d,+3081.96+0.0145824d,+3482.5+0.0164803d,+2120.93+0.0100313d,+1240.32+0.00584972d,+2160.96+0.0101956d,+600.074+0.00282939d,+2681.48+0.0126542d,+1080.24+0.00509442d,+1240.32+0.00584972d,+1080.24+0.00509442d
2021-01-06 04:45:00 UTC,+77795.5+262.96j,+10379.5+21.7799j,+25292.4+120.071j,+18469.9+65.8952j,+12755.1+31.9754j,+10898+22.6196j,+240.012+0.001132d,+240.012+0.001132d,+240.012+0.001132d,+240.012+0.001132d,+1680.58+0.00793102d,+2561.35+0.0120919d,+2201+0.0103892d,+2961.8+0.0139848d,+2561.35+0.0121256d,+4163.58+0.0197237d,+3122.01+0.0147832d,+3122.01+0.0147832d,+2921.76+0.0138339d,+3402.39+0.0161127d,+3442.44+0.0163027d,+2481.27+0.0117461d,+1056.23+0.0049908d,+4115.49+0.0194707d,+2601.39+0.0122997d,+4219.67+0.0199644d,+960.19+0.00453682d,+1432.42+0.0067694d,+2745.55+0.0129821d
2021-01-06 05:00:00 UTC,+82008.9+308.442j,+10740.5+23.1959j,+28962.4+157.946j,+19340.9+72.9544j,+13952.4+38.249j,+9012.04+15.3715j,+160.005+0.000754867d,+480.047+0.00226504d,+200.008+0.000943607d,+160.005+0.000754867d,+2241.03+0.0105817d,+2321.11+0.0109601d,+2481.27+0.0117172d,+2681.48+0.0126637d,+2721.53+0.0128968d,+4163.58+0.0197422d,+3242.17+0.0153673d,+3562.62+0.0168885d,+2801.62+0.0132768d,+3722.86+0.0176493d,+3202.12+0.0151772d,+5446.13+0.0258373d,+1160.28+0.00548493d,+2721.53+0.0128736d,+4484.15+0.0212268d,+2641.44+0.0124944d,+1240.32+0.00586349d,+1120.26+0.00529566d,+4965.08+0.0235081d
2021-01-06 05:15:00 UTC,+64929+213.581j,+10419.6+21.9534j,+27590+142.816j,+10216.7+20.226j,+6285.98+7.52278j,+10416.2+20.5566j,+120.003+0.000565485d,+480.047+0.00226245d,+160.005+0.000753999d,+160.005+0.000753999d,+1800.67+0.0084911d,+2120.92+0.0100026d,+2641.43+0.0124601d,+2921.75+0.013784d,+2641.44+0.0125d,+4283.79+0.0202858d,+3482.5+0.0164859d,+3081.96+0.0145874d,+2841.66+0.0134487d,+3162.06+0.014967d,+3682.8+0.0174355d,+4323.86+0.0204759d,+1120.26+0.00528094d,+640.084+0.00301678d,+1240.32+0.00584718d,+680.095+0.00320541d,+1080.24+0.00509221d,+3081.95+0.0145402d,+1480.45+0.00697993d
2021-01-06 05:30:00 UTC,+70224.6+228.226j,+10138.4+20.7171j,+26662.8+133.438j,+10701.6+23.5084j,+11502.5+26.1777j,+11218.8+23.8491j,+160.005+0.000754205d,+480.047+0.00226306d,+120.003+0.00056564d,+160.005+0.000754205d,+1920.76+0.00906029d,+2601.39+0.0122743d,+2080.89+0.00981628d,+2601.39+0.0122743d,+2281.07+0.0107947d,+4283.79+0.0202889d,+3282.22+0.0155388d,+3242.17+0.0153489d,+2841.66+0.0134507d,+3122.01+0.0147794d,+3802.98+0.0180081d,+3722.86+0.0176281d,+1080.24+0.0050943d,+720.106+0.00339545d,+520.056+0.00245197d,+640.084+0.00301803d,+1080.24+0.0050943d,+4604.36+0.0217452d,+1240.32+0.00584959d
2021-01-06 05:45:00 UTC,+61473.1+191.812j,+12025.8+29.104j,+25896.8+125.877j,+6662.63+8.42103j,+8115.54+13.1789j,+8771.94+14.7781j,+200.008+0.000943953d,+480.047+0.00226588d,+160.005+0.000755143d,+280.016+0.0013216d,+2361.15+0.0111535d,+2761.57+0.0130472d,+2641.44+0.012479d,+3122.01+0.0147523d,+2361.15+0.0111824d,+3963.24+0.0187824d,+2961.81+0.0140307d,+3242.17+0.0153606d,+2801.62+0.0132709d,+3322.28+0.0157406d,+3482.5+0.0165008d,+3682.8+0.0174513d,+840.145+0.00396222d,+544.061+0.00256554d,+456.043+0.00215041d,+560.064+0.00264103d,+904.168+0.00426428d,+944.183+0.00445307d,+1016.21+0.00479293d
2021-01-06 06:00:00 UTC,+70746.5+230.301j,+12670.2+32.9454j,+26138.7+128.241j,+12789.3+32.9683j,+7969.54+12.0703j,+11178.3+23.536j,+200.008+0.00094386d,+520.056+0.00245452d,+200.008+0.00094386d,+240.012+0.00113266d,+1600.53+0.00755742d,+4444.07+0.0210087d,+2721.52+0.0128565d,+2721.52+0.0128565d,+2321.11+0.0109907d,+3963.24+0.0187791d,+3162.06+0.0149779d,+3122.01+0.014788d,+2841.67+0.0134585d,+3522.56+0.016688d,+3242.17+0.0153579d,+3883.11+0.0183988d,+2641.44+0.012478d,+480.047+0.00226571d,+640.084+0.00302124d,+840.145+0.00396587d,+1080.24+0.00509973d,+1120.26+0.00528874d,+1240.32+0.00585583d
2021-01-06 06:15:00 UTC,+68747.7+227.711j,+14399.2+42.6471j,+25977+126.503j,+12991.3+34.4484j,+8813.24+15.3931j,+6566.46+8.18968j,+200.008+0.000944575d,+560.065+0.0026454d,+240.012+0.00113352d,+160.005+0.000755641d,+1960.79+0.00926692d,+3602.67+0.0170382d,+2721.53+0.0128663d,+4925+0.0233046d,+2761.57+0.0130841d,+3802.99+0.0180259d,+3001.86+0.0142239d,+3402.39+0.0161244d,+3122.01+0.014794d,+3482.5+0.0165047d,+3282.22+0.0155542d,+3041.91+0.0144139d,+5205.58+0.0246286d,+520.056+0.00245574d,+560.065+0.00264471d,+920.174+0.00434584d,+1200.3+0.00566947d,+1200.3+0.00566947d,+920.174+0.00434584d
2021-01-06 06:30:00 UTC,+75764.3+254.252j,+12590.1+32.7161j,+26098.6+128.24j,+8491.14+13.8581j,+14635.3+42.0449j,+13948.6+36.7945j,+160.005+0.000757632d,+520.056+0.00246287d,+120.003+0.000568208d,+160.005+0.000757632d,+2241.04+0.0106206d,+2841.67+0.0134705d,+2080.89+0.00986104d,+4444.08+0.0210804d,+2681.49+0.0127425d,+3923.19+0.0186527d,+3322.29+0.0157918d,+3522.57+0.0167452d,+3202.12+0.0152199d,+3282.23+0.0156011d,+3682.81+0.0175081d,+2401.19+0.0114092d,+2201+0.0104227d,+480.047+0.00227163d,+640.084+0.00302914d,+840.146+0.00397624d,+1200.3+0.00568161d,+1160.28+0.00549209d,+1000.21+0.00473409d
2021-01-06 06:45:00 UTC,+62614+217.962j,+12951.5+34.5245j,+28558+153.732j,+6285.9+7.5214j,+6807.16+8.91606j,+8010.92+12.7529j,+160.005+0.000759079d,+520.056+0.00246756d,+160.005+0.000759079d,+200.008+0.000948873d,+1640.56+0.00778771d,+3402.4+0.0161629d,+2841.67+0.0134961d,+4003.32+0.0190223d,+2601.4+0.01239d,+4243.74+0.0202259d,+4203.21+0.0175411d,+3402.4+0.0162104d,+3282.24+0.0156371d,+3923.19+0.0186957d,+3923.19+0.0186957d,+2881.72+0.0137267d,+896.166+0.00424749d,+488.049+0.00231278d,+520.056+0.00246449d,+736.112+0.00348867d,+1368.39+0.00648691d,+768.122+0.00364042d,+792.13+0.00375424d
2021-01-06 07:00:00 UTC,+89234.6+392.052j,+13231.8+35.6144j,+36112.2+247.469j,+10903.2+24.8166j,+11984.2+28.4844j,+17002.3+54.7435j,+160.005+0.000760251d,+560.065+0.00266154d,+160.005+0.000760251d,+200.008+0.000950338d,+2641.45+0.0125635d,+3362.34+0.0159971d,+2801.63+0.0133263d,+3322.29+0.0158063d,+2481.28+0.0118519d,+4724.65+0.0225885d,+8848.17+0.0211988d,+2961.83+0.01415d,+4965.13+0.0237406d,+5446.18+0.0260459d,+3402.41+0.0162579d,+3122.03+0.0149164d,+1120.26+0.00532261d,+560.065+0.00266038d,+560.065+0.00266038d,+800.132+0.00380111d,+4884.95+0.0232458d,+920.175+0.0043716d,+1120.26+0.00532261d
2021-01-06 07:15:00 UTC,+79236.3+347.922j,+13511.4+36.5349j,+36479.4+254.451j,+9052.67+15.8242j,+8411.24+13.7823j,+11780.7+26.5052j,+320.021+0.001526d,+1120.26+0.00534368d,+200.008+0.000953681d,+360.027+0.0017168d,+2481.28+0.0118425d,+2881.73+0.013756d,+2881.73+0.013756d,+3242.19+0.015479d,+2281.09+0.0109335d,+7291.12+0.0350204d,+7927.1+0.0205682d,+3242.2+0.0155464d,+4884.99+0.0234397d,+4724.67+0.0226689d,+3242.2+0.0155464d,+2721.55+0.013047d,+1120.26+0.00533921d,+800.133+0.00381296d,+600.075+0.00285936d,+1040.22+0.00495759d,+2361.16+0.0112592d,+1000.21+0.00476679d,+1160.28+0.00553003d
2021-01-06 07:30:00 UTC,+93207.8+407.145j,+21716.8+92.777j,+33853.6+220.255j,+12146.2+29.9006j,+11541+25.9457j,+13949.3+37.3094j,+4042.7+0.0153283d,+1280.34+0.00613238d,+840.147+0.00402327d,+480.048+0.00229849d,+5125.49+0.0245888d,+2441.24+0.0116984d,+4604.43+0.0220842d,+2841.69+0.0136195d,+2441.25+0.0117253d,+6288.29+0.0302515d,+8569.67+0.0258953d,+3041.94+0.0146141d,+3362.37+0.0161557d,+3883.16+0.0186621d,+3202.15+0.0153849d,+2921.79+0.0140362d,+1600.53+0.00765318d,+680.096+0.00325073d,+680.096+0.00325073d,+4604.42+0.0220443d,+1160.28+0.00554703d,+960.192+0.00459007d,+1200.3+0.00573845d
2021-01-06 07:45:00 UTC,+93179.3+377.36j,+20956.6+85.5224j,+29821.5+171.038j,+10979+23.5299j,+16467.7+53.3706j,+14953.6+43.0053j,+3089.08+0.00800208d,+1320.37+0.00635599d,+1160.28+0.005585d,+680.097+0.00327298d,+4323.93+0.0208408d,+3001.89+0.0144607d,+3843.1+0.0185196d,+3482.55+0.0167795d,+2521.34+0.0121639d,+6168.01+0.0298026d,+5132.07+0.0182094d,+3482.55+0.0168079d,+3522.61+0.0170016d,+3402.43+0.0164207d,+3522.61+0.0170016d,+1960.81+0.00945745d,+1752.64+0.00842247d,+760.121+0.0036513d,+576.069+0.00276698d,+2193.01+0.0105406d,+864.156+0.00415123d,+928.18+0.00445891d,+2393.2+0.0115038d
2021-01-06 08:00:00 UTC,+104562+448.753j,+22642+100.343j,+29529.3+166.598j,+19181.3+73.0027j,+16526.3+54.4936j,+16681.5+53.2597j,+2600.76+0.00666646d,+1360.39+0.006524d,+1120.26+0.0053719d,+880.162+0.00422014d,+3923.22+0.0188348d,+3442.48+0.0165235d,+3442.48+0.0165235d,+5807.06+0.0279008d,+2681.5+0.0128836d,+5245.77+0.025231d,+3522.6+0.0169307d,+5045.33+0.0242649d,+3402.42+0.0163523d,+3282.26+0.015774d,+3562.66+0.0171235d,+2681.5+0.0128836d,+2561.37+0.0122817d,+4524.28+0.0217116d,+840.147+0.00402558d,+1040.23+0.00498468d,+1560.51+0.00747945d,+1600.53+0.00767142d,+5285.84+0.0253743d
2021-01-06 08:15:00 UTC,+99530.6+416.541j,+18452.4+65.6709j,+31507.8+189.526j,+14551.4+40.3662j,+16686.1+54.9994j,+18332.1+64.9917j,+3601.67+0.0106735d,+1360.39+0.00650076d,+1200.3+0.00573539d,+360.027+0.00171972d,+3402.41+0.0162727d,+2841.68+0.0135877d,+2481.28+0.0118626d,+3162.08+0.0151217d,+2961.83+0.0141979d,+5406.11+0.0259414d,+4644.51+0.0222797d,+5526.38+0.0265199d,+4083.48+0.0195839d,+2961.83+0.0141979d,+3402.42+0.0163129d,+2401.2+0.0115078d,+2241.04+0.0107051d,+2601.41+0.0124284d,+1160.28+0.00554d,+1200.3+0.00573118d,+1640.56+0.00783476d,+1680.59+0.00802605d,+2120.94+0.0101309d
